自動車メーカー,車種,型式,年式,エンジン,ミッション,標準デフ,適合詳細,タイプ,販売価格,Camp価格,商品ID,物販コード,JANコード,メーカー品番,メーカー名,商品名,商品,取付位置,備考,注意事項,定価
スバル,WRX S4,VAG,2014/08～,FA20,AT,オープンデフ,ターボ,2WAY,92400,,297902,LSD-183-FT2-qq-e-f1-1825,4996338006837,LSD 183 FT2,CUSCO,LSD SPEC-F type-RS 2WAY,type-RS Spec-F,リア,,,105000
スバル,WRX S4,VAG,2014/08～,FA20,AT,オープンデフ,ターボ,2WAY,92400,,300367,LSD-183-LT2-qq-e-f1-3716,4996338006875,LSD 183 LT2,CUSCO,LSD SPEC-F type-RS 2WAY,type-RS Spec-F,リア,,,105000
スバル,WRX STI,VAB,2014/08～,EJ20,MT,トルセン,ターボ,1.5WAY,92400,,301376,LSD-182-LT15-qq-e-f1-2311,4996338006783,LSD 182 LT15,CUSCO,LSD SPEC-F type-RS 1.5WAY,type-RS Spec-F,リア,,,105000
スバル,WRX STI,VAB,2014/08～,EJ20,MT,トルセン,ターボ,1WAY,92400,,300345,LSD-182-FT-qq-e-f1-1598,4996338006745,LSD 182 FT,CUSCO,LSD SPEC-F type-RS 1WAY,type-RS Spec-F,リア,,,105000
スバル,WRX STI,VAB,2014/08～,EJ20,MT,トルセン,ターボ,2WAY,92400,,299377,LSD-182-LT2-qq-e-f1-3709,4996338006790,LSD 182 LT2,CUSCO,LSD SPEC-F type-RS 2WAY,type-RS Spec-F,リア,,,105000
スバル,WRX STI,VAB,2014/08～,EJ20,MT,トルセン,ターボ,2WAY,92400,,300870,LSD-182-FT2-qq-e-f1-4621,4996338006752,LSD 182 FT2,CUSCO,LSD SPEC-F type-RS 2WAY,type-RS Spec-F,リア,,,105000
スバル,WRX STI,VAB,2014/08～,EJ20,MT,ヘリカル,ターボ,1.5WAY,92400,,300372,LSD-184-CT15-qq-e-f1-3231,4996338006929,LSD 184 CT15,CUSCO,LSD SPEC-F type-RS 1.5WAY,type-RS Spec-F,フロント,,,105000
スバル,WRX STI,VAB,2014/08～,EJ20,MT,ヘリカル,ターボ,1WAY,92400,,297365,LSD-184-CT-qq-e-f1-4367,4996338006912,LSD 184 CT,CUSCO,LSD SPEC-F type-RS 1WAY,type-RS Spec-F,フロント,,,105000
スバル,WRX STI,VAB,2014/08～,EJ20,MT,ヘリカル,ターボ,1WAY,92400,,301408,LSD-184-FT-qq-e-f1-2122,4996338006936,LSD 184 FT,CUSCO,LSD SPEC-F type-RS 1WAY,type-RS Spec-F,フロント,,,105000
スバル,インプレッサ,GC8,1994/09～1996/08,EJ20,MT,オープンデフ,ターボ STiバージョン1/2 WRX-RA<br>アプライドC(センターDCCD車),1.5WAY,92400,,300837,LSD-180-CT15-qq-e-f1-5327,4996338006615,LSD 180 CT15,CUSCO,LSD SPEC-F type-RS 1.5WAY,type-RS Spec-F,フロント,,,105000
スバル,インプレッサ,GC8,1994/09～1996/08,EJ20,MT,オープンデフ,ターボ STiバージョン1/2 WRX-RA<br>アプライドC(センターDCCD車),1WAY,92400,,296333,LSD-180-CT-qq-e-f1-4327,4996338006608,LSD 180 CT,CUSCO,LSD SPEC-F type-RS 1WAY,type-RS Spec-F,フロント,,,105000
スバル,インプレッサ,GC8,1994/09～1996/08,EJ20,MT,オープンデフ,ターボ STiバージョン1/2 WRX-RA<br>アプライドC(センターDCCD車),1WAY,92400,,300842,LSD-180-FT-qq-e-f1-2947,4996338006622,LSD 180 FT,CUSCO,LSD SPEC-F type-RS 1WAY,type-RS Spec-F,フロント,,,105000
スバル,インプレッサ,GC8,1994/09～1996/08,EJ20,MT,ビスカス/機械式,ターボ STiバージョン1/2 WRX-RA<br>アプライドC(センターDCCD車),1.5WAY,90640,,298838,LSD-181-LT15-qq-e-f1-1350,4996338006707,LSD 181 LT15,CUSCO,LSD SPEC-F type-RS 1.5WAY,type-RS Spec-F,リア,,,103000
スバル,インプレッサ,GC8,1994/09～1996/08,EJ20,MT,ビスカス/機械式,ターボ STiバージョン1/2 WRX-RA<br>アプライドC(センターDCCD車),1WAY,90640,,297864,LSD-181-FT-qq-e-f1-3988,4996338006653,LSD 181 FT,CUSCO,LSD SPEC-F type-RS 1WAY,type-RS Spec-F,リア,,,103000
スバル,インプレッサ,GC8,1994/09～1996/08,EJ20,MT,ビスカス/機械式,ターボ STiバージョン1/2 WRX-RA<br>アプライドC(センターDCCD車),2WAY,90640,,296351,LSD-181-FT2-qq-e-f1-1348,4996338006677,LSD 181 FT2,CUSCO,LSD SPEC-F type-RS 2WAY,type-RS Spec-F,リア,,,103000
スバル,インプレッサ,GC8,1994/09～1996/08,EJ20,MT,ビスカス/機械式,ターボ STiバージョン1/2 WRX-RA<br>アプライドC(センターDCCD車),2WAY,90640,,299357,LSD-181-LT2-qq-e-f1-1352,4996338006714,LSD 181 LT2,CUSCO,LSD SPEC-F type-RS 2WAY,type-RS Spec-F,リア,,,103000
スバル,インプレッサ,GC8,1996/09～1997/08,EJ20,MT,オープンデフ,ターボ STiバージョン3 WRX-RA<br>アプライドD(センターDCCD車),1.5WAY,92400,,300836,LSD-180-CT15-qq-e-f1-4615,4996338006615,LSD 180 CT15,CUSCO,LSD SPEC-F type-RS 1.5WAY,type-RS Spec-F,フロント,,,105000
スバル,インプレッサ,GC8,1996/09～1997/08,EJ20,MT,オープンデフ,ターボ STiバージョン3 WRX-RA<br>アプライドD(センターDCCD車),1WAY,92400,,297857,LSD-180-FT-qq-e-f1-3977,4996338006622,LSD 180 FT,CUSCO,LSD SPEC-F type-RS 1WAY,type-RS Spec-F,フロント,,,105000
スバル,インプレッサ,GC8,1996/09～1997/08,EJ20,MT,オープンデフ,ターボ STiバージョン3 WRX-RA<br>アプライドD(センターDCCD車),1WAY,92400,,301351,LSD-180-CT-qq-e-f1-4326,4996338006608,LSD 180 CT,CUSCO,LSD SPEC-F type-RS 1WAY,type-RS Spec-F,フロント,,,105000
スバル,インプレッサ,GC8,1996/09～1997/08,EJ20,MT,機械式,ターボ STiバージョン3 WRX-RA<br>アプライドD(センターDCCD車),1.5WAY,92400,,297884,LSD-182-LT15-qq-e-f1-2312,4996338006783,LSD 182 LT15,CUSCO,LSD SPEC-F type-RS 1.5WAY,type-RS Spec-F,リア,,,105000
スバル,インプレッサ,GC8,1996/09～1997/08,EJ20,MT,機械式,ターボ STiバージョン3 WRX-RA<br>アプライドD(センターDCCD車),1WAY,92400,,300346,LSD-182-FT-qq-e-f1-2545,4996338006745,LSD 182 FT,CUSCO,LSD SPEC-F type-RS 1WAY,type-RS Spec-F,リア,,,105000
スバル,インプレッサ,GC8,1996/09～1997/08,EJ20,MT,機械式,ターボ STiバージョン3 WRX-RA<br>アプライドD(センターDCCD車),2WAY,92400,,296371,LSD-182-FT2-qq-e-f1-405,4996338006752,LSD 182 FT2,CUSCO,LSD SPEC-F type-RS 2WAY,type-RS Spec-F,リア,,,105000
スバル,インプレッサ,GC8,1996/09～1997/08,EJ20,MT,機械式,ターボ STiバージョン3 WRX-RA<br>アプライドD(センターDCCD車),2WAY,92400,,299376,LSD-182-LT2-qq-e-f1-3220,4996338006790,LSD 182 LT2,CUSCO,LSD SPEC-F type-RS 2WAY,type-RS Spec-F,リア,,,105000
スバル,インプレッサ,GC8,1997/09～1998/08,EJ20,MT,オープンデフ/ヘリカル,ターボ STiバージョン4 WRX-RA<br>アプライドE(センターDCCD車),1.5WAY,92400,,297850,LSD-180-CT15-qq-e-f1-4616,4996338006615,LSD 180 CT15,CUSCO,LSD SPEC-F type-RS 1.5WAY,type-RS Spec-F,フロント,1998/01～(ヘリカルLSD装着車)はサイドシャフト38415AA010×2、スナップリング805028011×2交換で装着可能になります。,,105000
スバル,インプレッサ,GC8,1997/09～1998/08,EJ20,MT,オープンデフ/ヘリカル,ターボ STiバージョン4 WRX-RA<br>アプライドE(センターDCCD車),1WAY,92400,,296801,LSD-180-FT-qq-e-f1-3976,4996338006622,LSD 180 FT,CUSCO,LSD SPEC-F type-RS 1WAY,type-RS Spec-F,フロント,1998/01～(ヘリカルLSD装着車)はサイドシャフト38415AA010×2、スナップリング805028011×2交換で装着可能になります。,,105000
スバル,インプレッサ,GC8,1997/09～1998/08,EJ20,MT,オープンデフ/ヘリカル,ターボ STiバージョン4 WRX-RA<br>アプライドE(センターDCCD車),1WAY,92400,,297845,LSD-180-CT-qq-e-f1-3444,4996338006608,LSD 180 CT,CUSCO,LSD SPEC-F type-RS 1WAY,type-RS Spec-F,フロント,1998/01～(ヘリカルLSD装着車)はサイドシャフト38415AA010×2、スナップリング805028011×2交換で装着可能になります。,,105000
スバル,インプレッサ,GC8,1997/09～1998/08,EJ20,MT,機械式,ターボ STiバージョン4 WRX-RA<br>アプライドE(センターDCCD車),1.5WAY,92400,,296377,LSD-182-LT15-qq-e-f1-5085,4996338006783,LSD 182 LT15,CUSCO,LSD SPEC-F type-RS 1.5WAY,type-RS Spec-F,リア,,,105000
スバル,インプレッサ,GC8,1997/09～1998/08,EJ20,MT,機械式,ターボ STiバージョン4 WRX-RA<br>アプライドE(センターDCCD車),1WAY,92400,,298841,LSD-182-FT-qq-e-f1-4002,4996338006745,LSD 182 FT,CUSCO,LSD SPEC-F type-RS 1WAY,type-RS Spec-F,リア,,,105000
スバル,インプレッサ,GC8,1997/09～1998/08,EJ20,MT,機械式,ターボ STiバージョン4 WRX-RA<br>アプライドE(センターDCCD車),2WAY,92400,,299366,LSD-182-FT2-qq-e-f1-1354,4996338006752,LSD 182 FT2,CUSCO,LSD SPEC-F type-RS 2WAY,type-RS Spec-F,リア,,,105000
スバル,インプレッサ,GC8,1997/09～1998/08,EJ20,MT,機械式,ターボ STiバージョン4 WRX-RA<br>アプライドE(センターDCCD車),2WAY,92400,,300878,LSD-182-LT2-qq-e-f1-1824,4996338006790,LSD 182 LT2,CUSCO,LSD SPEC-F type-RS 2WAY,type-RS Spec-F,リア,,,105000
スバル,インプレッサ,GC8,1998/09～2000/08,EJ20,MT,オープンデフ/ヘリカル,ターボ STiバージョン5/6 WRX-RA<br>アプライドF/G(センターDCCD車),1.5WAY,92400,,300838,LSD-180-CT15-qq-e-f1-5328,4996338006615,LSD 180 CT15,CUSCO,LSD SPEC-F type-RS 1.5WAY,type-RS Spec-F,フロント,1998/01～(ヘリカルLSD装着車)はサイドシャフト38415AA010×2、スナップリング805028011×2交換で装着可能になります。,,105000
スバル,インプレッサ,GC8,1998/09～2000/08,EJ20,MT,オープンデフ/ヘリカル,ターボ STiバージョン5/6 WRX-RA<br>アプライドF/G(センターDCCD車),1WAY,92400,,299346,LSD-180-FT-qq-e-f1-683,4996338006622,LSD 180 FT,CUSCO,LSD SPEC-F type-RS 1WAY,type-RS Spec-F,フロント,1998/01～(ヘリカルLSD装着車)はサイドシャフト38415AA010×2、スナップリング805028011×2交換で装着可能になります。,,105000
スバル,インプレッサ,GC8,1998/09～2000/08,EJ20,MT,オープンデフ/ヘリカル,ターボ STiバージョン5/6 WRX-RA<br>アプライドF/G(センターDCCD車),1WAY,92400,,300831,LSD-180-CT-qq-e-f1-3445,4996338006608,LSD 180 CT,CUSCO,LSD SPEC-F type-RS 1WAY,type-RS Spec-F,フロント,1998/01～(ヘリカルLSD装着車)はサイドシャフト38415AA010×2、スナップリング805028011×2交換で装着可能になります。,,105000
スバル,インプレッサ,GC8,1998/09～2000/08,EJ20,MT,機械式,ターボ STiバージョン5/6 WRX-RA<br>アプライドF/G(センターDCCD車),1.5WAY,92400,,298300,LSD-182-LT15-qq-e-f1-1357,4996338006783,LSD 182 LT15,CUSCO,LSD SPEC-F type-RS 1.5WAY,type-RS Spec-F,リア,,,105000
スバル,インプレッサ,GC8,1998/09～2000/08,EJ20,MT,機械式,ターボ STiバージョン5/6 WRX-RA<br>アプライドF/G(センターDCCD車),1WAY,92400,,301822,LSD-182-FT-qq-e-f1-2544,4996338006745,LSD 182 FT,CUSCO,LSD SPEC-F type-RS 1WAY,type-RS Spec-F,リア,,,105000
スバル,インプレッサ,GC8,1998/09～2000/08,EJ20,MT,機械式,ターボ STiバージョン5/6 WRX-RA<br>アプライドF/G(センターDCCD車),2WAY,92400,,296379,LSD-182-LT2-qq-e-f1-3710,4996338006790,LSD 182 LT2,CUSCO,LSD SPEC-F type-RS 2WAY,type-RS Spec-F,リア,,,105000
スバル,インプレッサ,GC8,1998/09～2000/08,EJ20,MT,機械式,ターボ STiバージョン5/6 WRX-RA<br>アプライドF/G(センターDCCD車),2WAY,92400,,297873,LSD-182-FT2-qq-e-f1-1355,4996338006752,LSD 182 FT2,CUSCO,LSD SPEC-F type-RS 2WAY,type-RS Spec-F,リア,,,105000
スバル,インプレッサ,GDA,2000/08～2007/06,EJ20,MT,オープンデフ/ヘリカル,ターボ アプライドA～G(センタービスカス車),1.5WAY,92400,,299340,LSD-180-CT15-qq-e-f1-2309,4996338006615,LSD 180 CT15,CUSCO,LSD SPEC-F type-RS 1.5WAY,type-RS Spec-F,フロント,1998/01～(ヘリカルLSD装着車)はサイドシャフト38415AA010×2、スナップリング805028011×2交換で装着可能になります。,,105000
スバル,インプレッサ,GDA,2000/08～2007/06,EJ20,MT,オープンデフ/ヘリカル,ターボ アプライドA～G(センタービスカス車),1WAY,92400,,296789,LSD-180-CT-qq-e-f1-5225,4996338006608,LSD 180 CT,CUSCO,LSD SPEC-F type-RS 1WAY,type-RS Spec-F,フロント,1998/01～(ヘリカルLSD装着車)はサイドシャフト38415AA010×2、スナップリング805028011×2交換で装着可能になります。,,105000
スバル,インプレッサ,GDA,2000/08～2007/06,EJ20,MT,オープンデフ/ヘリカル,ターボ アプライドA～G(センタービスカス車),1WAY,92400,,299343,LSD-180-FT-qq-e-f1-2044,4996338006622,LSD 180 FT,CUSCO,LSD SPEC-F type-RS 1WAY,type-RS Spec-F,フロント,1998/01～(ヘリカルLSD装着車)はサイドシャフト38415AA010×2、スナップリング805028011×2交換で装着可能になります。,,105000
スバル,インプレッサ,GDA,2000/08～2007/06,EJ20,MT,シュアトラック,ターボ アプライドA～G(センタービスカス車),1.5WAY,92400,,299401,LSD-183-LT15-qq-e-f1-1827,4996338006868,LSD 183 LT15,CUSCO,LSD SPEC-F type-RS 1.5WAY,type-RS Spec-F,リア,,,105000
スバル,インプレッサ,GDA,2000/08～2007/06,EJ20,MT,シュアトラック,ターボ アプライドA～G(センタービスカス車),1WAY,92400,,299391,LSD-183-FT-qq-e-f1-1159,4996338006820,LSD 183 FT,CUSCO,LSD SPEC-F type-RS 1WAY,type-RS Spec-F,リア,,,105000
スバル,インプレッサ,GDA,2000/08～2007/06,EJ20,MT,シュアトラック,ターボ アプライドA～G(センタービスカス車),2WAY,92400,,296400,LSD-183-FT2-qq-e-f1-1826,4996338006837,LSD 183 FT2,CUSCO,LSD SPEC-F type-RS 2WAY,type-RS Spec-F,リア,,,105000
スバル,インプレッサ,GDA,2000/08～2007/06,EJ20,MT,シュアトラック,ターボ アプライドA～G(センタービスカス車),2WAY,92400,,300369,LSD-183-LT2-qq-e-f1-5091,4996338006875,LSD 183 LT2,CUSCO,LSD SPEC-F type-RS 2WAY,type-RS Spec-F,リア,,,105000
スバル,インプレッサ,GH8,2007/06～2011/12,EJ20,5MT,オープンデフ,ターボ,1.5WAY,92400,,296334,LSD-180-CT15-qq-e-f1-1341,4996338006615,LSD 180 CT15,CUSCO,LSD SPEC-F type-RS 1.5WAY,type-RS Spec-F,フロント,,,105000
スバル,インプレッサ,GH8,2007/06～2011/12,EJ20,5MT,オープンデフ,ターボ,1WAY,92400,,298281,LSD-180-FT-qq-e-f1-2948,4996338006622,LSD 180 FT,CUSCO,LSD SPEC-F type-RS 1WAY,type-RS Spec-F,フロント,,,105000
スバル,インプレッサ,GH8,2007/06～2011/12,EJ20,5MT,オープンデフ,ターボ,1WAY,92400,,299339,LSD-180-CT-qq-e-f1-3968,4996338006608,LSD 180 CT,CUSCO,LSD SPEC-F type-RS 1WAY,type-RS Spec-F,フロント,,,105000
スバル,インプレッサ,GH8,2007/06～2011/12,EJ20,5MT/AT,オープンデフ,ターボ,1.5WAY,92400,,296406,LSD-183-LT15-qq-e-f1-415,4996338006868,LSD 183 LT15,CUSCO,LSD SPEC-F type-RS 1.5WAY,type-RS Spec-F,リア,,,105000
スバル,インプレッサ,GH8,2007/06～2011/12,EJ20,5MT/AT,オープンデフ,ターボ,1WAY,92400,,299839,LSD-183-FT-qq-e-f1-3480,4996338006820,LSD 183 FT,CUSCO,LSD SPEC-F type-RS 1WAY,type-RS Spec-F,リア,,,105000
スバル,インプレッサ,GH8,2007/06～2011/12,EJ20,5MT/AT,オープンデフ,ターボ,2WAY,92400,,296847,LSD-183-FT2-qq-e-f1-412,4996338006837,LSD 183 FT2,CUSCO,LSD SPEC-F type-RS 2WAY,type-RS Spec-F,リア,,,105000
スバル,インプレッサ,GH8,2007/06～2011/12,EJ20,5MT/AT,オープンデフ,ターボ,2WAY,92400,,299404,LSD-183-LT2-qq-e-f1-1832,4996338006875,LSD 183 LT2,CUSCO,LSD SPEC-F type-RS 2WAY,type-RS Spec-F,リア,,,105000
スバル,インプレッサWRX,GC8,1992/11～1996/08,EJ20,MT,オープンデフ,ターボ アプライドA/B/C(センタービスカス車),1.5WAY,92400,,299801,LSD-180-CT15-qq-e-f1-2777,4996338006615,LSD 180 CT15,CUSCO,LSD SPEC-F type-RS 1.5WAY,type-RS Spec-F,フロント,,,105000
スバル,インプレッサWRX,GC8,1992/11～1996/08,EJ20,MT,オープンデフ,ターボ アプライドA/B/C(センタービスカス車),1WAY,92400,,298277,LSD-180-CT-qq-e-f1-3967,4996338006608,LSD 180 CT,CUSCO,LSD SPEC-F type-RS 1WAY,type-RS Spec-F,フロント,,,105000
スバル,インプレッサWRX,GC8,1992/11～1996/08,EJ20,MT,オープンデフ,ターボ アプライドA/B/C(センタービスカス車),1WAY,92400,,299344,LSD-180-FT-qq-e-f1-2946,4996338006622,LSD 180 FT,CUSCO,LSD SPEC-F type-RS 1WAY,type-RS Spec-F,フロント,,,105000
スバル,インプレッサWRX,GC8,1992/11～1996/08,EJ20,MT,ビスカス,ターボ アプライドA/B/C(センタービスカス車),1.5WAY,90640,,301364,LSD-181-LT15-qq-e-f1-5330,4996338006707,LSD 181 LT15,CUSCO,LSD SPEC-F type-RS 1.5WAY,type-RS Spec-F,リア,,,103000
スバル,インプレッサWRX,GC8,1992/11～1996/08,EJ20,MT,ビスカス,ターボ アプライドA/B/C(センタービスカス車),1WAY,90640,,299806,LSD-181-FT-qq-e-f1-2534,4996338006653,LSD 181 FT,CUSCO,LSD SPEC-F type-RS 1WAY,type-RS Spec-F,リア,,,103000
