自動車メーカー,車種,型式,年式,エンジン型式,適合詳細,構成,販売価格,Camp価格,商品ID,物販コード,JANコード,メーカー品番,メーカー名,商品名,商品分類1,商品分類2,分類番号,仕様,備考,注意事項,定価,入り送料
スバル,レガシィ/レガシィツーリングワゴン/レガシィB4,BLE/BPE,2005/5～2009/5,EZ30,6MT車,ディスク,23117,,292924,00C-022-R667-qq-e-f1-700k,4996338084217,00C 022 R667,CUSCO,カッパーシングルディスク,カッパーシングルディスク,ディスク,3,サイズ:φ240<br>スプライン径:25.2<br>歯数:24,,,29500,1100
スバル,レガシィ/レガシィツーリングワゴン/レガシィB4,BR9/BM9,2009/5～2014/10,EJ25T,6MT車,ディスク＋カバー,42944,,292763,666-022-F-qq-e-f1-708k,4996338080738,666 022 F,CUSCO,カッパーシングルディスクセット,カッパーシングルディスク,ディスク＋カバー,2,サイズ:φ230<br>スプライン径:25.2<br>歯数:24<br>圧着力:10600/1080(N/kgf),カッパーシングルディスク&クスコクラッチカバー,,59000,0
スバル,レガシィ/レガシィツーリングワゴン/レガシィB4,BR9/BM9,2009/5～2014/10,EJ25T,6MT車,ディスク,23117,,292920,00C-022-R666-qq-e-f1-709k,4996338080707,00C 022 R666,CUSCO,カッパーシングルディスク,カッパーシングルディスク,ディスク,3,サイズ:φ230<br>スプライン径:25.2<br>歯数:24,,,29500,1100
トヨタ,86,ZN6,2012/4～,FA20,前期・後期,ディスク＋カバー,42944,,292799,965-022-F-qq-e-f1-1k,4996338080875,965 022 F,CUSCO,カッパーシングルディスクセット,カッパーシングルディスク,ディスク＋カバー,2,サイズ:φ230<br>スプライン径:25.2<br>歯数:24<br>圧着力:6000/610(N/kgf),カッパーシングルディスク&クスコクラッチカバー,,59000,0
トヨタ,86,ZN6,2012/4～,FA20,前期・後期,ディスク,23117,,292915,00C-022-R666-qq-e-f1-2k,4996338080707,00C 022 R666,CUSCO,カッパーシングルディスク,カッパーシングルディスク,ディスク,3,サイズ:φ230<br>スプライン径:25.2<br>歯数:24,,必ずクスコクラッチカバーとセットでご使用ください。,29500,1100
トヨタ,MR2,AW11,1984/6～1985/5,4A-GE,NA,ディスク＋カバー,30464,,292597,116-022-F-qq-e-f1-7k,4996338080288,116 022 F,CUSCO,カッパーシングルディスクセット,カッパーシングルディスク,ディスク＋カバー,2,サイズ:φ200<br>スプライン径:24.1<br>歯数:21<br>圧着力:5400/550(N/kgf),カッパーシングルディスク&クスコクラッチカバー,,41400,0
トヨタ,MR2,AW11,1984/6～1985/5,4A-GE,NA,ディスク,15025,,292514,00C-022-R116-qq-e-f1-8k,4996338084392,00C 022 R116,CUSCO,カッパーシングルディスク,カッパーシングルディスク,ディスク,3,サイズ:φ200<br>スプライン径:24.1<br>歯数:21,,,18600,1100
トヨタ,MR2,AW11,1985/6～1989/10,4A-GE,NA,ディスク＋カバー,30464,,292936,122-022-F-qq-e-f1-12k,4996338080318,122 022 F,CUSCO,カッパーシングルディスクセット,カッパーシングルディスク,ディスク＋カバー,2,サイズ:φ215<br>スプライン径:24.1<br>歯数:21<br>圧着力:6900/700(N/kgf),カッパーシングルディスク&クスコクラッチカバー,,41400,0
トヨタ,MR2,AW11,1985/6～1989/10,4A-GE,NA,ディスク,15025,,292520,00C-022-R122-qq-e-f1-13k,4996338080561,00C 022 R122,CUSCO,カッパーシングルディスク,カッパーシングルディスク,ディスク,3,サイズ:φ215<br>スプライン径:24.1<br>歯数:21,,,18600,1100
トヨタ,MR-S,ZZW30,1999/10～2007/7,1ZZ-FE,5MT車/6MT車<br>シーケンシャル車取付不可,ディスク＋カバー,30464,,292615,122-022-F-qq-e-f1-20k,4996338080318,122 022 F,CUSCO,カッパーシングルディスクセット,カッパーシングルディスク,ディスク＋カバー,2,サイズ:φ215<br>スプライン径:24.1<br>歯数:21<br>圧着力:6900/700(N/kgf),カッパーシングルディスク&クスコクラッチカバー,,41400,0
トヨタ,MR-S,ZZW30,1999/10～2007/7,1ZZ-FE,5MT車/6MT車<br>シーケンシャル車取付不可,ディスク,15025,,292526,00C-022-R122-qq-e-f1-21k,4996338080561,00C 022 R122,CUSCO,カッパーシングルディスク,カッパーシングルディスク,ディスク,3,サイズ:φ215<br>スプライン径:24.1<br>歯数:21,,,18600,1100
トヨタ,ヴィッツ,NCP10,1999/10～2002/12<br>2003/10～2005/2,2NZ-FE,2002/12車はサイズの確認が必要,ディスク＋カバー,30464,,292593,116-022-F-qq-e-f1-25k,4996338080288,116 022 F,CUSCO,カッパーシングルディスクセット,カッパーシングルディスク,ディスク＋カバー,2,サイズ:φ200<br>スプライン径:24.1<br>歯数:21<br>圧着力:5400/550(N/kgf),カッパーシングルディスク&クスコクラッチカバー,,41400,0
トヨタ,ヴィッツ,NCP10,1999/10～2002/12<br>2003/10～2005/2,2NZ-FE,2002/12車はサイズの確認が必要,ディスク,15025,,292875,00C-022-R116-qq-e-f1-26k,4996338084392,00C 022 R116,CUSCO,カッパーシングルディスク,カッパーシングルディスク,ディスク,3,サイズ:φ200<br>スプライン径:24.1<br>歯数:21,,,18600,1100
トヨタ,ヴィッツ,NCP10,2002/12～2003/10,2NZ-FE,2002/12車はサイズの確認が必要,ディスク＋カバー,30464,,292616,122-022-F-qq-e-f1-30k,4996338080318,122 022 F,CUSCO,カッパーシングルディスクセット,カッパーシングルディスク,ディスク＋カバー,2,サイズ:φ215<br>スプライン径:24.1<br>歯数:21<br>圧着力:6900/700(N/kgf),カッパーシングルディスク&クスコクラッチカバー,,41400,0
トヨタ,ヴィッツ,NCP10,2002/12～2003/10,2NZ-FE,2002/12車はサイズの確認が必要,ディスク,15025,,292879,00C-022-R122-qq-e-f1-31k,4996338080561,00C 022 R122,CUSCO,カッパーシングルディスク,カッパーシングルディスク,ディスク,3,サイズ:φ215<br>スプライン径:24.1<br>歯数:21,,,18600,1100
トヨタ,ヴィッツ,NCP13,2000/10～2005/2,1NZ-FE,,ディスク＋カバー,30464,,292617,122-022-F-qq-e-f1-35k,4996338080318,122 022 F,CUSCO,カッパーシングルディスクセット,カッパーシングルディスク,ディスク＋カバー,2,サイズ:φ215<br>スプライン径:24.1<br>歯数:21<br>圧着力:6900/700(N/kgf),カッパーシングルディスク&クスコクラッチカバー,,41400,0
トヨタ,ヴィッツ,NCP13,2000/10～2005/2,1NZ-FE,,ディスク,15025,,292880,00C-022-R122-qq-e-f1-36k,4996338080561,00C 022 R122,CUSCO,カッパーシングルディスク,カッパーシングルディスク,ディスク,3,サイズ:φ215<br>スプライン径:24.1<br>歯数:21,,,18600,1100
トヨタ,ヴィッツ,NCP131,2010/12～,1NZ-FE,,ディスク＋カバー,30464,,292940,122-022-F-qq-e-f1-50k,4996338080318,122 022 F,CUSCO,カッパーシングルディスクセット,カッパーシングルディスク,ディスク＋カバー,2,サイズ:φ215<br>スプライン径:24.1<br>歯数:21<br>圧着力:6900/700(N/kgf),カッパーシングルディスク&クスコクラッチカバー,,41400,0
トヨタ,ヴィッツ,NCP131,2010/12～,1NZ-FE,,ディスク,15025,,292881,00C-022-R122-qq-e-f1-51k,4996338080561,00C 022 R122,CUSCO,カッパーシングルディスク,カッパーシングルディスク,ディスク,3,サイズ:φ215<br>スプライン径:24.1<br>歯数:21,,,18600,1100
トヨタ,ヴィッツ,NCP15,1999/8～2005/2,2NZ-FE,,ディスク＋カバー,30464,,292618,122-022-F-qq-e-f1-40k,4996338080318,122 022 F,CUSCO,カッパーシングルディスクセット,カッパーシングルディスク,ディスク＋カバー,2,サイズ:φ215<br>スプライン径:24.1<br>歯数:21<br>圧着力:6900/700(N/kgf),カッパーシングルディスク&クスコクラッチカバー,,41400,0
トヨタ,ヴィッツ,NCP15,1999/8～2005/2,2NZ-FE,,ディスク,15025,,292527,00C-022-R122-qq-e-f1-41k,4996338080561,00C 022 R122,CUSCO,カッパーシングルディスク,カッパーシングルディスク,ディスク,3,サイズ:φ215<br>スプライン径:24.1<br>歯数:21,,,18600,1100
トヨタ,ヴィッツ,NCP91,2005/2～2010/12,1NZ-FE,,ディスク＋カバー,30464,,292939,122-022-F-qq-e-f1-45k,4996338080318,122 022 F,CUSCO,カッパーシングルディスクセット,カッパーシングルディスク,ディスク＋カバー,2,サイズ:φ215<br>スプライン径:24.1<br>歯数:21<br>圧着力:6900/700(N/kgf),カッパーシングルディスク&クスコクラッチカバー,,41400,0
トヨタ,ヴィッツ,NCP91,2005/2～2010/12,1NZ-FE,,ディスク,15025,,292528,00C-022-R122-qq-e-f1-46k,4996338080561,00C 022 R122,CUSCO,カッパーシングルディスク,カッパーシングルディスク,ディスク,3,サイズ:φ215<br>スプライン径:24.1<br>歯数:21,,,18600,1100
トヨタ,カリーナ,AT160,1985/8～1988/4,4A-GE,,ディスク＋カバー,30464,,292594,116-022-F-qq-e-f1-55k,4996338080288,116 022 F,CUSCO,カッパーシングルディスクセット,カッパーシングルディスク,ディスク＋カバー,2,サイズ:φ200<br>スプライン径:24.1<br>歯数:21<br>圧着力:5400/550(N/kgf),カッパーシングルディスク&クスコクラッチカバー,,41400,0
トヨタ,カリーナ,AT160,1985/8～1988/4,4A-GE,,ディスク,15025,,292510,00C-022-R116-qq-e-f1-56k,4996338084392,00C 022 R116,CUSCO,カッパーシングルディスク,カッパーシングルディスク,ディスク,3,サイズ:φ200<br>スプライン径:24.1<br>歯数:21,,,18600,1100
トヨタ,カリーナ,AT170,1988/5～1989/7,4A-GE,,ディスク＋カバー,30464,,292595,116-022-F-qq-e-f1-60k,4996338080288,116 022 F,CUSCO,カッパーシングルディスクセット,カッパーシングルディスク,ディスク＋カバー,2,サイズ:φ200<br>スプライン径:24.1<br>歯数:21<br>圧着力:5400/550(N/kgf),カッパーシングルディスク&クスコクラッチカバー,,41400,0
トヨタ,カリーナ,AT170,1988/5～1989/7,4A-GE,,ディスク,15025,,292511,00C-022-R116-qq-e-f1-61k,4996338084392,00C 022 R116,CUSCO,カッパーシングルディスク,カッパーシングルディスク,ディスク,3,サイズ:φ200<br>スプライン径:24.1<br>歯数:21,,,18600,1100
トヨタ,カリーナ,AT170,1988/5～1990/4,5A-F,,ディスク＋カバー,30464,,292596,116-022-F-qq-e-f1-70k,4996338080288,116 022 F,CUSCO,カッパーシングルディスクセット,カッパーシングルディスク,ディスク＋カバー,2,サイズ:φ200<br>スプライン径:24.1<br>歯数:21<br>圧着力:5400/550(N/kgf),カッパーシングルディスク&クスコクラッチカバー,,41400,0
トヨタ,カリーナ,AT170,1988/5～1990/4,5A-F,,ディスク,15025,,292876,00C-022-R116-qq-e-f1-71k,4996338084392,00C 022 R116,CUSCO,カッパーシングルディスク,カッパーシングルディスク,ディスク,3,サイズ:φ200<br>スプライン径:24.1<br>歯数:21,,,18600,1100
トヨタ,カリーナ,AT170,1989/8～1992/8,4A-GE/5A-F,,ディスク＋カバー,30464,,292941,122-022-F-qq-e-f1-65k,4996338080318,122 022 F,CUSCO,カッパーシングルディスクセット,カッパーシングルディスク,ディスク＋カバー,2,サイズ:φ215<br>スプライン径:24.1<br>歯数:21<br>圧着力:6900/700(N/kgf),カッパーシングルディスク&クスコクラッチカバー,,41400,0
トヨタ,カリーナ,AT170,1989/8～1992/8,4A-GE/5A-F,,ディスク,15025,,292529,00C-022-R122-qq-e-f1-66k,4996338080561,00C 022 R122,CUSCO,カッパーシングルディスク,カッパーシングルディスク,ディスク,3,サイズ:φ215<br>スプライン径:24.1<br>歯数:21,,,18600,1100
トヨタ,カリーナ,AT171,1988/5～1992/8,4A-FE,,ディスク＋カバー,30464,,292926,116-022-F-qq-e-f1-75k,4996338080288,116 022 F,CUSCO,カッパーシングルディスクセット,カッパーシングルディスク,ディスク＋カバー,2,サイズ:φ200<br>スプライン径:24.1<br>歯数:21<br>圧着力:5400/550(N/kgf),カッパーシングルディスク&クスコクラッチカバー,,41400,0
トヨタ,カリーナ,AT171,1988/5～1992/8,4A-FE,,ディスク,15025,,292512,00C-022-R116-qq-e-f1-76k,4996338084392,00C 022 R116,CUSCO,カッパーシングルディスク,カッパーシングルディスク,ディスク,3,サイズ:φ200<br>スプライン径:24.1<br>歯数:21,,,18600,1100
トヨタ,カリーナ,AT210/AT212,1996/8～2001/12,4A-GE/5A-FE,,ディスク＋カバー,30464,,292619,122-022-F-qq-e-f1-80k,4996338080318,122 022 F,CUSCO,カッパーシングルディスクセット,カッパーシングルディスク,ディスク＋カバー,2,サイズ:φ215<br>スプライン径:24.1<br>歯数:21<br>圧着力:6900/700(N/kgf),カッパーシングルディスク&クスコクラッチカバー,,41400,0
トヨタ,カリーナ,AT210/AT212,1996/8～2001/12,4A-GE/5A-FE,,ディスク,15025,,292882,00C-022-R122-qq-e-f1-81k,4996338080561,00C 022 R122,CUSCO,カッパーシングルディスク,カッパーシングルディスク,ディスク,3,サイズ:φ215<br>スプライン径:24.1<br>歯数:21,,,18600,1100
トヨタ,カローラ/スプリンター/カローラFX,AE82,1984/10～1987/4,4A-GE,,ディスク＋カバー,30464,,292599,116-022-F-qq-e-f1-92k,4996338080288,116 022 F,CUSCO,カッパーシングルディスクセット,カッパーシングルディスク,ディスク＋カバー,2,サイズ:φ200<br>スプライン径:24.1<br>歯数:21<br>圧着力:5400/550(N/kgf),カッパーシングルディスク&クスコクラッチカバー,,41400,0
トヨタ,カローラ/スプリンター/カローラFX,AE82,1984/10～1987/4,4A-GE,,ディスク,15025,,292515,00C-022-R116-qq-e-f1-93k,4996338084392,00C 022 R116,CUSCO,カッパーシングルディスク,カッパーシングルディスク,ディスク,3,サイズ:φ200<br>スプライン径:24.1<br>歯数:21,,,18600,1100
トヨタ,カローラ/スプリンター/カローラレビン/スプリンタートレノ,AE110,1995/5～2000/8,5A-FE,,ディスク＋カバー,30464,,292610,122-022-F-qq-e-f1-119k,4996338080318,122 022 F,CUSCO,カッパーシングルディスクセット,カッパーシングルディスク,ディスク＋カバー,2,サイズ:φ215<br>スプライン径:24.1<br>歯数:21<br>圧着力:6900/700(N/kgf),カッパーシングルディスク&クスコクラッチカバー,,41400,0
トヨタ,カローラ/スプリンター/カローラレビン/スプリンタートレノ,AE110,1995/5～2000/8,5A-FE,,ディスク,15025,,292517,00C-022-R122-qq-e-f1-120k,4996338080561,00C 022 R122,CUSCO,カッパーシングルディスク,カッパーシングルディスク,ディスク,3,サイズ:φ215<br>スプライン径:24.1<br>歯数:21,,,18600,1100
トヨタ,カローラ/スプリンター/カローラレビン/スプリンタートレノ,AE111,1995/5～2000/8,4A-GE,6MT/5MT,ディスク＋カバー,30464,,292935,122-022-F-qq-e-f1-124k,4996338080318,122 022 F,CUSCO,カッパーシングルディスクセット,カッパーシングルディスク,ディスク＋カバー,2,サイズ:φ215<br>スプライン径:24.1<br>歯数:21<br>圧着力:6900/700(N/kgf),カッパーシングルディスク&クスコクラッチカバー,,41400,0
トヨタ,カローラ/スプリンター/カローラレビン/スプリンタートレノ,AE111,1995/5～2000/8,4A-GE,6MT/5MT,ディスク,15025,,292518,00C-022-R122-qq-e-f1-125k,4996338080561,00C 022 R122,CUSCO,カッパーシングルディスク,カッパーシングルディスク,ディスク,3,サイズ:φ215<br>スプライン径:24.1<br>歯数:21,,,18600,1100
トヨタ,カローラ/スプリンター/カローラレビン/スプリンタートレノ/カローラFX,AE100/AE101,1991/6～1995/5,5A-FE/4A-GE/4A-FE,,ディスク＋カバー,30464,,292609,122-022-F-qq-e-f1-113k,4996338080318,122 022 F,CUSCO,カッパーシングルディスクセット,カッパーシングルディスク,ディスク＋カバー,2,サイズ:φ215<br>スプライン径:24.1<br>歯数:21<br>圧着力:6900/700(N/kgf),カッパーシングルディスク&クスコクラッチカバー,,41400,0
トヨタ,カローラ/スプリンター/カローラレビン/スプリンタートレノ/カローラFX,AE100/AE101,1991/6～1995/5,5A-FE/4A-GE/4A-FE,,ディスク,15025,,292878,00C-022-R122-qq-e-f1-114k,4996338080561,00C 022 R122,CUSCO,カッパーシングルディスク,カッパーシングルディスク,ディスク,3,サイズ:φ215<br>スプライン径:24.1<br>歯数:21,,,18600,1100
トヨタ,カローラ/スプリンター/カローラレビン/スプリンタートレノ/カローラFX,AE91/AE92,1987/5～1989/4,5A-FE/5A-FHE/4A-GE,,ディスク＋カバー,30464,,292588,116-022-F-qq-e-f1-102k,4996338080288,116 022 F,CUSCO,カッパーシングルディスクセット,カッパーシングルディスク,ディスク＋カバー,2,サイズ:φ200<br>スプライン径:24.1<br>歯数:21<br>圧着力:5400/550(N/kgf),カッパーシングルディスク&クスコクラッチカバー,,41400,0
トヨタ,カローラ/スプリンター/カローラレビン/スプリンタートレノ/カローラFX,AE91/AE92,1987/5～1989/4,5A-FE/5A-FHE/4A-GE,,ディスク,15025,,292505,00C-022-R116-qq-e-f1-103k,4996338084392,00C 022 R116,CUSCO,カッパーシングルディスク,カッパーシングルディスク,ディスク,3,サイズ:φ200<br>スプライン径:24.1<br>歯数:21,,,18600,1100
トヨタ,カローラ/スプリンター/カローラレビン/スプリンタートレノ/カローラFX,AE91/AE92,1989/5～1992/5,5A-FE/5A-FHE/4A-GE,,ディスク＋カバー,30464,,292934,122-022-F-qq-e-f1-107k,4996338080318,122 022 F,CUSCO,カッパーシングルディスクセット,カッパーシングルディスク,ディスク＋カバー,2,サイズ:φ215<br>スプライン径:24.1<br>歯数:21<br>圧着力:6900/700(N/kgf),カッパーシングルディスク&クスコクラッチカバー,,41400,0
トヨタ,カローラ/スプリンター/カローラレビン/スプリンタートレノ/カローラFX,AE91/AE92,1989/5～1992/5,5A-FE/5A-FHE/4A-GE,,ディスク,15025,,292877,00C-022-R122-qq-e-f1-108k,4996338080561,00C 022 R122,CUSCO,カッパーシングルディスク,カッパーシングルディスク,ディスク,3,サイズ:φ215<br>スプライン径:24.1<br>歯数:21,,,18600,1100
トヨタ,カローラII,EL31,1986/5～1990/9,3E-TE,ターボ,ディスク＋カバー,30464,,292937,122-022-F-qq-e-f1-130k,4996338080318,122 022 F,CUSCO,カッパーシングルディスクセット,カッパーシングルディスク,ディスク＋カバー,2,サイズ:φ215<br>スプライン径:24.1<br>歯数:21<br>圧着力:6900/700(N/kgf),カッパーシングルディスク&クスコクラッチカバー,,41400,0
トヨタ,カローラII,EL31,1986/5～1990/9,3E-TE,ターボ,ディスク,15025,,292519,00C-022-R122-qq-e-f1-131k,4996338080561,00C 022 R122,CUSCO,カッパーシングルディスク,カッパーシングルディスク,ディスク,3,サイズ:φ215<br>スプライン径:24.1<br>歯数:21,,,18600,1100
トヨタ,カローラII,EL41/EL43/EL51/EL53,1990/9～1999/7,4E-FE/5E-FE/5E-FHE,,ディスク＋カバー,30464,,292589,116-022-F-qq-e-f1-135k,4996338080288,116 022 F,CUSCO,カッパーシングルディスクセット,カッパーシングルディスク,ディスク＋カバー,2,サイズ:φ200<br>スプライン径:24.1<br>歯数:21<br>圧着力:5400/550(N/kgf),カッパーシングルディスク&クスコクラッチカバー,,41400,0
トヨタ,カローラII,EL41/EL43/EL51/EL53,1990/9～1999/7,4E-FE/5E-FE/5E-FHE,,ディスク,15025,,292506,00C-022-R116-qq-e-f1-136k,4996338084392,00C 022 R116,CUSCO,カッパーシングルディスク,カッパーシングルディスク,ディスク,3,サイズ:φ200<br>スプライン径:24.1<br>歯数:21,,,18600,1100
トヨタ,カローラツーリングワゴン,AE100G/AE101G,1991/9～2000/8,5A-FE/4A-GE,,ディスク＋カバー,30464,,292611,122-022-F-qq-e-f1-140k,4996338080318,122 022 F,CUSCO,カッパーシングルディスクセット,カッパーシングルディスク,ディスク＋カバー,2,サイズ:φ215<br>スプライン径:24.1<br>歯数:21<br>圧着力:6900/700(N/kgf),カッパーシングルディスク&クスコクラッチカバー,,41400,0
トヨタ,カローラツーリングワゴン,AE100G/AE101G,1991/9～2000/8,5A-FE/4A-GE,,ディスク,15025,,292521,00C-022-R122-qq-e-f1-141k,4996338080561,00C 022 R122,CUSCO,カッパーシングルディスク,カッパーシングルディスク,ディスク,3,サイズ:φ215<br>スプライン径:24.1<br>歯数:21,,,18600,1100
トヨタ,カローラランクス/アレックス,NZE121/NZE124,2001/1～2006/9,1NZ-FE,,ディスク＋カバー,30464,,292612,122-022-F-qq-e-f1-146k,4996338080318,122 022 F,CUSCO,カッパーシングルディスクセット,カッパーシングルディスク,ディスク＋カバー,2,サイズ:φ215<br>スプライン径:24.1<br>歯数:21<br>圧着力:6900/700(N/kgf),カッパーシングルディスク&クスコクラッチカバー,,41400,0
トヨタ,カローラランクス/アレックス,NZE121/NZE124,2001/1～2006/9,1NZ-FE,,ディスク,15025,,292522,00C-022-R122-qq-e-f1-147k,4996338080561,00C 022 R122,CUSCO,カッパーシングルディスク,カッパーシングルディスク,ディスク,3,サイズ:φ215<br>スプライン径:24.1<br>歯数:21,,,18600,1100
トヨタ,カローラランクス/アレックス,ZZE123,2001/1～2006/9,2ZZ-GE,,ディスク＋カバー,30464,,292938,122-022-F-qq-e-f1-151k,4996338080318,122 022 F,CUSCO,カッパーシングルディスクセット,カッパーシングルディスク,ディスク＋カバー,2,サイズ:φ215<br>スプライン径:24.1<br>歯数:21<br>圧着力:6900/700(N/kgf),カッパーシングルディスク&クスコクラッチカバー,,41400,0
トヨタ,カローラランクス/アレックス,ZZE123,2001/1～2006/9,2ZZ-GE,,ディスク,15025,,292523,00C-022-R122-qq-e-f1-152k,4996338080561,00C 022 R122,CUSCO,カッパーシングルディスク,カッパーシングルディスク,ディスク,3,サイズ:φ215<br>スプライン径:24.1<br>歯数:21,,,18600,1100
トヨタ,カローラレビン/スプリンタートレノ,AE86,1983/5～1987/4,4A-GE,,ディスク＋カバー,30464,,292600,116-022-F-qq-e-f1-97k,4996338080288,116 022 F,CUSCO,カッパーシングルディスクセット,カッパーシングルディスク,ディスク＋カバー,2,サイズ:φ200<br>スプライン径:24.1<br>歯数:21<br>圧着力:5400/550(N/kgf),カッパーシングルディスク&クスコクラッチカバー,,41400,0
トヨタ,カローラレビン/スプリンタートレノ,AE86,1983/5～1987/4,4A-GE,,ディスク,15025,,292516,00C-022-R116-qq-e-f1-98k,4996338084392,00C 022 R116,CUSCO,カッパーシングルディスク,カッパーシングルディスク,ディスク,3,サイズ:φ200<br>スプライン径:24.1<br>歯数:21,,,18600,1100
トヨタ,サイノス,EL44/EL5#,1991/1～1999/7,#E-F(H)E,,ディスク＋カバー,30464,,292590,116-022-F-qq-e-f1-156k,4996338080288,116 022 F,CUSCO,カッパーシングルディスクセット,カッパーシングルディスク,ディスク＋カバー,2,サイズ:φ200<br>スプライン径:24.1<br>歯数:21<br>圧着力:5400/550(N/kgf),カッパーシングルディスク&クスコクラッチカバー,,41400,0
トヨタ,サイノス,EL44/EL5#,1991/1～1999/7,#E-F(H)E,,ディスク,15025,,292874,00C-022-R116-qq-e-f1-157k,4996338084392,00C 022 R116,CUSCO,カッパーシングルディスク,カッパーシングルディスク,ディスク,3,サイズ:φ200<br>スプライン径:24.1<br>歯数:21,,,18600,1100
トヨタ,スープラ,JZA70,1990/8～1993/5,1JZ-GTE,,ディスク,22745,,292530,00C-022-R175-qq-e-f1-161k,4996338084125,00C 022 R175,CUSCO,カッパーシングルディスク,カッパーシングルディスク,ディスク,3,サイズ:φ240<br>スプライン径:26.0<br>歯数:21,,,29000,1100
トヨタ,スターレット,EP71,1986/1～1989/12,2E-TELU,ターボ,ディスク＋カバー,30464,,292591,116-022-F-qq-e-f1-164k,4996338080288,116 022 F,CUSCO,カッパーシングルディスクセット,カッパーシングルディスク,ディスク＋カバー,2,サイズ:φ200<br>スプライン径:24.1<br>歯数:21<br>圧着力:5400/550(N/kgf),カッパーシングルディスク&クスコクラッチカバー,,41400,0
トヨタ,スターレット,EP71,1986/1～1989/12,2E-TELU,ターボ,ディスク,15025,,292507,00C-022-R116-qq-e-f1-165k,4996338084392,00C 022 R116,CUSCO,カッパーシングルディスク,カッパーシングルディスク,ディスク,3,サイズ:φ200<br>スプライン径:24.1<br>歯数:21,,,18600,1100
トヨタ,スターレット,EP82/EP91,1989/12～1999/7,4E-F/4E-FE,NA,ディスク＋カバー,30464,,292592,116-022-F-qq-e-f1-169k,4996338080288,116 022 F,CUSCO,カッパーシングルディスクセット,カッパーシングルディスク,ディスク＋カバー,2,サイズ:φ200<br>スプライン径:24.1<br>歯数:21<br>圧着力:5400/550(N/kgf),カッパーシングルディスク&クスコクラッチカバー,,41400,0
トヨタ,スターレット,EP82/EP91,1989/12～1999/7,4E-F/4E-FE,NA,ディスク,15025,,292508,00C-022-R116-qq-e-f1-170k,4996338084392,00C 022 R116,CUSCO,カッパーシングルディスク,カッパーシングルディスク,ディスク,3,サイズ:φ200<br>スプライン径:24.1<br>歯数:21,,,18600,1100
トヨタ,スターレット,EP82/EP91,1989/12～1999/7,4E-FTE,ターボ,ディスク＋カバー,30464,,292613,122-022-F-qq-e-f1-174k,4996338080318,122 022 F,CUSCO,カッパーシングルディスクセット,カッパーシングルディスク,ディスク＋カバー,2,サイズ:φ215<br>スプライン径:24.1<br>歯数:21<br>圧着力:6900/700(N/kgf),カッパーシングルディスク&クスコクラッチカバー,,41400,0
トヨタ,スターレット,EP82/EP91,1989/12～1999/7,4E-FTE,ターボ,ディスク,15025,,292524,00C-022-R122-qq-e-f1-175k,4996338080561,00C 022 R122,CUSCO,カッパーシングルディスク,カッパーシングルディスク,ディスク,3,サイズ:φ215<br>スプライン径:24.1<br>歯数:21,,,18600,1100
トヨタ,スプリンターカリブ,AT160,1985/8～1987/7,4A-GE,,ディスク＋カバー,30464,,292598,116-022-F-qq-e-f1-87k,4996338080288,116 022 F,CUSCO,カッパーシングルディスクセット,カッパーシングルディスク,ディスク＋カバー,2,サイズ:φ200<br>スプライン径:24.1<br>歯数:21<br>圧着力:5400/550(N/kgf),カッパーシングルディスク&クスコクラッチカバー,,41400,0
トヨタ,スプリンターカリブ,AT160,1985/8～1987/7,4A-GE,,ディスク,15025,,292513,00C-022-R116-qq-e-f1-88k,4996338084392,00C 022 R116,CUSCO,カッパーシングルディスク,カッパーシングルディスク,ディスク,3,サイズ:φ200<br>スプライン径:24.1<br>歯数:21,,,18600,1100
トヨタ,セラ,EXY10,1990/3～1996/1,5E-FHE,,ディスク＋カバー,30464,,292925,116-022-F-qq-e-f1-179k,4996338080288,116 022 F,CUSCO,カッパーシングルディスクセット,カッパーシングルディスク,ディスク＋カバー,2,サイズ:φ200<br>スプライン径:24.1<br>歯数:21<br>圧着力:5400/550(N/kgf),カッパーシングルディスク&クスコクラッチカバー,,41400,0
トヨタ,セラ,EXY10,1990/3～1996/1,5E-FHE,,ディスク,15025,,292509,00C-022-R116-qq-e-f1-180k,4996338084392,00C 022 R116,CUSCO,カッパーシングルディスク,カッパーシングルディスク,ディスク,3,サイズ:φ200<br>スプライン径:24.1<br>歯数:21,,,18600,1100
トヨタ,セリカ,ZZT230/ZZT231,1999/9～2006/4,1ZZFE/2ZZGE,,ディスク＋カバー,30464,,292614,122-022-F-qq-e-f1-184k,4996338080318,122 022 F,CUSCO,カッパーシングルディスクセット,カッパーシングルディスク,ディスク＋カバー,2,サイズ:φ215<br>スプライン径:24.1<br>歯数:21<br>圧着力:6900/700(N/kgf),カッパーシングルディスク&クスコクラッチカバー,,41400,0
トヨタ,セリカ,ZZT230/ZZT231,1999/9～2006/4,1ZZFE/2ZZGE,,ディスク,15025,,292525,00C-022-R122-qq-e-f1-185k,4996338080561,00C 022 R122,CUSCO,カッパーシングルディスク,カッパーシングルディスク,ディスク,3,サイズ:φ215<br>スプライン径:24.1<br>歯数:21,,,18600,1100
トヨタ,ソアラ,JZZ30,1991/5～2000/12,1JZ-GTE,,ディスク,22745,,292883,00C-022-R175-qq-e-f1-191k,4996338084125,00C 022 R175,CUSCO,カッパーシングルディスク,カッパーシングルディスク,ディスク,3,サイズ:φ240<br>スプライン径:26.0<br>歯数:21,,,29000,1100
