自動車メーカー,車種,型式,年式,グレード,適合詳細,販売価格,Camp価格,商品ID,物販コード,取付コード,JANコード,メーカー品番,メーカー名,商品名,アッパーマウント(F/R),バネレート(F/R),減衰力調整(F/R),オーバーホール(F/R),最大車高調整幅(F/R),推奨車高調整幅(F/R),参考車高(F/R),内径(F/R),自由長(F/R),車高調整機構(F/R),仕様,備考,注意事項,定価,SET価格
ダイハツ,ミライース,LA300S,2011/9～2017/5,D/L/X/G,FF/660,88560,,241941,780-62J-CB-qq-e-f1-1156,780-62J-CB-qq-e-d-1156,4996338077929,780 62J CB,CUSCO,STREET A,,4k(5・6)/2.4k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,,,,65/専用形状,200/専用形状,全長固定式/ネジスペーサー,青,e-con2非対応<br>オプションをご希望の場合、事前にお問合せください,,123000,98700
ダイハツ,ムーヴ,L185S,2006/10～2010/12,L/X/R,4WD/660<br>カスタム不可,88560,,241935,769-62J-CB-qq-e-f1-1368,769-62J-CB-qq-e-d-1368,4996338077905,769 62J CB,CUSCO,STREET A,,5k(6・7)/2.8k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-70～-30/-35～0,-45～-30/-35～-10,-40/-30,65/専用形状,200/専用形状,全長固定式/ネジスペーサー,青,e-con2非対応<br>オプションをご希望の場合、事前にお問合せください,,123000,98700
ダイハツ,ムーヴ/ムーヴカスタム,L175S,2006/10～2010/12,L/X/R,FF/660,88560,,241944,780-62J-CB-qq-e-f1-1372,780-62J-CB-qq-e-d-1372,4996338077929,780 62J CB,CUSCO,STREET A,,4k(5・6)/2.4k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-65～-10/-40～-10,-40～-20/-40～-10,-35/-30,65/専用形状,200/専用形状,全長固定式/ネジスペーサー,青,e-con2非対応<br>オプションをご希望の場合、事前にお問合せください,,123000,98700
ダイハツ,ムーヴ/ムーヴカスタム,LA100S,2010/12～2014/12,X/G/RS,FF/660・660T,88560,,241767,780-62J-CB-qq-e-f1-1369,780-62J-CB-qq-e-d-1369,4996338077929,780 62J CB,CUSCO,STREET A,,4k(5・6)/2.4k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-60～-5/-40～-10,-35～-15/-40～-10,-30/-30,65/専用形状,200/専用形状,全長固定式/ネジスペーサー,青,e-con2非対応<br>オプションをご希望の場合、事前にお問合せください,,123000,98700
ダイハツ,ムーヴ/ムーヴカスタム,LA150S,2014/12～,L/L SA/X/X SA/Xターボ/カスタムX/カスタムRS,FF/660・660T,88560,,241943,780-62J-CB-qq-e-f1-1363,780-62J-CB-qq-e-d-1363,4996338077929,780 62J CB,CUSCO,STREET A,,4k(5・6)/2.4k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-65～-10/-40～-10,-40～-20/-40～-10,-35/-30,65/専用形状,200/専用形状,全長固定式/ネジスペーサー,青,e-con2対応(00B 60J 1012)<br>e-con2装着時、リヤピストンロッド先端が内装に干渉する場合は内装の加工(カット)が必要<br>オプションをご希望の場合、事前にお問合せください,,123000,98700
ダイハツ,ムーヴキャンバス,LA800S,2016/9～,L/X/G,FF/660,88560,,241939,779-62J-CB-qq-e-f1-1374,779-62J-CB-qq-e-d-1374,4996338077912,779 62J CB,CUSCO,STREET A,,3.5k(4)/2.4k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-65～-25/-45～-15,-45～-25/-40～-15,-30/-20,65/専用形状,200/専用形状,全長固定式/ネジスペーサー,青,リヤショックトップが内装に干渉するため、サービスホールフタの加工または取外しが必要<br>e-con2非対応<br>オプションをご希望の場合、事前にお問合せください,,123000,98700
ダイハツ,ムーヴコンテ/ムーヴコンテカスタム,L575S,2008/8～2017/3,RS,FF/660,88560,,241766,780-62J-CB-qq-e-f1-1360,780-62J-CB-qq-e-d-1360,4996338077929,780 62J CB,CUSCO,STREET A,,4k(5・6)/2.4k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-80～-25/-45～-15,-55～-35/-45～-15,-45/-35,65/専用形状,200/専用形状,全長固定式/ネジスペーサー,青,フロントバンパーにフォグランプが装着されている車両は灯火類高さの保安基準に注意<br>e-con2対応(00B 60J 1012)<br>e-con2装着時、リヤピストンロッド先端が内装に干渉する場合は内装の加工(カット)が必要<br>オプションをご希望の場合、事前にお問合せください,,123000,98700
ダイハツ,メビウス,ZVW41N,2013/4～,SLセレクション/S/Sツーリングセレクション,FF/1800,88560,,241819,952-62J-CB-qq-e-f1-448,952-62J-CB-qq-e-d-448,4996338037268,952 62J CB,CUSCO,STREET A,,5k/2.4k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-60～-20/-65～-28,-50～-20/-65～-35,-35/-45,専用形状/専用形状,専用形状/専用形状,全長固定式/ネジスペーサー,青,e-con2非対応<br>オプションをご希望の場合、事前にお問合せください,,123000,98700
トヨタ,86,ZN6,2012/4～2016/7<br>2016/8～,GTリミテッド/GT/G/RC,FR/2000<br>前期モデル アプライドA-D<br>後期モデル アプライドE-,92160,,241350,965-61J-CB-qq-e-f1-2,965-61J-CB-qq-e-d-2,4996338037299,965 61J CB,CUSCO,STREET A,,4.5k(5)/5k(6・7)<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-35～-5/-75～-10,-15～-5/-35～-15,-15/-25,65/65,レートによる/200,全長固定式/全長固定式,赤,前期モデルは車高調整時、フロントバンパーウィンカーレンズの高さ(下端が地上から350mm以上)に注意が必要、純正-15mm辺りが参考限界値<br>e-con2対応(00B 60J 1012)<br>e-con2取付時、内装の加工が必要<br>オプションをご希望の場合、事前にお問合せください,,128000,102100
トヨタ,bB,QNC20/QNC21,2005/12～2016/8,S/Z,FF/1300・1500<br>フロントスタビリンクがショックに取り付けられている車両は適合不可,86400,,241799,921-62J-CBF-qq-e-f1-16,921-62J-CBF-qq-e-d-16,4996338076700,921 62J CBF,CUSCO,STREET A,,4k(5・6)/2.7k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/14,対応/非対応,-90～-30/-60～-35,-60～-30/-60～-35,-45/-45,65/専用形状,250/専用形状,全長固定式/ネジスペーサー,青,e-con2非対応<br>オプションをご希望の場合、事前にお問合せください,,120000,96600
トヨタ,アクア,NHP10,2011/12～,G,FF/1500,86400,,241553,901-62J-CB-qq-e-f1-30,901-62J-CB-qq-e-d-30,4996338037008,901 62J CB,CUSCO,STREET A,,5k(6)/3.3k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-115～-40/-40～-15,-65～-40/-40～-15,-50/-40,専用形状/専用形状,専用形状/専用形状,全長固定式/ネジスペーサー,青,e-con2非対応<br>オプションをご希望の場合、事前にお問合せください,,120000,96600
トヨタ,アルファード,ANH10W/MNH10W,2002/5～2008/5,G/V,FF/2400・3000,93600,,241953,813-62J-CB-qq-e-f1-42,813-62J-CB-qq-e-d-42,4996338077936,813 62J CB,CUSCO,STREET A,,6k(7・8)/6k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,ANH10W:-111～-55 MNH10W:-116～-60/-92～-53,ANH10W:-80～-55 MNH10W:-90～-60/-90～-60,ANH10W:-60 MNH10W:-65/-60,73/専用形状,250/専用形状,全長固定式/ネジスペーサー,青,e-con2対応(00B 60J 1214)<br>e-con2取付時、内装の加工が必要<br>オプションをご希望の場合、事前にお問合せください,,130000,103400
トヨタ,アルファード/アルファードハイブリッド,ANH15W/MNH15W/ATH10W,2002/5～2008/5,G/V,4WD/2400・3000,93600,,241967,911-62J-CB-qq-e-f1-46,911-62J-CB-qq-e-d-46,4996338037022,911 62J CB,CUSCO,STREET A,,6k(7・8)/6k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-109～-45/-82～-43,-75～-45/-80～-50,-60/-50,73/専用形状,250/専用形状,全長固定式/ネジスペーサー,青,e-con2対応(00B 60J 1214)<br>e-con2取付時、内装の加工が必要<br>オプションをご希望の場合、事前にお問合せください,,130000,103400
トヨタ,アルファード/ヴェルファイア,GGH25W/ANH25W,2008/5～2015/1,350X/350S/240X/240G,4WD/3500・2400,92160,,241337,944-62J-CB-qq-e-f1-54,944-62J-CB-qq-e-d-54,4996338037206,944 62J CB,CUSCO,STREET A,,6k(7)/6k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,GGH25W:-100～-50/-90～-40<br>ANH25W:-85～-50/-80～-45,GGH25W:-75～-50/-65～-40<br>ANH25W:-85～-50/-80～-45,GGH25W:-55/-75<br>ANH25W:-45/-70,専用形状/専用形状,専用形状/専用形状,全長固定式/ネジスペーサー,青,e-con2対応(00B 60J 1214)<br>e-con2取付時、内装の加工が必要<br>オプションをご希望の場合、事前にお問合せください,,128000,102100
トヨタ,アルファード/ヴェルファイア,GGH20W/ANH20W,2008/5～2015/1,350X/350S/240X/240G,FF/3500・2400,92160,,241336,943-62J-CB-qq-e-f1-50,943-62J-CB-qq-e-d-50,4996338037183,943 62J CB,CUSCO,STREET A,,6k(7)/6k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-95～-45/-75～-45,GGH20W:-70～-45/-75～-45<br>ANH20W:-55～-30/-70～-40,GGH20W:-55/-55<br>ANH20W:-40/-50,専用形状/専用形状,専用形状/専用形状,全長固定式/ネジスペーサー,青,e-con2対応(00B 60J 1214)<br>e-con2取付時、内装の加工が必要<br>オプションをご希望の場合、事前にお問合せください,,128000,102100
トヨタ,アルファードハイブリッド/ヴェルファイアハイブリッド,ATH20W,2011/1～2015/1,X/G/SR/GLパッケージ/SRCパッケージ,4WD/2400,93600,,241574,945-62J-CB-qq-e-f1-216,945-62J-CB-qq-e-d-216,4996338037220,945 62J CB,CUSCO,STREET A,,7k/7k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-110～-50/-92～-50,-75～-50/-75～-50,-60/-60,専用形状/専用形状,専用形状/専用形状,全長固定式/ネジスペーサー,青,e-con2対応(00B 60J 1214)<br>e-con2取付時、内装の加工が必要<br>オプションをご希望の場合、事前にお問合せください,,130000,103400
トヨタ,アルファードハイブリッド/ヴェルファイアハイブリッド,AYH30W,2015/1～,ハイブリッドX/ハイブリッドG/ハイブリッドSR/ハイブリッドV/ハイブリッドZR/ハイブリッドエグゼクティブラウンジ,4WD/2500,115200,,241831,992-62N-CN-qq-e-f1-219,992-62N-CN-qq-e-d-219,4996338042095,992 62N CN,CUSCO,STREET A,純正形状ゴム製/-,7k/8k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-119～0/-75～-40,-60～-25/-70～-40,-50/-50,専用形状/専用形状,専用形状/専用形状,全長調整式/ネジスペーサー,青,リヤ純正バンプラバーを15mmカットする必要あり<br>e-con2非対応<br>オプションをご希望の場合、事前にお問合せください,,160000,123800
トヨタ,イスト,NCP110,2007/7～2016/5,150G/150X,FF/1500,86400,,241311,901-62J-CB-qq-e-f1-90,901-62J-CB-qq-e-d-90,4996338037008,901 62J CB,CUSCO,STREET A,,5k(6)/3.3k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-100～-25/-49～-20,-55～-25/-45～-20,-35/-45,専用形状/専用形状,専用形状/専用形状,全長固定式/ネジスペーサー,青,e-con2非対応<br>オプションをご希望の場合、事前にお問合せください,,120000,96600
トヨタ,イプサム,ACM21W/ACM26W,2001/5～2009/12,i/e/u/s,FF・4WD/2400,93600,,241543,815-62J-CB-qq-e-f1-387,815-62J-CB-qq-e-d-387,4996338077950,815 62J CB,CUSCO,STREET A,,5k(6・7)/6k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,ACM21W:-64～200/-92～-48<br>ACM26W:-84～40/-102～-58,ACM21W:-40～-20/-80～-55<br>ACM26W:-65～-40/-90～-65,ACM21W:-30/-60<br>ACM26W:-50/-70,73/専用形状,250/専用形状,全長固定式/ネジスペーサー,青,TEMS仕様車は、TEMSが作動しなくなります<br>e-con2非対応<br>オプションをご希望の場合、事前にお問合せください,,130000,103400
トヨタ,ウィッシュ,ZGE20W,2009/4～,1.8X/1.8S,FF/1800<br>1.8A不可,88560,,241809,939-62J-CB-qq-e-f1-821,939-62J-CB-qq-e-d-821,,939 62J CB,CUSCO,STREET A,,6k/3.6k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-90～-20/-65～-25,-50～-20/-55～-25,-40/-40,専用形状/専用形状,専用形状/専用形状,全長固定式/全長固定式,青,e-con2非対応<br>オプションをご希望の場合、事前にお問合せください,,123000,98700
トヨタ,ウィッシュ,ZGE20G/ZGE21G,2009/4～,1.8X/2.0G,FF/1800・2000,88560,,241797,906-62J-CB-qq-e-f1-772,906-62J-CB-qq-e-d-772,4996338037015,906 62J CB,CUSCO,STREET A,,6k/3.6k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-95～-25/-65～-25,-55～-25/-55～-25,-45/-40,専用形状/専用形状,専用形状/専用形状,全長固定式/全長固定式,青,e-con2非対応<br>オプションをご希望の場合、事前にお問合せください,,123000,98700
トヨタ,ウィッシュ,ZGE20W,2012/4～,1.8A専用,FF/1800,88560,,241966,906-62J-CB-qq-e-f1-773,906-62J-CB-qq-e-d-773,4996338037015,906 62J CB,CUSCO,STREET A,,6k/3.6k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-95～-25/-65～-25,-55～-25/-55～-25,-45/-40,専用形状/専用形状,専用形状/専用形状,全長固定式/全長固定式,青,e-con2非対応<br>オプションをご希望の場合、事前にお問合せください,,123000,98700
トヨタ,ヴィッツ,NCP91/SCP90/KSP90,2005/2～2010/11,U/X/RS,FF/1500・1300・1000,86400,,241552,901-62J-CB-qq-e-f1-137,901-62J-CB-qq-e-d-137,4996338037008,901 62J CB,CUSCO,STREET A,,5k(6)/3.3k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-95～-20/-40～-15,-45～-20/-40～-15,-30/-40,専用形状/専用形状,専用形状/専用形状,全長固定式/ネジスペーサー,青,e-con2非対応<br>オプションをご希望の場合、事前にお問合せください,,120000,96600
トヨタ,ヴィッツ,NCP131/NSP130/KSP130,2010/12～,U/F/RS(NCP131),FF/1500・1300・1000,86400,,241551,901-62J-CB-qq-e-f1-130,901-62J-CB-qq-e-d-130,4996338037008,901 62J CB,CUSCO,STREET A,,5k(6)/3.3k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-105～-30/-40～-15,-55～-30/-40～-15,-40/-40,専用形状/専用形状,専用形状/専用形状,全長固定式/ネジスペーサー,青,e-con2非対応<br>オプションをご希望の場合、事前にお問合せください,,120000,96600
トヨタ,エスティマ,ACR40W/MCR40W,2000/1～2005/12,L/LG/LX/TG/TJ/TX,4WD/2400・3000,93600,,241537,813-62J-CB-qq-e-f1-264,813-62J-CB-qq-e-d-264,4996338077936,813 62J CB,CUSCO,STREET A,,6k(7・8)/6k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,ACR40W:-107～-50 MCR40W:-117～-60/-75～-30,ACR40W:-75～-50 MCR40W:-85～-60/-75～-30,-60/-70,73/専用形状,250/専用形状,全長固定式/ネジスペーサー,青,e-con2対応(00B 60J 1214)<br>e-con2取付時、内装の加工が必要<br>オプションをご希望の場合、事前にお問合せください,,130000,103400
トヨタ,エスティマ,ACR30W/MCR30W,2000/1～2005/12,L/X/T/LG/LJ/LX/TG/TJ/TX/ARAS,FF/2400・3000,93600,,241780,813-62J-CB-qq-e-f1-70,813-62J-CB-qq-e-d-70,4996338077936,813 62J CB,CUSCO,STREET A,,6k(7・8)/6k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,ACR30W:-86～-30 MCR30W:-97～-40/-40～0,ACR30W:-55～-30 MCR30W:-65～-40/-40～-10,-45/-40,73/専用形状,250/専用形状,全長固定式/ネジスペーサー,青,e-con2対応(00B 60J 1214)<br>e-con2取付時、内装の加工が必要<br>オプションをご希望の場合、事前にお問合せください,,130000,103400
トヨタ,エスティマ,ACR55W/GSR55W,2006/1～,G/X/アエラス,4WD/2400・3500,88560,,241326,926-62J-CB-qq-e-f1-276,926-62J-CB-qq-e-d-276,4996338037077,926 62J CB,CUSCO,STREET A,,6k(7)/6k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-102～-45/-70～-35,-85～-45/-70～-35,-65/-50,専用形状/専用形状,専用形状/専用形状,全長固定式/ネジスペーサー,青,e-con2対応(00B 60J 1214)<br>e-con2取付時、内装の加工が必要<br>オプションをご希望の場合、事前にお問合せください,,123000,98700
トヨタ,エスティマ,ACR50W/GSR50W,2006/1～,G/X/アエラス,FF/2400・3500,88560,,241801,925-62J-CB-qq-e-f1-272,925-62J-CB-qq-e-d-272,4996338037053,925 62J CB,CUSCO,STREET A,,6k(7)/6k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-102～-45/-85～-50,-85～-45/-85～-50,-60/-50,専用形状/専用形状,専用形状/専用形状,全長固定式/ネジスペーサー,青,e-con2対応(00B 60J 1214)<br>e-con2取付時、内装の加工が必要<br>オプションをご希望の場合、事前にお問合せください,,123000,98700
トヨタ,エスティマハイブリッド,AHR10W,2001/6～2005/11,G,4WD/2400,93600,,241952,813-62J-CB-qq-e-f1-268,813-62J-CB-qq-e-d-268,4996338077936,813 62J CB,CUSCO,STREET A,,6k(7・8)/6k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-117～-60/-75～-30,-85～-60/-75～-30,-60/-70,73/専用形状,250/専用形状,全長固定式/ネジスペーサー,青,e-con2対応(00B 60J 1214)<br>オプションをご希望の場合、事前にお問合せください,,130000,103400
トヨタ,エスティマハイブリッド,AHR20W,2006/6～,X/G,4WD/2400,88560,,241803,926-62J-CB-qq-e-f1-284,926-62J-CB-qq-e-d-284,4996338037077,926 62J CB,CUSCO,STREET A,,6k(7)/6k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-107～-50/-90～-55,-80～-50/-90～-55,-70/-70,専用形状/専用形状,専用形状/専用形状,全長固定式/ネジスペーサー,青,e-con2対応(00B 60J 1214)<br>オプションをご希望の場合、事前にお問合せください,,123000,98700
トヨタ,カムリ,ACV40,2006/1～2011/9,,FF/2400,95760,,241346,956-61J-CB-qq-e-f1-859,956-61J-CB-qq-e-d-859,4996338037282,956 61J CB,CUSCO,STREET A,,6k(7・8)/4k(5・6)<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-55～-35/-110～-35,-55～-35/-60～-35,-50/-50,73/73,250/250,全長固定式/全長固定式,赤,e-con2非対応<br>オプションをご希望の場合、事前にお問合せください,,133000,105500
トヨタ,カムリハイブリッド,AVV50,2011/9～2017/7,,FF/2500,95760,,241581,956-61J-CB-qq-e-f1-860,956-61J-CB-qq-e-d-860,4996338037282,956 61J CB,CUSCO,STREET A,,6k(7・8)/4k(5・6)<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-55～-25/-105～-25,-45～-25/-55～-25,-35/-45,73/73,250/250,全長固定式/全長固定式,赤,e-con2対応(00B 60J 1414)<br>オプションをご希望の場合、事前にお問合せください,,133000,105500
トヨタ,カローラルミオン,NZE151N/ZRE152N,2007/10～2016/1,X/G,FF/1500・1800,88560,,241810,942-62J-CB-qq-e-f1-319,942-62J-CB-qq-e-d-319,4996338037169,942 62J CB,CUSCO,STREET A,,4k(5)/3.3k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-46～-25/-74～-34,-40～-25/-65～-35,-35/-40,専用形状/専用形状,専用形状/専用形状,全長固定式/ネジスペーサー,青,e-con2非対応<br>オプションをご希望の場合、事前にお問合せください,,123000,98700
トヨタ,スペイド,NSP140/NCP141,2012/7～,X/F/Y/G,FF/1300・1500,86400,,241959,901-62J-CB-qq-e-f1-149,901-62J-CB-qq-e-d-149,4996338037008,901 62J CB,CUSCO,STREET A,,5k(6)/3.3k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,,,,専用形状/専用形状,専用形状/専用形状,全長固定式/ネジスペーサー,青,e-con2非対応<br>オプションをご希望の場合、事前にお問合せください,,120000,96600
トヨタ,ノア/ヴォクシー,AZR60G/AZR65G,2001/11～2007/6,L/S/X,FF・4WD/2000,93600,,241782,815-62J-CB-qq-e-f1-391,815-62J-CB-qq-e-d-391,4996338077950,815 62J CB,CUSCO,STREET A,,5k(6・7)/6k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,AZR60G:-90～-45/-80～-45<br>AZR65G:-109～-60/-112～-73,AZR60G:-70～-45/-80～-50<br>AZR65G:-90～-60/-100～-80,AZR60G:-55/-55<br>AZR65G:-75/-85,73/専用形状,250/専用形状,全長固定式/ネジスペーサー,青,TEMS仕様車は、TEMSが作動しなくなります<br>e-con2対応(00B 60J 1214)<br>オプションをご希望の場合、事前にお問合せください,,130000,103400
トヨタ,ノア/ヴォクシー,ZRR75G/ZRR75W,2007/6～2014/1,Si/G/S/X/ZS/Z/V,4WD/2000,95760,,241808,938-62J-CB-qq-e-f1-240,938-62J-CB-qq-e-d-240,4996338037138,938 62J CB,CUSCO,STREET A,,5k(6・7)/6k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-119～-30/-95～-60,-85～-55/-95～-60,-65/-65,専用形状/専用形状,専用形状/専用形状,全長固定式/ネジスペーサー,青,e-con2非対応<br>オプションをご希望の場合、事前にお問合せください,,133000,105500
トヨタ,ノア/ヴォクシー,ZRR70G/ZRR70W,2007/6～2014/1,Si/G/S/X/ZS/Z/V,FF/2000,95760,,241331,937-62J-CB-qq-e-f1-232,937-62J-CB-qq-e-d-232,4996338037114,937 62J CB,CUSCO,STREET A,,5k(6・7)/6k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-109～-50/-90～-55,-80～-50/-90～-55,-65/-60,専用形状/専用形状,専用形状/専用形状,全長固定式/ネジスペーサー,青,e-con2非対応<br>オプションをご希望の場合、事前にお問合せください,,133000,105500
トヨタ,ピクシスエポック,LA300A,2012/5～,X/L/D,FF/660,88560,,241768,780-62J-CB-qq-e-f1-1377,780-62J-CB-qq-e-d-1377,4996338077929,780 62J CB,CUSCO,STREET A,,4k(5・6)/2.4k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,,,,65/専用形状,200/専用形状,全長固定式/ネジスペーサー,青,e-con2非対応<br>オプションをご希望の場合、事前にお問合せください,,123000,98700
トヨタ,ピクシススペース,L575A,2011/9～2017/1,L/X/カスタムG/カスタムX,FF/660,88560,,241288,780-62J-CB-qq-e-f1-426,780-62J-CB-qq-e-d-426,4996338077929,780 62J CB,CUSCO,STREET A,,4k(5・6)/2.4k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-80～-25/-45～-15,-55～-35/-45～-15,-45/-35,65/専用形状,200/専用形状,全長固定式/ネジスペーサー,青,e-con2非対応<br>オプションをご希望の場合、事前にお問合せください,,123000,98700
トヨタ,プリウス,ZVW30,2009/5～2015/12,G・Sツーリングセレクション/G・Sソーラーパネル付ムーンルーフ車/G/S/L,FF/1800,88560,,241817,951-62J-CB-qq-e-f1-439,951-62J-CB-qq-e-d-439,4996338037244,951 62J CB,CUSCO,STREET A,,5k(6)/2.5k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,ツーリングセレクション ムーンルーフ:-70～-30 G・S・L:-60～-20/-50～-15,ツーリングセレクション ムーンルーフ:-60～-30 G・S・L:-60～-20/-50～-30,-40/-40,専用形状/専用形状,専用形状/専用形状,全長固定式/ネジスペーサー,青,マイナーチャンジ後の車両でショックアブソーバー頂部が内装と干渉する場合は、内装のカットまたは取外しが必要<br>e-con2非対応<br>オプションをご希望の場合、事前にお問合せください,,123000,98700
トヨタ,プリウス,ZVW50/ZVW51,2015/12～,E/S/A/Aプレミアム&各グレードツーリングセレクション,FF/1800,115200,,241610,1A1-62N-CN-qq-e-f1-47,1A1-62N-CN-qq-e-d-47,4996338076205,1A1 62N CN,CUSCO,STREET A,純正形状ゴム製/強化ゴム固定式,5k(6)/4.5k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-50～-5/-40～0,-35～-10/-35～-10,-30/-30,専用形状/専用形状,専用形状/専用形状,全長調整式/ネジスペーサー,青,フロント車高-40mm時、フロントメンバー地上高が92mmとなります<br>車両の構造上、車高調装着後の減衰力調整が安易に行えません。予めご了承ください。e-con2(別売)の装着をおすすめします<br>e-con2対応(00B 60J 1214)<br>オプションをご希望の場合、事前にお問合せください,,160000,123800
トヨタ,プリウス,ZVW55,2015/12～,S/A/Aプレミアム&各グレードツーリングセレクション,4WD/1800,115200,,241611,1A2-62N-CN-qq-e-f1-49,1A2-62N-CN-qq-e-d-49,4996338076212,1A2 62N CN,CUSCO,STREET A,純正形状ゴム製/強化ゴム固定式,5k(6)/4.8k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-55～-5/-40～0,-35～-10/-35～-10,-35/-30,専用形状/専用形状,専用形状/専用形状,全長調整式/ネジスペーサー,青,フロント車高-40mm時、フロントメンバー地上高が92mmとなります<br>車両の構造上、車高調装着後の減衰力調整が安易に行えません。予めご了承ください。e-con2(別売)の装着をおすすめします<br>e-con2対応(00B 60J 1214)<br>オプションをご希望の場合、事前にお問合せください,,160000,123800
トヨタ,プリウスα,ZVW40W/ZVW41W,2011/5～,G・Sツーリングセレクション/S・Lセレクション/G/S,FF/1800,88560,,241344,952-62J-CB-qq-e-f1-444,952-62J-CB-qq-e-d-444,4996338037268,952 62J CB,CUSCO,STREET A,,5k/2.5k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-60～-20/-75～-27,-50～-20/-65～-35,-35/-45,専用形状/専用形状,専用形状/専用形状,全長固定式/ネジスペーサー,青,e-con2非対応<br>オプションをご希望の場合、事前にお問合せください,,123000,98700
トヨタ,ポルテ,NSP140/NCP141,2012/7～,X/Y/F/G/V,FF/1300・1500,86400,,241309,901-62J-CB-qq-e-f1-166,901-62J-CB-qq-e-d-166,4996338037008,901 62J CB,CUSCO,STREET A,,5k(6)/3.3k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,,,,専用形状/専用形状,専用形状/専用形状,全長固定式/ネジスペーサー,青,e-con2非対応<br>オプションをご希望の場合、事前にお問合せください,,120000,96600
