自動車メーカー,車種,型式,駆動方式,排気量,年式,備考,セット内容,販売価格,Camp価格,商品ID,物販コード,取付コード,JANコード,メーカー品番,メーカー名,商品名,ダウン量,バネレート,マッチンググレード,定価,入り送料,SET価格,,取付特記事項
スバル,インプレッサワゴン,GG2,FF,1500 NA,12/8～14/11,,フロント,14136,,155765,F618TWF-qq-e-11804,出さない,4511969256811,F618TWF,RS-R,Ti2000 DOWN,50～45,2.88,I'sスポルト,22800,1250,出さない
スバル,インプレッサワゴン,GG2,FF,1500 NA,14/11～,リアスプリングアッパー側の内径100mmの車両専用,1台分,25668,,158326,F613TW-qq-e-11809,F613TW-qq-e-d-11809,4511969247352,F613TW,RS-R,Ti2000 DOWN,50～45/40～35,2.88/2.45,1.5i-S,41400,0,42900
スバル,インプレッサワゴン,GG2,FF,1500 NA,14/11～,リアスプリングアッパー側の内径130mmの車両専用,リア,14136,,158328,F613TWR-qq-e-11811,出さない,4511969247376,F613TWR,RS-R,Ti2000 DOWN,40～35,2.45,1.5i-S,22800,1250,出さない
スバル,インプレッサワゴン,GG2,FF,1500 NA,14/11～,,フロント,14136,,151518,F613TWF-qq-e-11810,出さない,4511969247369,F613TWF,RS-R,Ti2000 DOWN,50～45,2.88,1.5i-S,22800,1250,出さない
スバル,インプレッサワゴン,GG2,FF,1500 NA,17/6～,アプライドモデルC・D・E型共通,フロント,14136,,151519,F613TWF-qq-e-11819,出さない,4511969247369,F613TWF,RS-R,Ti2000 DOWN,50～45,2.88,1.5i(F型),22800,1250,出さない
スバル,インプレッサワゴン,GG2,FF,1500 NA,17/6～,アプライドモデルC・D・E型共通,フロント,14136,,162817,F613TWF-qq-e-11816,出さない,4511969247369,F613TWF,RS-R,Ti2000 DOWN,40～35,2.88,1.5i,22800,1250,出さない
スバル,インプレッサワゴン,GG2,FF,1500 NA,17/6～,アプライドモデルC・D・E型共通 リアスプリングアッパー側の内径100mmの車両専用,1台分,25668,,160565,F613TW-qq-e-11815,F613TW-qq-e-d-11815,4511969247352,F613TW,RS-R,Ti2000 DOWN,50～45/25～20,2.88/2.45,1.5i(F型),41400,0,42900
スバル,インプレッサワゴン,GG2,FF,1500 NA,17/6～,アプライドモデルC・D・E型共通 リアスプリングアッパー側の内径100mmの車両専用,1台分,25668,,160566,F613TW-qq-e-11818,F613TW-qq-e-d-11818,4511969247352,F613TW,RS-R,Ti2000 DOWN,40～35/20～15,2.88/2.45,1.5i,41400,0,42900
スバル,インプレッサワゴン,GG2,FF,1500 NA,17/6～,アプライドモデルC・D・E型共通 リアスプリングアッパー側の内径100mmの車両専用,リア,14136,,162818,F613TWR-qq-e-11820,出さない,4511969247376,F613TWR,RS-R,Ti2000 DOWN,25～20,2.45,1.5i(F型),22800,1250,出さない
スバル,インプレッサワゴン,GG2,FF,1500 NA,17/6～,アプライドモデルC・D・E型共通 リアスプリングアッパー側の内径100mmの車両専用,リア,14136,,165123,F613TWR-qq-e-11817,出さない,4511969247376,F613TWR,RS-R,Ti2000 DOWN,20～15,2.45,1.5i,22800,1250,出さない
スバル,インプレッサワゴン,GG3,4WD,1500 NA,14/11～,,1台分,30690,,151249,F617TW-qq-e-11827,F617TW-qq-e-d-11827,4511969255418,F617TW,RS-R,Ti2000 DOWN,35～30/35～30,2.86/2.45,15i,49500,0,47700
スバル,インプレッサワゴン,GG3,4WD,1500 NA,14/11～,,フロント,14136,,159870,F617TWF-qq-e-11828,出さない,4511969255425,F617TWF,RS-R,Ti2000 DOWN,35～30,2.86,15i,22800,1250,出さない
スバル,インプレッサワゴン,GG3,4WD,1500 NA,14/11～,,リア,19592,,166736,F617TWR-qq-e-11829,出さない,4511969255432,F617TWR,RS-R,Ti2000 DOWN,35～30,2.45,15i,31600,1250,出さない
スバル,インプレッサワゴン,GG9,4WD,2000 NA,12/8～14/10,,1台分,29574,,155763,F614TW-qq-e-11833,F614TW-qq-e-d-11833,4511969248908,F614TW,RS-R,Ti2000 DOWN,35～30/25～20,2.88/2.76,20N,47700,0,46700
スバル,インプレッサワゴン,GG9,4WD,2000 NA,12/8～14/10,,フロント,14136,,153487,F614TWF-qq-e-11834,出さない,4511969248915,F614TWF,RS-R,Ti2000 DOWN,35～30,2.88,20N,22800,1250,出さない
スバル,インプレッサワゴン,GG9,4WD,2000 NA,12/8～14/10,,リア,18414,,166732,F614TWR-qq-e-11835,出さない,4511969248922,F614TWR,RS-R,Ti2000 DOWN,25～20,2.76,20N,29700,1250,出さない
スバル,インプレッサワゴン,GG9,4WD,2000 NA,15/9～,,1台分,30690,,158011,F615TW-qq-e-11839,F615TW-qq-e-d-11839,4511969254060,F615TW,RS-R,Ti2000 DOWN,50～45/40～35,2.88/2.45,20S,49500,0,47700
スバル,インプレッサワゴン,GG9,4WD,2000 NA,15/9～,,フロント,14136,,166733,F615TWF-qq-e-11840,出さない,4511969254077,F615TWF,RS-R,Ti2000 DOWN,50～45,2.88,20S,22800,1250,出さない
スバル,インプレッサワゴン,GG9,4WD,2000 NA,15/9～,,リア,19592,,162103,F615TWR-qq-e-11841,出さない,4511969254084,F615TWR,RS-R,Ti2000 DOWN,40～35,2.45,20S,31600,1250,出さない
スバル,インプレッサワゴン,GGA,4WD,2000 TB,14/11～,アプライドモデルC・D・E型共通,1台分,31372,,153492,F619TW-qq-e-11845,F619TW-qq-e-d-11845,4511969258075,F619TW,RS-R,Ti2000 DOWN,30～25/20～15,3.03/2.93,WRX,50600,0,48400
スバル,インプレッサワゴン,GGA,4WD,2000 TB,14/11～,アプライドモデルC・D・E型共通,フロント,15686,,158014,F619TWF-qq-e-11858,出さない,4511969258082,F619TWF,RS-R,Ti2000 DOWN,30～25,3.03,WRX,25300,1250,出さない
スバル,インプレッサワゴン,GGA,4WD,2000 TB,14/11～,アプライドモデルC・D・E型共通,リア,18848,,153493,F619TWR-qq-e-11847,出さない,4511969258099,F619TWR,RS-R,Ti2000 DOWN,20～15,2.93,WRX,30400,1250,出さない
スバル,インプレッサワゴン,GGA,4WD,2000 TB,14/2～14/10,,1台分,36704,,153488,F616TW-qq-e-11851,F616TW-qq-e-d-11851,4511969254695,F616TW,RS-R,Ti2000 DOWN,40～35/30～25,3.77/2.76,タイプユーロターボ,59200,0,53600
スバル,インプレッサワゴン,GGA,4WD,2000 TB,14/2～14/10,,フロント,21948,,166734,F616TWF-qq-e-11852,出さない,4511969254701,F616TWF,RS-R,Ti2000 DOWN,40～35,3.77,タイプユーロターボ,35400,1250,出さない
スバル,インプレッサワゴン,GGA,4WD,2000 TB,14/2～14/10,,リア,18414,,166735,F616TWR-qq-e-11853,出さない,4511969254718,F616TWR,RS-R,Ti2000 DOWN,30～25,2.76,タイプユーロターボ,29700,1250,出さない
スバル,インプレッサワゴン,GGA,4WD,2000 TB,15/9～,,1台分,31372,,155767,F619TW-qq-e-11857,F619TW-qq-e-d-11857,4511969258075,F619TW,RS-R,Ti2000 DOWN,30～25/25～20,3.03/2.93,WRX,50600,0,48400
スバル,インプレッサワゴン,GGA,4WD,2000 TB,15/9～,,フロント,15686,,162106,F619TWF-qq-e-11846,出さない,4511969258082,F619TWF,RS-R,Ti2000 DOWN,30～25,3.03,WRX,25300,1250,出さない
スバル,インプレッサワゴン,GGA,4WD,2000 TB,15/9～,,リア,18848,,166737,F619TWR-qq-e-11859,出さない,4511969258099,F619TWR,RS-R,Ti2000 DOWN,25～20,2.93,WRX,30400,1250,出さない
スバル,インプレッサワゴン,GGC,FF,1500 NA,18/6～,,1台分,25668,,158327,F613TW-qq-e-11863,F613TW-qq-e-d-11863,4511969247352,F613TW,RS-R,Ti2000 DOWN,45～40/20～15,2.88/2.45,1.5R,41400,0,42900
スバル,インプレッサワゴン,GGC,FF,1500 NA,18/6～,,フロント,14136,,156044,F613TWF-qq-e-11864,出さない,4511969247369,F613TWF,RS-R,Ti2000 DOWN,45～40,2.88,1.5R,22800,1250,出さない
スバル,インプレッサワゴン,GGC,FF,1500 NA,18/6～,,リア,14136,,156045,F613TWR-qq-e-11865,出さない,4511969247376,F613TWR,RS-R,Ti2000 DOWN,20～15,2.45,1.5R,22800,1250,出さない
スバル,ヴィヴィオ,KK3,FF,660 NA,6/5～10/11,,1台分,15004,,153084,F001TD-qq-e-11872,F001TD-qq-e-d-11872,4511969220799,F001TD,RS-R,Ti2000 DOWN,45～40/30～25,2.30/1.80,,24200,0,29600
スバル,ヴィヴィオ,KK3,FF,660 NA,6/5～10/11,,1台分,15004,,162083,F001TD-qq-e-11869,F001TD-qq-e-d-11869,4511969220799,F001TD,RS-R,Ti2000 DOWN,45～40/30～25,2.30/1.80,ビストロ,24200,0,29600
スバル,ヴィヴィオ,KK3,FF,660 NA,6/5～10/11,,フロント,7874,,163986,F001TDF-qq-e-11873,出さない,4511969220805,F001TDF,RS-R,Ti2000 DOWN,45～40,2.30,,12700,1250,出さない
スバル,ヴィヴィオ,KK3,FF,660 NA,6/5～10/11,,フロント,7874,,166278,F001TDF-qq-e-11870,出さない,4511969220805,F001TDF,RS-R,Ti2000 DOWN,45～40,2.30,ビストロ,12700,1250,出さない
スバル,ヴィヴィオ,KK3,FF,660 NA,6/5～10/11,,リア,8618,,159854,F001TDR-qq-e-11871,出さない,4511969220812,F001TDR,RS-R,Ti2000 DOWN,30～25,1.80,,13900,1250,出さない
スバル,ヴィヴィオ,KK3,FF,660 NA,6/5～10/11,,リア,8618,,166279,F001TDR-qq-e-11874,出さない,4511969220812,F001TDR,RS-R,Ti2000 DOWN,30～25,1.80,ビストロ,13900,1250,出さない
スバル,ヴィヴィオ,KK4,4WD,660 NA,6/5～10/11,,1台分,15004,,157591,F002TD-qq-e-11881,F002TD-qq-e-d-11881,4511969257597,F002TD,RS-R,Ti2000 DOWN,40～35/30～25,2.27/2.16,,24200,0,29600
スバル,ヴィヴィオ,KK4,4WD,660 NA,6/5～10/11,,1台分,15004,,164387,F002TD-qq-e-11884,F002TD-qq-e-d-11884,4511969257597,F002TD,RS-R,Ti2000 DOWN,40～35/30～25,2.27/2.16,ビストロ,24200,0,29600
スバル,ヴィヴィオ,KK4,4WD,660 NA,6/5～10/11,,フロント,7874,,155367,F002TDF-qq-e-11885,出さない,4511969257603,F002TDF,RS-R,Ti2000 DOWN,40～35,2.27,,12700,1250,出さない
スバル,ヴィヴィオ,KK4,4WD,660 NA,6/5～10/11,,フロント,7874,,166280,F002TDF-qq-e-11882,出さない,4511969257603,F002TDF,RS-R,Ti2000 DOWN,40～35,2.27,ビストロ,12700,1250,出さない
スバル,ヴィヴィオ,KK4,4WD,660 NA,6/5～10/11,,リア,8618,,153086,F002TDR-qq-e-11886,出さない,4511969257610,F002TDR,RS-R,Ti2000 DOWN,30～25,2.16,,13900,1250,出さない
スバル,ヴィヴィオ,KK4,4WD,660 NA,6/5～10/11,,リア,8618,,166281,F002TDR-qq-e-11883,出さない,4511969257610,F002TDR,RS-R,Ti2000 DOWN,30～25,2.16,ビストロ,13900,1250,出さない
スバル,エクシーガ,YA4,FF,2000 NA,20/6～24/6,,1台分,27900,,153797,F802TW-qq-e-11893,F802TW-qq-e-d-11893,4511969271395,F802TW,RS-R,Ti2000 DOWN,20～15/20～15,3.57/4.59,2.0i-S,45000,0,45000
スバル,エクシーガ,YA4,FF,2000 NA,20/6～24/6,,フロント,15314,,166309,F802TWF-qq-e-11894,出さない,4511969271401,F802TWF,RS-R,Ti2000 DOWN,20～15,3.57,2.0i-S,24700,1250,出さない
スバル,エクシーガ,YA4,FF,2000 NA,20/6～24/6,,リア,15314,,154925,F802TWR-qq-e-11895,出さない,4511969271418,F802TWR,RS-R,Ti2000 DOWN,20～15,4.59,2.0i-S,24700,1250,出さない
スバル,エクシーガ,YA5,4WD,2000 NA,20/6～,,1台分,26040,,160574,F801TW-qq-e-11899,F801TW-qq-e-d-11899,4511969271364,F801TW,RS-R,Ti2000 DOWN,25～20/35～30,3.57/3.37,2.0iL,42000,0,43200
スバル,エクシーガ,YA5,4WD,2000 NA,20/6～,,フロント,14880,,160575,F801TWF-qq-e-11900,出さない,4511969271371,F801TWF,RS-R,Ti2000 DOWN,25～20,3.57,2.0iL,24000,1250,出さない
スバル,エクシーガ,YA5,4WD,2000 NA,20/6～,,リア,14260,,151528,F801TWR-qq-e-11901,出さない,4511969271388,F801TWR,RS-R,Ti2000 DOWN,35～30,3.37,2.0iL,23000,1250,出さない
スバル,エクシーガ,YA5,4WD,2000 TB,20/6～,,1台分,27900,,167008,F800TW-qq-e-11905,F800TW-qq-e-d-11905,4511969271302,F800TW,RS-R,Ti2000 DOWN,25～20/30～25,3.87/4.59,GT,45000,0,45000
スバル,エクシーガ,YA5,4WD,2000 TB,20/6～,,フロント,15314,,158337,F800TWF-qq-e-11906,出さない,4511969271319,F800TWF,RS-R,Ti2000 DOWN,25～20,3.87,GT,24700,1250,出さない
スバル,エクシーガ,YA5,4WD,2000 TB,20/6～,,リア,15314,,158339,F800TWR-qq-e-11907,出さない,4511969271326,F800TWR,RS-R,Ti2000 DOWN,30～25,4.59,GT,24700,1250,出さない
スバル,エクシーガ,YA9,4WD,2500 NA,21/12～24/6,,1台分,27900,,153798,F802TW-qq-e-11911,F802TW-qq-e-d-11911,4511969271395,F802TW,RS-R,Ti2000 DOWN,25～20/30～25,3.57/4.59,2.5i-S,45000,0,45000
スバル,エクシーガ,YA9,4WD,2500 NA,21/12～24/6,,フロント,15314,,157615,F802TWF-qq-e-11912,出さない,4511969271401,F802TWF,RS-R,Ti2000 DOWN,25～20,3.57,2.5i-S,24700,1250,出さない
スバル,エクシーガ,YA9,4WD,2500 NA,21/12～24/6,,リア,15314,,157154,F802TWR-qq-e-11913,出さない,4511969271418,F802TWR,RS-R,Ti2000 DOWN,30～25,4.59,2.5i-S,24700,1250,出さない
スバル,エクシーガ,YAM,4WD,2500 NA,24/7～,,1台分,27900,,151527,F800TW-qq-e-11917,F800TW-qq-e-d-11917,4511969271302,F800TW,RS-R,Ti2000 DOWN,20～15/25～20,3.87/4.59,2.5iアイサイト アルカンターラセレクション,45000,0,45000
スバル,エクシーガ,YAM,4WD,2500 NA,24/7～,,フロント,15314,,158338,F800TWF-qq-e-11918,出さない,4511969271319,F800TWF,RS-R,Ti2000 DOWN,20～15,3.87,2.5iアイサイト アルカンターラセレクション,24700,1250,出さない
スバル,エクシーガ,YAM,4WD,2500 NA,24/7～,,リア,15314,,162828,F800TWR-qq-e-11919,出さない,4511969271326,F800TWR,RS-R,Ti2000 DOWN,25～20,4.59,2.5iアイサイト アルカンターラセレクション,24700,1250,出さない
スバル,エクシーガクロスオーバー7,YAM,4WD,2500 NA,27/4～,,1台分,27900,,156055,F802TW-qq-e-11923,F802TW-qq-e-d-11923,4511969271395,F802TW,RS-R,Ti2000 DOWN,25～20/30～25,3.57/4.59,2.5iアイサイト,45000,0,45000
スバル,エクシーガクロスオーバー7,YAM,4WD,2500 NA,27/4～,,フロント,15314,,166310,F802TWF-qq-e-11924,出さない,4511969271401,F802TWF,RS-R,Ti2000 DOWN,25～20,3.57,2.5iアイサイト,24700,1250,出さない
スバル,エクシーガクロスオーバー7,YAM,4WD,2500 NA,27/4～,,リア,15314,,157155,F802TWR-qq-e-11925,出さない,4511969271418,F802TWR,RS-R,Ti2000 DOWN,30～25,4.59,2.5iアイサイト,24700,1250,出さない
スバル,シフォン,LA600F,FF,660 NA,28/12～,,1台分,28830,,166717,D400TD-qq-e-138,D400TD-qq-e-d-138,4511969290709,D400TD,RS-R,Ti2000 DOWN,50～45/35～30,2.62/3.37,カスタムR スマートアシスト,46500,0,42900
スバル,シフォン,LA600F,FF,660 NA,28/12～,,フロント,11780,,159850,D400TDF-qq-e-56,出さない,4511969290716,D400TDF,RS-R,Ti2000 DOWN,50～45,2.62,カスタムR スマートアシスト,19000,1250,出さない
スバル,シフォン,LA600F,FF,660 NA,28/12～,,リア,20026,,157996,D400TDR-qq-e-55,出さない,4511969290723,D400TDR,RS-R,Ti2000 DOWN,35～30,3.37,カスタムR スマートアシスト,32300,1250,出さない
スバル,ジャスティ,M900F,FF,1000 NA,28/11～,,1台分,30690,,152919,T513TW-qq-e-143,T513TW-qq-e-d-143,4511969404014,T513TW,RS-R,Ti2000 DOWN,40～35/40～35,3.06/3.06,G スマートアシスト,49500,0,44700
スバル,ジャスティ,M900F,FF,1000 NA,28/11～,,フロント,15004,,160091,T513TWF-qq-e-326,出さない,4511969404021,T513TWF,RS-R,Ti2000 DOWN,40～35,3.06,G スマートアシスト,24200,1250,出さない
スバル,ジャスティ,M900F,FF,1000 NA,28/11～,,リア,18972,,164607,T513TWR-qq-e-332,出さない,4511969404038,T513TWR,RS-R,Ti2000 DOWN,40～35,3.06,G スマートアシスト,30600,1250,出さない
スバル,ステラ,LA110F,4WD,660 TB,25/8～,,1台分,23250,,152283,D205TD-qq-e-11932,D205TD-qq-e-d-11932,4511969281936,D205TD,RS-R,Ti2000 DOWN,40～35/30～25,2.35/2.45,カスタムRS スマートアシスト,37500,0,37500
スバル,ステラ,LA110F,4WD,660 TB,25/8～,,フロント,10602,,163184,D205TDF-qq-e-11933,出さない,4511969281943,D205TDF,RS-R,Ti2000 DOWN,40～35,2.35,カスタムRS スマートアシスト,17100,1250,出さない
スバル,ステラ,LA110F,4WD,660 TB,25/8～,,リア,14942,,156393,D205TDR-qq-e-11934,出さない,4511969281950,D205TDR,RS-R,Ti2000 DOWN,30～25,2.45,カスタムRS スマートアシスト,24100,1250,出さない
スバル,ステラ,RN1,FF,660 NA,18/6～23/4,,1台分,17112,,154524,F070TD-qq-e-11944,F070TD-qq-e-d-11944,4511969263826,F070TD,RS-R,Ti2000 DOWN,35～30/30～25,3.06/2.12,L,27600,0,31600
スバル,ステラ,RN1,FF,660 NA,18/6～23/4,,フロント,10168,,157596,F070TDF-qq-e-11939,出さない,4511969263833,F070TDF,RS-R,Ti2000 DOWN,35～30,3.06,L,16400,1250,出さない
スバル,ステラ,RN1,FF,660 NA,18/6～23/4,,リア,8618,,159862,F070TDR-qq-e-11946,出さない,4511969263840,F070TDR,RS-R,Ti2000 DOWN,30～25,2.12,L,13900,1250,出さない
スバル,ステラ,RN1,FF,660 S/C,18/6～23/4,,1台分,17112,,161313,F070TD-qq-e-11938,F070TD-qq-e-d-11938,4511969263826,F070TD,RS-R,Ti2000 DOWN,35～30/30～25,3.06/2.12,カスタム RS,27600,0,31600
スバル,ステラ,RN1,FF,660 S/C,18/6～23/4,,フロント,10168,,162095,F070TDF-qq-e-11945,出さない,4511969263833,F070TDF,RS-R,Ti2000 DOWN,35～30,3.06,カスタム RS,16400,1250,出さない
スバル,ステラ,RN1,FF,660 S/C,18/6～23/4,,リア,8618,,164407,F070TDR-qq-e-11940,出さない,4511969263840,F070TDR,RS-R,Ti2000 DOWN,30～25,2.12,カスタム RS,13900,1250,出さない
スバル,ステラ,RN2,4WD,660 S/C,18/6～23/4,,1台分,15314,,164409,F075TD-qq-e-11950,F075TD-qq-e-d-11950,4511969265486,F075TD,RS-R,Ti2000 DOWN,35～30/25～20,3.06/1.73,カスタム RS,24700,0,29900
スバル,ステラ,RN2,4WD,660 S/C,18/6～23/4,,フロント,10168,,166286,F075TDF-qq-e-11951,出さない,4511969265493,F075TDF,RS-R,Ti2000 DOWN,35～30,3.06,カスタム RS,16400,1250,出さない
スバル,ステラ,RN2,4WD,660 S/C,18/6～23/4,,リア,6696,,157597,F075TDR-qq-e-11952,出さない,4511969265509,F075TDR,RS-R,Ti2000 DOWN,25～20,1.73,カスタム RS,10800,1250,出さない
スバル,ディアスワゴン,S321N,FR,660 TB,21/9～,,1台分,20708,,150827,D120TD-qq-e-11962,D120TD-qq-e-d-11962,4511969257047,D120TD,RS-R,Ti2000 DOWN,40～35/40～35,4.16/4.20,LS,33400,0,35100
スバル,ディアスワゴン,S321N,FR,660 TB,21/9～,,フロント,8618,,166266,D120TDF-qq-e-11963,出さない,4511969257054,D120TDF,RS-R,Ti2000 DOWN,40～35,4.16,LS,13900,1250,出さない
スバル,ディアスワゴン,S321N,FR,660 TB,21/9～,,リア,14136,,159848,D120TDR-qq-e-11964,出さない,4511969257061,D120TDR,RS-R,Ti2000 DOWN,40～35,4.20,LS,22800,1250,出さない
スバル,デックス,M401F,FF,1300 NA,20/11～,,1台分,26412,,159328,T511TW-qq-e-11971,T511TW-qq-e-d-11971,4511969261662,T511TW,RS-R,Ti2000 DOWN,40～35/40～35,3.67/2.42,1.3i-L,42600,0,40600
スバル,デックス,M401F,FF,1300 NA,20/11～,,フロント,14880,,166113,T511TWF-qq-e-11972,出さない,4511969261679,T511TWF,RS-R,Ti2000 DOWN,40～35,3.67,1.3i-L,24000,1250,出さない
スバル,デックス,M401F,FF,1300 NA,20/11～,,リア,14136,,161568,T511TWR-qq-e-11973,出さない,4511969261686,T511TWR,RS-R,Ti2000 DOWN,40～35,2.42,1.3i-L,22800,1250,出さない
スバル,デックス,M411F,4WD,1300 NA,20/11～,,1台分,26970,,155603,T515TW-qq-e-11986,T515TW-qq-e-d-11986,4511969271579,T515TW,RS-R,Ti2000 DOWN,35～30/35～30,3.92/2.45,1.3i-S,43500,0,41100
スバル,デックス,M411F,4WD,1300 NA,20/11～,,フロント,17360,,164612,T515TWF-qq-e-11987,出さない,4511969271586,T515TWF,RS-R,Ti2000 DOWN,35～30,3.92,1.3i-S,28000,1250,出さない
スバル,デックス,M411F,4WD,1300 NA,20/11～,,リア,13330,,166896,T515TWR-qq-e-11988,出さない,4511969271593,T515TWR,RS-R,Ti2000 DOWN,35～30,2.45,1.3i-S,21500,1250,出さない
スバル,トラヴィック,XM220,FF,2200 NA,13/8～17/3,,1台分,34224,,162822,F690TW-qq-e-11992,F690TW-qq-e-d-11992,4511969237421,F690TW,RS-R,Ti2000 DOWN,20～15/20～15,3.19/2.59,Sパッケージ,55200,0,51200
スバル,トラヴィック,XM220,FF,2200 NA,13/8～17/3,,フロント,20770,,151520,F690TWF-qq-e-11993,出さない,4511969237438,F690TWF,RS-R,Ti2000 DOWN,20～15,3.19,Sパッケージ,33500,1250,出さない
スバル,トラヴィック,XM220,FF,2200 NA,13/8～17/3,,リア,16864,,158332,F690TWR-qq-e-11994,出さない,4511969237445,F690TWR,RS-R,Ti2000 DOWN,20～15,2.59,Sパッケージ,27200,1250,出さない
スバル,トレジア,NCP120X,FF,1500 NA,22/11～,,1台分,30690,,158935,T440TW-qq-e-11995,T440TW-qq-e-d-11995,4511969259805,T440TW,RS-R,Ti2000 DOWN,30～25/25～20,3.23/3.06,1.5i-S,49500,0,47700
スバル,トレジア,NCP120X,FF,1500 NA,22/11～,,フロント,15686,,152892,T440TWF-qq-e-11996,出さない,4511969259812,T440TWF,RS-R,Ti2000 DOWN,30～25,3.23,1.5i-S,25300,1250,出さない
スバル,トレジア,NCP120X,FF,1500 NA,22/11～,,リア,18042,,150670,T440TWR-qq-e-11997,出さない,4511969259829,T440TWR,RS-R,Ti2000 DOWN,25～20,3.06,1.5i-S,29100,1250,出さない
スバル,トレジア,NCP125X,4WD,1500 NA,22/11～,,1台分,28520,,152896,T450TW-qq-e-12001,T450TW-qq-e-d-12001,4511969262935,T450TW,RS-R,Ti2000 DOWN,25～20/25～20,2.40/3.69,1.5i-S,46000,0,45600
スバル,トレジア,NCP125X,4WD,1500 NA,22/11～,,フロント,13330,,166105,T450TWF-qq-e-12002,出さない,4511969262942,T450TWF,RS-R,Ti2000 DOWN,25～20,2.40,1.5i-S,21500,1250,出さない
スバル,トレジア,NCP125X,4WD,1500 NA,22/11～,,リア,18042,,166106,T450TWR-qq-e-12003,出さない,4511969262959,T450TWR,RS-R,Ti2000 DOWN,25～20,3.69,1.5i-S,29100,1250,出さない
スバル,フォレスター,SF5,4WD,2000 NA,12/1～14/1,,1台分,31372,,150045,F601TW-qq-e-12007,F601TW-qq-e-d-12007,4511969234987,F601TW,RS-R,Ti2000 DOWN,50～45/45～40,2.80/3.00,S/20,50600,0,48400
スバル,フォレスター,SF5,4WD,2000 NA,12/1～14/1,,フロント,14136,,152293,F601TWF-qq-e-12008,出さない,4511969234994,F601TWF,RS-R,Ti2000 DOWN,50～45,2.80,S/20,22800,1250,出さない
スバル,フォレスター,SF5,4WD,2000 NA,12/1～14/1,,リア,20398,,156785,F601TWR-qq-e-12009,出さない,4511969235007,F601TWR,RS-R,Ti2000 DOWN,45～40,3.00,S/20,32900,1250,出さない
スバル,フォレスター,SF5,4WD,2000 TB,9/3～11/12,セルフレベライザー車不可,1台分,32116,,163545,F600TW-qq-e-12013,F600TW-qq-e-d-12013,4511969221901,F600TW,RS-R,Ti2000 DOWN,45～40/25～20,2.80/3.00,,51800,0,49100
スバル,フォレスター,SF5,4WD,2000 TB,9/3～11/12,セルフレベライザー車不可,フロント,14880,,154531,F600TWF-qq-e-12014,出さない,4511969221918,F600TWF,RS-R,Ti2000 DOWN,45～40,2.80,,24000,1250,出さない
スバル,フォレスター,SF5,4WD,2000 TB,9/3～11/12,セルフレベライザー車不可,リア,20398,,154532,F600TWR-qq-e-12015,出さない,4511969221925,F600TWR,RS-R,Ti2000 DOWN,25～20,3.00,,32900,1250,出さない
スバル,フォレスター,SG5,4WD,2000 NA,14/2～17/5,,1台分,33852,,156787,F604TW-qq-e-12037,F604TW-qq-e-d-12037,4511969238923,F604TW,RS-R,Ti2000 DOWN,60～55/50～45,2.61/3.10,X20,54600,0,50800
スバル,フォレスター,SG5,4WD,2000 NA,14/2～17/5,,フロント,15314,,150046,F604TWF-qq-e-12026,出さない,4511969238930,F604TWF,RS-R,Ti2000 DOWN,60～55,2.61,X20,24700,1250,出さない
スバル,フォレスター,SG5,4WD,2000 NA,14/2～17/5,,リア,21948,,159055,F604TWR-qq-e-12021,出さない,4511969238947,F604TWR,RS-R,Ti2000 DOWN,50～45,3.10,X20,35400,1250,出さない
スバル,フォレスター,SG5,4WD,2000 NA,17/6～19/11,,1台分,33852,,163546,F604TW-qq-e-12019,F604TW-qq-e-d-12019,4511969238923,F604TW,RS-R,Ti2000 DOWN,30～25/25～20,2.61/3.10,クロススポーツ 2.0i,54600,0,50800
スバル,フォレスター,SG5,4WD,2000 NA,17/6～19/11,,フロント,15314,,150047,F604TWF-qq-e-12038,出さない,4511969238930,F604TWF,RS-R,Ti2000 DOWN,30～25,2.61,クロススポーツ 2.0i,24700,1250,出さない
スバル,フォレスター,SG5,4WD,2000 NA,17/6～19/11,,リア,21948,,165489,F604TWR-qq-e-12027,出さない,4511969238947,F604TWR,RS-R,Ti2000 DOWN,25～20,3.10,クロススポーツ 2.0i,35400,1250,出さない
スバル,フォレスター,SG5,4WD,2000 TB,14/10～16/1,,1台分,33542,,151517,F607TW-qq-e-12043,F607TW-qq-e-d-12043,4511969253735,F607TW,RS-R,Ti2000 DOWN,35～30/30～25,3.17/3.10,クロススポーツ 2.0T,54100,0,50500
スバル,フォレスター,SG5,4WD,2000 TB,14/10～16/1,,フロント,14880,,156038,F607TWF-qq-e-12032,出さない,4511969253742,F607TWF,RS-R,Ti2000 DOWN,35～30,3.17,クロススポーツ 2.0T,24000,1250,出さない
スバル,フォレスター,SG5,4WD,2000 TB,14/10～16/1,,リア,21948,,158320,F607TWR-qq-e-12051,出さない,4511969253759,F607TWR,RS-R,Ti2000 DOWN,30～25,3.10,クロススポーツ 2.0T,35400,1250,出さない
スバル,フォレスター,SG5,4WD,2000 TB,14/2～16/1,セルフレベライザー車不可,1台分,33852,,165488,F604TW-qq-e-12025,F604TW-qq-e-d-12025,4511969238923,F604TW,RS-R,Ti2000 DOWN,55～50/45～40,2.61/3.10,XT,54600,0,50800
スバル,フォレスター,SG5,4WD,2000 TB,14/2～16/1,セルフレベライザー車不可,フロント,15314,,163187,F604TWF-qq-e-12020,出さない,4511969238930,F604TWF,RS-R,Ti2000 DOWN,55～50,2.61,XT,24700,1250,出さない
