自動車メーカー,車種,型式,年式,排気量,適合詳細,取付位置,SET価格,Camp価格,商品ID,物販コード,取付コード,JANコード,メーカー品番,メーカー名,商品名,種類,仕様,備考,注意事項,定価,掛け,販売価格
スズキ,Kei,HN11S/HN21S,H10/10～H21/10,660,,フロント,11100,,279701,SSY-EP361-qq-e-1333k,SSY-EP361-qq-e-d-1333k,4515693313611,EP361,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,60,8994
スズキ,Kei,HN22S,H10/10～H21/10,660,NA ～620000,フロント,11100,,279704,SSY-EP361-qq-e-1336k,SSY-EP361-qq-e-d-1336k,4515693313611,EP361,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,60,8994
スズキ,Kei,HN22S,H10/10～H21/10,660,NA 620001～643168,フロント,11100,,279705,SSY-EP361-qq-e-1337k,SSY-EP361-qq-e-d-1337k,4515693313611,EP361,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,60,8994
スズキ,Kei,HN22S,H10/10～H21/10,660,NA 643169～,フロント,11100,,280391,SSY-EP441-qq-e-1338k,SSY-EP441-qq-e-d-1338k,4515693314410,EP441,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,60,8994
スズキ,Kei,HN22S,H10/10～H21/10,660,ターボ 770001～,フロント,11100,,279703,SSY-EP361-qq-e-1335k,SSY-EP361-qq-e-d-1335k,4515693313611,EP361,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,60,8994
スズキ,Kei,HN22S,H10/10～H21/10,660,ターボ No.～770000,フロント,11100,,279702,SSY-EP361-qq-e-1334k,SSY-EP361-qq-e-d-1334k,4515693313611,EP361,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,60,8994
スズキ,Keiワークス,HN22S,H14/11～H21/10,660,,フロント,11100,,279706,SSY-EP361-qq-e-1339k,SSY-EP361-qq-e-d-1339k,4515693313611,EP361,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,60,8994
スズキ,Keiワークス,HN22S,H14/11～H21/10,660,,リア,11100,,278571,SSY-EP210-qq-e-6710k,SSY-EP210-qq-e-d-6710k,4515693312102,EP210,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,60,8994
スズキ,MRワゴン,MF21S,H13/12～H18/1,660,型式指定:11180(No.～140469)/11181(No.～531118)/11364(No.～354147),フロント,11100,,279699,SSY-EP361-qq-e-1321k,SSY-EP361-qq-e-d-1321k,4515693313611,EP361,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,60,8994
スズキ,MRワゴン,MF21S,H13/12～H18/1,660,型式指定:11180(No.140470～163579)/11181(No.531119～)/11364(No.354148～409137)/12362(No.～409137)/12363(No.～163579),フロント,11100,,279700,SSY-EP361-qq-e-1322k,SSY-EP361-qq-e-d-1322k,4515693313611,EP361,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,60,8994
スズキ,MRワゴン,MF21S,H13/12～H18/1,660,型式指定:11180(No.163580～)/11364(No.409138～)/12362(No.409138～)/12363(No.163580～),フロント,11100,,280387,SSY-EP441-qq-e-1323k,SSY-EP441-qq-e-d-1323k,4515693314410,EP441,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,60,8994
スズキ,MRワゴン,MF22S,H18/1～H23/1,660,リアドラム,フロント,11100,,280388,SSY-EP441-qq-e-1324k,SSY-EP441-qq-e-d-1324k,4515693314410,EP441,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,60,8994
スズキ,MRワゴン,MF33S,H23/1～H25/7,660,リアドラム,フロント,11100,,280389,SSY-EP441-qq-e-1325k,SSY-EP441-qq-e-d-1325k,4515693314410,EP441,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,60,8994
スズキ,MRワゴン,MF33S,H25/7～H28/3,660,リアドラム,フロント,11100,,280390,SSY-EP441-qq-e-1326k,SSY-EP441-qq-e-d-1326k,4515693314410,EP441,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,60,8994
スズキ,SX4,YA11S/YA41S/YB11S/YB41S,H18/7～H26/11,1500～2000,,フロント,11100,,280055,SSY-EP401-qq-e-1316k,SSY-EP401-qq-e-d-1316k,4515693314014,EP401,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,60,8994
スズキ,SX4,YA11S/YA41S/YB11S/YB41S,H18/7～H26/11,1500～2000,,リア,11100,,279428,SSY-EP312-qq-e-6704k,SSY-EP312-qq-e-d-6704k,4515693313123,EP312,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,60,8994
スズキ,SX4,YC11S,H21/5～H26/11,1500,,フロント,11100,,280056,SSY-EP401-qq-e-1317k,SSY-EP401-qq-e-d-1317k,4515693314014,EP401,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,60,8994
スズキ,アルト,HA24S,H18/1～H21/12,660,EII,フロント,11100,,280383,SSY-EP441-qq-e-1307k,SSY-EP441-qq-e-d-1307k,4515693314410,EP441,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,60,8994
スズキ,アルト/アルトハッスル,CL22V,H2/3～H6/9,660,FF・NA,フロント,11100,,278924,SSY-EP259-qq-e-1294k,SSY-EP259-qq-e-d-1294k,4515693312591,EP259,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,60,8994
スズキ,アルト/アルトハッスル,CR22S,H2/3～H6/9,660,FF・DOHCターボ・3型・No.100001～250000,フロント,11100,,278723,SSY-EP237-qq-e-1296k,SSY-EP237-qq-e-d-1296k,4515693312379,EP237,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,60,8994
スズキ,アルト/アルトハッスル,CR22S,H2/3～H6/9,660,FF・DOHCターボ・3型・No.100001～250000,リア,11100,,279181,SSY-EP286-qq-e-6698k,SSY-EP286-qq-e-d-6698k,4515693312867,EP286,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,60,8994
スズキ,アルト/アルトハッスル,CR22S,H2/3～H6/9,660,FF・NA・4型・No.250001～,フロント,11100,,278926,SSY-EP259-qq-e-1297k,SSY-EP259-qq-e-d-1297k,4515693312591,EP259,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,60,8994
スズキ,アルト/アルトハッスル,CR22S,H2/3～H6/9,660,FF・SOHC・DOHCターボ・4型・No.250001～,フロント,11100,,278724,SSY-EP237-qq-e-1298k,SSY-EP237-qq-e-d-1298k,4515693312379,EP237,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,60,8994
スズキ,アルト/アルトハッスル,CR22S,H2/3～H6/9,660,FF・SOHC・DOHCターボ・4型・No.250001～,リア,11100,,279182,SSY-EP286-qq-e-6699k,SSY-EP286-qq-e-d-6699k,4515693312867,EP286,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,60,8994
スズキ,アルト/アルトハッスル,CR22S,H2/3～H6/9,660,FF・SOHCターボ・NA・3型・No.100001～250000,フロント,11100,,278925,SSY-EP259-qq-e-1295k,SSY-EP259-qq-e-d-1295k,4515693312591,EP259,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,60,8994
スズキ,アルト/アルトハッスル,CS22S,H2/3～H6/9,660,4WD・DOHCターボ・3ドア・3型・No.100001～250000,フロント,11100,,278725,SSY-EP237-qq-e-1299k,SSY-EP237-qq-e-d-1299k,4515693312379,EP237,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,60,8994
スズキ,アルト/アルトハッスル,CS22S,H2/3～H6/9,660,4WD・DOHCターボ・3ドア・3型・No.100001～250000,リア,11100,,279183,SSY-EP286-qq-e-6700k,SSY-EP286-qq-e-d-6700k,4515693312867,EP286,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,60,8994
スズキ,アルト/アルトハッスル,CS22S,H2/3～H6/9,660,4WD・NA・3ドア・4型・No.250001～,フロント,11100,,278927,SSY-EP259-qq-e-1300k,SSY-EP259-qq-e-d-1300k,4515693312591,EP259,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,60,8994
スズキ,アルト/アルトハッスル,CS22S,H2/3～H6/9,660,4WD・NA・5ドア・4型・No.800001～,フロント,11100,,278928,SSY-EP259-qq-e-1302k,SSY-EP259-qq-e-d-1302k,4515693312591,EP259,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,60,8994
スズキ,アルト/アルトハッスル,CS22S,H2/3～H6/9,660,4WD・SOHC・DOHCターボ・3ドア・4型・No.250001～,フロント,11100,,278726,SSY-EP237-qq-e-1301k,SSY-EP237-qq-e-d-1301k,4515693312379,EP237,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,60,8994
スズキ,アルト/アルトハッスル,CS22S,H2/3～H6/9,660,4WD・SOHC・DOHCターボ・3ドア・4型・No.250001～,リア,11100,,279184,SSY-EP286-qq-e-6701k,SSY-EP286-qq-e-d-6701k,4515693312867,EP286,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,60,8994
スズキ,アルト/アルトワークス,HA22S,H10/10～H17/1,660,ワークス・RS/Z・4輪ディスク,フロント,11100,,279695,SSY-EP361-qq-e-1306k,SSY-EP361-qq-e-d-1306k,4515693313611,EP361,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,60,8994
スズキ,アルト/アルトワークス,HA22S,H10/10～H17/1,660,ワークス・RS/Z・4輪ディスク,リア,11100,,278570,SSY-EP210-qq-e-6703k,SSY-EP210-qq-e-d-6703k,4515693312102,EP210,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,60,8994
スズキ,アルトハッスル,CL22V/CR22S,H3/11～H10/10,660,2WD,フロント,11100,,278929,SSY-EP259-qq-e-1303k,SSY-EP259-qq-e-d-1303k,4515693312591,EP259,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,60,8994
スズキ,アルトラパン,HE21S,H14/1～H20/11,660,リアドラム(No.100001～140000/300001～420000/900001～920000),フロント,11100,,279696,SSY-EP361-qq-e-1309k,SSY-EP361-qq-e-d-1309k,4515693313611,EP361,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,60,8994
スズキ,アルトラパン,HE21S,H14/1～H20/11,660,リアドラム(No.140001～161593/420001～519297/920001～950000),フロント,11100,,279697,SSY-EP361-qq-e-1310k,SSY-EP361-qq-e-d-1310k,4515693313611,EP361,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,60,8994
スズキ,アルトラパン,HE21S,H14/1～H20/11,660,リアドラム(No.480001～519297/150001～161593),フロント,11100,,279698,SSY-EP361-qq-e-1311k,SSY-EP361-qq-e-d-1311k,4515693313611,EP361,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,60,8994
スズキ,アルトラパン,HE21S,H14/1～H20/11,660,リアドラム(No.9500001～/519298～/161594～),フロント,11100,,280384,SSY-EP441-qq-e-1312k,SSY-EP441-qq-e-d-1312k,4515693314410,EP441,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,60,8994
スズキ,アルトラパン,HE22S,H20/11～,660,,フロント,11100,,280385,SSY-EP441-qq-e-1313k,SSY-EP441-qq-e-d-1313k,4515693314410,EP441,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,60,8994
スズキ,アルトラパン,HE33S,H27/6～,660,,フロント,11100,,280813,SSY-EP516-qq-e-1314k,SSY-EP516-qq-e-d-1314k,4515693315165,EP516,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,60,8994
スズキ,アルトワークス,HA11S/HB11S,H6/9～H10/10,660,リアドラム,フロント,11100,,278727,SSY-EP237-qq-e-1304k,SSY-EP237-qq-e-d-1304k,4515693312379,EP237,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,60,8994
スズキ,アルトワークス,HA11S/HB11S/HA21S/HB21S,H6/9～H10/10,660,4輪ディスク,フロント,11100,,278728,SSY-EP237-qq-e-1305k,SSY-EP237-qq-e-d-1305k,4515693312379,EP237,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,60,8994
スズキ,アルトワークス,HA11S/HB11S/HA21S/HB21S,H6/9～H10/10,660,4輪ディスク,リア,11100,,279185,SSY-EP286-qq-e-6702k,SSY-EP286-qq-e-d-6702k,4515693312867,EP286,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,60,8994
スズキ,アルトワークス,HA36S,H27/12～,660,,フロント,11100,,279953,SSY-EP387-qq-e-1308k,SSY-EP387-qq-e-d-1308k,4515693313871,EP387,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,60,8994
スズキ,イグニス,FF21S,H26/12～,1300,,フロント,11100,,279954,SSY-EP387-qq-e-1315k,SSY-EP387-qq-e-d-1315k,4515693313871,EP387,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,60,8994
スズキ,エスクード/エスクードノマド,TD01W,H2/10～H7/5,1600,4ドア・2/3/4型・No.100001～250000,フロント,11100,,279520,SSY-EP339-qq-e-1318k,SSY-EP339-qq-e-d-1318k,4515693313390,EP339,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,60,8994
スズキ,エスクード/エスクードノマド,TD01W,H7/5～,1600,4ドア・5型・No.250001～,フロント,11100,,279521,SSY-EP339-qq-e-1319k,SSY-EP339-qq-e-d-1319k,4515693313390,EP339,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,60,8994
スズキ,エスクード/エスクードノマド,YD21S/YE21S,H27/10～,1600,,リア,11100,,280688,SSY-EP488-qq-e-6705k,SSY-EP488-qq-e-d-6705k,4515693314885,EP488,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,60,8994
スズキ,エブリイワゴン,DA64W,H20/4～H27/2,660,,フロント,11100,,280386,SSY-EP441-qq-e-1320k,SSY-EP441-qq-e-d-1320k,4515693314410,EP441,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,60,8994
スズキ,カプチーノ,EA11R/EA21R,H3/11～H10/10,660,,フロント,11100,,278503,SSY-EP179-qq-e-1327k,SSY-EP179-qq-e-d-1327k,4515693311792,EP179,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,60,8994
スズキ,カプチーノ,EA11R/EA21R,H3/11～H10/10,660,,リア,11100,,279186,SSY-EP286-qq-e-6706k,SSY-EP286-qq-e-d-6706k,4515693312867,EP286,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,60,8994
スズキ,カルタス/カルタスエスティーム/カルタスクレセント,AA34S/AF34S,S63/9～H10/7,1300～,DOHC・GT-i・4輪ディスク,フロント,11100,,278433,SSY-EP164-qq-e-1329k,SSY-EP164-qq-e-d-1329k,4515693311648,EP164,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,60,8994
スズキ,カルタス/カルタスエスティーム/カルタスクレセント,AA34S/AF34S,S63/9～H10/7,1300～,DOHC・GT-i・4輪ディスク,リア,11100,,278303,SSY-EP092-qq-e-6707k,SSY-EP092-qq-e-d-6707k,4515693310924,EP092,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,60,8994
スズキ,カルタス/カルタスエスティーム/カルタスクレセント,AK34S,S63/9～H10/7,,,フロント,11100,,278432,SSY-EP164-qq-e-1328k,SSY-EP164-qq-e-d-1328k,4515693311648,EP164,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,60,8994
スズキ,カルタスエスティーム,AH14S/AH64S/AJ14S/AJ64S,H1/6～H10/7,1500～1600,,フロント,11100,,278504,SSY-EP179-qq-e-1330k,SSY-EP179-qq-e-d-1330k,4515693311792,EP179,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,60,8994
スズキ,キザシ,RE91S/RF91S,H21/10～,2400,,フロント,11100,,280537,SSY-EP468-qq-e-1331k,SSY-EP468-qq-e-d-1331k,4515693314687,EP468,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,60,8994
スズキ,キザシ,RE91S/RF91S,H21/10～,2400,,リア,11100,,279429,SSY-EP312-qq-e-6708k,SSY-EP312-qq-e-d-6708k,4515693313123,EP312,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,60,8994
スズキ,キャラ,PG6SS,H5/1～H7/12,660,,フロント,11100,,278930,SSY-EP259-qq-e-1332k,SSY-EP259-qq-e-d-1332k,4515693312591,EP259,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,60,8994
スズキ,キャラ,PG6SS,H5/1～H7/12,660,,リア,11100,,279222,SSY-EP289-qq-e-6709k,SSY-EP289-qq-e-d-6709k,4515693312898,EP289,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,60,8994
スズキ,ジムニー,JB23W,H10/10～,660,,フロント,11100,,279519,SSY-EP337-qq-e-1343k,SSY-EP337-qq-e-d-1343k,4515693313376,EP337,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,60,8994
スズキ,ジムニー,SJ30,S56/5～H2/2,550,1/2型,フロント,11100,,279516,SSY-EP337-qq-e-1340k,SSY-EP337-qq-e-d-1340k,4515693313376,EP337,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,60,8994
スズキ,ジムニー,SJ30,S56/5～H2/2,550,3/4型,フロント,11100,,279517,SSY-EP337-qq-e-1341k,SSY-EP337-qq-e-d-1341k,4515693313376,EP337,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,60,8994
スズキ,ジムニー,SJ40,S56/5～H2/2,1000～,,フロント,11100,,279518,SSY-EP337-qq-e-1342k,SSY-EP337-qq-e-d-1342k,4515693313376,EP337,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,60,8994
スズキ,スイフト,HT51S,H12/1～H17/5,1300,リアドラム,フロント,11100,,279955,SSY-EP387-qq-e-1344k,SSY-EP387-qq-e-d-1344k,4515693313871,EP387,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,60,8994
スズキ,スイフト,ZC11S/ZC21S,H16/11～H22/9,1300～1500,,フロント,11100,,280296,SSY-EP430-qq-e-1346k,SSY-EP430-qq-e-d-1346k,4515693314304,EP430,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,60,8994
スズキ,スイフト,ZC13S,H29/7～,1000,,フロント,11100,,280685,SSY-EP487-qq-e-1355k,SSY-EP487-qq-e-d-1355k,4515693314878,EP487,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,60,8994
スズキ,スイフト,ZC13S,H29/7～,1000,,リア,11100,,280693,SSY-EP488-qq-e-6717k,SSY-EP488-qq-e-d-6717k,4515693314885,EP488,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,60,8994
スズキ,スイフト,ZC43S/ZC83S/ZD83S,H29/2～,1300,4輪ディスク,フロント,11100,,280684,SSY-EP487-qq-e-1354k,SSY-EP487-qq-e-d-1354k,4515693314878,EP487,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,60,8994
スズキ,スイフト,ZC43S/ZC83S/ZD83S,H29/2～,1300,4輪ディスク,リア,11100,,280692,SSY-EP488-qq-e-6716k,SSY-EP488-qq-e-d-6716k,4515693314885,EP488,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,60,8994
スズキ,スイフト,ZC53S/ZD53S,H29/2～,1300,,フロント,11100,,280683,SSY-EP487-qq-e-1353k,SSY-EP487-qq-e-d-1353k,4515693314878,EP487,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,60,8994
