自動車メーカー,車種,型式,年式,排気量,適合詳細,取付位置,SET価格,Camp価格,商品ID,物販コード,取付コード,JANコード,メーカー品番,メーカー名,商品名,種類,仕様,備考,注意事項,定価,販売価格
スバル,フォレスター,SG5,H14/2～H15/2,2000,,フロント,19100,,271915,MX72-EP386-qq-e-4361k,MX72-EP386-qq-e-d-4361k,4515693013863,EP386,ENDLESS,ブレーキパッド,MX72,ローター適正温度域:50～700℃<br>平均摩擦係数:0.37～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,24000,17370
スバル,フォレスター,SG5,H14/2～H15/2,2000,,リア,19100,,271738,MX72-EP355-qq-e-9000k,MX72-EP355-qq-e-d-9000k,4515693013559,EP355,ENDLESS,ブレーキパッド,MX72,ローター適正温度域:50～700℃<br>平均摩擦係数:0.37～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,24000,17370
スバル,フォレスター,SG5,H15/2～H19/12,2000,4輪ディスク,フロント,19100,,271916,MX72-EP386-qq-e-4362k,MX72-EP386-qq-e-d-4362k,4515693013863,EP386,ENDLESS,ブレーキパッド,MX72,ローター適正温度域:50～700℃<br>平均摩擦係数:0.37～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,24000,17370
スバル,フォレスター,SG5,H15/2～H19/12,2000,4輪ディスク,リア,19100,,272096,MX72-EP412-qq-e-9001k,MX72-EP412-qq-e-d-9001k,4515693014129,EP412,ENDLESS,ブレーキパッド,MX72,ローター適正温度域:50～700℃<br>平均摩擦係数:0.37～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,24000,17370
スバル,フォレスター,SG5,H15/2～H19/12,2000,リアドラム,フロント,19100,,271917,MX72-EP386-qq-e-4363k,MX72-EP386-qq-e-d-4363k,4515693013863,EP386,ENDLESS,ブレーキパッド,MX72,ローター適正温度域:50～700℃<br>平均摩擦係数:0.37～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,24000,17370
スバル,フォレスター,SG9,H16/2～H19/12,2500,STiバージョン,フロント,19100,,271768,MX72-EP357-qq-e-4364k,MX72-EP357-qq-e-d-4364k,4515693013573,EP357,ENDLESS,ブレーキパッド,MX72,ローター適正温度域:50～700℃<br>平均摩擦係数:0.37～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,24000,17370
スバル,フォレスター,SG9,H16/2～H19/12,2500,STiバージョン,リア,19100,,271532,MX72-EP291-qq-e-9002k,MX72-EP291-qq-e-d-9002k,4515693012910,EP291,ENDLESS,ブレーキパッド,MX72,ローター適正温度域:50～700℃<br>平均摩擦係数:0.37～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,24000,17370
スバル,フォレスター,SH5/SH9/SHJ,H19/12～H22/2,2000,ターボ・NA,フロント,19100,,271918,MX72-EP386-qq-e-4365k,MX72-EP386-qq-e-d-4365k,4515693013863,EP386,ENDLESS,ブレーキパッド,MX72,ローター適正温度域:50～700℃<br>平均摩擦係数:0.37～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,24000,17370
スバル,フォレスター,SH5/SH9/SHJ,H19/12～H22/2,2000,ターボ・NA,リア,19100,,272134,MX72-EP418-qq-e-9003k,MX72-EP418-qq-e-d-9003k,4515693014181,EP418,ENDLESS,ブレーキパッド,MX72,ローター適正温度域:50～700℃<br>平均摩擦係数:0.37～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,24000,17370
スバル,フォレスター,SH5/SH9/SHJ,H22/2～H24/11,2000,ターボ・NA,フロント,19100,,271919,MX72-EP386-qq-e-4366k,MX72-EP386-qq-e-d-4366k,4515693013863,EP386,ENDLESS,ブレーキパッド,MX72,ローター適正温度域:50～700℃<br>平均摩擦係数:0.37～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,24000,17370
スバル,フォレスター,SH5/SH9/SHJ,H22/2～H24/11,2000,ターボ・NA,リア,19100,,272135,MX72-EP418-qq-e-9004k,MX72-EP418-qq-e-d-9004k,4515693014181,EP418,ENDLESS,ブレーキパッド,MX72,ローター適正温度域:50～700℃<br>平均摩擦係数:0.37～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,24000,17370
スバル,フォレスター,SJ5,H24/11～,2000,,フロント,19100,,271920,MX72-EP386-qq-e-4367k,MX72-EP386-qq-e-d-4367k,4515693013863,EP386,ENDLESS,ブレーキパッド,MX72,ローター適正温度域:50～700℃<br>平均摩擦係数:0.37～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,24000,17370
スバル,フォレスター,SJ5,H24/11～,2000,,リア,19100,,272136,MX72-EP418-qq-e-9005k,MX72-EP418-qq-e-d-9005k,4515693014181,EP418,ENDLESS,ブレーキパッド,MX72,ローター適正温度域:50～700℃<br>平均摩擦係数:0.37～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,24000,17370
スバル,フォレスター,SJG,H24/11～,2000,,フロント,19100,,272104,MX72-EP417-qq-e-4368k,MX72-EP417-qq-e-d-4368k,4515693014174,EP417,ENDLESS,ブレーキパッド,MX72,ローター適正温度域:50～700℃<br>平均摩擦係数:0.37～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,24000,17370
スバル,フォレスター,SJG,H24/11～,2000,,リア,19100,,272340,MX72-EP472-qq-e-9006k,MX72-EP472-qq-e-d-9006k,4515693014723,EP472,ENDLESS,ブレーキパッド,MX72,ローター適正温度域:50～700℃<br>平均摩擦係数:0.37～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,24000,17370
スバル,フォレスター,SJG,H26/11～,2000,ts,フロント,19100,,271769,MX72-EP357-qq-e-4369k,MX72-EP357-qq-e-d-4369k,4515693013573,EP357,ENDLESS,ブレーキパッド,MX72,ローター適正温度域:50～700℃<br>平均摩擦係数:0.37～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,24000,17370
スバル,フォレスター,SJG,H26/11～,2000,ts,リア,19100,,271533,MX72-EP291-qq-e-9007k,MX72-EP291-qq-e-d-9007k,4515693012910,EP291,ENDLESS,ブレーキパッド,MX72,ローター適正温度域:50～700℃<br>平均摩擦係数:0.37～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,24000,17370
スバル,プレオ,RA1/RA2,H10/10～H22/1,660,4輪ディスク,リア,19100,,271474,MX72-EP287-qq-e-9008k,MX72-EP287-qq-e-d-9008k,4515693012873,EP287,ENDLESS,ブレーキパッド,MX72,ローター適正温度域:50～700℃<br>平均摩擦係数:0.37～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,24000,17370
スバル,レガシィ/レガシィアウトバック,BN9/BS9,H26/7～,2500,,フロント,21100,,272114,MX72-EP417-qq-e-645k,MX72-EP417-qq-e-d-645k,4515693014174,EP417,ENDLESS,ブレーキパッド,MX72,ローター適正温度域:50～700℃<br>平均摩擦係数:0.37～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,24000,17370
スバル,レガシィ/レガシィアウトバック,BN9/BS9,H26/7～,2500,,リア,21100,,272442,MX72-EP500-qq-e-795k,MX72-EP500-qq-e-d-795k,4515693015003,EP500,ENDLESS,ブレーキパッド,MX72,ローター適正温度域:50～700℃<br>平均摩擦係数:0.37～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,24000,17370
スバル,レガシィ/レガシィツーリングワゴン,BG9/BGC/BD5/BD9,H8/6～H10/7,2000～2500,BG9/C BD5(RS・GT)/BD9,フロント,19100,,271675,MX72-EP348-qq-e-4371k,MX72-EP348-qq-e-d-4371k,4515693013481,EP348,ENDLESS,ブレーキパッド,MX72,ローター適正温度域:50～700℃<br>平均摩擦係数:0.37～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,24000,17370
スバル,レガシィ/レガシィランカスター,BH9/BHE,H14/1～H15/5,2500～3000,BH9(ランカスター AT・ランカスターS)/BHE(ランカスター6),フロント,21100,,271922,MX72-EP386-qq-e-627k,MX72-EP386-qq-e-d-627k,4515693013863,EP386,ENDLESS,ブレーキパッド,MX72,ローター適正温度域:50～700℃<br>平均摩擦係数:0.37～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,24000,17370
スバル,レガシィ/レガシィランカスター,BH9/BHE,H14/1～H15/5,2500～3000,BH9(ランカスター AT・ランカスターS)/BHE(ランカスター6),リア,21100,,271728,MX72-EP355-qq-e-777k,MX72-EP355-qq-e-d-777k,4515693013559,EP355,ENDLESS,ブレーキパッド,MX72,ローター適正温度域:50～700℃<br>平均摩擦係数:0.37～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,24000,17370
スバル,レガシィB4,BE5,H10/12～H14/1,2000,RSKスポーツシフト,フロント,19100,,271677,MX72-EP348-qq-e-4373k,MX72-EP348-qq-e-d-4373k,4515693013481,EP348,ENDLESS,ブレーキパッド,MX72,ローター適正温度域:50～700℃<br>平均摩擦係数:0.37～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,24000,17370
スバル,レガシィB4,BE5,H10/12～H14/1,2000,RSKスポーツシフト,リア,19100,,271741,MX72-EP355-qq-e-9011k,MX72-EP355-qq-e-d-9011k,4515693013559,EP355,ENDLESS,ブレーキパッド,MX72,ローター適正温度域:50～700℃<br>平均摩擦係数:0.37～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,24000,17370
スバル,レガシィB4,BE5,H10/12～H15/5,2000,S・RS・RSK,フロント,19100,,271678,MX72-EP348-qq-e-4374k,MX72-EP348-qq-e-d-4374k,4515693013481,EP348,ENDLESS,ブレーキパッド,MX72,ローター適正温度域:50～700℃<br>平均摩擦係数:0.37～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,24000,17370
スバル,レガシィB4,BE5,H10/12～H15/5,2000,S・RS・RSK,リア,19100,,271742,MX72-EP355-qq-e-9012k,MX72-EP355-qq-e-d-9012k,4515693013559,EP355,ENDLESS,ブレーキパッド,MX72,ローター適正温度域:50～700℃<br>平均摩擦係数:0.37～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,24000,17370
スバル,レガシィB4,BE5,H14/1～H15/5,2000,RSKスポーツシフト,フロント,19100,,271921,MX72-EP386-qq-e-4375k,MX72-EP386-qq-e-d-4375k,4515693013863,EP386,ENDLESS,ブレーキパッド,MX72,ローター適正温度域:50～700℃<br>平均摩擦係数:0.37～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,24000,17370
スバル,レガシィB4,BE5,H14/1～H15/5,2000,RSKスポーツシフト,リア,19100,,271743,MX72-EP355-qq-e-9013k,MX72-EP355-qq-e-d-9013k,4515693013559,EP355,ENDLESS,ブレーキパッド,MX72,ローター適正温度域:50～700℃<br>平均摩擦係数:0.37～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,24000,17370
スバル,レガシィB4,BE5,H14/3～H15/5,2000,ブリッツェン 2002/2003・4POTキャリパー,フロント,19100,,271693,MX72-EP351-qq-e-4376k,MX72-EP351-qq-e-d-4376k,4515693013511,EP351,ENDLESS,ブレーキパッド,MX72,ローター適正温度域:50～700℃<br>平均摩擦係数:0.37～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,24000,17370
スバル,レガシィB4,BE5,H14/3～H15/5,2000,ブリッツェン 2002/2003・4POTキャリパー,リア,19100,,271744,MX72-EP355-qq-e-9014k,MX72-EP355-qq-e-d-9014k,4515693013559,EP355,ENDLESS,ブレーキパッド,MX72,ローター適正温度域:50～700℃<br>平均摩擦係数:0.37～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,24000,17370
スバル,レガシィB4,BE9,H13/5～H15/5,2500,B4・RS25,フロント,19100,,271680,MX72-EP348-qq-e-4378k,MX72-EP348-qq-e-d-4378k,4515693013481,EP348,ENDLESS,ブレーキパッド,MX72,ローター適正温度域:50～700℃<br>平均摩擦係数:0.37～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,24000,17370
スバル,レガシィB4,BE9,H13/5～H15/5,2500,B4・RS25,リア,19100,,271746,MX72-EP355-qq-e-9016k,MX72-EP355-qq-e-d-9016k,4515693013559,EP355,ENDLESS,ブレーキパッド,MX72,ローター適正温度域:50～700℃<br>平均摩擦係数:0.37～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,24000,17370
スバル,レガシィB4,BES,H14/10～H15/5,2000,S401・純正ブレンボキャリパー装着車,フロント,19100,,271770,MX72-EP357-qq-e-4381k,MX72-EP357-qq-e-d-4381k,4515693013573,EP357,ENDLESS,ブレーキパッド,MX72,ローター適正温度域:50～700℃<br>平均摩擦係数:0.37～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,24000,17370
スバル,レガシィB4,BES,H14/10～H15/5,2000,S401・純正ブレンボキャリパー装着車,リア,19100,,271534,MX72-EP291-qq-e-9019k,MX72-EP291-qq-e-d-9019k,4515693012910,EP291,ENDLESS,ブレーキパッド,MX72,ローター適正温度域:50～700℃<br>平均摩擦係数:0.37～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,24000,17370
スバル,レガシィB4/レガシィツーリングワゴン,BEE/BHE,H14/1～H15/5,3000,BEE(RS30)/BHE(GT30),フロント,19100,,271681,MX72-EP348-qq-e-4379k,MX72-EP348-qq-e-d-4379k,4515693013481,EP348,ENDLESS,ブレーキパッド,MX72,ローター適正温度域:50～700℃<br>平均摩擦係数:0.37～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,24000,17370
スバル,レガシィB4/レガシィツーリングワゴン,BEE/BHE,H14/1～H15/5,3000,BEE(RS30)/BHE(GT30),リア,19100,,271747,MX72-EP355-qq-e-9017k,MX72-EP355-qq-e-d-9017k,4515693013559,EP355,ENDLESS,ブレーキパッド,MX72,ローター適正温度域:50～700℃<br>平均摩擦係数:0.37～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,24000,17370
スバル,レガシィB4/レガシィツーリングワゴン,BH5/BE5,H14/11～H15/5,2000,BH5(GT-B Sエディション)/BE5(RSK Sエディション),フロント,19100,,271694,MX72-EP351-qq-e-4382k,MX72-EP351-qq-e-d-4382k,4515693013511,EP351,ENDLESS,ブレーキパッド,MX72,ローター適正温度域:50～700℃<br>平均摩擦係数:0.37～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,24000,17370
スバル,レガシィB4/レガシィツーリングワゴン,BH5/BE5,H14/11～H15/5,2000,BH5(GT-B Sエディション)/BE5(RSK Sエディション),リア,19100,,271749,MX72-EP355-qq-e-9020k,MX72-EP355-qq-e-d-9020k,4515693013559,EP355,ENDLESS,ブレーキパッド,MX72,ローター適正温度域:50～700℃<br>平均摩擦係数:0.37～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,24000,17370
スバル,レガシィB4/レガシィツーリングワゴン,BM9/BR9,H21/5～H22/5,2500,ターボ・25i・Sパッケージ,フロント,21100,,272108,MX72-EP417-qq-e-635k,MX72-EP417-qq-e-d-635k,4515693014174,EP417,ENDLESS,ブレーキパッド,MX72,ローター適正温度域:50～700℃<br>平均摩擦係数:0.37～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,24000,17370
スバル,レガシィB4/レガシィツーリングワゴン,BM9/BR9,H21/5～H22/5,2500,ターボ・25i・Sパッケージ,リア,21100,,272330,MX72-EP472-qq-e-785k,MX72-EP472-qq-e-d-785k,4515693014723,EP472,ENDLESS,ブレーキパッド,MX72,ローター適正温度域:50～700℃<br>平均摩擦係数:0.37～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,24000,17370
スバル,レガシィB4/レガシィツーリングワゴン,BMG/BRG,H24/5～H26/10,2000,,フロント,21100,,272111,MX72-EP417-qq-e-639k,MX72-EP417-qq-e-d-639k,4515693014174,EP417,ENDLESS,ブレーキパッド,MX72,ローター適正温度域:50～700℃<br>平均摩擦係数:0.37～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,24000,17370
スバル,レガシィB4/レガシィツーリングワゴン,BMG/BRG,H24/5～H26/10,2000,,リア,21100,,272333,MX72-EP472-qq-e-789k,MX72-EP472-qq-e-d-789k,4515693014723,EP472,ENDLESS,ブレーキパッド,MX72,ローター適正温度域:50～700℃<br>平均摩擦係数:0.37～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,24000,17370
スバル,レガシィB4/レガシィツーリングワゴン,BMM/BRM,H24/5～H25/5,2000,2.5i Sパッケージ・2.5i Ts,フロント,21100,,272112,MX72-EP417-qq-e-640k,MX72-EP417-qq-e-d-640k,4515693014174,EP417,ENDLESS,ブレーキパッド,MX72,ローター適正温度域:50～700℃<br>平均摩擦係数:0.37～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,要形状確認<br>モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,24000,17370
スバル,レガシィB4/レガシィツーリングワゴン,BMM/BRM,H24/5～H25/5,2000,2.5i Sパッケージ・2.5i Ts,リア,21100,,272334,MX72-EP472-qq-e-790k,MX72-EP472-qq-e-d-790k,4515693014723,EP472,ENDLESS,ブレーキパッド,MX72,ローター適正温度域:50～700℃<br>平均摩擦係数:0.37～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,要形状確認<br>モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,24000,17370
スバル,レガシィB4/レガシィツーリングワゴン,BMM/BRM,H24/5～H25/5,2500,2.5i Sパッケージ・2.5i Ts,フロント,21100,,271926,MX72-EP386-qq-e-641k,MX72-EP386-qq-e-d-641k,4515693013863,EP386,ENDLESS,ブレーキパッド,MX72,ローター適正温度域:50～700℃<br>平均摩擦係数:0.37～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,要形状確認<br>モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,24000,17370
スバル,レガシィB4/レガシィツーリングワゴン,BMM/BRM,H24/5～H25/5,2500,2.5i Sパッケージ・2.5i Ts,リア,21100,,272118,MX72-EP418-qq-e-791k,MX72-EP418-qq-e-d-791k,4515693014181,EP418,ENDLESS,ブレーキパッド,MX72,ローター適正温度域:50～700℃<br>平均摩擦係数:0.37～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,要形状確認<br>モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,24000,17370
スバル,レガシィB4/レガシィツーリングワゴン,BMM/BRM,H25/5～H26/10,2500,2.5i Sパッケージ,フロント,21100,,272113,MX72-EP417-qq-e-642k,MX72-EP417-qq-e-d-642k,4515693014174,EP417,ENDLESS,ブレーキパッド,MX72,ローター適正温度域:50～700℃<br>平均摩擦係数:0.37～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,24000,17370
スバル,レガシィB4/レガシィツーリングワゴン,BMM/BRM,H25/5～H26/10,2500,2.5i Sパッケージ,リア,21100,,272335,MX72-EP472-qq-e-792k,MX72-EP472-qq-e-d-792k,4515693014723,EP472,ENDLESS,ブレーキパッド,MX72,ローター適正温度域:50～700℃<br>平均摩擦係数:0.37～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,24000,17370
スバル,レガシィB4/レガシィツーリングワゴン,BMM/BRM,H25/5～H26/10,2500,2.5i Sパッケージ・2.5i Ts除く,フロント,21100,,271928,MX72-EP386-qq-e-644k,MX72-EP386-qq-e-d-644k,4515693013863,EP386,ENDLESS,ブレーキパッド,MX72,ローター適正温度域:50～700℃<br>平均摩擦係数:0.37～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,24000,17370
スバル,レガシィB4/レガシィツーリングワゴン,BMM/BRM,H25/5～H26/10,2500,2.5i Sパッケージ・2.5i Ts除く,リア,21100,,272120,MX72-EP418-qq-e-794k,MX72-EP418-qq-e-d-794k,4515693014181,EP418,ENDLESS,ブレーキパッド,MX72,ローター適正温度域:50～700℃<br>平均摩擦係数:0.37～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,24000,17370
