自動車メーカー,車種,主要型式,年式,適合詳細,販売価格,Camp,商品ID,物販コード,取付コード,メーカー品番,メーカー名,商品名,セット内容,減衰力調整法(F/R),ダウン量(F/R),備考,注意事項,定価,セットCAMP,セット価格,,取付特記事項
BMW,Z4 ロードスター,E85,03～08/12,2.0/2.5i/2.5si/3.0si,126400,,290455,1140-2691-qq-e-244k,1140-2691-qq-e-d-244k,1140-2691,KONI,SPORT KIT,1台分,外部/-,35/35,純正スポーツサスペンション装着車に装着した場合、ダウン量は少なくなります。<br>フロントのダウン量は車輌の仕様とエンジンの重量により異なります。,SPORT KIT 1140は車両により法律で定める最低地上高を確保出来ず、車検が通らない場合があります。<br>欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,158000,150600,166400
CITROEN,AX,,86～96,1.0/1.1/1.4/GT&ディーゼル,82400,,291081,1140-9011-qq-e-305k,出さない,1140-9011,KONI,SPORT KIT,1台分,,30～40/0,純正スポーツサスペンション装着車に装着した場合、ダウン量は少なくなります。<br>フロントのダウン量は車輌の仕様とエンジンの重量により異なります。<br>フロント取り付けの際は純正ストラットを分解しカートリッジを挿入する加工が必要です。<br>リア:高圧ガスタイプ<br>フロントスプリングのみ。(リアはトーションバーのため。),SPORT KIT 1140は車両により法律で定める最低地上高を確保出来ず、車検が通らない場合があります。<br>欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,103000,出さない,出さない
CITROEN,AX,,87～92,SPORT,82400,,291318,1140-9011-qq-e-309k,出さない,1140-9011,KONI,SPORT KIT,1台分,,30～40/0,純正スポーツサスペンション装着車に装着した場合、ダウン量は少なくなります。<br>フロントのダウン量は車輌の仕様とエンジンの重量により異なります。<br>フロント取り付けの際は純正ストラットを分解しカートリッジを挿入する加工が必要です。<br>リア:高圧ガスタイプ<br>フロントスプリングのみ。(リアはトーションバーのため。),SPORT KIT 1140は車両により法律で定める最低地上高を確保出来ず、車検が通らない場合があります。<br>欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,103000,出さない,出さない
CITROEN,AX,,91～96,1.4GT-I,82400,,290856,1140-9011-qq-e-307k,出さない,1140-9011,KONI,SPORT KIT,1台分,,30～40/0,純正スポーツサスペンション装着車に装着した場合、ダウン量は少なくなります。<br>フロントのダウン量は車輌の仕様とエンジンの重量により異なります。<br>フロント取り付けの際は純正ストラットを分解しカートリッジを挿入する加工が必要です。<br>リア:高圧ガスタイプ<br>フロントスプリングのみ。(リアはトーションバーのため。),SPORT KIT 1140は車両により法律で定める最低地上高を確保出来ず、車検が通らない場合があります。<br>欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,103000,出さない,出さない
CITROEN,クサラ,,97～04,Xsara Hatchback/CoupHD Suspension/2.0VTS/ブレイクを除く,92000,,291052,1140-5151-qq-e-316k,出さない,1140-5151,KONI,SPORT KIT,1台分,,30/0,純正スポーツサスペンション装着車に装着した場合、ダウン量は少なくなります。<br>フロントのダウン量は車輌の仕様とエンジンの重量により異なります。<br>リア:高圧ガスタイプ<br>フロントスプリングのみ。(リアはトーションバーのため。),SPORT KIT 1140は車両により法律で定める最低地上高を確保出来ず、車検が通らない場合があります。<br>欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,115000,出さない,出さない
CITROEN,クサラ,,98～04,Xsara 2.0VTSHD Suspensionを除く,92000,,291302,1140-5151-qq-e-318k,出さない,1140-5151,KONI,SPORT KIT,1台分,,30/0,純正スポーツサスペンション装着車に装着した場合、ダウン量は少なくなります。<br>フロントのダウン量は車輌の仕様とエンジンの重量により異なります。<br>リア:高圧ガスタイプ<br>フロントスプリングのみ。(リアはトーションバーのため。),SPORT KIT 1140は車両により法律で定める最低地上高を確保出来ず、車検が通らない場合があります。<br>欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,115000,出さない,出さない
CITROEN,サクソ,S,96/04～04,1.0/1.1/1.4/1.5/1.6 8V,82400,,291063,1140-7571-qq-e-311k,出さない,1140-7571,KONI,SPORT KIT,1台分,,45/0,純正スポーツサスペンション装着車に装着した場合、ダウン量は少なくなります。<br>フロントのダウン量は車輌の仕様とエンジンの重量により異なります。<br>フロント取り付けの際は純正ストラットを分解しカートリッジを挿入する加工が必要です。<br>リア:高圧ガスタイプ<br>フロントスプリングのみ。(リアはトーションバーのため。),SPORT KIT 1140は車両により法律で定める最低地上高を確保出来ず、車検が通らない場合があります。<br>欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,103000,出さない,出さない
CITROEN,サクソ,S,96/04～04,1.6 16V,82400,,291066,1140-7861-qq-e-312k,出さない,1140-7861,KONI,SPORT KIT,1台分,,30/0,純正スポーツサスペンション装着車に装着した場合、ダウン量は少なくなります。<br>フロントのダウン量は車輌の仕様とエンジンの重量により異なります。<br>フロント取り付けの際は純正ストラットを分解しカートリッジを挿入する加工が必要です。<br>リア:高圧ガスタイプ<br>フロントスプリングのみ。(リアはトーションバーのため。),SPORT KIT 1140は車両により法律で定める最低地上高を確保出来ず、車検が通らない場合があります。<br>欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,103000,出さない,出さない
MERCEDESBENZ,Aクラス,W176,13～,フロント荷重1020Kgまで<br>スポーツサス含む<br>45AMG除く<br>セルフレベリング装着車を除く,121600,,290532,1140-8881-1-qq-e-366k,1140-8881-1-qq-e-d-366k,1140-8881-1,KONI,SPORT KIT,1台分,外部/-,30/30,純正スポーツサスペンション装着車に装着した場合、ダウン量は少なくなります。<br>フロントのダウン量は車輌の仕様とエンジンの重量により異なります。,SPORT KIT 1140は車両により法律で定める最低地上高を確保出来ず、車検が通らない場合があります。<br>欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,152000,151400,166600
MERCEDESBENZ,Aクラス,W176,13～,フロント荷重1021Kgから<br>スポーツサス含む<br>45AMG除く<br>セルフレベリング装着車を除く,121600,,290534,1140-8881-2-qq-e-367k,1140-8881-2-qq-e-d-367k,1140-8881-2,KONI,SPORT KIT,1台分,外部/-,30/30,純正スポーツサスペンション装着車に装着した場合、ダウン量は少なくなります。<br>フロントのダウン量は車輌の仕様とエンジンの重量により異なります。,SPORT KIT 1140は車両により法律で定める最低地上高を確保出来ず、車検が通らない場合があります。<br>欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,152000,151400,166600
MERCEDESBENZ,Bクラス,W246,13～,フロント荷重1020Kgまで<br>スポーツサス含む<br>セルフレベリング装着車を除く,121600,,290533,1140-8881-1-qq-e-368k,1140-8881-1-qq-e-d-368k,1140-8881-1,KONI,SPORT KIT,1台分,外部/-,30/30,純正スポーツサスペンション装着車に装着した場合、ダウン量は少なくなります。<br>フロントのダウン量は車輌の仕様とエンジンの重量により異なります。,SPORT KIT 1140は車両により法律で定める最低地上高を確保出来ず、車検が通らない場合があります。<br>欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,152000,151400,166600
MERCEDESBENZ,Bクラス,W246,13～,フロント荷重1021Kgから<br>スポーツサス含む<br>セルフレベリング装着車を除く,121600,,290535,1140-8881-2-qq-e-369k,1140-8881-2-qq-e-d-369k,1140-8881-2,KONI,SPORT KIT,1台分,外部/-,30/30,純正スポーツサスペンション装着車に装着した場合、ダウン量は少なくなります。<br>フロントのダウン量は車輌の仕様とエンジンの重量により異なります。,SPORT KIT 1140は車両により法律で定める最低地上高を確保出来ず、車検が通らない場合があります。<br>欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,152000,151400,166600
MERCEDESBENZ,CLAクラス,C117,13～,フロント荷重1020Kgまで<br>スポーツサス含む<br>45AMG除く<br>セルフレベリング装着車を除く,121600,,290536,1140-8881-3-qq-e-371k,1140-8881-3-qq-e-d-371k,1140-8881-3,KONI,SPORT KIT,1台分,外部/-,20～30/20～30,純正スポーツサスペンション装着車に装着した場合、ダウン量は少なくなります。<br>フロントのダウン量は車輌の仕様とエンジンの重量により異なります。,SPORT KIT 1140は車両により法律で定める最低地上高を確保出来ず、車検が通らない場合があります。<br>欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,152000,151400,166600
MERCEDESBENZ,CLAクラス,C117,13～,フロント荷重1021Kgから<br>スポーツサス含む<br>45AMG除く<br>セルフレベリング装着車を除く,121600,,290537,1140-8881-4-qq-e-372k,1140-8881-4-qq-e-d-372k,1140-8881-4,KONI,SPORT KIT,1台分,外部/-,20～30/20～30,純正スポーツサスペンション装着車に装着した場合、ダウン量は少なくなります。<br>フロントのダウン量は車輌の仕様とエンジンの重量により異なります。,SPORT KIT 1140は車両により法律で定める最低地上高を確保出来ず、車検が通らない場合があります。<br>欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,152000,151400,166600
MERCEDESBENZ,CLAクラス,X117,15～,シューティングブレーク用スポーツサス含む<br>45AMG除く<br>セルフレベリング装着車を除く,125600,,290848,1140-8584-qq-e-373k,出さない,1140-8584,KONI,SPORT KIT,1台分,外部/-,20～30/20～30,純正スポーツサスペンション装着車に装着した場合、ダウン量は少なくなります。<br>フロントのダウン量は車輌の仕様とエンジンの重量により異なります。,SPORT KIT 1140は車両により法律で定める最低地上高を確保出来ず、車検が通らない場合があります。<br>欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,157000,出さない,出さない
