自動車メーカー,車種,主要型式,年式,適合詳細,販売価格,Camp,商品ID,物販コード,取付コード,メーカー品番,メーカー名,商品名,セット内容,減衰力調整法(F/R),ダウン量(F/R),備考,注意事項,定価,セットCAMP,セット価格,,取付特記事項
RENAULT,エスパス,,97～02,Espace/GrandEspace(JEO),80000,,291025,KONI-SPE-qq-e-i-533k,出さない,フロント:8740-1385×2<br>リア:26-1647×2,KONI,SPECIAL,1台分,STD/STD,,リア:高圧ガスタイプ,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,100000,出さない,出さない,,
VOLKSWAGEN,コマーシャル,,03～15,"トランスポーターT-5<br>4-Motion含む車両重量3,000Kgまでの車両<br>フロントがクランプタイプのストラットのみ",94400,,291481,KONI-SPE-qq-e-i-572k,出さない,フロント:87-2645×2<br>リア:82-2542×2,KONI,SPECIAL,1台分,STD/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,118000,出さない,出さない,,
VOLKSWAGEN,コマーシャル,,15～,"トランスポーターT-6DDC除く<br>4-Motion含む車両重量3,000Kgまでの車両<br>フロントがクランプタイプのストラットのみ",94400,,291026,KONI-SPE-qq-e-i-574k,出さない,フロント:87-2645×2<br>リア:82-2542×2,KONI,SPECIAL,1台分,STD/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,118000,出さない,出さない,,
VOLKSWAGEN,コマーシャル,,90～93,トランスポーターT-4(バン/バス/カラベル/マルチバン)<br>ロアード&HDサスペンション車を除く,74400,,291265,KONI-SPE-qq-e-i-571k,出さない,フロント:82-2379×2<br>リア:82-2380×2,KONI,SPECIAL,1台分,STD/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,93000,出さない,出さない,,
