自動車メーカー,車種,主要型式,年式,適合詳細,販売価格,Camp,商品ID,物販コード,取付コード,メーカー品番,メーカー名,商品名,セット内容,減衰力調整法(F/R),ダウン量(F/R),備考,注意事項,定価,セットCAMP,セット価格,,取付特記事項
MERCEDESBENZ,CLKクラス,W208 クーペ,96～02,CLK200/CLK200K/CLK230/CLK230K/CLK320/CLK430,79200,,291209,KONI-SP-qq-e-i-404k,出さない,フロント:8041-1315×2<br>リア:8041-1316×2,KONI,SPORT,1台分,外部/外部,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,99000,出さない,出さない,,
MERCEDESBENZ,CLKクラス,W208 クーペ/カブリオレ,96～02,CLK55 AMG,79200,,291426,KONI-SP-qq-e-i-409k,出さない,フロント:8041-1315×2<br>リア:8041-1316×2,KONI,SPORT,1台分,外部/外部,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,99000,出さない,出さない,,
MERCEDESBENZ,CLKクラス,W209 カブリオレ,02/03～09,CLK200/CLK200K/CLK240/CLK280/CLK320/CLK350/CLK320CDi/CLK500,103200,,291213,KONI-SP-qq-e-i-420k,出さない,フロント:8741-1412×2<br>リア:8041-1319×2,KONI,SPORT,1台分,外部/外部,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,129000,出さない,出さない,,
MERCEDESBENZ,CLKクラス,W209 カブリオレ,02/03～09,CLK55AMG/CLK63AMG,103200,,290977,KONI-SP-qq-e-i-423k,出さない,フロント:8741-1412×2<br>リア:8041-1319×2,KONI,SPORT,1台分,外部/外部,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,129000,出さない,出さない,,
MERCEDESBENZ,CLKクラス,W209 クーペ,02/03～09,CLK200/200K/240/280/320/350/220CDi/270CDi/320CDi/500,103200,,291212,KONI-SP-qq-e-i-415k,出さない,フロント:8741-1412×2<br>リア:8041-1319×2,KONI,SPORT,1台分,外部/外部,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,129000,出さない,出さない,,
MERCEDESBENZ,CLKクラス,W209 クーペ,02/03～09,CLK55AMG/CLK63AMG,103200,,291427,KONI-SP-qq-e-i-418k,出さない,フロント:8741-1412×2<br>リア:8041-1319×2,KONI,SPORT,1台分,外部/外部,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,129000,出さない,出さない,,
MERCEDESBENZ,Cクラス,CL203,08/05～11,CLC/160BE/180K/200K/250/350/200CDI/220CDI,103200,,291425,KONI-SP-qq-e-i-390k,出さない,フロント:8741-1412×2<br>リア:8041-1319×2,KONI,SPORT,1台分,外部/外部,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,129000,出さない,出さない,,
MERCEDESBENZ,Cクラス,W202,87/08～01,C36AMG/C43AMG,79200,,290975,KONI-SP-qq-e-i-382k,出さない,フロント:8041-1315×2<br>リア:8041-1316×2,KONI,SPORT,1台分,外部/外部,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,99000,出さない,出さない,,
MERCEDESBENZ,Cクラス,W202,96/01～00,コンビ<br>スポーツサスペンション車を含む,79200,,290973,KONI-SP-qq-e-i-380k,出さない,フロント:8041-1315×2<br>リア:8041-1316×2,KONI,SPORT,1台分,外部/外部,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,99000,出さない,出さない,,
MERCEDESBENZ,Cクラス,W202,96/01～00,コンビ<br>スポーツサスペンション車を含む,62400,,290974,KONI-SP-qq-e-i-381k,出さない,フロント:26-1575×2<br>リア:26-1576×2,KONI,SPORT,1台分,STD/STD,,高圧ガスタイプ,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,78000,出さない,出さない,,
MERCEDESBENZ,Cクラス,W202 セダン,93～00,スポーツサスペンション車を含む,79200,,291207,KONI-SP-qq-e-i-374k,出さない,フロント:8041-1315×2<br>リア:8041-1316×2,KONI,SPORT,1台分,外部/外部,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,99000,出さない,出さない,,
MERCEDESBENZ,Cクラス,W202 セダン,93～00,スポーツサスペンション車を含む,62400,,291208,KONI-SP-qq-e-i-375k,出さない,フロント:26-1575×2<br>リア:26-1576×2,KONI,SPORT,1台分,STD/STD,,高圧ガスタイプ,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,78000,出さない,出さない,,
MERCEDESBENZ,Cクラス,W203,01/03～06,コンビ<br>4Matic車を除く,103200,,290712,KONI-SP-qq-e-i-388k,KONI-SP-qq-e-d-i-388k,フロント:8741-1412×2<br>リア:8041-1319×2,KONI,SPORT,1台分,外部/外部,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,129000,135300,148200,,
MERCEDESBENZ,Cクラス,W203 スポーツクーペ,00/06～08,,103200,,290710,KONI-SP-qq-e-i-384k,KONI-SP-qq-e-d-i-384k,フロント:8741-1412×2<br>リア:8041-1319×2,KONI,SPORT,1台分,外部/外部,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,129000,135300,148200,,
MERCEDESBENZ,Cクラス,W203 セダン,00/06～06,4Matic車を除く,103200,,290711,KONI-SP-qq-e-i-386k,KONI-SP-qq-e-d-i-386k,フロント:8741-1412×2<br>リア:8041-1319×2,KONI,SPORT,1台分,外部/外部,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,129000,135300,148200,,
MERCEDESBENZ,Cクラス,W204 セダン&ワゴン,07～13,アジリティコントロール/エアーサス/HDサス/4Matic車を除く<br>ワゴンはセルフレベリング車を除く,104000,,290713,KONI-SP-qq-e-i-392k,KONI-SP-qq-e-d-i-392k,フロント:8741-1554SP×2<br>リア:8040-1412SP×2,KONI,SPORT,1台分,,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,130000,131000,144000,,
MERCEDESBENZ,Cクラス,W205 セダン&ワゴン,13/12～,AMG/エアサス/4Matic車を除く,91200,,290714,KONI-SP-qq-e-i-398k,KONI-SP-qq-e-d-i-398k,フロント:8040-1430×2<br>リア:8040-1431×2,KONI,SPORT,1台分,STD/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,114000,124800,136200,,
MERCEDESBENZ,Eクラス,W124/C124 セダン/クーペ,85～95,ワゴン/4Matic/スポーツライン/E500/500Eを除く,89600,,291214,KONI-SP-qq-e-i-428k,出さない,フロント:8741-1092×2<br>リア:26-1198×2,KONI,SPORT,1台分,外部/STD,,リア:高圧ガスタイプ,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,112000,出さない,出さない,,
MERCEDESBENZ,Eクラス,W210 セダン,95/06～02,4Matic/セルフレベリングシステム車を除く<br>アバンギャルド仕様:KONI SPORTのみ適合(装着時1回転減衰力を上げてください),83200,,291428,KONI-SP-qq-e-i-429k,出さない,フロント:8041-1317×2<br>リア:8041-1318×2,KONI,SPORT,1台分,外部/外部,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,104000,出さない,出さない,,
MERCEDESBENZ,Eクラス,W211 セダン,02/05～09,クラシック/エレガンス<br>エアーサスペンション/4WD車を除く,102400,,290716,KONI-SP-qq-e-i-432k,KONI-SP-qq-e-d-i-432k,フロント:8041-1307×2<br>リア:8041-1308×2,KONI,SPORT,1台分,外部/外部,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,128000,134600,147400,,
MERCEDESBENZ,Eクラス,W211 セダン アバンギャルド,02/05～09,エアーサスペンション/4WD車を除く,102400,,290717,KONI-SP-qq-e-i-435k,KONI-SP-qq-e-d-i-435k,フロント:8041-1307×2<br>リア:8041-1308×2,KONI,SPORT,1台分,外部/外部,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,128000,134600,147400,,
MERCEDESBENZ,Eクラス,W212 セダン,09～16,エアマチックDC/HDサスペンション/4Matic車除く,105600,,290718,KONI-SP-qq-e-i-438k,KONI-SP-qq-e-d-i-438k,フロント:8741-1570SP×2<br>リア:8040-1428SP×2,KONI,SPORT,1台分,外部/外部,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,132000,137400,150600,,
MERCEDESBENZ,SLKクラス,R170,97～04/02,SLK200/230コンプレッサー/320,100800,,291215,KONI-SP-qq-e-i-452k,出さない,フロント:8041-1228×2<br>リア:8041-1229×2,KONI,SPORT,1台分,外部/外部,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,126000,出さない,出さない,,
MINI,New Mini,F56/F55,13/04～,One(D)クーパー(S/D/SD)JCW<br>VDC除く,91200,,290979,KONI-SP-qq-e-i-470k,出さない,フロント:8741-1590L/8741-1590R<br>リア:8240-1303×2,KONI,SPORT,1台分,外部/外部,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,114000,出さない,出さない,,
MINI,New Mini,R50/R52/R53,02/03～06,One/クーパー/クーパーS(カブリオレを含む)<br>スタビライザーブラケットがショック本体の車両,101600,,290719,KONI-SP-qq-e-i-455k,KONI-SP-qq-e-d-i-455k,フロント:8741-1440L/8741-1440R<br>リア:8041-1293×2,KONI,SPORT,1台分,外部/外部,,リアダンパーは減衰力を調整する際、車輌から取り外さなければなりません。<br>リヤショック取付時アッパーマウントとボディー加工が必要です。,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,127000,128900,141600,,
MINI,New Mini,R55,06/10～14/06,クラブマンOne/クーパー/クーパーS/ジョン・クーパー・ワークス,108000,,290721,KONI-SP-qq-e-i-461k,KONI-SP-qq-e-d-i-461k,フロント:8741-1512L/8741-1512R<br>リア:8241-1252L/8241-1252R,KONI,SPORT,1台分,外部/外部,,リアダンパーは減衰力を調整する際、車輌から取り外さなければなりません。,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,135000,134500,148000,,
MINI,New Mini,R56/R57,05/11～13/11,One/クーパー/クーパーS/ジョン・クーパー・ワークス(カブリオレ含む),108000,,290720,KONI-SP-qq-e-i-458k,KONI-SP-qq-e-d-i-458k,フロント:8741-1512L/8741-1512R<br>リア:8241-1252L/8241-1252R,KONI,SPORT,1台分,外部/外部,,リアダンパーは減衰力を調整する際、車輌から取り外さなければなりません。,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,135000,134500,148000,,
MINI,New Mini,R58,10/12～15/05,クーペ クーパー/クーパーS/クーパーSD/ジョン・クーパー・ワークス,108000,,291429,KONI-SP-qq-e-i-464k,出さない,フロント:8741-1512L/8741-1512R<br>リア:8241-1252L/8241-1252R,KONI,SPORT,1台分,外部/外部,,リアダンパーは減衰力を調整する際、車輌から取り外さなければなりません。,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,135000,出さない,出さない,,
MINI,New Mini,R59,11/01～15/04,ロードスター クーパー/クーパーS/クーパーSD/ジョン・クーパー・ワークス,108000,,290978,KONI-SP-qq-e-i-467k,出さない,フロント:8741-1512L/8741-1512R<br>リア:8241-1252L/8241-1252R,KONI,SPORT,1台分,外部/外部,,リアダンパーは減衰力を調整する際、車輌から取り外さなければなりません。,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,135000,出さない,出さない,,
OPEL,アストラ,XK,00～03,GOPC 2.0-16V,86400,,290980,KONI-SP-qq-e-i-475k,出さない,フロント:8710-1369L/8710-1369R<br>リア:80-2796×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,108000,出さない,出さない,,
OPEL,アストラ,XK,98/03～04/04,Gセダン/クーペ/カブリオレ/ハッチバック全車種,86400,,291216,KONI-SP-qq-e-i-472k,出さない,フロント:8710-1369L/8710-1369R<br>リア:80-2796×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,108000,出さない,出さない,,
OPEL,ベクトラA,XC,88～95,全車種(リアリジットサスペンション車用)<br>4WDを除く,73600,,290981,KONI-SP-qq-e-i-476k,出さない,フロント:8610-1263×2<br>リア:8041-1095×2,KONI,SPORT,1台分,外部/外部,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,92000,出さない,出さない,,
OPEL,ベクトラA,XC,88～95,全車種(リア独立懸架サスペンション車(IRS)用)<br>4WDを含む,68000,,291217,KONI-SP-qq-e-i-477k,出さない,フロント:8610-1263×2<br>リア:80-2591×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,85000,出さない,出さない,,
PEUGEOT,106,S10,91/09～06,全車種,68800,,290982,KONI-SP-qq-e-i-478k,出さない,フロント:86-2568×2<br>リア:26-1481×2,KONI,SPORT,1台分,STD/STD,,フロント取り付けの際は純正ストラットを分解しカートリッジを挿入する加工が必要です。<br>リア:高圧ガスタイプ,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,86000,出さない,出さない,,
PEUGEOT,205,E20,83～98,全車種<br>Gti/Rallye/カブリオレ含む,72000,,291218,KONI-SP-qq-e-i-482k,出さない,フロント:87-5085L/87-5085R<br>リア:30-1314×2,KONI,SPORT,1台分,STD/STD,,リア:高圧ガスタイプ,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,90000,出さない,出さない,,
PEUGEOT,206,T,98～06,全車種(GTI/RC/SW/CC含む),88800,,291430,KONI-SP-qq-e-i-483k,出さない,フロント:8710-1372L/8710-1372R<br>リア:26-1653×2,KONI,SPORT,1台分,外部/STD,,リア:高圧ガスタイプ,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,111000,出さない,出さない,,
PEUGEOT,206プラス,T,06～12,206Plus,88800,,290983,KONI-SP-qq-e-i-484k,出さない,フロント:8710-1372L/8710-1372R<br>リア:26-1653×2,KONI,SPORT,1台分,外部/STD,,リア:高圧ガスタイプ,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,111000,出さない,出さない,,
PEUGEOT,306,N3,93/03～02/06,1.1/1.4/1.6/1.8(カブリオレを含む),72800,,290984,KONI-SP-qq-e-i-485k,出さない,フロント:87-2601L/87-2601R<br>リア:26-1486×2,KONI,SPORT,1台分,STD/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,91000,出さない,出さない,,
PEUGEOT,306,N3,93/03～02/06,"1.9D/TD,2.0HDi,2.0/-16V<br>カブリオレを含む<br>Xsi/Gti/S16/ブレイクを含む<br>フロント軸重が950Kgまでの車両",72800,,291219,KONI-SP-qq-e-i-486k,出さない,フロント:87-2601L/87-2601R<br>リア:26-1487×2,KONI,SPORT,1台分,STD/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,91000,出さない,出さない,,
PEUGEOT,309,10DK,87～93,GTD/1.9GT/Gti<br>GTI-16V含む<br>リアスタビライザー付車,72000,,291431,KONI-SP-qq-e-i-487k,出さない,フロント:87-5085L/87-5085R<br>リア:30-1314×2,KONI,SPORT,1台分,STD/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,90000,出さない,出さない,,
PEUGEOT,406 セダン/クーペ,D8,95～04,ブレーク/電子制御サスペンション車を除く,109600,,290985,KONI-SP-qq-e-i-488k,出さない,フロント:8741-1335L/8741-1335R<br>リア:8240-1155×2,KONI,SPORT,1台分,外部/STD,,フロント純正ストラットのスプリングシートを使用,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,137000,出さない,出さない,,
PORSCHE,911,930,75～89,911/カレラ/ターボ(Gシリーズ)<br>フロント:BOGE製純正ストラット車用,113600,,291220,KONI-SP-qq-e-i-499k,出さない,フロント:8641-1039×2<br>リア:8210-1159×2,KONI,SPORT,1台分,外部/外部,,フロント取り付けの際は純正ストラットを分解しカートリッジを挿入する加工が必要です。,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,142000,出さない,出さない,,
PORSCHE,911,964,91/01～93/09,911(964)カレラ2+4/タルガ/クーペ(コンバーチブル含む)<br>ターボ(S)含む<br>カレラRS除く,150400,,291433,KONI-SP-qq-e-i-501k,出さない,フロント:8741-1541L/8741-1541R<br>リア:8241-1272×2,KONI,SPORT,1台分,外部/外部,,フロント/リア:車高調整式ストラット(シェル),欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,188000,出さない,出さない,,
PORSCHE,911,993,93/10～97/09,911(993)カレラ2(S)/カレラ4(S)/ターボ含む<br>OEMビルシュタインサスペンション車を除く<br>タルガ/コンバーチブル含む,150400,,290723,KONI-SP-qq-e-i-505k,KONI-SP-qq-e-d-i-505k,フロント:8741-1542L/8741-1542R<br>リア:8241-1273L/8241-1273R,KONI,SPORT,1台分,外部/外部,,フロント:車高調整式ストラット(シェル),欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,188000,191600,210400,,
PORSCHE,911,996,97/09～05/08,911(996)カレラ2(S)/クーペ/カブリオレ/タルガ<br>GT2/GT3/カレラ4(S)/ターボ(S)を除く<br>PASM装着車は除く,150400,,290724,KONI-SP-qq-e-i-509k,KONI-SP-qq-e-d-i-509k,フロント:8741-1543×2<br>リア:8241-1274×2,KONI,SPORT,1台分,外部/外部,,フロント:ストラットASSYタイプ,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,188000,191600,210400,,
PORSCHE,914,,70～76,914-6 フロント:カートリッジタイプ,120000,,290987,KONI-SP-qq-e-i-513k,出さない,フロント:8641-1077×2<br>リア:8241-1050×2,KONI,SPORT,1台分,外部/外部,,フロント取り付けの際は純正ストラットを分解しカートリッジを挿入する加工が必要です。,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,150000,出さない,出さない,,
PORSCHE,924,,75～84/08,924ターボ フロント:カートリッジタイプ,90400,,291434,KONI-SP-qq-e-i-514k,出さない,フロント:8641-1038×2<br>リア:26-1209×2,KONI,SPORT,1台分,STD/STD,,フロント取り付けの際は純正ストラットを分解しカートリッジを挿入する加工が必要です。<br>リア:高圧ガスタイプ,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,113000,出さない,出さない,,
PORSCHE,924,,81～81,カレラGT フロント:カートリッジタイプ,90400,,290988,KONI-SP-qq-e-i-515k,出さない,フロント:8641-1038×2<br>リア:26-1209×2,KONI,SPORT,1台分,外部/STD,,フロント取り付けの際は純正ストラットを分解しカートリッジを挿入する加工が必要です。<br>リア:高圧ガスタイプ,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,113000,出さない,出さない,,
PORSCHE,924,,84/09～87,924S フロント:カートリッジタイプ,92000,,291221,KONI-SP-qq-e-i-516k,出さない,フロント:8641-1038×2<br>リア:8040-1035×2,KONI,SPORT,1台分,外部/STD,,フロント取り付けの際は純正ストラットを分解しカートリッジを挿入する加工が必要です。,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,115000,出さない,出さない,,
PORSCHE,944,,81～84/08,フロント:カートリッジタイプ,90400,,290989,KONI-SP-qq-e-i-518k,出さない,フロント:8641-1038×2<br>リア:26-1209×2,KONI,SPORT,1台分,外部/STD,,フロント取り付けの際は純正ストラットを分解しカートリッジを挿入する加工が必要です。<br>リア:高圧ガスタイプ,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,113000,出さない,出さない,,
PORSCHE,944,,84/09～86,フロント:カートリッジタイプ,92000,,291222,KONI-SP-qq-e-i-519k,出さない,フロント:8641-1038×2<br>リア:8040-1035×2,KONI,SPORT,1台分,外部/STD,,フロント取り付けの際は純正ストラットを分解しカートリッジを挿入する加工が必要です。,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,115000,出さない,出さない,,
PORSCHE,944,,85～91,944ターボ(S)/944S2クーペ/カブリオ<br>フロント:純正ザックスストラット専用,96800,,291223,KONI-SP-qq-e-i-520k,出さない,フロント:8641-1414×2<br>リア:8040-1035×2,KONI,SPORT,1台分,外部/STD,,フロント取り付けの際は純正ストラットを分解しカートリッジを挿入する加工が必要です。,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,121000,出さない,出さない,,
PORSCHE,968,,92～96,M030サスペンション車除く<br>フロント:純正ザックスストラット専用,96800,,291224,KONI-SP-qq-e-i-521k,出さない,フロント:8641-1414×2<br>リア:8040-1035×2,KONI,SPORT,1台分,外部/STD,,フロント:カートリッジタイプ(ストラット加工が必要です。),欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,121000,出さない,出さない,,
PORSCHE,ボクスター,986,96～04,ボクスターS含む<br>電子制御サスペンション車除く,123200,,290725,KONI-SP-qq-e-i-522k,KONI-SP-qq-e-d-i-522k,フロント:8741-1573SP×2<br>リア:8740-1574SP×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,154000,167800,183200,,
RENAULT,R5,C405,87/07～90,スーパー GT-ターボフェーズII シャーシNo.:F027413/K0257636から,76800,,291225,KONI-SP-qq-e-i-534k,出さない,フロント:8741-1167×2<br>リア:26-1299×2,KONI,SPORT,1台分,外部/STD,,リア:高圧ガスタイプ,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,96000,出さない,出さない,,
RENAULT,メガーヌ,,04～10/09,22.0RS/F1TeamR26,112000,,291438,KONI-SP-qq-e-i-531k,出さない,フロント:8741-1533×2<br>リア:8240-1260×2,KONI,SPORT,1台分,外部/STD,,受注発注品,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,140000,出さない,出さない,,
RENAULT,ルーテシア2 スポーツ,BF,04/01～06,2.0-16V 182Hp フェイズ2&3<br>CUPを除く<br>フロント下側取付ブラケットの取付穴間が54mmに適合,87200,,291436,KONI-SP-qq-e-i-526k,出さない,フロント:8710-1450×2<br>リア:8010-1048×2,KONI,SPORT,1台分,外部/外部,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,109000,出さない,出さない,,
RENAULT,ルーテシア2 スポーツ,BF,99～04/01,2.0-16V 172Hp フェイズ1&2<br>CUPを除く<br>フロント下側取付ブラケットの取付穴間が54mmに適合,87200,,291435,KONI-SP-qq-e-i-525k,出さない,フロント:8710-1395×2<br>リア:8010-1048×2,KONI,SPORT,1台分,外部/外部,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,109000,出さない,出さない,,
RENAULT,ルーテシア3,,06～10/08,2.0RS<br>F1 Team含む<br>CUP除く,103200,,291437,KONI-SP-qq-e-i-527k,出さない,フロント:8741-1533×2<br>リア:8041-1389×2,KONI,SPORT,1台分,外部/外部,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,129000,出さない,出さない,,
RENAULT,ルーテシア3,,10/09～12,2.0RS(フェーズII)<br>F1 Team含む<br>CUP除く<br>フロントスプリングのアッパー部の内径が83mmの車両,103200,,290990,KONI-SP-qq-e-i-529k,出さない,フロント:8741-1533×2<br>リア:8041-1389×2,KONI,SPORT,1台分,外部/外部,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,129000,出さない,出さない,,
SAAB,9-3,FB,02/10～07,スポーツセダン/スポーツエステート/カブリオレ<br>Aeroを含む,100000,,291226,KONI-SP-qq-e-i-537k,出さない,フロント:8741-1479L/8741-1479R<br>リア:8040-1342×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,125000,出さない,出さない,,
SAAB,9-3,FB,08～11,スポーツセダン/カブリオレ及びエステート<br>4WD除く<br>Aeroを含む,102400,,290992,KONI-SP-qq-e-i-539k,出さない,フロント:8741-1539×2<br>リア:8040-1342×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,128000,出さない,出さない,,
SAAB,9-3,,98/03～02/09,クーペ/カブリオレ含む<br>Viggen&Aeroを含む,82400,,290991,KONI-SP-qq-e-i-535k,出さない,フロント:8641-1389×2<br>リア:8041-1191×2,KONI,SPORT,1台分,外部/外部,,フロント取り付けの際は純正ストラットを分解しカートリッジを挿入する加工が必要です。,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,103000,出さない,出さない,,
VOLKSWAGEN,ゴルフ1,,74～93,カブリオ/GTI/ディーゼル含む純正ストラットのみ,62400,,290993,KONI-SP-qq-e-i-578k,出さない,フロント:86-1919×2<br>リア:80-2307×2,KONI,SPORT,1台分,STD/STD,,フロント取り付けの際は純正ストラットを分解しカートリッジを挿入する加工が必要です。,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,78000,出さない,出さない,,
VOLKSWAGEN,ゴルフ1,,74～93,カブリオ/GTI/ディーゼル含む純正ストラットのみ,89600,,290994,KONI-SP-qq-e-i-579k,出さない,フロント:8641-1048×2<br>リア:8041-1101×2,KONI,SPORT,1台分,外部/外部,,フロント取り付けの際は純正ストラットを分解しカートリッジを挿入する加工が必要です。<br>リア:ノーマルの位置から12mm間隔で上下に2段づつスプリングシートを移動できます。,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,112000,出さない,出さない,,
VOLKSWAGEN,ゴルフ2,,83/09～91,C/CL/GL/GT/GTI-8V(ディーゼル&ターボディーゼル)含む<br>GTI-16V/G60及びシンクロ4WDを除く,88800,,291444,KONI-SP-qq-e-i-582k,出さない,フロント:8741-1258×2<br>リア:80-2542×2,KONI,SPORT,1台分,外部/STD,,リア:ノーマルの位置から20mm上にスプリングシートを移動できます。,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,111000,出さない,出さない,,
