自動車メーカー,車種,主要型式,年式,適合詳細,販売価格,Camp,商品ID,物販コード,取付コード,メーカー品番,メーカー名,商品名,セット内容,減衰力調整法(F/R),ダウン量(F/R),備考,注意事項,定価,セットCAMP,セット価格,,取付特記事項
AUDI,A6 セダン,C6/4F,2004/06～2011,クワトロを含む<br>エアーサスペンション車を除く<br>フロント軸重が1216kg以上の車両,84800,,291261,KONI-SP-qq-e-i-967k,出さない,フロント:8240-1229×2<br>リア:8240-1230×2,KONI,SPORT,1台分,STD/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,106000,出さない,出さない,,
AUDI,A6 セダン,C7/4G,2011～,Sラインサス&エアーサス車を除く,78400,,291021,KONI-SP-qq-e-i-973k,出さない,フロント:8240-1261×2<br>リア:8040-1390×2,KONI,SPORT,1台分,STD/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,98000,出さない,出さない,,
AUDI,A6 セダン,C7/4G,2011～,Sラインサス含む<br>エアーサス車除く,78400,,291480,KONI-SP-qq-e-i-979k,出さない,フロント:8240-1279×2<br>リア:8040-1402×2,KONI,SPORT,1台分,STD/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,98000,出さない,出さない,,
AUDI,A6 セダン/アバント,4B/C5,1997～2000,クアトロ V8含む<br>スポーツサスペンション車除く<br>セルフレベリング装着車を除く,80800,,291019,KONI-SP-qq-e-i-955k,出さない,フロント:82-2488×2<br>リア:82-2465×2,KONI,SPORT,1台分,STD/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,101000,出さない,出さない,,
AUDI,A6 セダン/アバント,4B/C5,1997～2004,クアトロ V8含む<br>スポーツサスペンション車<br>セルフレベリング装着車を除く,99200,,291259,KONI-SP-qq-e-i-960k,出さない,フロント:82-2516×2<br>リア:82-2526×2,KONI,SPORT,1台分,STD/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,124000,出さない,出さない,,
AUDI,A6 セダン/アバント,C4/C4Q,1994～1997/05,クワトロを含む<br>リアトップナットがM10の車両,76800,,291255,KONI-SP-qq-e-i-945k,出さない,フロント:86-2149×2<br>リア:80-2762×2,KONI,SPORT,1台分,STD/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,96000,出さない,出さない,,
AUDI,A6 セダン/アバント,C4/C4Q,1994～1997/05,クワトロを含む<br>リアトップナットがM12の車両,79200,,291478,KONI-SP-qq-e-i-946k,出さない,フロント:86-2149×2<br>リア:80-2630×2,KONI,SPORT,1台分,STD/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,99000,出さない,出さない,,
AUDI,A7,4G,2010～,2WD/クワトロ<br>Sライン/エアーサス/S7/RS7を除く,78400,,291023,KONI-SP-qq-e-i-987k,出さない,フロント:8240-1261×2<br>リア:8040-1390×2,KONI,SPORT,1台分,STD/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,98000,出さない,出さない,,
AUDI,A7,4G,2010～,2WD/クワトロ<br>Sラインサス含む<br>エアーサス/S7/RS7除く,78400,,291024,KONI-SP-qq-e-i-993k,出さない,フロント:8240-1279×2<br>リア:8040-1402×2,KONI,SPORT,1台分,STD/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,98000,出さない,出さない,,
AUDI,Q5,8R,2008/09～,2.0TFSi/3.2TFSi/2.0TDi/3.0TDi(Sライン車を除く),84000,,291264,KONI-SP-qq-e-i-997k,出さない,フロント:8240-1279×2<br>リア:8040-1403×2,KONI,SPORT,1台分,STD/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,105000,出さない,出さない,,
AUDI,RS2 アバント,,1994～1996,,118400,,291395,KONI-SP-qq-e-i-1001k,出さない,フロント:86-2086SPD2×2<br>リア:8210-1160×2,KONI,SPORT,1台分,STD/外部,,フロント取り付けの際は純正ストラットを分解しカートリッジを挿入する加工が必要です。,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,148000,出さない,出さない,,
AUDI,S2 アバント,,1993～1995,,118400,,291176,KONI-SP-qq-e-i-1004k,出さない,フロント:86-2086SPD2×2<br>リア:8210-1160×2,KONI,SPORT,1台分,STD/外部,,フロント取り付けの際は純正ストラットを分解しカートリッジを挿入する加工が必要です。,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,148000,出さない,出さない,,
AUDI,S2 クーペクアトロ,B3/8B,1990～1995,2.3E-20V ターボ,92800,,291396,KONI-SP-qq-e-i-1003k,出さない,フロント:86-2086SPD2×2<br>リア:86-2433×2,KONI,SPORT,1台分,STD/STD,,フロント&リア取り付けの際は純正ストラットを分解しカートリッジを挿入する加工が必要です。,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,116000,出さない,出さない,,
AUDI,S3,8P,2006～2012,クワトロスポーツバック含む<br>マグネティックライドを除く,102400,,290942,KONI-SP-qq-e-i-1009k,出さない,フロント:8741-1515×2<br>リア:8040-1371×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,128000,出さない,出さない,,
AUDI,S3 クワトロ,8L,1999～2003/06,,103200,,291177,KONI-SP-qq-e-i-1006k,出さない,フロント:8710-1377×2<br>リア:80-2806×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,129000,出さない,出さない,,
AUDI,S4 アバント クワトロ,B5,1997～2002,,129600,,290944,KONI-SP-qq-e-i-1014k,出さない,フロント:82-2516×2<br>リア:8210-1165×2,KONI,SPORT,1台分,STD/外部,,リアダンパーは減衰力を調整する際、車輌から取り外さなければなりません。,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,162000,出さない,出さない,,
AUDI,S4 セダン クワトロ,B5,1997～2002,,129600,,290943,KONI-SP-qq-e-i-1012k,出さない,フロント:82-2516×2<br>リア:8210-1165×2,KONI,SPORT,1台分,STD/外部,,リアダンパーは減衰力を調整する際、車輌から取り外さなければなりません。,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,162000,出さない,出さない,,
AUDI,S4 セダン/アバント,B6/B7/8E,2003～2007,4.2-V8クワトロ,86400,,291397,KONI-SP-qq-e-i-1016k,出さない,フロント:8240-1235×2<br>リア:8040-1283×2,KONI,SPORT,1台分,STD/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,108000,出さない,出さない,,
AUDI,S4 セダン/アバント,B8/8K,2008/10～2013,3.0TFSi クワトロ,78400,,290945,KONI-SP-qq-e-i-1018k,出さない,フロント:8240-1279×2<br>リア:8040-1402×2,KONI,SPORT,1台分,STD/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,98000,出さない,出さない,,
AUDI,S4 セダン/アバント クワトロ,,1991～1994/05,,79200,,291178,KONI-SP-qq-e-i-1011k,出さない,フロント:86-2149×2<br>リア:80-2630×2,KONI,SPORT,1台分,STD/STD,,フロント取り付けの際は純正ストラットを分解しカートリッジを挿入する加工が必要です。,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,99000,出さない,出さない,,
AUDI,S5,8T,2007/03～,クワトロ V8 4.2 354HP,78400,,290946,KONI-SP-qq-e-i-1021k,出さない,フロント:8240-1279×2<br>リア:8040-1402×2,KONI,SPORT,1台分,STD/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,98000,出さない,出さない,,
AUDI,S6 セダン/アバントクワトロ,C4,1994～1997,S6プラス-V8を除く,79200,,291179,KONI-SP-qq-e-i-1024k,出さない,フロント:86-2149×2<br>リア:80-2630×2,KONI,SPORT,1台分,STD/STD,,フロント取り付けの際は純正ストラットを分解しカートリッジを挿入する加工が必要です。,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,99000,出さない,出さない,,
AUDI,S6 セダン/アバントクワトロ,C5/4B,1999～2003,,99200,,291398,KONI-SP-qq-e-i-1025k,出さない,フロント:82-2516×2<br>リア:82-2526×2,KONI,SPORT,1台分,STD/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,124000,出さない,出さない,,
AUDI,TT クーペ,8J,2006～2013,2WD<br>Audi マグネティックライド車を除く,102400,,291183,KONI-SP-qq-e-i-1034k,出さない,フロント:8741-1515×2<br>リア:8040-1371×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,128000,出さない,出さない,,
AUDI,TT クーペ,8J,2006～2013,クアトロ<br>Audi マグネティックライド車/TT-S&TT-RSを除く,102400,,290948,KONI-SP-qq-e-i-1036k,出さない,フロント:8741-1515×2<br>リア:8040-1371×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,128000,出さない,出さない,,
AUDI,TT クーペ,8N,1998～2006/09,2WD,96800,,291180,KONI-SP-qq-e-i-1026k,出さない,フロント:8710-1377×2<br>リア:80-2805×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,121000,出さない,出さない,,
AUDI,TT クーペ クワトロ,8N,1998～2006/09,3.2-V6除く,104000,,291181,KONI-SP-qq-e-i-1028k,出さない,フロント:8710-1377×2<br>リア:80-2818×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,130000,出さない,出さない,,
AUDI,TT クーペ&ロードスター,8S,2014～,クアトロ/スポーツサスペンション車含む<br>Audi マグネティックライド車/TT-S&TT-RSを除く,103200,,290949,KONI-SP-qq-e-i-1042k,出さない,フロント:8741-1596×2<br>リア:8240-1306×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,129000,出さない,出さない,,
AUDI,TT ロードスター,8J,2006～2013,2WD<br>Audi マグネティックライド車を除く,102400,,291399,KONI-SP-qq-e-i-1038k,出さない,フロント:8741-1515×2<br>リア:8040-1371×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,128000,出さない,出さない,,
AUDI,TT ロードスター,8N,1998～2006/09,2WD,96800,,291182,KONI-SP-qq-e-i-1030k,出さない,フロント:8710-1377×2<br>リア:80-2805×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,121000,出さない,出さない,,
AUDI,TT ロードスター クアトロ,8J,2006～2013,Audi マグネティックライド車/TT-S&TT-RSを除く,102400,,291184,KONI-SP-qq-e-i-1040k,出さない,フロント:8741-1515×2<br>リア:8040-1371×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,128000,出さない,出さない,,
AUDI,TT ロードスター クアトロ,8N,1998～2006/09,3.2-V6除く,104000,,290947,KONI-SP-qq-e-i-1032k,出さない,フロント:8710-1377×2<br>リア:80-2818×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,130000,出さない,出さない,,
AUDI,V8,44,1989～1994,4WD 3.6/4.2,79200,,291404,KONI-SP-qq-e-i-1056k,出さない,フロント:86-2149×2<br>リア:80-2630×2,KONI,SPORT,1台分,STD/STD,,フロント取り付けの際は純正ストラットを分解しカートリッジを挿入する加工が必要です。,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,99000,出さない,出さない,,
AUDI,クアトロ,2B/85,1981～1989,Quattro(B2/85)2.1ターボ200HP,92800,,291394,KONI-SP-qq-e-i-1000k,出さない,フロント:86-2086×2<br>リア:86-2087×2,KONI,SPORT,1台分,STD/STD,,フロント&リア取り付けの際は純正ストラットを分解しカートリッジを挿入する加工が必要です。,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,116000,出さない,出さない,,
AUSTINROVER,ミニ,,1960～2000,イノチェンティ/デトマソ含む(74～82),56000,,291405,KONI-SP-qq-e-i-1058k,出さない,フロント:80-1675×2<br>リア:80-1794×2,KONI,SPORT,1台分,STD/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,70000,出さない,出さない,,
BMW,1シリーズ,E81/E82/E87/E88,2004/09～2011/09,Mスポーツを含む<br>Mクーペ除く,97920,,291189,KONI-SP-qq-e-i-114k,出さない,フロント:8741-1484L/8741-1484R<br>リア:8240-1231×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,122400,出さない,出さない,,
BMW,1シリーズ,F20/F21,2011/10～,M135iを除く全車<br>Mスポーツ/xドライブ/EDCを除く,107200,,291190,KONI-SP-qq-e-i-117k,出さない,フロント:8741-1569×2<br>リア:8240-1294×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,134000,出さない,出さない,,
BMW,1シリーズ,F20/F21,2011/10～,Mスポーツ専用<br>M135i/xドライブ/EDCを除く,107200,,291406,KONI-SP-qq-e-i-120k,出さない,フロント:8741-1582×2<br>リア:8240-1298×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,134000,出さない,出さない,,
BMW,2シリーズ,F22,2011/10～,M235iを除く全車<br>Mスポーツ/xドライブ/EDCを除く,107200,,291407,KONI-SP-qq-e-i-124k,出さない,フロント:8741-1569×2<br>リア:8240-1294×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,134000,出さない,出さない,,
BMW,2シリーズ,F22,2011/10～,Mスポーツ専用<br>M235i/xドライブ/EDCを除く,107200,,291192,KONI-SP-qq-e-i-127k,出さない,フロント:8741-1582×2<br>リア:8240-1298×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,134000,出さない,出さない,,
BMW,2シリーズ,F45/F46,2014～,アクティブ(F45)/グラン(F46)ツアラー<br>Mテクニック/xドライブ/EDCを除く,88000,,290954,KONI-SP-qq-e-i-131k,出さない,フロント:8741-1592L/8741-1592R<br>リア:8240-1304×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,110000,出さない,出さない,,
BMW,3シリーズ,E30 カブリオレ,1986～1993,Mテクニック含む<br>フロントストラットハウジング本体の径がφ51mmの車両,76000,,290958,KONI-SP-qq-e-i-144k,出さない,フロント:8641-1021×2<br>リア:80-2522×2,KONI,SPORT,1台分,外部/STD,,フロント取り付けの際は純正ストラットを分解しカートリッジを挿入する加工が必要です。<br>1988年8月までの3シリーズ(E30)Mテク仕様について<br>ビルシュタイン製MスポーツパッケージのフロントストラットケースにKONIショックアブソーバーを装着する場合は、下記のBMW純正パーツが必要(本数分)になります。<br>・バンプラバー:パーツNO.31-331-124-449<br>・ダストカバー:パーツNO.31-331-134-314(31-331-123-510)<br>・ロッキングナット:パーツNO.31-321-115-398(ストラットハウジング径が45mmの車両)<br>・ロッキングナット:パーツNO.31-321-117-376(ストラットハウジング系が51mmの車両),欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,95000,出さない,出さない,,
BMW,3シリーズ,E30 カブリオレ,1986～1993,Mテクニック含む<br>フロントストラットハウジング本体の径がφ51mmの車両,68000,,291196,KONI-SP-qq-e-i-143k,出さない,フロント:86-2277×2<br>リア:80-2522×2,KONI,SPORT,1台分,STD/STD,,フロント取り付けの際は純正ストラットを分解しカートリッジを挿入する加工が必要です。,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,85000,出さない,出さない,,
BMW,3シリーズ,E30 セダン,1982/09～1991,318is/323i/325i/324td(Mテクニックを除く)<br>フロントストラットハウジング本体の径がφ51mmの車両,68000,,290956,KONI-SP-qq-e-i-134k,出さない,フロント:86-2277×2<br>リア:80-2522×2,KONI,SPORT,1台分,STD/STD,,フロント取り付けの際は純正ストラットを分解しカートリッジを挿入する加工が必要です。,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,85000,出さない,出さない,,
BMW,3シリーズ,E30 セダン,1982/09～1991,318is/323i/325i/324td(Mテクニックを除く)<br>フロントストラットハウジング本体の径がφ51mmの車両,76000,,291408,KONI-SP-qq-e-i-135k,出さない,フロント:8641-1021×2<br>リア:80-2522×2,KONI,SPORT,1台分,外部/STD,,フロント取り付けの際は純正ストラットを分解しカートリッジを挿入する加工が必要です。,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,95000,出さない,出さない,,
BMW,3シリーズ,E30 セダン,1982/09～1991,Mテクニックを除く<br>フロントストラットハウジング本体の径がφ45mmの車両,72800,,290955,KONI-SP-qq-e-i-133k,出さない,フロント:8641-1029×2<br>リア:80-2522×2,KONI,SPORT,1台分,外部/STD,,フロント取り付けの際は純正ストラットを分解しカートリッジを挿入する加工が必要です。,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,91000,出さない,出さない,,
BMW,3シリーズ,E30 セダン,1982/09～1991,Mテクニック車<br>フロントストラットハウジング本体の径がφ51mmの車両,68000,,291193,KONI-SP-qq-e-i-136k,出さない,フロント:86-2277×2<br>リア:80-2522×2,KONI,SPORT,1台分,STD/STD,,フロント取り付けの際は純正ストラットを分解しカートリッジを挿入する加工が必要です。,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,85000,出さない,出さない,,
BMW,3シリーズ,E30 セダン,1982/09～1991,Mテクニック車<br>フロントストラットハウジング本体の径がφ51mmの車両,76000,,291409,KONI-SP-qq-e-i-137k,出さない,フロント:8641-1021×2<br>リア:80-2522×2,KONI,SPORT,1台分,外部/STD,,フロント取り付けの際は純正ストラットを分解しカートリッジを挿入する加工が必要です。<br>1988年8月までの3シリーズ(E30)Mテク仕様について<br>ビルシュタイン製MスポーツパッケージのフロントストラットケースにKONIショックアブソーバーを装着する場合は、下記のBMW純正パーツが必要(本数分)になります。<br>・バンプラバー:パーツNO.31-331-124-449<br>・ダストカバー:パーツNO.31-331-134-314(31-331-123-510)<br>・ロッキングナット:パーツNO.31-321-115-398(ストラットハウジング径が45mmの車両)<br>・ロッキングナット:パーツNO.31-321-117-376(ストラットハウジング系が51mmの車両),欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,95000,出さない,出さない,,
BMW,3シリーズ,E30 セダン/ツーリング,1985～1992,325iX,83200,,290959,KONI-SP-qq-e-i-145k,出さない,フロント:8641-1144×2<br>リア:80-2522×2,KONI,SPORT,1台分,外部/STD,,フロント取り付けの際は純正ストラットを分解しカートリッジを挿入する加工が必要です。,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,104000,出さない,出さない,,
BMW,3シリーズ,E30 ツーリング,1987～1994,Mテクニックを除く<br>フロントストラットハウジング本体の径がφ51mmの車両,76000,,291194,KONI-SP-qq-e-i-140k,出さない,フロント:8641-1021×2<br>リア:80-2522×2,KONI,SPORT,1台分,外部/STD,,フロント取り付けの際は純正ストラットを分解しカートリッジを挿入する加工が必要です。,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,95000,出さない,出さない,,
BMW,3シリーズ,E30 ツーリング,1987～1994,Mテクニックを除く<br>フロントストラットハウジング本体の径がφ51mmの車両,68000,,291411,KONI-SP-qq-e-i-139k,出さない,フロント:86-2277×2<br>リア:80-2522×2,KONI,SPORT,1台分,STD/STD,,フロント取り付けの際は純正ストラットを分解しカートリッジを挿入する加工が必要です。,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,85000,出さない,出さない,,
BMW,3シリーズ,E30 ツーリング,1987～1994,Mテクニック車<br>フロントストラットハウジング本体の径がφ51mmの車両,76000,,290957,KONI-SP-qq-e-i-142k,出さない,フロント:8641-1021×2<br>リア:80-2522×2,KONI,SPORT,1台分,外部/STD,,フロント取り付けの際は純正ストラットを分解しカートリッジを挿入する加工が必要です。<br>1988年8月までの3シリーズ(E30)Mテク仕様について<br>ビルシュタイン製MスポーツパッケージのフロントストラットケースにKONIショックアブソーバーを装着する場合は、下記のBMW純正パーツが必要(本数分)になります。<br>・バンプラバー:パーツNO.31-331-124-449<br>・ダストカバー:パーツNO.31-331-134-314(31-331-123-510)<br>・ロッキングナット:パーツNO.31-321-115-398(ストラットハウジング径が45mmの車両)<br>・ロッキングナット:パーツNO.31-321-117-376(ストラットハウジング系が51mmの車両),欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,95000,出さない,出さない,,
BMW,3シリーズ,E30 ツーリング,1987～1994,Mテクニック車<br>フロントストラットハウジング本体の径がφ51mmの車両,68000,,291195,KONI-SP-qq-e-i-141k,出さない,フロント:86-2277×2<br>リア:80-2522×2,KONI,SPORT,1台分,STD/STD,,フロント取り付けの際は純正ストラットを分解しカートリッジを挿入する加工が必要です。,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,85000,出さない,出さない,,
BMW,3シリーズ,E30 ツーリング,1988/09～1989/09,318i(Mテクニックを除く)<br>フロントストラットハウジング本体の径がφ45mmの車両,72800,,291410,KONI-SP-qq-e-i-138k,出さない,フロント:8641-1029×2<br>リア:80-2522×2,KONI,SPORT,1台分,外部/STD,,フロント取り付けの際は純正ストラットを分解しカートリッジを挿入する加工が必要です。,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,91000,出さない,出さない,,
BMW,3シリーズ,E36 カブリオレ,92～99,318i(Mテクニックを含む),100800,,290676,KONI-SP-qq-e-i-170k,KONI-SP-qq-e-d-i-170k,フロント:8741-1272L/8741-1272R<br>リア:8240-1115×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,126000,123200,135800,,
BMW,3シリーズ,E36 コンパクト,97/10～00,323ti(Mテクニック)を含む,92000,,290678,KONI-SP-qq-e-i-176k,KONI-SP-qq-e-d-i-176k,フロント:8741-1272L/8741-1272R<br>リア:80-2522×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,115000,115500,127000,,
BMW,3シリーズ,E36 セダン/クーペ,92/06～99,320i/323i/325i/328i/325td/s(Mテクニックを含む)92モデルはフロントストラットのアッパーアタッチメントのトップナットカバーの径がφ32mmの車両に適合,100800,,290675,KONI-SP-qq-e-i-168k,KONI-SP-qq-e-d-i-168k,フロント:8741-1272L/8741-1272R<br>リア:8240-1115×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,126000,123200,135800,,
BMW,3シリーズ,E36 ツーリング,94～99,316i/318i(Mテクニックを含む),100800,,290677,KONI-SP-qq-e-i-173k,KONI-SP-qq-e-d-i-173k,フロント:8741-1272L/8741-1272R<br>リア:8240-1115×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,126000,123200,135800,,
BMW,3シリーズ,E46 カブリオレ,98～05,Mスポーツ/スポーツサス含む,97600,,290682,KONI-SP-qq-e-i-187k,KONI-SP-qq-e-d-i-187k,フロント:8741-1390L/8741-1390R<br>リア:8040-1271×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,122000,120400,132600,,
BMW,3シリーズ,E46 クーペ,99/05～05,Xモデルを除く,97600,,290683,KONI-SP-qq-e-i-190k,KONI-SP-qq-e-d-i-190k,フロント:8741-1390L/8741-1390R<br>リア:8040-1271×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,122000,120400,132600,,
BMW,3シリーズ,E46 コンパクト,01/06～05,Mスポーツ除く,97600,,290684,KONI-SP-qq-e-i-193k,KONI-SP-qq-e-d-i-193k,フロント:8741-1390L/8741-1390R<br>リア:8040-1271×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,122000,120400,132600,,
BMW,3シリーズ,E46 セダン,98～05,Mスポーツ/スポーツサス及びXモデルを除く,97600,,290679,KONI-SP-qq-e-i-177k,KONI-SP-qq-e-d-i-177k,フロント:8741-1390L/8741-1390R<br>リア:8040-1250×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,122000,120400,132600,,
BMW,3シリーズ,E46 セダン,98～05,Mスポーツ車(スポーツサス含む)<br>Xモデルを除く,97600,,290680,KONI-SP-qq-e-i-180k,KONI-SP-qq-e-d-i-180k,フロント:8741-1390L/8741-1390R<br>リア:8040-1271×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,122000,120400,132600,,
BMW,3シリーズ,E46 セダン/ツーリング,00～05,325Xi/330Xi/330Xd 4WD,97600,,290685,KONI-SP-qq-e-i-196k,KONI-SP-qq-e-d-i-196k,フロント:8741-1481L/8741-1481R<br>リア:8040-1343×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,122000,120400,132600,,
BMW,3シリーズ,E46 ツーリング,98～05,Mテクニック含む<br>Xモデルを除く,97600,,290681,KONI-SP-qq-e-i-183k,KONI-SP-qq-e-d-i-183k,フロント:8741-1390L/8741-1390R<br>リア:8040-1271×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,122000,120400,132600,,
