自動車メーカー,車種,型式,年式,適合詳細,Fr/Rr,SET価格,Camp価格,商品ID,メーカー品番,メーカー名,商品名,種類,仕様,備考,定価,販売価格,工賃
スズキ,アルト,CM22V,90/2～94/10,ワークス以外(NA車)車台No.→250000,フロント,15800,,91899,371028,DIXCEL,ブレーキパッド,Z,材質:グラファイト・メタリック<br>適正温度:0～850℃,,16000,12800,3000
スズキ,アルト,CM22V,90/2～94/10,ワークス以外(NA車)車台No.250001→,フロント,15800,,94067,371026,DIXCEL,ブレーキパッド,Z,材質:グラファイト・メタリック<br>適正温度:0～850℃,,16000,12800,3000
スズキ,アルト,CN21S,90/2～91/8,NA ABS付,フロント,15800,,103688,371032,DIXCEL,ブレーキパッド,Z,材質:グラファイト・メタリック<br>適正温度:0～850℃,,16000,12800,3000
スズキ,アルト,CN21S,90/2～91/8,NA ABS無,フロント,15800,,107172,371026,DIXCEL,ブレーキパッド,Z,材質:グラファイト・メタリック<br>適正温度:0～850℃,,16000,12800,3000
スズキ,アルト,CP21S,90/2～91/8,NA,フロント,15800,,124579,371028,DIXCEL,ブレーキパッド,Z,材質:グラファイト・メタリック<br>適正温度:0～850℃,,16000,12800,3000
スズキ,アルト,CR22S,91/9～94/10,ワークス以外(NA車),フロント,15800,,120169,371026,DIXCEL,ブレーキパッド,Z,材質:グラファイト・メタリック<br>適正温度:0～850℃,,16000,12800,3000
スズキ,アルト,CS22S,91/9～94/10,ワークス以外・NA 3ドア車 車台No.→250000,フロント,15800,,105013,371028,DIXCEL,ブレーキパッド,Z,材質:グラファイト・メタリック<br>適正温度:0～850℃,,16000,12800,3000
スズキ,アルト,CS22S,91/9～94/10,ワークス以外・NA 3ドア車 車台No.250001→,フロント,15800,,107173,371026,DIXCEL,ブレーキパッド,Z,材質:グラファイト・メタリック<br>適正温度:0～850℃,,16000,12800,3000
スズキ,アルト,CS22S,91/9～94/10,ワークス以外・NA 5ドア車 車台No.→800000,フロント,15800,,79048,371028,DIXCEL,ブレーキパッド,Z,材質:グラファイト・メタリック<br>適正温度:0～850℃,,16000,12800,3000
スズキ,アルト,CS22S,91/9～94/10,ワークス以外・NA 5ドア車 車台No.800001→,フロント,15800,,87458,371026,DIXCEL,ブレーキパッド,Z,材質:グラファイト・メタリック<br>適正温度:0～850℃,,16000,12800,3000
スズキ,アルト,HA12S/HA22S,98/10～04/08,NA,フロント,15800,,126907,371054,DIXCEL,ブレーキパッド,Z,材質:グラファイト・メタリック<br>適正温度:0～850℃,,16000,12800,3000
スズキ,アルト,HA12S/HA22S,98/10～04/08,ターボ,フロント,15800,,94392,371054,DIXCEL,ブレーキパッド,Z,材質:グラファイト・メタリック<br>適正温度:0～850℃,,16000,12800,3000
スズキ,アルト,HA12S/HA22S,98/10～04/08,ターボ,リア,19000,,100237,335036,DIXCEL,ブレーキパッド,Z,材質:グラファイト・メタリック<br>適正温度:0～850℃,,20000,16000,3000
スズキ,アルト,HA12V,98/10～04/08,,フロント,15800,,81537,371054,DIXCEL,ブレーキパッド,Z,材質:グラファイト・メタリック<br>適正温度:0～850℃,,16000,12800,3000
スズキ,アルト,HA23S/HA23V,00/12～03/08,,フロント,15800,,100915,371054,DIXCEL,ブレーキパッド,Z,材質:グラファイト・メタリック<br>適正温度:0～850℃,,16000,12800,3000
スズキ,アルト,HA23S/HA23V,03/08～04/08,,フロント,15800,,126908,371054,DIXCEL,ブレーキパッド,Z,材質:グラファイト・メタリック<br>適正温度:0～850℃,,16000,12800,3000
スズキ,アルト,HA24S,04/08～09/12,E/G/G スペシャル 車台No.→135030,フロント,15800,,100916,371054,DIXCEL,ブレーキパッド,Z,材質:グラファイト・メタリック<br>適正温度:0～850℃,,16000,12800,3000
スズキ,アルト,HA24S,04/08～09/12,E/G/G スペシャル 車台No.135031→,フロント,15800,,94075,371082,DIXCEL,ブレーキパッド,Z,材質:グラファイト・メタリック<br>適正温度:0～850℃,,16000,12800,3000
スズキ,アルト,HA24S,04/08～09/12,X(4WD)車台No.→135030,フロント,15800,,126909,371054,DIXCEL,ブレーキパッド,Z,材質:グラファイト・メタリック<br>適正温度:0～850℃,,16000,12800,3000
スズキ,アルト,HA24S,04/08～09/12,X(4WD)車台No.135031→,フロント,15800,,126732,371082,DIXCEL,ブレーキパッド,Z,材質:グラファイト・メタリック<br>適正温度:0～850℃,,16000,12800,3000
スズキ,アルト,HA24S,04/08～09/12,X(FF)車台No.→509892,フロント,15800,,100917,371054,DIXCEL,ブレーキパッド,Z,材質:グラファイト・メタリック<br>適正温度:0～850℃,,16000,12800,3000
スズキ,アルト,HA24S,04/08～09/12,X(FF)車台No.509893→,フロント,15800,,126731,371082,DIXCEL,ブレーキパッド,Z,材質:グラファイト・メタリック<br>適正温度:0～850℃,,16000,12800,3000
スズキ,アルト,HA24V,04/08～09/12,車台No.→104000,フロント,15800,,126910,371054,DIXCEL,ブレーキパッド,Z,材質:グラファイト・メタリック<br>適正温度:0～850℃,,16000,12800,3000
スズキ,アルト,HA24V,04/08～09/12,車台No.104001→,フロント,15800,,87462,371082,DIXCEL,ブレーキパッド,Z,材質:グラファイト・メタリック<br>適正温度:0～850℃,,16000,12800,3000
スズキ,アルト,HA35S,09/12～,車台No.→140000,フロント,15800,,120175,371082,DIXCEL,ブレーキパッド,Z,材質:グラファイト・メタリック<br>適正温度:0～850℃,,16000,12800,3000
スズキ,アルト,HA35S,09/12～,車台No.140001→,フロント,15800,,126734,371082,DIXCEL,ブレーキパッド,Z,材質:グラファイト・メタリック<br>適正温度:0～850℃,,16000,12800,3000
スズキ,アルト,HA36S,14/12～,NA,フロント,15800,,107536,371148,DIXCEL,ブレーキパッド,Z,材質:グラファイト・メタリック<br>適正温度:0～850℃,,16000,12800,3000
スズキ,アルト,HA36S,14/12～,ターボ(WORKS&RS),フロント,15800,,109966,371058,DIXCEL,ブレーキパッド,Z,材質:グラファイト・メタリック<br>適正温度:0～850℃,,16000,12800,3000
