自動車メーカー,車種,型式,年式,適合詳細,Fr/Rr,SET価格,Camp価格,商品ID,メーカー品番,メーカー名,商品名,種類,仕様,備考,定価,販売価格,工賃
スバル,BRZ,ZC6,12/03～13/08,R ,リア,17400,,82192,365089,DIXCEL,ブレーキパッド,X,材質:グラファイト・メタリック<br>適正温度:0～700℃,,18000,14400,3000
スバル,BRZ,ZC6,12/03～13/08,R 17インチパフォーマンスパッケージ ,フロント,19000,,85884,361055,DIXCEL,ブレーキパッド,X,材質:グラファイト・メタリック<br>適正温度:0～700℃,,20000,16000,3000
スバル,BRZ,ZC6,12/03～13/08,R 標準車,フロント,19000,,92046,361055,DIXCEL,ブレーキパッド,X,材質:グラファイト・メタリック<br>適正温度:0～700℃,,20000,16000,3000
スバル,BRZ,ZC6,12/03～13/08,RA,フロント,19000,,124745,361055,DIXCEL,ブレーキパッド,X,材質:グラファイト・メタリック<br>適正温度:0～700℃,,20000,16000,3000
スバル,BRZ,ZC6,12/03～13/08,RA,リア,17400,,121500,365089,DIXCEL,ブレーキパッド,X,材質:グラファイト・メタリック<br>適正温度:0～700℃,,18000,14400,3000
スバル,BRZ,ZC6,13/08～,R,リア,17400,,96653,365085,DIXCEL,ブレーキパッド,X,材質:グラファイト・メタリック<br>適正温度:0～700℃,SとR・17インチパフォーマンスパッケージのフロントには標準でサーキット対応のスポーツパッドが採用されています,18000,14400,3000
スバル,BRZ,ZC6,13/08～,R,リア,17400,,121158,365089,DIXCEL,ブレーキパッド,X,材質:グラファイト・メタリック<br>適正温度:0～700℃,SとR・17インチパフォーマンスパッケージのフロントには標準でサーキット対応のスポーツパッドが採用されています,18000,14400,3000
スバル,BRZ,ZC6,13/08～,R 15インチブレーキ(リア:ソリッド),フロント,19000,,92047,361055,DIXCEL,ブレーキパッド,X,材質:グラファイト・メタリック<br>適正温度:0～700℃,,20000,16000,3000
スバル,BRZ,ZC6,13/08～,R 16インチブレーキ(リア:ベンチ) ,フロント,19000,,98613,361055,DIXCEL,ブレーキパッド,X,材質:グラファイト・メタリック<br>適正温度:0～700℃,,20000,16000,3000
スバル,BRZ,ZC6,13/08～,RA,リア,17400,,77650,365085,DIXCEL,ブレーキパッド,X,材質:グラファイト・メタリック<br>適正温度:0～700℃,,18000,14400,3000
スバル,BRZ,ZC6,13/08～,RA,リア,17400,,108557,365089,DIXCEL,ブレーキパッド,X,材質:グラファイト・メタリック<br>適正温度:0～700℃,,18000,14400,3000
スバル,BRZ,ZC6,13/08～,RA 15インチブレーキ(リア:ソリッド) ,フロント,19000,,111991,361055,DIXCEL,ブレーキパッド,X,材質:グラファイト・メタリック<br>適正温度:0～700℃,,20000,16000,3000
スバル,BRZ,ZC6,13/08～,RA 16インチブレーキ(リア:ベンチ),フロント,19000,,98612,361055,DIXCEL,ブレーキパッド,X,材質:グラファイト・メタリック<br>適正温度:0～700℃,,20000,16000,3000
スバル,BRZ,ZC6,13/08～15/12,tS(ブレンボ),フロント,19000,,77284,361077,DIXCEL,ブレーキパッド,X,材質:グラファイト・メタリック<br>適正温度:0～700℃,,20000,16000,3000
スバル,BRZ,ZC6,13/08～15/12,tS(ブレンボ),リア,17400,,99730,325499,DIXCEL,ブレーキパッド,X,材質:グラファイト・メタリック<br>適正温度:0～700℃,,18000,14400,3000
スバル,BRZ,ZC6,16/11～,GT(ブレンボ),フロント,19000,,122844,361077,DIXCEL,ブレーキパッド,X,材質:グラファイト・メタリック<br>適正温度:0～700℃,,20000,16000,3000
スバル,BRZ,ZC6,16/11～,GT(ブレンボ),リア,17400,,125907,325499,DIXCEL,ブレーキパッド,X,材質:グラファイト・メタリック<br>適正温度:0～700℃,,18000,14400,3000
