自動車メーカー,車種,型式,年式,適合詳細,Fr/Rr,SET価格,Camp価格,商品ID,メーカー品番,メーカー名,商品名,種類,仕様,備考,定価,販売価格,工賃
スズキ,アルト,HA23S/HA23V,00/12～03/08,,フロント,24600,,89087,371054,DIXCEL,ブレーキパッド,SP-K,材質:グラファイト・メタリック<br>適正温度:50～800℃,,24000,21600,3000
スズキ,アルト,HA23S/HA23V,03/08～04/08,,フロント,24600,,121738,371054,DIXCEL,ブレーキパッド,SP-K,材質:グラファイト・メタリック<br>適正温度:50～800℃,,24000,21600,3000
スズキ,アルト,HA24S,04/08～09/12,E/G/G スペシャル 車台No.→135030,フロント,24600,,95584,371054,DIXCEL,ブレーキパッド,SP-K,材質:グラファイト・メタリック<br>適正温度:50～800℃,,24000,21600,3000
スズキ,アルト,HA24S,04/08～09/12,E/G/G スペシャル 車台No.135031→,フロント,24600,,122476,371082,DIXCEL,ブレーキパッド,SP-K,材質:グラファイト・メタリック<br>適正温度:50～800℃,,24000,21600,3000
スズキ,アルト,HA24S,04/08～09/12,X(4WD)車台No.→135030,フロント,24600,,115106,371054,DIXCEL,ブレーキパッド,SP-K,材質:グラファイト・メタリック<br>適正温度:50～800℃,,24000,21600,3000
スズキ,アルト,HA24S,04/08～09/12,X(4WD)車台No.135031→,フロント,24600,,96007,371082,DIXCEL,ブレーキパッド,SP-K,材質:グラファイト・メタリック<br>適正温度:50～800℃,,24000,21600,3000
スズキ,アルト,HA24S,04/08～09/12,X(FF)車台No.→509892,フロント,24600,,82775,371054,DIXCEL,ブレーキパッド,SP-K,材質:グラファイト・メタリック<br>適正温度:50～800℃,,24000,21600,3000
スズキ,アルト,HA24S,04/08～09/12,X(FF)車台No.509893→,フロント,24600,,122477,371082,DIXCEL,ブレーキパッド,SP-K,材質:グラファイト・メタリック<br>適正温度:50～800℃,,24000,21600,3000
スズキ,アルト,HA24V,04/08～09/12,車台No.→104000,フロント,24600,,102173,371054,DIXCEL,ブレーキパッド,SP-K,材質:グラファイト・メタリック<br>適正温度:50～800℃,,24000,21600,3000
スズキ,アルト,HA24V,04/08～09/12,車台No.104001→,フロント,24600,,96008,371082,DIXCEL,ブレーキパッド,SP-K,材質:グラファイト・メタリック<br>適正温度:50～800℃,,24000,21600,3000
スズキ,アルト,HA35S,09/12～,車台No.→140000,フロント,24600,,115825,371082,DIXCEL,ブレーキパッド,SP-K,材質:グラファイト・メタリック<br>適正温度:50～800℃,,24000,21600,3000
スズキ,アルト,HA35S,09/12～,車台No.140001→,フロント,24600,,76640,371082,DIXCEL,ブレーキパッド,SP-K,材質:グラファイト・メタリック<br>適正温度:50～800℃,,24000,21600,3000
スズキ,アルト,HA36S,14/12～,ターボ(WORKS&RS),フロント,24600,,88771,371058,DIXCEL,ブレーキパッド,SP-K,材質:グラファイト・メタリック<br>適正温度:50～800℃,,24000,21600,3000
スズキ,アルトワークス,CM22V,90/2～94/10,WORKS R(DOHC ターボ),フロント,24600,,114113,371032,DIXCEL,ブレーキパッド,SP-K,材質:グラファイト・メタリック<br>適正温度:50～800℃,,24000,21600,3000
スズキ,アルトワークス,CN21S,90/2～91/8,WORKS ie(SOHC ターボ),フロント,24600,,122471,371026,DIXCEL,ブレーキパッド,SP-K,材質:グラファイト・メタリック<br>適正温度:50～800℃,,24000,21600,3000
スズキ,アルトワークス,CN21S,90/2～91/8,WORKS RS-X(DOHC ターボ),フロント,24600,,101199,371032,DIXCEL,ブレーキパッド,SP-K,材質:グラファイト・メタリック<br>適正温度:50～800℃,,24000,21600,3000
