自動車メーカー,車種,型式,年式,適合詳細,Fr/Rr,SET価格,Camp価格,商品ID,メーカー品番,メーカー名,商品名,種類,仕様,備考,定価,販売価格,工賃
スズキ,セルボモード,CP22S,91/8～95/9,ターボ 5ドア<br>車台No.700001→870000,フロント,23000,,105584,371032,DIXCEL,ブレーキパッド,R01,材質:HD(High Density)グラファイト・メタリック<br>適正温度:200～900℃<br>初期μ:0.48<br>平均μ:0.38～0.43,,25000,20000,3000
スズキ,セルボモード,CP22S,95/10～97/4,ターボ 3ドア<br>車台No.370001→420000,フロント,23000,,86180,371032,DIXCEL,ブレーキパッド,R01,材質:HD(High Density)グラファイト・メタリック<br>適正温度:200～900℃<br>初期μ:0.48<br>平均μ:0.38～0.43,,25000,20000,3000
スズキ,セルボモード,CP22S,95/10～97/4,ターボ 5ドア<br>車台No.870001→920000,フロント,23000,,92458,371032,DIXCEL,ブレーキパッド,R01,材質:HD(High Density)グラファイト・メタリック<br>適正温度:200～900℃<br>初期μ:0.48<br>平均μ:0.38～0.43,,25000,20000,3000
スズキ,ソリオ,MA15S,11/01～15/08,,フロント,23000,,108782,371039,DIXCEL,ブレーキパッド,R01,材質:HD(High Density)グラファイト・メタリック<br>適正温度:200～900℃<br>初期μ:0.48<br>平均μ:0.38～0.43,,25000,20000,3000
スズキ,ソリオ,MA26S/MA36S/MA46S,15/08～,,フロント,23000,,97008,371058,DIXCEL,ブレーキパッド,R01,材質:HD(High Density)グラファイト・メタリック<br>適正温度:200～900℃<br>初期μ:0.48<br>平均μ:0.38～0.43,,25000,20000,3000
スズキ,ツイン,EC22S,03/01～,,フロント,23000,,76188,371054,DIXCEL,ブレーキパッド,R01,材質:HD(High Density)グラファイト・メタリック<br>適正温度:200～900℃<br>初期μ:0.48<br>平均μ:0.38～0.43,,25000,20000,3000
スズキ,バレーノ,WB42S,16/03～,,フロント,23000,,126267,351102,DIXCEL,ブレーキパッド,R01,材質:HD(High Density)グラファイト・メタリック<br>適正温度:200～900℃<br>初期μ:0.48<br>平均μ:0.38～0.43,,25000,20000,3000
スズキ,ラパン,HE21S,02/01～03/08,NA・FF車 車台No.→420000,フロント,23000,,76185,371054,DIXCEL,ブレーキパッド,R01,材質:HD(High Density)グラファイト・メタリック<br>適正温度:200～900℃<br>初期μ:0.48<br>平均μ:0.38～0.43,,25000,20000,3000
スズキ,ラパン,HE21S,02/01～05/01,NA・4WD車 車台No.→161593,フロント,23000,,95538,371054,DIXCEL,ブレーキパッド,R01,材質:HD(High Density)グラファイト・メタリック<br>適正温度:200～900℃<br>初期μ:0.48<br>平均μ:0.38～0.43,,25000,20000,3000
スズキ,ラパン,HE21S,02/09～03/08,ターボ 車台No.→920000,フロント,23000,,121697,371054,DIXCEL,ブレーキパッド,R01,材質:HD(High Density)グラファイト・メタリック<br>適正温度:200～900℃<br>初期μ:0.48<br>平均μ:0.38～0.43,,25000,20000,3000
