自動車メーカー,車種,型式/モデル,年式,適合詳細,アッパーマウント,販売価格,Camp売価,商品ID,物販コード,取付コード,メーカー品番,メーカー名,商品名,タイプ,アッパーマウント【F|R】,スプリングレート 自由長(mm)/レート(kgf)【F|R】,ダウン量(-mm)【F|R】,全長調整範囲(mm) ダウン量から+/-【F|R】,ショック構成 材質/形式/構成 フロント,ショック構成 材質/形式/構成 リア,備考,定価,SET価格,納期
ALFAROMEO,145/146,930,1996～2000.12,TS,Fr：調整式ピロボール<br>Rr：上下ラバーブッシュ,406700,,212927,60AR-04-A1-111-2CUP-qq-e-100,出さない,60AR.04.A1.111,Aragosta,全長調整式車高調 with アラゴスタカップ 2CUP,E,調整式ピロボール|上下ラバーブッシュ,200/6|(4.2),582|613,+20/-30|-,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/ショック・スプリング別置き、別体式,ダウン量は地上～フェンダーアーチ中央が目安,500000,出さない,受注生産　1ヶ月程度
ALFAROMEO,145/146,930/TS,1996～2000/12,,Fr：調整式ピロボール<br>Rr：上下ラバーブッシュ,219807,,211573,60AR-04-A1-111-qq-e-66,出さない,60AR.04.A1.111,Aragosta,全長調整式車高調,E,調整式ピロボール|上下ラバーブッシュ,200/6|(4.2),582|613,+20/-30|-,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/ショック・スプリング別置き、別体式,ダウン量は地上～フェンダーアーチ中央が目安,280000,出さない,受注生産　2～3週間程度
ALFAROMEO,145/146,930/TS,1996～2000/12,,Fr：純正流用<br>Rr：上下ラバーブッシュ,196539,,212594,60AR-04-A1-000-qq-e-64,出さない,60AR.04.A1.000,Aragosta,全長調整式車高調,E,純正流用|上下ラバーブッシュ,200/6|(4.2),582|613,+25/-50|-,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/ショック・スプリング別置き、別体式,ダウン量は地上～フェンダーアーチ中央が目安,250000,出さない,受注生産　2～3週間程度
ALFAROMEO,147,937,2000.11～2010.6,TS,Fr：固定式ピロボール<br>Rr：純正流用,406700,,211567,60AR-01-A1-111-2CUP-qq-e-90,出さない,60AR.01.A1.111,Aragosta,全長調整式車高調 with アラゴスタカップ 2CUP,E,固定式ピロボール|純正流用,200/8|200/3,20|20,+30/-10|+30/-30,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,,500000,出さない,受注生産　1ヶ月程度
ALFAROMEO,147,937,2000.11～2010.6,V6-GTA,Fr：固定式ピロボール<br>Rr：純正流用,406700,,212269,60AR-01-B1-111-2CUP-qq-e-53,出さない,60AR.01.B1.111,Aragosta,全長調整式車高調 with アラゴスタカップ 2CUP,E,固定式ピロボール|純正流用,200/9|200/3,20|20,+30/-10|+30/-30,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,,500000,出さない,受注生産　1ヶ月程度
ALFAROMEO,147,937/TS,2000/11～2010/6,,Fr：純正流用<br>Rr：純正流用,204295,,211566,60AR-01-A1-000-qq-e-56,60AR-01-A1-000-qq-e-d-56,60AR.01.A1.000,Aragosta,全長調整式車高調,E,純正流用|純正流用,200/8|200/3,20|20,+30/-10|+30/-30,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,,260000,230000,受注生産　2～3週間程度
ALFAROMEO,147,937/TS,2000/11～2010/6,,Fr：固定式ピロボール<br>Rr：純正流用,227563,,211568,60AR-01-A1-111-qq-e-55,60AR-01-A1-111-qq-e-d-55,60AR.01.A1.111,Aragosta,全長調整式車高調,E,固定式ピロボール|純正流用,200/8|200/3,20|20,+30/-10|+30/-30,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,,290000,252500,受注生産　2～3週間程度
ALFAROMEO,147,937/V6-GTA,2000/11～2010/6,,Fr：純正流用<br>Rr：純正流用,204295,,212593,60AR-01-B1-000-qq-e-58,60AR-01-B1-000-qq-e-d-58,60AR.01.B1.000,Aragosta,全長調整式車高調,E,純正流用|純正流用,200/9|200/3,20|20,+30/-10|+30/-30,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,,260000,230000,受注生産　2～3週間程度
ALFAROMEO,147,937/V6-GTA,2000/11～2010/6,,Fr：固定式ピロボール<br>Rr：純正流用,227563,,212924,60AR-01-B1-111-qq-e-59,60AR-01-B1-111-qq-e-d-59,60AR.01.B1.111,Aragosta,全長調整式車高調,E,固定式ピロボール|純正流用,200/9|200/3,20|20,+30/-10|+30/-30,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,,290000,252500,受注生産　2～3週間程度
ALFAROMEO,155,167,1992～1997.9,Q4,Fr：調整式ピロボール<br>Rr：上下ラバーブッシュ,406700,,211935,60AR-04-C1-111-2CUP-qq-e-123,出さない,60AR.04.C1.111,Aragosta,全長調整式車高調 with アラゴスタカップ 2CUP,E,調整式ピロボール|上下ラバーブッシュ,200/7|(4.2),35|30,+30/-30|-,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/ショック・スプリング別置き、別体式,,500000,出さない,受注生産　1ヶ月程度
ALFAROMEO,155,167,1992～1997.9,TS,Fr：調整式ピロボール<br>Rr：上下ラバーブッシュ,406700,,211934,60AR-04-A1-111-2CUP-qq-e-21,出さない,60AR.04.A1.111,Aragosta,全長調整式車高調 with アラゴスタカップ 2CUP,E,調整式ピロボール|上下ラバーブッシュ,200/6|(4.2),582|613,+20/-30|-,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/ショック・スプリング別置き、別体式,ダウン量は地上～フェンダーアーチ中央が目安,500000,出さない,受注生産　1ヶ月程度
ALFAROMEO,155,167,1992～1997.9,V6,Fr：調整式ピロボール<br>Rr：上下ラバーブッシュ,406700,,212595,60AR-04-B1-111-2CUP-qq-e-66,出さない,60AR.04.B1.111,Aragosta,全長調整式車高調 with アラゴスタカップ 2CUP,E,調整式ピロボール|上下ラバーブッシュ,200/8|(4.2),35|30,+20/-30|-,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/ショック・スプリング別置き、別体式,,500000,出さない,受注生産　1ヶ月程度
ALFAROMEO,155,167/Q4,1992～1997/9,,Fr：調整式ピロボール<br>Rr：上下ラバーブッシュ,219807,,211936,60AR-04-C1-111-qq-e-56,出さない,60AR.04.C1.111,Aragosta,全長調整式車高調,E,調整式ピロボール|上下ラバーブッシュ,200/7|(4.2),35|30,+30/-30|-,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/ショック・スプリング別置き、別体式,,280000,出さない,受注生産　2～3週間程度
ALFAROMEO,155,167/Q4,1992～1997/9,,Fr：純正流用<br>Rr：上下ラバーブッシュ,196539,,212929,60AR-04-C1-000-qq-e-57,出さない,60AR.04.C1.000,Aragosta,全長調整式車高調,E,純正流用|上下ラバーブッシュ,200/7|(4.2),35|30,+40/-45|-,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/ショック・スプリング別置き、別体式,,250000,出さない,受注生産　2～3週間程度
ALFAROMEO,155,167/TS,1992～1997/9,,Fr：調整式ピロボール<br>Rr：上下ラバーブッシュ,219807,,212271,60AR-04-A1-111-qq-e-59,出さない,60AR.04.A1.111,Aragosta,全長調整式車高調,E,調整式ピロボール|上下ラバーブッシュ,200/6|(4.2),582|613,+20/-30|-,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/ショック・スプリング別置き、別体式,ダウン量は地上～フェンダーアーチ中央が目安,280000,出さない,受注生産　2～3週間程度
ALFAROMEO,155,167/TS,1992～1997/9,,Fr：純正流用<br>Rr：上下ラバーブッシュ,196539,,212926,60AR-04-A1-000-qq-e-60,出さない,60AR.04.A1.000,Aragosta,全長調整式車高調,E,純正流用|上下ラバーブッシュ,200/6|(4.2),582|613,+25/-50|-,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/ショック・スプリング別置き、別体式,ダウン量は地上～フェンダーアーチ中央が目安,250000,出さない,受注生産　2～3週間程度
ALFAROMEO,155,167/V6,1992～1997/9,,Fr：調整式ピロボール<br>Rr：上下ラバーブッシュ,219807,,211574,60AR-04-B1-111-qq-e-61,出さない,60AR.04.B1.111,Aragosta,全長調整式車高調,E,調整式ピロボール|上下ラバーブッシュ,200/8|(4.2),35|30,+20/-30|-,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/ショック・スプリング別置き、別体式,,280000,出さない,受注生産　2～3週間程度
ALFAROMEO,155,167/V6,1992～1997/9,,Fr：純正流用<br>Rr：上下ラバーブッシュ,196539,,212928,60AR-04-B1-000-qq-e-63,出さない,60AR.04.B1.000,Aragosta,全長調整式車高調,E,純正流用|上下ラバーブッシュ,200/8|(4.2),35|30,+25/-50|-,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/ショック・スプリング別置き、別体式,,250000,出さない,受注生産　2～3週間程度
ALFAROMEO,156 セダン/ワゴン,932,1997.10～2006.5,2.5V6/GTA,Fr：固定式ピロボール<br>Rr：純正流用,406700,,211571,60AR-03-B1-111-2CUP-qq-e-103,出さない,60AR.03.B1.111,Aragosta,全長調整式車高調 with アラゴスタカップ 2CUP,E,固定式ピロボール|純正流用,200/9|200/3,20|20,+30/-10|+30/-30,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,,500000,出さない,受注生産　1ヶ月程度
ALFAROMEO,156 セダン/ワゴン,932,1997.10～2006.5,TS,Fr：固定式ピロボール<br>Rr：純正流用,406700,,211569,60AR-03-A1-111-2CUP-qq-e-99,出さない,60AR.03.A1.111,Aragosta,全長調整式車高調 with アラゴスタカップ 2CUP,E,固定式ピロボール|純正流用,200/8|200/3,20|20,+30/-10|+30/-30,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,,500000,出さない,受注生産　1ヶ月程度
ALFAROMEO,156セダン/ワゴン,932/2.5V6、GTA,1997/10～2006/5,,Fr：固定式ピロボール<br>Rr：純正流用,227563,,211572,60AR-03-B1-111-qq-e-64,60AR-03-B1-111-qq-e-d-64,60AR.03.B1.111,Aragosta,全長調整式車高調,E,固定式ピロボール|純正流用,200/9|200/3,20|20,+30/-10|+30/-30,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,,290000,252500,受注生産　2～3週間程度
ALFAROMEO,156セダン/ワゴン,932/2.5V6、GTA,1997/10～2006/5,,Fr：純正流用<br>Rr：純正流用,204295,,212270,60AR-03-B1-000-qq-e-63,60AR-03-B1-000-qq-e-d-63,60AR.03.B1.000,Aragosta,全長調整式車高調,E,純正流用|純正流用,200/9|200/3,20|20,+30/-10|+30/-30,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,,260000,230000,受注生産　2～3週間程度
ALFAROMEO,156セダン/ワゴン,932/TS,1997/10～2006/5,,Fr：固定式ピロボール<br>Rr：純正流用,227563,,211570,60AR-03-A1-111-qq-e-66,60AR-03-A1-111-qq-e-d-66,60AR.03.A1.111,Aragosta,全長調整式車高調,E,固定式ピロボール|純正流用,200/8|200/3,20|20,+30/-10|+30/-30,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,,290000,252500,受注生産　2～3週間程度
ALFAROMEO,156セダン/ワゴン,932/TS,1997/10～2006/5,,Fr：純正流用<br>Rr：純正流用,204295,,212925,60AR-03-A1-000-qq-e-68,60AR-03-A1-000-qq-e-d-68,60AR.03.A1.000,Aragosta,全長調整式車高調,E,純正流用|純正流用,200/8|200/3,20|20,+30/-10|+30/-30,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,,260000,230000,受注生産　2～3週間程度
ALFAROMEO,159セダン/ワゴン,939/2.2JTS,2006/4～2013/1,,Fr：純正流用<br>Rr：純正流用,204295,,212273,60AR-07-A1-000-qq-e-70,60AR-07-A1-000-qq-e-d-70,60AR.07.A1.000,Aragosta,全長調整式車高調,E,純正流用|純正流用,200/12|200/8,35|28,+15/-15|+50/-22,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,,260000,230000,受注生産　2～3週間程度
ALFAROMEO,159セダン/ワゴン,939/3.2JTS/3.2JTS Q4,2006/4～2013/1,,Fr：純正流用<br>Rr：純正流用,204295,,212274,60AR-07-B1-000-qq-e-71,60AR-07-B1-000-qq-e-d-71,60AR.07.B1.000,Aragosta,全長調整式車高調,E,純正流用|純正流用,200/14|200/9,35|28,+15/-15|+65/-17,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,,260000,230000,受注生産　2～3週間程度
ALFAROMEO,GT,937,2004～2011.1,TS,Fr：固定式ピロボール<br>Rr：純正流用,406700,,212930,60AR-06-A1-111-2CUP-qq-e-109,出さない,60AR.06.A1.111,Aragosta,全長調整式車高調 with アラゴスタカップ 2CUP,E,固定式ピロボール|純正流用,200/9|200/3,25|30,+30/-10|+50/-50,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,,500000,出さない,受注生産　1ヶ月程度
ALFAROMEO,GT,937,2004～2011.1,V6,Fr：固定式ピロボール<br>Rr：純正流用,406700,,212272,60AR-06-B1-111-2CUP-qq-e-57,出さない,60AR.06.B1.111,Aragosta,全長調整式車高調 with アラゴスタカップ 2CUP,E,固定式ピロボール|純正流用,200/10|200/3,25|30,+30/-10|+50/-50,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,,500000,出さない,受注生産　1ヶ月程度
ALFAROMEO,GT,937/TS,2004～2011/1,,Fr：純正流用<br>Rr：純正流用,204295,,211576,60AR-06-A1-000-qq-e-72,出さない,60AR.06.A1.000,Aragosta,全長調整式車高調,E,純正流用|純正流用,200/9|200/3,25|30,+30/-10|+50/-50,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,,260000,出さない,受注生産　2～3週間程度
ALFAROMEO,GT,937/TS,2004～2011/1,,Fr：固定式ピロボール<br>Rr：純正流用,227563,,211939,60AR-06-A1-111-qq-e-73,出さない,60AR.06.A1.111,Aragosta,全長調整式車高調,E,固定式ピロボール|純正流用,200/9|200/3,25|30,+30/-10|+50/-50,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,,290000,出さない,受注生産　2～3週間程度
ALFAROMEO,GT,937/V6,2004～2011/1,,Fr：純正流用<br>Rr：純正流用,204295,,211577,60AR-06-B1-000-qq-e-78,出さない,60AR.06.B1.000,Aragosta,全長調整式車高調,E,純正流用|純正流用,200/10|200/3,25|30,+30/-10|+50/-50,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,,260000,出さない,受注生産　2～3週間程度
ALFAROMEO,GT,937/V6,2004～2011/1,,Fr：固定式ピロボール<br>Rr：純正流用,227563,,212931,60AR-06-B1-111-qq-e-75,出さない,60AR.06.B1.111,Aragosta,全長調整式車高調,E,固定式ピロボール|純正流用,200/10|200/3,25|30,+30/-10|+50/-50,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,,290000,出さない,受注生産　2～3週間程度
ALFAROMEO,GTV/GTVスパイダー,916,1995.9～2006,TS,Fr：調整式ピロボール<br>Rr：上下ラバーブッシュ,406700,,211937,60AR-05-A1-000-2CUP-qq-e-15,出さない,60AR.05.A1.000,Aragosta,全長調整式車高調 with アラゴスタカップ 2CUP,E,調整式ピロボール|上下ラバーブッシュ,200/7|(4.8),35|30,+30/-20|-,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/ショック・スプリング別置き、別体式,ピロアッパー仕様のみの設定,500000,出さない,受注生産　1ヶ月程度
ALFAROMEO,GTV/GTVスパイダー,916,1995.9～2006,V6,Fr：調整式ピロボール<br>Rr：上下ラバーブッシュ,406700,,212596,60AR-05-B1-000-2CUP-qq-e-16,出さない,60AR.05.B1.000,Aragosta,全長調整式車高調 with アラゴスタカップ 2CUP,E,調整式ピロボール|上下ラバーブッシュ,200/8|(4.8),35|30,+30/-20|-,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/ショック・スプリング別置き、別体式,ピロアッパー仕様のみの設定,500000,出さない,受注生産　1ヶ月程度
ALFAROMEO,GTV/GTVスパイダー,916/TS,1995/9～2006,,Fr：調整式ピロボール<br>Rr：上下ラバーブッシュ,219807,,211575,60AR-05-A1-000-qq-e-73,60AR-05-A1-000-qq-e-d-73,60AR.05.A1.000,Aragosta,全長調整式車高調,E,調整式ピロボール|上下ラバーブッシュ,200/7|(4.8),35|30,+30/-20|-,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/ショック・スプリング別置き、別体式,ピロアッパー仕様のみの設定,280000,245000,受注生産　2～3週間程度
ALFAROMEO,GTV/GTVスパイダー,916/V6,1995/9～2006,,Fr：調整式ピロボール<br>Rr：上下ラバーブッシュ,219807,,211938,60AR-05-B1-000-qq-e-74,60AR-05-B1-000-qq-e-d-74,60AR.05.B1.000,Aragosta,全長調整式車高調,E,調整式ピロボール|上下ラバーブッシュ,200/8|(4.8),35|30,+30/-20|-,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/ショック・スプリング別置き、別体式,ピロアッパー仕様のみの設定,280000,245000,受注生産　2～3週間程度
ALFAROMEO,MITO,955,2008.9～,1.4T,Fr：固定式ピロボール<br>Rr：純正流用,406700,,212275,60AR-08-A1-111-2CUP-qq-e-38,出さない,60AR.08.A1.111,Aragosta,全長調整式車高調 with アラゴスタカップ 2CUP,E,固定式ピロボール|純正流用,200/6|(3),25|45,+40/-25|+10/-15,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/ショック・スプリング別置き、別体式,ダイナミックサスペンション無し,500000,出さない,受注生産　1ヶ月程度
ALFAROMEO,MITO,955/1.4T,2008/9～,,Fr：固定式ピロボール<br>Rr：純正流用,219807,,211579,60AR-08-A1-111-qq-e-99,60AR-08-A1-111-qq-e-d-99,60AR.08.A1.111,Aragosta,全長調整式車高調,E,固定式ピロボール|純正流用,200/6|(3),25|45,+40/-25|+10/-15,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/ショック・スプリング別置き、別体式,ダイナミックサスペンション無し,280000,250000,受注生産　2～3週間程度
ALFAROMEO,MITO,955/1.4T,2008/9～,,Fr：純正流用<br>Rr：純正流用,196539,,212597,60AR-08-A1-000-qq-e-98,60AR-08-A1-000-qq-e-d-98,60AR.08.A1.000,Aragosta,全長調整式車高調,E,純正流用|純正流用,200/6|(3),25|45,+40/-25|+10/-15,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/ショック・スプリング別置き、別体式,ダイナミックサスペンション無し,250000,227500,受注生産　2～3週間程度
ALFAROMEO,ジュリエッタ,940,2012.2～,1.4T/1.75TBi,Fr：固定式ピロボール<br>Rr：純正流用,414834,,212933,60AR-09-A1-111-2CUP-qq-e-106,出さない,60AR.09.A1.111,Aragosta,全長調整式車高調 with アラゴスタカップ 2CUP,E,固定式ピロボール|純正流用,175/9|150/4,20|25,+30/-15|+25/-10,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/ショック・スプリング別置き、別体式,,510000,出さない,受注生産　1ヶ月程度
ALFAROMEO,ジュリエッタ,940/1.4T、1.75TBi,2012/2～,,Fr：固定式ピロボール<br>Rr：純正流用,227563,,211940,60AR-09-A1-111-qq-e-2,60AR-09-A1-111-qq-e-d-2,60AR.09.A1.111,Aragosta,全長調整式車高調,E,固定式ピロボール|純正流用,175/9|150/4,20|25,+30/-15|+25/-10,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/ショック・スプリング別置き、別体式,,290000,257500,受注生産　2～3週間程度
ALFAROMEO,ジュリエッタ,940/1.4T、1.75TBi,2012/2～,,Fr：純正流用<br>Rr：純正流用,204295,,212276,60AR-09-A1-000-qq-e-3,60AR-09-A1-000-qq-e-d-3,60AR.09.A1.000,Aragosta,全長調整式車高調,E,純正流用|純正流用,175/9|150/4,20|25,+30/-15|+25/-10,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/ショック・スプリング別置き、別体式,,260000,235000,受注生産　2～3週間程度
ALFAROMEO,ブレラ,939/2.2JTS,2006/4～2011/1,,Fr：純正流用<br>Rr：純正流用,204295,,212932,60AR-07-C1-000-qq-e-85,出さない,60AR.07.C1.000,Aragosta,全長調整式車高調,E,純正流用|純正流用,200/12|200/8,35|28,+15/-15|+50/-22,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,,260000,出さない,受注生産　2～3週間程度
ALFAROMEO,ブレラ,939/3.2JTS/3.2JTS Q4,2006/4～2011/1,,Fr：純正流用<br>Rr：純正流用,204295,,211578,60AR-07-D1-000-qq-e-86,出さない,60AR.07.D1.000,Aragosta,全長調整式車高調,E,純正流用|純正流用,200/14|200/9,35|28,+15/-15|+65/-17,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,,260000,出さない,受注生産　2～3週間程度
AUDI,A1ハッチ/スポーツバック,8X/1.4T,2010/8～,,Fr：純正流用<br>Rr：純正流用,196539,,211582,60AU-07-A1-R00-qq-e-4,60AU-07-A1-R00-qq-e-d-4,60AU.07.A1.R00,Aragosta,全長調整式車高調,E,純正流用|純正流用,175/7|180/4,25|30,+30/-25|+10/-25,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/ショック・スプリング別置き、別体式,,250000,227500,受注生産　2～3週間程度
AUDI,A3ハッチ/スポーツバック/セダン,8P/2WD ALL MODEL,2003/3～2012/4,電子制御式ダンパー無し,Fr：純正流用<br>Rr：純正流用,196539,,211580,60AU-04-A1-000-qq-e-6,60AU-04-A1-000-qq-e-d-6,60AU.04.A1.000,Aragosta,全長調整式車高調,E,純正流用|純正流用,175/9|225/3,30|30,+30/-20|+30/-20,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/ショック・スプリング別置き、別体式,フロントストラット径55mm,250000,227500,受注生産　2～3週間程度
