自動車メーカー,車種,型式/モデル,年式,適合詳細,アッパーマウント,販売価格,Camp売価,商品ID,物販コード,取付コード,メーカー品番,メーカー名,商品名,タイプ,アッパーマウント【F|R】,スプリングレート 自由長(mm)/レート(kgf)【F|R】,ダウン量(-mm)【F|R】,全長調整範囲(mm) ダウン量から+/-【F|R】,ショック構成 材質/形式/構成 フロント,ショック構成 材質/形式/構成 リア,備考,定価,SET価格,納期
ホンダ,シビック/CR-X,EF8/EF9,1987/9～1991/8,,Fr：固定式強化ラバー<br>Rr：固定式強化ラバー,177150,,211739,3AAA-H1-D1-ER0-qq-e-59,3AAA-H1-D1-ER0-qq-e-d-59,3AAA.H1.D1.ER0,Aragosta,全長調整式車高調,E,固定式強化ラバー|固定式強化ラバー,200/8|200/6,20|20,+30/-15|+35/-30,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,特注対応車種,225000,183800,受注生産　2～3週間程度
ホンダ,シビック/CR-X,EF8/EF9,1987/9～1991/8,,Fr：固定式ピロボール<br>Rr：固定式ピロボール,188784,,212733,3AAA-H1-D1-E00-qq-e-60,3AAA-H1-D1-E00-qq-e-d-60,3AAA.H1.D1.E00,Aragosta,全長調整式車高調,E,固定式ピロボール|固定式ピロボール,200/8|200/6,20|20,+30/-15|+35/-35,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,特注対応車種,240000,195000,受注生産　2～3週間程度
ホンダ,シビック/CR-X,EG6,1991.9～1995.9,,Fr：固定式ピロボール<br>Rr：固定式ピロボール,512442,,212083,3AAA-H1-C1-E00-4CUP-qq-e-561,出さない,3AAA.H1.C1.E00,Aragosta,全長調整式車高調 with アラゴスタカップ 4CUP,E,固定式ピロボール|固定式ピロボール,200/5|200/6,20|20,+30/-15|+35/-35,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,特注対応車種,630000,出さない,受注生産　1ヶ月程度
ホンダ,シビック/CR-X,EG6,1991.9～1995.9,,Fr：固定式ピロボール<br>Rr：固定式ピロボール,366030,,212419,3AAA-H1-C1-E00-2CUP-qq-e-367,出さない,3AAA.H1.C1.E00,Aragosta,全長調整式車高調 with アラゴスタカップ 2CUP,E,固定式ピロボール|固定式ピロボール,200/5|200/6,20|20,+30/-15|+35/-35,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,特注対応車種,450000,出さない,受注生産　1ヶ月程度
ホンダ,シビック/CR-X,EG6,1991/9～1995/9,,Fr：固定式ピロボール<br>Rr：固定式ピロボール,188784,,212730,3AAA-H1-C1-E00-qq-e-65,3AAA-H1-C1-E00-qq-e-d-65,3AAA.H1.C1.E00,Aragosta,全長調整式車高調,E,固定式ピロボール|固定式ピロボール,200/5|200/6,20|20,+30/-15|+35/-35,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,特注対応車種,240000,195000,受注生産　2～3週間程度
ホンダ,シビック/CR-X,EG6,1991/9～1995/9,,Fr：固定式強化ラバー<br>Rr：固定式強化ラバー,177150,,212731,3AAA-H1-C1-ER0-qq-e-63,3AAA-H1-C1-ER0-qq-e-d-63,3AAA.H1.C1.ER0,Aragosta,全長調整式車高調,E,固定式強化ラバー|固定式強化ラバー,200/5|200/6,20|20,+30/-15|+35/-30,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,特注対応車種,225000,183800,受注生産　2～3週間程度
ホンダ,シビック/CR-X,FD1,2005/9～2010/9,,Fr：純正流用<br>Rr：純正流用,206623,,212094,3AAA-HE-B1-ER0-qq-e-67,3AAA-HE-B1-ER0-qq-e-d-67,3AAA.HE.B1.ER0,Aragosta,全長調整式車高調,E,純正流用|純正流用,175/8|150/6,20|30,+20/-10|+30/-20,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/ショック・スプリング別置き、別体式,特注対応車種,263000,212300,受注生産　2～3週間程度
ホンダ,シビックタイプR/シビックSiR,EK4/EK9,1995.9～2000.9,,Fr：固定式ピロボール<br>Rr：固定式ピロボール,366030,,211346,3AAA-H2-E1-000-2CUP-qq-e-515,出さない,3AAA.H2.E1.000,Aragosta,全長調整式車高調 with アラゴスタカップ 2CUP,E,固定式ピロボール|固定式ピロボール,200/5|175/6,30|30,+40/-20|+50/-20,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,,450000,出さない,受注生産　1ヶ月程度
ホンダ,シビックタイプR/シビックSiR,EK4/EK9,1995.9～2000.9,,Fr：固定式ピロボール<br>Rr：固定式ピロボール,512442,,212088,3AAA-H2-E1-000-4CUP-qq-e-630,出さない,3AAA.H2.E1.000,Aragosta,全長調整式車高調 with アラゴスタカップ 4CUP,E,固定式ピロボール|固定式ピロボール,200/5|175/6,30|30,+40/-20|+50/-20,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,,630000,出さない,受注生産　1ヶ月程度
ホンダ,シビックタイプR/シビックSiR,EK4/EK9,1995/9～2000/9,,Fr：固定式ピロボール<br>Rr：固定式ピロボール,188784,,212737,3AAA-H2-E1-000-qq-e-70,3AAA-H2-E1-000-qq-e-d-70,3AAA.H2.E1.000,Aragosta,全長調整式車高調,E,固定式ピロボール|固定式ピロボール,200/5|175/6,30|30,+40/-20|+50/-20,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,,240000,195000,受注生産　2～3週間程度
ホンダ,シビックタイプR/シビックSiR,EK4/EK9,1995/9～2000/9,,Fr：固定式強化ラバー<br>Rr：固定式強化ラバー,177150,,212738,3AAA-H2-E1-R00-qq-e-72,3AAA-H2-E1-R00-qq-e-d-72,3AAA.H2.E1.R00,Aragosta,全長調整式車高調,E,固定式強化ラバー|固定式強化ラバー,200/5|175/6,30|30,+40/-20|+50/-20,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,,225000,183800,受注生産　2～3週間程度
ホンダ,シビックタイプR/シビックSiR,FD2,2007.3～2010.8,,Fr：調整式ピロボール<br>Rr：純正流用,398566,,211755,3AAA-HE-E1-000-2CUP-qq-e-359,出さない,3AAA.HE.E1.000,Aragosta,全長調整式車高調 with アラゴスタカップ 2CUP,E,調整式ピロボール|純正流用,175/8|150/6,20|30,+40/-10|+25/-25,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/ショック・スプリング別置き、別体式,,490000,出さない,受注生産　1ヶ月程度
ホンダ,シビックタイプR/シビックSiR,FD2,2007/3～2010/8,,Fr：純正流用<br>Rr：純正流用,196539,,212095,3AAA-HE-E1-R00-qq-e-78,3AAA-HE-E1-R00-qq-e-d-78,3AAA.HE.E1.R00,Aragosta,全長調整式車高調,E,純正流用|純正流用,175/8|150/6,20|30,+40/-10|+25/-25,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/ショック・スプリング別置き、別体式,,250000,202500,受注生産　2～3週間程度
ホンダ,シビックタイプR/シビックSiR,FD2,2007/3～2010/8,,Fr：調整式ピロボール<br>Rr：純正流用,212051,,212754,3AAA-HE-E1-000-qq-e-75,3AAA-HE-E1-000-qq-e-d-75,3AAA.HE.E1.000,Aragosta,全長調整式車高調,E,調整式ピロボール|純正流用,175/8|150/6,20|30,+40/-10|+25/-25,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/ショック・スプリング別置き、別体式,,270000,217500,受注生産　2～3週間程度
ホンダ,シビックタイプR/シビックSiR,FN2,2007～2012.6,,Fr：調整式ピロボール<br>Rr：純正流用,398566,,212994,3AAA-HH-E1-000-2CUP-qq-e-464,出さない,3AAA.HH.E1.000,Aragosta,全長調整式車高調 with アラゴスタカップ 2CUP,E,調整式ピロボール|純正流用,175/8|200/3,20|30,+40/-10|+25/-25,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/ショック・スプリング別置き、別体式,,490000,出さない,受注生産　1ヶ月程度
ホンダ,シビックタイプR/シビックSiR,FN2,2007～2012/6,,Fr：調整式ピロボール<br>Rr：純正流用,212051,,212437,3AAA-HH-E1-000-qq-e-82,3AAA-HH-E1-000-qq-e-d-82,3AAA.HH.E1.000,Aragosta,全長調整式車高調,E,調整式ピロボール|純正流用,175/8|200/3,20|30,+40/-10|+25/-25,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/ショック・スプリング別置き、別体式,,270000,217500,受注生産　2～3週間程度
ホンダ,ラファーガ,CE4,1993/10～1997,,Fr：固定式強化ラバー<br>Rr：固定式強化ラバー,215929,,211769,3AAA-HP21-000-qq-e-4,3AAA-HP21-000-qq-e-d-4,3AAA.HP21.000,Aragosta,全長調整式車高調,E,固定式強化ラバー|固定式強化ラバー,250/12|250/5,25|25,+30/-25|+55/-5,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,特注対応車種,275000,221300,受注生産　2～3週間程度
マツダ,CX-5,KE2AW/KE2FW,2012.2～2016.12,,Fr：固定式ピロボール<br>Rr：純正流用,398566,,213006,3AAA-ML-E1-000-2CUP-qq-e-248,出さない,3AAA.ML.E1.000,Aragosta,全長調整式車高調 with アラゴスタカップ 2CUP,E,固定式ピロボール|純正流用,225/9|175/10,35|50,+50/-30|+10/-26,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/ショック・スプリング別置き、別体式,リアボトム取付部サイズ(φ20/φ14)または車体番号要確認,490000,出さない,受注生産　1ヶ月程度
マツダ,CX-5,KE2AW/KE2FW,2012/2～2016/12,,Fr：固定式ピロボール<br>Rr：純正流用,212051,,212121,3AAA-ML-E1-000-qq-e-35,3AAA-ML-E1-000-qq-e-d-35,3AAA.ML.E1.000,Aragosta,全長調整式車高調,E,固定式ピロボール|純正流用,225/9|175/10,35|50,+50/-30|+10/-26,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/ショック・スプリング別置き、別体式,ご注文時リアボトム取付部サイズ(φ20/φ14)、または車体番号をお知らせください,270000,217500,受注生産　2～3週間程度
マツダ,CX-5,KE2AW/KE2FW,2012/2～2016/12,,Fr：純正流用<br>Rr：純正流用,206623,,212122,3AAA-ML-E1-R00-qq-e-36,3AAA-ML-E1-R00-qq-e-d-36,3AAA.ML.E1.R00,Aragosta,全長調整式車高調,E,純正流用|純正流用,225/9|175/10,35|50,+50/-30|+10/-26,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/ショック・スプリング別置き、別体式,ご注文時リアボトム取付部サイズ(φ20/φ14)、または車体番号をお知らせください,263000,212300,受注生産　2～3週間程度
マツダ,RX-7,FC3S/FC3C,1985.9～1991.12,,Fr：調整式ピロボール<br>Rr：固定式ピロボール,544978,,212454,3AAA-M4-E1-000-4CUP-qq-e-554,出さない,3AAA.M4.E1.000,Aragosta,全長調整式車高調 with アラゴスタカップ 4CUP,E,調整式ピロボール|固定式ピロボール,200/5|200/4,30|30,+40/-30|+40/-30,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,,670000,出さない,受注生産　1ヶ月程度
マツダ,RX-7,FC3S/FC3C,1985.9～1991.12,,Fr：調整式ピロボール<br>Rr：固定式ピロボール,398566,,213002,3AAA-M4-E1-000-2CUP-qq-e-511,出さない,3AAA.M4.E1.000,Aragosta,全長調整式車高調 with アラゴスタカップ 2CUP,E,調整式ピロボール|固定式ピロボール,200/5|200/4,30|30,+40/-30|+40/-30,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,,490000,出さない,受注生産　1ヶ月程度
