自動車メーカー,車種,型式/モデル,年式,適合詳細,アッパーマウント,販売価格,Camp売価,商品ID,物販コード,取付コード,メーカー品番,メーカー名,商品名,タイプ,アッパーマウント【F|R】,スプリングレート 自由長(mm)/レート(kgf)【F|R】,ダウン量(-mm)【F|R】,全長調整範囲(mm) ダウン量から+/-【F|R】,ショック構成 材質/形式/構成 フロント,ショック構成 材質/形式/構成 リア,備考,定価,SET価格,納期
トヨタ,ソアラ,UZZ40,2001/4～2005/6,,Fr：固定式強化ラバー<br>Rr：固定式強化ラバー,270220,,211929,3AAA-TP22-R00-qq-e-20,3AAA-TP22-R00-qq-e-d-20,3AAA.TP22.R00,Aragosta,全長調整式車高調,P,固定式強化ラバー|固定式強化ラバー,200/16|250/12,30|30,+25/-30|+25/-35,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,,345000,273800,受注生産　2～3週間程度
トヨタ,ソアラ,UZZ40,2001/4～2005/6,,Fr：固定式ピロボール<br>Rr：固定式ピロボール,281853,,212919,3AAA-TP22-000-qq-e-21,3AAA-TP22-000-qq-e-d-21,3AAA.TP22.000,Aragosta,全長調整式車高調,P,固定式ピロボール|固定式ピロボール,200/16|250/12,30|30,+25/-30|+25/-35,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,,360000,285000,受注生産　2～3週間程度
日産,フーガ,Y50/PY50,2004.10～2009.11,,Fr：固定式ピロボール<br>Rr：固定式ピロボール,447370,,212156,3AAA-NF-A1-000-2CUP-qq-e-194,出さない,3AAA.NF.A1.000,Aragosta,全長調整式車高調 with アラゴスタカップ 2CUP,P,固定式ピロボール|固定式ピロボール,225/10|(10),30|25,+45/-20|+45/-19,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/ショック・スプリング別置き、別体式,,550000,出さない,受注生産　1ヶ月程度
日産,フーガ,Y50/PY50,2004/10～2009/11,,Fr：固定式強化ラバー<br>Rr：固定式強化ラバー,254708,,211427,3AAA-NF-A1-R00-qq-e-54,3AAA-NF-A1-R00-qq-e-d-54,3AAA.NF.A1.R00,Aragosta,全長調整式車高調,P,固定式強化ラバー|固定式強化ラバー,225/10|(10),30|25,+35/-30|+50/-10,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/ショック・スプリング別置き、別体式,,325000,258800,受注生産　2～3週間程度
日産,フーガ,Y50/PY50,2004/10～2009/11,,Fr：固定式ピロボール<br>Rr：固定式ピロボール,266342,,211825,3AAA-NF-A1-000-qq-e-53,3AAA-NF-A1-000-qq-e-d-53,3AAA.NF.A1.000,Aragosta,全長調整式車高調,P,固定式ピロボール|固定式ピロボール,225/10|(10),30|25,+45/-20|+45/-19,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/ショック・スプリング別置き、別体式,,340000,270000,受注生産　2～3週間程度
日産,フーガ,Y51/KY51,2009.12～,,Fr：固定式ピロボール<br>Rr：固定式ピロボール,447370,,211443,3AAA-NL-A1-000-2CUP-qq-e-307,出さない,3AAA.NL.A1.000,Aragosta,全長調整式車高調 with アラゴスタカップ 2CUP,P,固定式ピロボール|固定式ピロボール,250/11|250/4,30|30,+37/-37|+45/-28,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,,550000,出さない,受注生産　1ヶ月程度
日産,フーガ,Y51/KY51,2009/12～,,Fr：固定式強化ラバー<br>Rr：固定式強化ラバー,254708,,211444,3AAA-NL-A1-R00-qq-e-56,3AAA-NL-A1-R00-qq-e-d-56,3AAA.NL.A1.R00,Aragosta,全長調整式車高調,P,固定式強化ラバー|固定式強化ラバー,250/11|250/4,30|30,+37/-37|+45/-28,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,,325000,258800,受注生産　2～3週間程度
日産,フーガ,Y51/KY51,2009/12～,,Fr：固定式ピロボール<br>Rr：固定式ピロボール,266342,,212829,3AAA-NL-A1-000-qq-e-57,3AAA-NL-A1-000-qq-e-d-57,3AAA.NL.A1.000,Aragosta,全長調整式車高調,P,固定式ピロボール|固定式ピロボール,250/11|250/4,30|30,+37/-37|+45/-28,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,,340000,270000,受注生産　2～3週間程度
レクサス,GS350,GRS191,2005.8～2011.12,,Fr：固定式ピロボール<br>Rr：固定式ピロボール,593782,,212443,3AAA-L1-A1-000-4CUP-qq-e-535,出さない,3AAA.L1.A1.000,Aragosta,全長調整式車高調 with アラゴスタカップ 4CUP,P,固定式ピロボール|固定式ピロボール,250/10|250/7,30|30,+40/-25|+35/-35,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,,730000,出さない,受注生産　1ヶ月程度
レクサス,GS350,GRS191,2005.8～2011.12,,Fr：固定式ピロボール<br>Rr：固定式ピロボール,447370,,212769,3AAA-L1-A1-000-2CUP-qq-e-290,出さない,3AAA.L1.A1.000,Aragosta,全長調整式車高調 with アラゴスタカップ 2CUP,P,固定式ピロボール|固定式ピロボール,250/10|250/7,30|30,+40/-25|+35/-35,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,,550000,出さない,受注生産　1ヶ月程度
レクサス,GS350,GRS191,2005/8～2011/12,,Fr：固定式ピロボール<br>Rr：固定式ピロボール,266342,,211770,3AAA-L1-A1-000-qq-e-9,3AAA-L1-A1-000-qq-e-d-9,3AAA.L1.A1.000,Aragosta,全長調整式車高調,P,固定式ピロボール|固定式ピロボール,250/10|250/7,30|30,+40/-25|+35/-35,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,,340000,270000,受注生産　2～3週間程度
レクサス,GS350,GRS191,2005/8～2011/12,,Fr：固定式強化ラバー<br>Rr：固定式強化ラバー,254708,,212444,3AAA-L1-A1-R00-qq-e-10,3AAA-L1-A1-R00-qq-e-d-10,3AAA.L1.A1.R00,Aragosta,全長調整式車高調,P,固定式強化ラバー|固定式強化ラバー,250/10|250/7,30|30,+40/-20|+40/-20,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,,325000,258800,受注生産　2～3週間程度
レクサス,GS450h,GWS191,2005.8～2011.12,,Fr：固定式ピロボール<br>Rr：固定式ピロボール,463638,,211771,3AAA-L1-B1-000-2CUP-qq-e-400,出さない,3AAA.L1.B1.000,Aragosta,全長調整式車高調 with アラゴスタカップ 2CUP,P,固定式ピロボール|固定式ピロボール,250/12|250/9,30|30,+40/-30|+40/-30,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,,570000,出さない,受注生産　1ヶ月程度
レクサス,GS450h,GWS191,2005.8～2011.12,,Fr：固定式ピロボール<br>Rr：固定式ピロボール,610050,,212996,3AAA-L1-B1-000-4CUP-qq-e-616,出さない,3AAA.L1.B1.000,Aragosta,全長調整式車高調 with アラゴスタカップ 4CUP,P,固定式ピロボール|固定式ピロボール,250/12|250/9,30|30,+40/-30|+40/-30,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,,750000,出さない,受注生産　1ヶ月程度
レクサス,GS450h,GWS191,2005/8～2011/12,,Fr：固定式ピロボール<br>Rr：固定式ピロボール,281853,,212445,3AAA-L1-B1-000-qq-e-11,3AAA-L1-B1-000-qq-e-d-11,3AAA.L1.B1.000,Aragosta,全長調整式車高調,P,固定式ピロボール|固定式ピロボール,250/12|250/9,30|30,+40/-30|+40/-30,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,,360000,285000,受注生産　2～3週間程度
レクサス,GS450h,GWS191,2005/8～2011/12,,Fr：固定式強化ラバー<br>Rr：固定式強化ラバー,270220,,212446,3AAA-L1-B1-R00-qq-e-12,3AAA-L1-B1-R00-qq-e-d-12,3AAA.L1.B1.R00,Aragosta,全長調整式車高調,P,固定式強化ラバー|固定式強化ラバー,250/12|250/9,30|30,+40/-30|+40/-30,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,,345000,273800,受注生産　2～3週間程度
レクサス,LS460,USF40,2006.9～2012.10,,Fr：固定式ピロボール<br>Rr：固定式ピロボール,610050,,212104,3AAA-L2-A1-000-4CUP-qq-e-617,出さない,3AAA.L2.A1.000,Aragosta,全長調整式車高調 with アラゴスタカップ 4CUP,P,固定式ピロボール|固定式ピロボール,250/12|250/6,25|30,+40/-30|+20/-50,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,,750000,出さない,受注生産　1ヶ月程度
レクサス,LS460,USF40,2006.9～2012.10,,Fr：固定式ピロボール<br>Rr：固定式ピロボール,463638,,212770,3AAA-L2-A1-000-2CUP-qq-e-402,出さない,3AAA.L2.A1.000,Aragosta,全長調整式車高調 with アラゴスタカップ 2CUP,P,固定式ピロボール|固定式ピロボール,250/12|250/6,25|30,+40/-30|+20/-50,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,,570000,出さない,受注生産　1ヶ月程度
レクサス,LS460,USF40,2006/9～2012/10,,Fr：固定式ピロボール<br>Rr：固定式ピロボール,281853,,211772,3AAA-L2-A1-000-qq-e-96,3AAA-L2-A1-000-qq-e-d-96,3AAA.L2.A1.000,Aragosta,全長調整式車高調,P,固定式ピロボール|固定式ピロボール,250/12|250/6,25|30,+40/-30|+20/-50,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,,360000,310000,受注生産　2～3週間程度
レクサス,LS460,USF40,2006/9～2012/10,,Fr：固定式強化ラバー<br>Rr：固定式強化ラバー,270220,,212105,3AAA-L2-A1-R00-qq-e-95,3AAA-L2-A1-R00-qq-e-d-95,3AAA.L2.A1.R00,Aragosta,全長調整式車高調,P,固定式強化ラバー|固定式強化ラバー,250/12|250/6,25|30,+40/-30|+20/-40,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,,345000,298800,受注生産　2～3週間程度
レクサス,SC430,UZZ40,2005.8～2010.7,,Fr：固定式ピロボール<br>Rr：固定式ピロボール,463638,,211927,3AAA-TP22-000-2CUP-qq-e-401,出さない,3AAA.TP22.000,Aragosta,全長調整式車高調 with アラゴスタカップ 2CUP,P,固定式ピロボール|固定式ピロボール,200/16|250/12,30|30,+25/-30|+25/-35,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,,570000,出さない,受注生産　1ヶ月程度
レクサス,SC430,UZZ40,2005.8～2010.7,,Fr：固定式ピロボール<br>Rr：固定式ピロボール,610050,,212918,3AAA-TP22-000-4CUP-qq-e-572,出さない,3AAA.TP22.000,Aragosta,全長調整式車高調 with アラゴスタカップ 4CUP,P,固定式ピロボール|固定式ピロボール,200/16|250/12,30|30,+25/-30|+25/-35,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,,750000,出さない,受注生産　1ヶ月程度
レクサス,SC430,UZZ40,2005/8～2010/7,,Fr：固定式ピロボール<br>Rr：固定式ピロボール,281853,,211928,3AAA-TP22-000-qq-e-34,3AAA-TP22-000-qq-e-d-34,3AAA.TP22.000,Aragosta,全長調整式車高調,P,固定式ピロボール|固定式ピロボール,200/16|250/12,30|30,+25/-30|+25/-35,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,,360000,285000,受注生産　2～3週間程度
レクサス,SC430,UZZ40,2005/8～2010/7,,Fr：固定式強化ラバー<br>Rr：固定式強化ラバー,270220,,212585,3AAA-TP22-R00-qq-e-33,3AAA-TP22-R00-qq-e-d-33,3AAA.TP22.R00,Aragosta,全長調整式車高調,P,固定式強化ラバー|固定式強化ラバー,200/16|250/12,30|30,+25/-30|+25/-35,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,,345000,273800,受注生産　2～3週間程度
