自動車メーカー,車種,型式,グレード,年式,販売価格,Camp価格,商品ID,物販コード,取付コード,JANコード,メーカー品番,メーカー名,商品名,エンジン,駆動方式,適合詳細,スプリング付属,EDFC対応,減衰力調整(F/R),全長調整(F/R),マウント(F/R),基準車高純正比 mm(F/R),車高調整範囲純正比 mm(F/R)最大:下限～上限,車高調整範囲純正比 mm(F/R)推奨:下限～上限,スプリングレート Kgf/mm(F/R),自由長 mm(F/R),内径 mm(F/R),備考,注意事項,定価,SET価格,取付特記事項
スズキ,エブリイワゴン,DA17W,JPターボ/PZターボ/PZターボスペシャル,2015/02～,87027,,262684,VSUA6-G1BS2-qq-e-73k,VSUA6-G1BS2-qq-e-d-73k,4589533464948,VSUA6-G1BS2,TEIN,STREET ADVANCE Z4,660,FR,,有,不可,○/○,-/-,純正マウント/純正マウント,+25/+20,+0～+39/+1～+20,+15～+35/+1～+20,4/4,225/292,φ70/-,リアの車高調整はスペーサーによる2段階調整。<br>数値はノーマル車高比で算出しております。<br>推奨車高調整範囲:メーカーにて取付確認を行った値となります。,車高データは開発車両における参考測定値データのため、車両の個体差・組み付け条件により差が生じることがあります。(また左右で差が生じたり、なじみにより組み付け後、しばらくして車高が下がる場合があります。)<br>推奨車高調整範囲外で使用するとショックや車両に破損が生じる可能性があり、保安基準適合外となることがあります。その場合の破損につきましては、メーカーでは一切の責任を負いかねますのでご了承ください。<br>装着するホイールサイズやオフセット、タイヤ銘柄やサイズ等により、メーカー基準位置でも走行時に干渉等が発生する場合があります。,112000,102400,
スズキ,ジムニー,JB23W,XA/XL/XC,1998/10～2018/06,71960,,262685,VSUC0-G1BS2-qq-e-74k,VSUC0-G1BS2-qq-e-d-74k,4589533463750,VSUC0-G1BS2,TEIN,STREET ADVANCE Z4,660,4WD,,有,不可,○/○,-/-,純正マウント/純正マウント,+25/+20,+15～+25/+10～+20,+15～+25/+10～+20,1.9/2.4,341/305,,車高調整はスペーサーによる2段階調整。<br>数値はノーマル車高比で算出しております。<br>推奨車高調整範囲:メーカーにて取付確認を行った値となります。,車高データは開発車両における参考測定値データのため、車両の個体差・組み付け条件により差が生じることがあります。(また左右で差が生じたり、なじみにより組み付け後、しばらくして車高が下がる場合があります。)<br>推奨車高調整範囲外で使用するとショックや車両に破損が生じる可能性があり、保安基準適合外となることがあります。その場合の破損につきましては、メーカーでは一切の責任を負いかねますのでご了承ください。<br>装着するホイールサイズやオフセット、タイヤ銘柄やサイズ等により、メーカー基準位置でも走行時に干渉等が発生する場合があります。,92000,86800,
スズキ,ジムニー,JB64W,XC/XL/XG,2018/07～,71960,,262686,VSUC2-G1BS2-qq-e-75k,VSUC2-G1BS2-qq-e-d-75k,4589533460483,VSUC2-G1BS2,TEIN,STREET ADVANCE Z4,660,4WD,,有,不可,○/○,-/-,純正マウント/純正マウント,+25/+20,+5～+25/+5～+20,+5～+25/+5～+20,2.3/2.4,333/292,,車高調整はスペーサーによる2段階調整。<br>数値はノーマル車高比で算出しております。<br>推奨車高調整範囲:メーカーにて取付確認を行った値となります。,車高データは開発車両における参考測定値データのため、車両の個体差・組み付け条件により差が生じることがあります。(また左右で差が生じたり、なじみにより組み付け後、しばらくして車高が下がる場合があります。)<br>推奨車高調整範囲外で使用するとショックや車両に破損が生じる可能性があり、保安基準適合外となることがあります。その場合の破損につきましては、メーカーでは一切の責任を負いかねますのでご了承ください。<br>装着するホイールサイズやオフセット、タイヤ銘柄やサイズ等により、メーカー基準位置でも走行時に干渉等が発生する場合があります。,92000,86800,
スズキ,ハスラー,MR31S,A/G/Gターボ/X/Xターボ,2014/01～,87027,,262688,VSUA2-G1BS2-qq-e-77k,VSUA2-G1BS2-qq-e-d-77k,4589533462784,VSUA2-G1BS2,TEIN,STREET ADVANCE Z4,660,FF,,有,エクステンションキットで対応,○/○,-/-,純正マウント/純正マウント,+20/+25,-15～+34/+5～+25,+10～+30/+15～+25,4/2.2,225/225,φ70/-,付属のボルト、カラーを使用してECUを上方に移設してください。<br>リアの車高調整はスペーサーによる10mm間隔の3段階調整。<br>数値はノーマル車高比で算出しております。<br>推奨車高調整範囲:メーカーにて取付確認を行った値となります。,車高データは開発車両における参考測定値データのため、車両の個体差・組み付け条件により差が生じることがあります。(また左右で差が生じたり、なじみにより組み付け後、しばらくして車高が下がる場合があります。)<br>推奨車高調整範囲外で使用するとショックや車両に破損が生じる可能性があり、保安基準適合外となることがあります。その場合の破損につきましては、メーカーでは一切の責任を負いかねますのでご了承ください。<br>装着するホイールサイズやオフセット、タイヤ銘柄やサイズ等により、メーカー基準位置でも走行時に干渉等が発生する場合があります。,112000,102400,
スズキ,ハスラー,MR41S,G/X,2015/05～,87027,,262689,VSUA2-G1BS2-qq-e-78k,VSUA2-G1BS2-qq-e-d-78k,4589533462784,VSUA2-G1BS2,TEIN,STREET ADVANCE Z4,660,FF,,有,エクステンションキットで対応,○/○,-/-,純正マウント/純正マウント,+25/+25,-10～+40/+5～+25,+15～+35/+15～+25,4/2.2,225/225,φ70/-,付属のボルト、カラーを使用してECUを上方に移設してください。<br>リアの車高調整はスペーサーによる10mm間隔の3段階調整。<br>数値はノーマル車高比で算出しております。<br>推奨車高調整範囲:メーカーにて取付確認を行った値となります。,車高データは開発車両における参考測定値データのため、車両の個体差・組み付け条件により差が生じることがあります。(また左右で差が生じたり、なじみにより組み付け後、しばらくして車高が下がる場合があります。)<br>推奨車高調整範囲外で使用するとショックや車両に破損が生じる可能性があり、保安基準適合外となることがあります。その場合の破損につきましては、メーカーでは一切の責任を負いかねますのでご了承ください。<br>装着するホイールサイズやオフセット、タイヤ銘柄やサイズ等により、メーカー基準位置でも走行時に干渉等が発生する場合があります。,112000,102400,
スバル,フォレスター,SJG,2.0XT/2.0XTアイサイト,2012/11～2018/06,79494,,262682,VSSA2-G1SS2-qq-e-0604,VSSA2-G1SS2-qq-e-d-0604,4582202767609,VSSA2-G1SS2,TEIN,STREET ADVANCE Z4,2000,4WD,,有,可,○/○,-/-,純正マウント/純正マウント,+25/+25,-10～+44/-17～+44,+3～+25/-2～+25,5/5,300/335,,数値はノーマル車高比で算出しております。<br>推奨車高調整範囲:メーカーにて取付確認を行った値となります。,車高データは開発車両における参考測定値データのため、車両の個体差・組み付け条件により差が生じることがあります。(また左右で差が生じたり、なじみにより組み付け後、しばらくして車高が下がる場合があります。)<br>推奨車高調整範囲外で使用するとショックや車両に破損が生じる可能性があり、保安基準適合外となることがあります。その場合の破損につきましては、メーカーでは一切の責任を負いかねますのでご了承ください。<br>装着するホイールサイズやオフセット、タイヤ銘柄やサイズ等により、メーカー基準位置でも走行時に干渉等が発生する場合があります。,102000,97600,
日産,エクストレイル,NT32,20S/20X,2013/12～,87027,,262683,VSK66-G1AS2-qq-e-72k,VSK66-G1AS2-qq-e-d-72k,4589533461268,VSK66-G1AS2,TEIN,STREET ADVANCE Z4,2000,4WD,,有,可,○/○,-/-,純正マウント/純正マウント,+35/+35,+15～+60/-2～+50,+25～+45/+25～+45,4/7.5,335/265,,数値はノーマル車高比で算出しております。<br>推奨車高調整範囲:メーカーにて取付確認を行った値となります。,車高データは開発車両における参考測定値データのため、車両の個体差・組み付け条件により差が生じることがあります。(また左右で差が生じたり、なじみにより組み付け後、しばらくして車高が下がる場合があります。)<br>推奨車高調整範囲外で使用するとショックや車両に破損が生じる可能性があり、保安基準適合外となることがあります。その場合の破損につきましては、メーカーでは一切の責任を負いかねますのでご了承ください。<br>装着するホイールサイズやオフセット、タイヤ銘柄やサイズ等により、メーカー基準位置でも走行時に干渉等が発生する場合があります。,112000,102400,
三菱,デリカD：5,CV5W,ローデスト/G/C2/M/シャモニー,2007/05～,90795,,262687,VSE26-G1AS2-qq-e-76k,VSE26-G1AS2-qq-e-d-76k,4589533462043,VSE26-G1AS2,TEIN,STREET ADVANCE Z4,2400,4WD,,有,不可,○/○,-/-,純正マウント/純正マウント,+25/+25,+0～+42/-5～+55,+15～+35/+15～+35,5/7.2,300/303,,数値はノーマル車高比で算出しております。<br>推奨車高調整範囲:メーカーにて取付確認を行った値となります。,車高データは開発車両における参考測定値データのため、車両の個体差・組み付け条件により差が生じることがあります。(また左右で差が生じたり、なじみにより組み付け後、しばらくして車高が下がる場合があります。)<br>推奨車高調整範囲外で使用するとショックや車両に破損が生じる可能性があり、保安基準適合外となることがあります。その場合の破損につきましては、メーカーでは一切の責任を負いかねますのでご了承ください。<br>装着するホイールサイズやオフセット、タイヤ銘柄やサイズ等により、メーカー基準位置でも走行時に干渉等が発生する場合があります。,117000,106300,
三菱,デリカD：5,CV5W,ローデスト/G/C2/M/シャモニー,2007/05～2009/12,90795,,262681,VSE26-G1AS2-qq-e-229k,VSE26-G1AS2-qq-e-d-229k,4589533462043,VSE26-G1AS2,TEIN,STREET ADVANCE Z4,2400,FF,,有,不可,○/○,-/-,純正マウント/純正マウント,+40/+35,+15～+57/+5～+65,+30～+50/+25～+45,5/7.2,300/303,,数値はノーマル車高比で算出しております。<br>推奨車高調整範囲:メーカーにて取付確認を行った値となります。,車高データは開発車両における参考測定値データのため、車両の個体差・組み付け条件により差が生じることがあります。(また左右で差が生じたり、なじみにより組み付け後、しばらくして車高が下がる場合があります。)<br>推奨車高調整範囲外で使用するとショックや車両に破損が生じる可能性があり、保安基準適合外となることがあります。その場合の破損につきましては、メーカーでは一切の責任を負いかねますのでご了承ください。<br>装着するホイールサイズやオフセット、タイヤ銘柄やサイズ等により、メーカー基準位置でも走行時に干渉等が発生する場合があります。,117000,106300,
