自動車メーカー,車種,型式/通称型式,年式,駆動方式,適合詳細,車高設定範囲<br>(参考値),販売価格,Camp価格,商品ID,物販コード,取付コード,メーカー名,商品名,アッパーマウント(F|R),バネレート(F|R),車高設定範囲(参考値)F|R,ダウン量(参考値)F|R,減衰力調整,備考,注意事項,定価,SET価格,,取付特記事項,データ追加日
ホンダ,シビック,FC1/FK7,,2WD,,Fr：610mm～685mm<br>Rr：636mm～691mm,77000,,248586,01011203064-qq-8,01011203064-qq-d-8,Largus,Spec S,マウントレス|マウントレス,6k|5k,610mm～685mm|636mm～691mm,-67mm～8mm|-58mm～-3mm,32段階調整,車高画像、車高調整範囲とダウン量はシビック(FK7)ハッチバックのデータ,,77000,92000,,,20191023初期
ホンダ,シビックタイプR,EP3,,2WD,,Fr：603mm～679mm<br>Rr：603mm～666mm,80000,,248342,01011203020-qq-379,01011203020-qq-d-494,Largus,Spec S,調整式ピロ|固定式強化ゴム,8k|10k,603mm～679mm|603mm～666mm,,32段階調整,,,80000,95000,,,20191023初期
ホンダ,シビックタイプR,FD2,,2WD,,Fr：590mm～704mm<br>Rr：625mm～673mm,83000,,248558,01011203008-qq-380,01011203008-qq-d-495,Largus,Spec S,調整式ピロ|マウントレス,7k|7k,590mm～704mm|625mm～673mm,,32段階調整,,,83000,98000,,,20191023初期
ホンダ,シビックタイプR,FK8,2017/09～,2WD,,Fr：613mm～671mm<br>Rr：631mm～673mm,75000,,296094,01011203067-qq-1k,01011203067-qq-d-1k,Largus,Spec S,マウントレス|マウントレス,6k|6k,613mm～671mm|631mm～673mm,-60mm～-1mm|-41mm～+1mm,32段階調整,電子制御ダンパー装着車への取り付けは可能(サスペンションエラーの警告灯が点灯して電子制御ダンパー機能が使用不可となるため、別途キャンセラーが必要),,75000,100000,,,20200701追加
ホンダ,シビックタイプRユーロ,FN2,,2WD,,Fr：610mm～662mm<br>Rr：630mm～660mm,83000,,248567,01011203021-qq-381,01011203021-qq-d-496,Largus,Spec S,調整式ピロ|マウントレス,7k|6k,610mm～662mm|630mm～660mm,,32段階調整,,,83000,98000,,,20191023初期
ホンダ,シビックフェリオ,EG7/EG8/EG9,,2WD,,,79000,,248341,01011203017-qq-382,01011203017-qq-d-497,Largus,Spec S,固定式ピロ|固定式ピロ,10k|5k,,,32段階調整,,,79000,94000,,,20191023初期
ホンダ,シビックフェリオ,EK2/EK3/EK4,,2WD,,,79000,,248327,01011203005-qq-383,01011203005-qq-d-498,Largus,Spec S,固定式ピロ|固定式ピロ,12k|6k,,,32段階調整,,,79000,94000,,,20191023初期
ホンダ,シビックフェリオ,ES1/ES3,,2WD,,Fr：595mm～597mm<br>Rr：612mm～686mm,80000,,248580,01011203049-qq-384,01011203049-qq-d-499,Largus,Spec S,調整式ピロ|固定式強化ゴム,8k|12k,595mm～597mm|612mm～686mm,-70mm～+32mm|-73mm～+1mm,32段階調整,,,80000,95000,,,20191023初期
ホンダ,シャトル,GK8,,2WD,,Fr：754mm～660mm<br>Rr：591mm～656mm,74000,,248583,01011203057-qq-385,01011203057-qq-d-500,Largus,Spec S,マウントレス|マウントレス,8k|3K,754mm～660mm|591mm～656mm,-69mm～+17mm|-68mm～-3mm,32段階調整,,,74000,89000,,,20191023初期
ホンダ,シャトルハイブリッド,GP7,,2WD,,Fr：580mm～646mm<br>Rr：596mm～657mm,74000,,248584,01011203057-qq-386,01011203057-qq-d-501,Largus,Spec S,マウントレス|マウントレス,8k|3k,580mm～646mm|596mm～657mm,-50mm～+1mm|-81mm～-20mm,32段階調整,,,74000,89000,,,20191023初期
ホンダ,シャトルハイブリッド,GP8,,4WD,,Fr：604mm～688mm<br>Rr：638mm～686mm,73000,,248585,01011203061-qq-1,01011203061-qq-d-1,Largus,Spec S,マウントレス|マウントレス,7k|4.5k,604mm～688mm|638mm～686mm,-72mm～+12mm|-75mm～-9ｍｍ,32段階調整,,,73000,88000,,,20191023初期
ホンダ,ステップワゴン,RF1/RF2,,RF1:2WD/RF2:4WD,,Fr：630mm～703mm<br>Rr：572mm～643mm(RF1),74000,,248345,01011203028-qq-428,01011203028-qq-d-542,Largus,Spec S,固定式強化ゴム|固定式強化ゴム,6k|8k,630mm～703mm|572mm～643mm(RF1),-50mm～+20mm|-108mm～-37mm(RF1),32段階調整,計測車種:RF1,,74000,89000,,,20191023初期
ホンダ,ステップワゴン,RF3/RF5/RF7,,2WD,,Fr：600mm～690mm<br>Rr：620mm～690mm,74000,,248107,01011203027-qq-429,01011203027-qq-d-543,Largus,Spec S,固定式強化ゴム|固定式強化ゴム,6k|8k,600mm～690mm|620mm～690mm,-100mm～-10mm|-85mm～-15mm,32段階調整,,,74000,89000,,,20191023初期
ホンダ,ステップワゴン,RF4/RF6/RF8,,4WD,,Fr：594mm～692mm<br>Rr：606mm～678mm,74000,,248108,01011203027-qq-430,01011203027-qq-d-544,Largus,Spec S,固定式強化ゴム|固定式強化ゴム,6k|8k,594mm～692mm|606mm～678mm,-82mm～+16mm|-65mm～+7mm,32段階調整,,,74000,89000,,,20191023初期
ホンダ,ステップワゴン,RG1/RG3,,2WD,,Fr：605mm～700mm<br>Rr：645mm～685mm,75000,,248331,01011203011-qq-431,01011203011-qq-d-545,Largus,Spec S,固定式強化ゴム|マウントレス,6k|5k,605mm～700mm|645mm～685mm,-95mm～+35mm|-65mm～-25mm,32段階調整,,,75000,90000,,,20191023初期
ホンダ,ステップワゴン,RG2/RG4,,4WD,,Fr：608mm～713mm<br>Rr：646mm～715mm,75000,,248573,01011203042-qq-432,01011203042-qq-d-546,Largus,Spec S,固定式強化ゴム|マウントレス,6k|5.3k,608mm～713mm|646mm～715mm,-99mm～+6mm|-64mm～+5mm,32段階調整,,,75000,90000,,,20191023初期
ホンダ,ステップワゴン,RK1/RK5,,2WD,,Fr：602mm～650mm<br>Rr：630mm～662mm,75000,,248098,01011203011-qq-433,01011203011-qq-d-547,Largus,Spec S,固定式強化ゴム|マウントレス,6k|5k,602mm～650mm|630mm～662mm,-93mm～-45mm|-68mm～-36mm,32段階調整,,,75000,90000,,,20191023初期
ホンダ,ステップワゴン,RK2/RK6,,4WD,,Fr：605mm～708mm<br>Rr：641mm～708mm,75000,,248574,01011203042-qq-434,01011203042-qq-d-548,Largus,Spec S,固定式強化ゴム|マウントレス,6k|5.3k,605mm～708mm|641mm～708mm,-104mm～-1mm|-67mm～-10mm,32段階調整,,,75000,90000,,,20191023初期
ホンダ,ステップワゴン,RP1/RP3,,2WD,,Fr：612mm～708mm<br>Rr：627mm～700mm,75000,,248358,01011203058-qq-435,01011203058-qq-d-549,Largus,Spec S,固定式強化ゴム|マウントレス,8k|8k,612mm～708mm|627mm～700mm,-85mm～+11mm|-80mm～-7mm,32段階調整,,,75000,90000,,,20191023初期
ホンダ,ステップワゴン,RP2/RP4,,4WD,,Fr：622mm～712mm<br>Rr：650mm～696mm,75000,,248359,01011203059-qq-436,01011203059-qq-d-550,Largus,Spec S,固定式強化ゴム|マウントレス,8k|8K,622mm～712mm|650mm～696mm,-86mm～+4mm|-73mm～-27mm,32段階調整,,,75000,90000,,,20191023初期
ホンダ,ステップワゴンスパーダ,RP5,2017/09～,2WD,,Fr：610mm～694mm<br>Rr：633mm～703mm,76000,,248362,01011203066-qq-1k,01011203066-qq-d-1k,Largus,Spec S,固定式強化ゴム|マウントレス,6k|9.5k,610mm～694mm|633mm～703mm,-87mm～-3mm|-78mm～-8mm,32段階調整,,,76000,91000,,,20191023初期
ホンダ,ストリーム,RN1/RN3,,2WD,,Fr：600mm～730mm<br>Rr：630mm～680mm,79000,,248564,01011203018-qq-438,01011203018-qq-d-552,Largus,Spec S,固定式強化ゴム|固定式強化ゴム,9k|10k,600mm～730mm|630mm～680mm,-63mm～+67mm|-40mm～+10mm,32段階調整,,,79000,94000,,,20191023初期
ホンダ,ストリーム,RN2/RN4,,4WD,,Fr：623mm～705mm<br>Rr：623mm～675mm,79000,,248565,01011203018-qq-439,01011203018-qq-d-553,Largus,Spec S,固定式強化ゴム|固定式強化ゴム,9k|10k,623mm～705mm|623mm～675mm,-63mm～+67mm|-40mm～+10mm,32段階調整,,,79000,94000,,,20191023初期
ホンダ,ストリーム,RN6/RN8,,2WD,,Fr：620mm～720mm<br>Rr：670mm～710mm,73000,,248329,01011203009-qq-440,01011203009-qq-d-554,Largus,Spec S,マウントレス|固定式強化ゴム,10k|10k,620mm～720mm|670mm～710mm,-65mm～+35mm|-25mm～+15mm,32段階調整,,,73000,88000,,,20191023初期
ホンダ,ストリーム,RN7/RN9,,4WD,,Fr：605mm～774mm<br>Rr：630mm～670mm,73000,,248096,01011203009-qq-441,01011203009-qq-d-555,Largus,Spec S,マウントレス|固定式強化ゴム,10k|10k,605mm～774mm|630mm～670mm,-103mm～+66mm|-85mm～-45mm,32段階調整,,,73000,88000,,,20191023初期
ホンダ,フィット,GD1,,2WD,,Fr：540mm～620mm<br>Rr：578mm～630mm,73000,,248093,01011203001-qq-540,01011203001-qq-d-652,Largus,Spec S,マウントレス|マウントレス,6k|6k,540mm～620mm|578mm～630mm,,32段階調整,,,73000,88000,,,20191023初期
ホンダ,フィット,GD2/GD4,,4WD,,Fr：570mm～645mm<br>Rr：540mm～595mm,73000,,248568,01011203024-qq-541,01011203024-qq-d-653,Largus,Spec S,マウントレス|マウントレス,6k|6k,570mm～645mm|540mm～595mm,,32段階調整,,,73000,88000,,,20191023初期
ホンダ,フィット,GD3,,2WD,,Fr：562mm～648mm<br>Rr：567mm～609mm,73000,,248324,01011203001-qq-542,01011203001-qq-d-654,Largus,Spec S,マウントレス|マウントレス,6k|6k,562mm～648mm|567mm～609mm,,32段階調整,,,73000,88000,,,20191023初期
ホンダ,フィット,GE6,,2WD,,Fr：592mm～685mm<br>Rr：601mm～655mm,73000,,248556,01011203007-qq-543,01011203007-qq-d-655,Largus,Spec S,マウントレス|マウントレス,5k|6k,592mm～685mm|601mm～655mm,,32段階調整,,,73000,88000,,,20191023初期
ホンダ,フィット,GE7/GE9,,4WD,,Fr：570mm～670mm<br>Rr：585mm～645mm,73000,,248106,01011203025-qq-544,01011203025-qq-d-656,Largus,Spec S,マウントレス|マウントレス,5k|6k,570mm～670mm|585mm～645mm,,32段階調整,,,73000,88000,,,20191023初期
ホンダ,フィット,GE8,,2WD,,Fr：585mm～715mm<br>Rr：638mm～650mm,73000,,248557,01011203007-qq-545,01011203007-qq-d-657,Largus,Spec S,マウントレス|マウントレス,5k|6k,585mm～715mm|638mm～650mm,,32段階調整,,,73000,88000,,,20191023初期
ホンダ,フィット,GK3/GK5,,2WD,,Fr：582mm～655mm<br>Rr：604mm～647mm,73000,,248352,01011203046-qq-546,01011203046-qq-d-658,Largus,Spec S,マウントレス|マウントレス,5k|3k,582mm～655mm|604mm～647mm,-68mm～+5mm|-61mm～-18mm,32段階調整,,,73000,88000,,,20191023初期
ホンダ,フィット,GK4/GK6,,4WD,,Fr：585mm～680mm<br>Rr：620mm～675mm,73000,,248355,01011203052-qq-547,01011203052-qq-d-659,Largus,Spec S,マウントレス|マウントレス,5k|3k,585mm～680mm|620mm～675mm,-87mm～+8mm|-70mm～-15mm,32段階調整,,,73000,88000,,,20191023初期
ホンダ,フィットシャトルハイブリッド,GP2,,2WD,,Fr：580mm～653mm<br>Rr：597mm～636mm,73000,,248113,01011203037-qq-548,01011203037-qq-d-660,Largus,Spec S,マウントレス|マウントレス,5k|3k,580mm～653mm|597mm～636mm,,32段階調整,,,73000,88000,,,20191023初期
ホンダ,フィットハイブリッド,GP1/GP4,,2WD,,Fr：583mm～672mm<br>Rr：606mm～650mm,73000,,248114,01011203037-qq-549,01011203037-qq-d-661,Largus,Spec S,マウントレス|マウントレス,5k|3k,583mm～672mm|606mm～650mm,-63mm～+26mm|-61mm～-17mm,32段階調整,,,73000,88000,,,20191023初期
ホンダ,フィットハイブリッド,GP5,,2WD,,Fr：577mm～693mm<br>Rr：597mm～637mm,73000,,248577,01011203046-qq-550,01011203046-qq-d-662,Largus,Spec S,マウントレス|マウントレス,5k|3k,577mm～693mm|597mm～637mm,-73mm～+43mm|-70mm～-30mm,32段階調整,,,73000,88000,,,20191023初期
ホンダ,フリード,GB5,,2WD,,Fr：569mm～661mm<br>Rr：599mm～650mm,73000,,248360,01011203060-qq-1,01011203060-qq-d-1,Largus,Spec S,マウントレス|マウントレス,6k|5k,569mm～661mm|599mm～650mm,-89mm～+3mm|-67mm～-16mm,32段階調整,,,73000,88000,,,20191023初期
ホンダ,フリード/フリード+/フリードハイブリッド/フリード+ハイブリッド,GB6/GB8,2016/09～,4WD,,Fr：611mm～681mm<br>Rr：644mm～706mm,74000,,248120,01011203062-qq-1,01011203062-qq-d-1,Largus,Spec S,マウントレス|マウントレス,7k|6k,611mm～681mm|644mm～706mm,-68mm～+2mm|-52mm～+10mm,32段階調整,車高画像、車高調整範囲とダウン量はフリード(GB6)4WDのデータ,,74000,89000,,,20191023初期
ホンダ,フリード/フリードスパイク,GB3,,2WD,,Fr：605mm～675mm<br>Rr：620mm～660mm,77000,,248105,01011203023-qq-565,01011203023-qq-d-677,Largus,Spec S,マウントレス|マウントレス,5k|6k,605mm～675mm|620mm～660mm,-60mm～+10mm|-45mm～-15mm,32段階調整,,,77000,92000,,,20191023初期
ホンダ,フリード/フリードスパイク,GB4,,4WD,,Fr：623mm～696mm<br>Rr：624mm～660mm,77000,,248572,01011203041-qq-566,01011203041-qq-d-678,Largus,Spec S,マウントレス|マウントレス,6k|5k,623mm～696mm|624mm～660mm,-70mm～+3mm|-77mm～-41mm,32段階調整,,,77000,92000,,,20191023初期
ホンダ,フリードハイブリッド/フリード+ハイブリッド,GB7,,2WD,,Fr：563mm～655mm<br>Rr：598mm～649mm,73000,,248361,01011203060-qq-6,01011203060-qq-d-6,Largus,Spec S,マウントレス|マウントレス,6k|5k,563mm～655mm|598mm～649mm,-92mm～±0mm|-72mm～-21mm,32段階調整,,,73000,88000,,,20191023初期
ホンダ,フリードハイブリッド/フリードスパイクハイブリッド,GP3,,2WD,,Fr：597mm～684mm<br>Rr：615mm～657mm,77000,,248351,01011203038-qq-567,01011203038-qq-d-679,Largus,Spec S,マウントレス|マウントレス,4k|6k,597mm～684mm|615mm～657mm,-67mm～+20mm|-55mm～-13mm,32段階調整,,,77000,92000,,,20191023初期
ホンダ,プレリュード,BB1/BB4/BB8,,2WD,,Fr：580mm～680mm<br>Rr：590mm～660mm,71000,,248765,01011203002-qq-596,01011203002-qq-d-708,Largus,Spec S,固定式強化ゴム|固定式強化ゴム,12k|6k,580mm～680mm|590mm～660mm,,32段階調整,純正タワーバー非装着車はアッパーマウントのボルトを取り外して装着,,71000,86000,,,20191023初期
ホンダ,プレリュード,BB6,,2WD,,Fr：580mm～652mm<br>Rr：593mm～673mm,71000,,248325,01011203002-qq-597,01011203002-qq-d-709,Largus,Spec S,固定式強化ゴム|固定式強化ゴム,12k|6k,580mm～652mm|593mm～673mm,,32段階調整,純正タワーバー非装着車はアッパーマウントのボルトを取り外して装着,,71000,86000,,,20191023初期
ホンダ,モビリオ/モビリオスパイク,GB1/GK1,,2WD,,Fr：550mm～619mm<br>Rr：575mm～636mm,73000,,248343,01011203026-qq-688,01011203026-qq-d-797,Largus,Spec S,マウントレス|マウントレス,6k|6k,550mm～619mm|575mm～636mm,-82mm～-13mm|-65mm～-4mm,32段階調整,,,73000,88000,,,20191023初期
ホンダ,モビリオ/モビリオスパイク,GB2/GK2,,4WD,,Fr：572mm～620mm<br>Rr：587mm～620mm,77000,,248109,01011203029-qq-689,01011203029-qq-d-798,Largus,Spec S,マウントレス|マウントレス,6k|6k,572mm～620mm|587mm～620mm,-78mm～-30mm|-58mm～25mm,32段階調整,,,77000,92000,,,20191023初期
ホンダ,ラグレイト,RL1,,2WD,,Fr：644mm～740mm<br>Rr：679mm～765mm,80000,,248112,01011203036-qq-699,01011203036-qq-d-808,Largus,Spec S,固定式強化ゴム|マウントレス,6k|8k,644mm～740mm|679mm～765mm,-96mm～±0mm|-64mm～+22mm,32段階調整,,,80000,95000,,,20191023初期
ホンダ,レジェンド,KA9,,2WD,,Fr：600mm～710mm<br>Rr：613mm～658mm,83000,,248350,01011203035-qq-729,01011203035-qq-d-838,Largus,Spec S,固定式ピロ|固定式ピロ,10k|5k,600mm～710mm|613mm～658mm,,32段階調整,,,83000,98000,,,20191023初期
ホンダ,レジェンド,KB1/KB2,,4WD,,Fr：620mm～703mm<br>Rr：663mm～700mm,74000,,248571,01011203040-qq-730,01011203040-qq-d-839,Largus,Spec S,固定式強化ゴム|固定式強化ゴム,10k|8k,620mm～703mm|663mm～700mm,,32段階調整,,,74000,89000,,,20191023初期
ホンダ,レジェンド,KC2,,4WD,,Fr：614mm～704mm<br>Rr：622mm～710mm,72000,,248121,01011203063-qq-8,01011203063-qq-d-8,Largus,Spec S,固定式強化ゴム|固定式強化ゴム,12k|10k,614mm～704mm|622mm～710mm,-97mm～-7mm|-91mm～-3mm,32段階調整,減衰調整ダイヤル延長ケーブル 250mm付属,,72000,87000,,,20191023初期
マツダ,CX-3,DK5AW,,4WD,,Fr：669mm～739mm<br>Rr：692mm～734mm,74000,,248520,01011210023-qq-988,01011210023-qq-d-147,Largus,Spec S,固定式強化ゴム|固定式強化ゴム,7k|4k,669mm～739mm|692mm～734mm,-64mm～+6mm|-51mm～-9mm,32段階調整,,,74000,89000,,,20191023初期
マツダ,CX-3,DK5FW,,2WD,,Fr：661mm～738mm<br>Rr：692mm～728mm,74000,,248270,01011210023-qq-989,01011210023-qq-d-148,Largus,Spec S,固定式強化ゴム|固定式強化ゴム,7k|4k,661mm～738mm|692mm～728mm,-65mm～+12mm|-48mm～-12mm,32段階調整,,,74000,89000,,,20191023初期
マツダ,CX-5,KE2AW/KEEAW,,4WD,リアショックブラケット形状要確認:丸目型のみ装着可,Fr：700mm～805mm<br>Rr：750mm～787mm,74000,,248268,01011210018-qq-990,01011210018-qq-d-149,Largus,Spec S,固定式強化ゴム|固定式強化ゴム,6k|4k,700mm～805mm|750mm～787mm,-95mm～+10mm|-72mm～-35mm,32段階調整,,,74000,89000,,,20191023初期
マツダ,CX-5,KE2FW,,2WD,リアショックブラケット形状要確認:丸目型のみ装着可<br>北米仕様車はリアブラケット形状が異なるため装着不可,,74000,,248518,01011210018-qq-991,01011210018-qq-d-150,Largus,Spec S,固定式強化ゴム|固定式強化ゴム,6k|4k,,-95mm～+10mm|-62mm～-25mm,32段階調整,,,74000,89000,,,20191023初期
マツダ,CX-5,KF2P,,2WD/4WD,,Fr：722mm～799mm<br>Rr：778mm～830mm,75000,,248722,01011210026-qq-1,01011210026-qq-d-1,Largus,Spec S,固定式強化ゴム|固定式強化ゴム,6k|4.3k,722mm～799mm|778mm～830mm,-89mm～-12mm|-61mm～-9mm,32段階調整,,,75000,90000,,,20191023初期
マツダ,CX-8,KG2P,,2WD,,Fr：696mm～798mm<br>Rr：752mm～806mm,75000,,248272,01011210027-qq-8,01011210027-qq-d-8,Largus,Spec S,固定式強化ゴム|固定式強化ゴム,7k|6k,696mm～798mm|752mm～806mm,-89mm～-9mm|-70mm～-16mm,32段階調整,,,75000,90000,,,20191023初期
マツダ,MAZDA3 ファストバック,BP5P/BP8P/BPFP,2019/05～,2WD,,Fr：627mm～690mm<br>Rr：650mm～705mm,74000,,296104,01011210029-qq-20k,01011210029-qq-d-20k,Largus,Spec S,固定式強化ゴム|固定式強化ゴム,6k|5k,627mm～690mm|650mm～705mm,-58mm～+5mm|-57mm～-2mm,32段階調整,車高調整範囲とダウン量はBP5P(MAZDA3ファストバック)のデータ,,74000,89000,,,20200701追加
マツダ,MAZDA3セダン,BP8P/BPFP,2019/05～,2WD,,Fr：627mm～690mm<br>Rr：650mm～705mm,74000,,296105,01011210029-qq-23k,01011210029-qq-d-23k,Largus,Spec S,固定式強化ゴム|固定式強化ゴム,6k|5k,627mm～690mm|650mm～705mm,-58mm～+5mm|-57mm～-2mm,32段階調整,車高調整範囲とダウン量はBP5P(MAZDA3ファストバック)のデータ,,74000,89000,,,20200701追加
マツダ,MPV,LW5W/LW3W,,4WD,,Fr：605mm～740mm<br>Rr：675mm～710mm,74000,,248714,01011210009-qq-34,01011210009-qq-d-178,Largus,Spec S,固定式強化ゴム|マウントレス,6k|9k,605mm～740mm|675mm～710mm,-115mm～+20mm|-45mm～-10mm,32段階調整,,,74000,89000,,,20191023初期
マツダ,MPV,LWEW/LW5W/LWFW/LW3W,,2WD,,,74000,,248713,01011210009-qq-35,01011210009-qq-d-179,Largus,Spec S,固定式強化ゴム|マウントレス,6k|9k,,,32段階調整,,,74000,89000,,,20191023初期
マツダ,MPV,LY3P,,2WD,,Fr：625mm～700mm<br>Rr：670mm～700mm,74000,,248710,01011210007-qq-36,01011210007-qq-d-180,Largus,Spec S,固定式強化ゴム|マウントレス,4.5k|5.5k,625mm～700mm|670mm～700mm,-103mm～-28mm|-60mm～-30mm,32段階調整,,,74000,89000,,,20191023初期
マツダ,MPV,LY3P,,4WD,,Fr：625mm～700mm<br>Rr：650mm～690mm,74000,,248711,01011210007-qq-37,01011210007-qq-d-181,Largus,Spec S,固定式強化ゴム|マウントレス,4.5k|5.5k,625mm～700mm|650mm～690mm,-100mm～-25mm|-75mm～-35mm,32段階調整,,,74000,89000,,,20191023初期
マツダ,RX-7,FD3S,,2WD,,Fr：625mm～705mm<br>Rr：622mm～736mm,80000,,248712,01011210008-qq-63,01011210008-qq-d-205,Largus,Spec S,固定式ピロ|固定式ピロ,10k|8k,625mm～705mm|622mm～736mm,,32段階調整,,,80000,95000,,,20191023初期
マツダ,RX-8,SE3P,,2WD,,Fr：613mm～715mm<br>Rr：645mm～688mm,80000,,248709,01011210004-qq-64,01011210004-qq-d-206,Largus,Spec S,固定式ピロ|固定式ピロ,8k|6k,613mm～715mm|645mm～688mm,,32段階調整,,,80000,95000,,,20191023初期
マツダ,アクセラ,BL5FP/BLEFP,,2WD,,Fr：620mm～677mm<br>Rr：623mm～667mm,73000,,248263,01011210010-qq-125,01011210010-qq-d-245,Largus,Spec S,固定式強化ゴム|固定式強化ゴム,7k|4k,620mm～677mm|623mm～667mm,,32段階調整,,,73000,88000,,,20191023初期
マツダ,アクセラ/アクセラスポーツ,BK5P/BKEP,,2WD,,Fr：631mm～676mm<br>Rr：655mm～690mm,73000,,248716,01011210015-qq-123,01011210015-qq-d-243,Largus,Spec S,固定式強化ゴム|固定式強化ゴム,7k|4k,631mm～676mm|655mm～690mm,,32段階調整,,,73000,88000,,,20191023初期
マツダ,アクセラ/アクセラスポーツ/マツダスピードアクセラ,BK3P,,2WD,,Fr：631mm～676mm<br>Rr：655mm～690mm,73000,,248267,01011210015-qq-122,01011210015-qq-d-242,Largus,Spec S,固定式強化ゴム|固定式強化ゴム,7k|4k,631mm～676mm|655mm～690mm,,32段階調整,,,73000,88000,,,20191023初期
マツダ,アクセラスポーツ,BLFFW,,2WD,,Fr：622mm～675mm<br>Rr：643mm～686mm,77000,,248723,01011210028-qq-11k,01011210028-qq-d-11k,Largus,Spec S,固定式強化ゴム|固定式強化ゴム,9k|4k,622mm～675mm|643mm～686mm,-50mm～+2mm|-44mm～+1mm,32段階調整,,,77000,92000,,,20191023初期
マツダ,アクセラスポーツ,BMEFS/BM5FS/BM2FS,,2WD,,Fr：632mm～713mm<br>Rr：671mm～710mm,74000,,248519,01011210021-qq-127,01011210021-qq-d-247,Largus,Spec S,固定式強化ゴム|固定式強化ゴム,8k|5k,632mm～713mm|671mm～710mm,-69mm～+12mm|-71mm～-32mm,32段階調整,,,74000,89000,,,20191023初期
マツダ,アクセラハイブリッド,BYEFP,,2WD,,Fr：630mm～707mm<br>Rr：660mm～695mm,78000,,248720,01011210020-qq-128,01011210020-qq-d-248,Largus,Spec S,固定式強化ゴム|固定式強化ゴム,7k|4.3k,630mm～707mm|660mm～695mm,-64mm～+13mm|-50mm～-15mm,32段階調整,,,78000,93000,,,20191023初期
マツダ,アテンザスポーツ,GG3S/GGES,,2WD,,Fr：610mm～690mm<br>Rr：610mm～670mm,73000,,248708,01011210002-qq-141,01011210002-qq-d-261,Largus,Spec S,固定式強化ゴム|マウントレス,12k|8k,610mm～690mm|610mm～670mm,,32段階調整,,,73000,88000,,,20191023初期
マツダ,アテンザスポーツ,GH5AS/GH5FS/GHEFS,,GH5AS:4WD<br>GH5FS/GHEFS:2WD,,,73000,,248715,01011210012-qq-143,01011210012-qq-d-263,Largus,Spec S,固定式強化ゴム|マウントレス,8k|6k,,,32段階調整,,,73000,88000,,,20191023初期
マツダ,アテンザスポーツワゴン,GH5AW,,4WD,,Fr：615mm～696mm<br>Rr：650mm～690mm,73000,,248265,01011210012-qq-146,01011210012-qq-d-266,Largus,Spec S,固定式強化ゴム|マウントレス,8k|6k,615mm～696mm|650mm～690mm,,32段階調整,,,73000,88000,,,20191023初期
マツダ,アテンザスポーツワゴン,GH5FW/GHEFW,,2WD,,Fr：590mm～690mm<br>Rr：610mm～685mm,73000,,248513,01011210012-qq-148,01011210012-qq-d-268,Largus,Spec S,固定式強化ゴム|マウントレス,8k|6k,590mm～690mm|610mm～685mm,,32段階調整,,,73000,88000,,,20191023初期
マツダ,アテンザスポーツワゴン,GY3W/GYEW,,GY3W:2WD/4WD<br>GYEW:2WD,,,73000,,248261,01011210002-qq-149,01011210002-qq-d-269,Largus,Spec S,固定式強化ゴム|マウントレス,12k|8k,,,32段階調整,,,73000,88000,,,20191023初期
マツダ,アテンザセダン,GH5AP/GH5FP/GHEFP,,GH5AP:4WD<br>GH5FP/GHEFP:2WD,,,73000,,248514,01011210012-qq-151,01011210012-qq-d-271,Largus,Spec S,固定式強化ゴム|マウントレス,8k|6k,,,32段階調整,,,73000,88000,,,20191023初期
マツダ,アテンザセダン/MAZDA6セダン,GJ5FP/GJEFP/GJ2FP/GJ2AP,アテンザセダン:～2019/07<br>MAZDA6セダン:2019/08～,GJ5FP/GJEFP/GJ2FP:2WD<br>GJ2AP:4WD,,Fr：642mm～712mm<br>Rr：664mm～715mm,75000,,248721,01011210025-qq-4,01011210025-qq-d-4,Largus,Spec S,固定式強化ゴム|固定式強化ゴム,7k|4.3k,642mm～712mm|664mm～715mm,-68mm～+2mm|-67mm～-16mm,32段階調整,車高調整範囲とダウン量はアテンザセダン(GJEFP)のデータ,,75000,90000,,,20191023初期
マツダ,アテンザワゴン/MAZDA6ワゴン,GJ2FW/GJEFW/GJ5FW/GJ2AW,アテンザワゴン:～2019/07<br>MAZDA6ワゴン:2019/08～,GJ2FW/GJEFW/GJ5FW:2WD<br>GJ2AW:4WD,,Fr：646mm～718mm<br>Rr：654mm～699mm,74000,,248719,01011210019-qq-154,01011210019-qq-d-274,Largus,Spec S,固定式強化ゴム|固定式強化ゴム,7k|4.3k,646mm～718mm|654mm～699mm,-70mm～+2mm|-67mm～-22mm,32段階調整,車高調整範囲とダウン量はアテンザワゴン(GJ2FW)のデータ,,74000,89000,,,20191023初期
マツダ,デミオ,DE3AS,,4WD,,Fr：577mm～638mm<br>Rr：580mm～620mm,73000,,248509,01011210005-qq-496,01011210005-qq-d-610,Largus,Spec S,固定式強化ゴム|固定式強化ゴム,5k|2.5k,577mm～638mm|580mm～620mm,-55mm～+6mm|-68mm～-28mm,32段階調整,,,73000,88000,,,20191023初期
マツダ,デミオ,DE5FS/DE3FS/DEJFS,,2WD,,Fr：589mm～648mm<br>Rr：592mm～631mm,73000,,248510,01011210005-qq-497,01011210005-qq-d-611,Largus,Spec S,固定式強化ゴム|固定式強化ゴム,5k|2.5k,589mm～648mm|592mm～631mm,,32段階調整,,,73000,88000,,,20191023初期
