自動車メーカー,車種,型式,年式,エンジン型式,適合詳細,ダウン量,販売価格,Camp価格,商品ID,物販コード,取付コード,メーカー品番,メーカー名,商品名,セット内容,ダウン量 mm(F/R),バネレート(F/R),備考,注意事項,定価,SET価格
日産,スカイライン,CPV35,03/02～07/09,VQ35DE,2WD,<div>Fr：15～20mm</div><div>Rr：15～20mm</div>,4500,,305925,SN129A-qq-e-212,出さない,SN129A,RACING GEAR,LOWFORM REVOLUTION,1台分,15～20/15～20,7.3/8.2,,大特価セール品(廃番予定品)のため、ご注文のタイミングによっては廃番の可能性がございます。<br>必ず適合表最後の「適合表注意事項及び取扱い注意事項」をメーカーHPにてご参照ください。<br>商品の仕様により、線間密着が起こってしまう可能性がございます。<br>ご了承の上ご購入下さい。,5000,出さない
日産,スカイライン,HV35/V35,01/06～07/10,VQ30DD/VQ25DD,2WD,<div>Fr：25～30mm</div><div>Rr：25～30mm</div>,4500,,305768,SN128A-qq-e-211,出さない,SN128A,RACING GEAR,LOWFORM REVOLUTION,1台分,25～30/25～30,5/4.2,,大特価セール品(廃番予定品)のため、ご注文のタイミングによっては廃番の可能性がございます。<br>必ず適合表最後の「適合表注意事項及び取扱い注意事項」をメーカーHPにてご参照ください。<br>商品の仕様により、線間密着が起こってしまう可能性がございます。<br>ご了承の上ご購入下さい。,5000,出さない
日産,スカイライン,V36,06/11～,VQ25HR,2WD 2.5L 250GT,<div>Fr：30～35mm</div><div>Rr：15～20mm</div>,18360,,305512,SN125A-qq-e-213,SN125A-qq-e-d-213,SN125A,RACING GEAR,LOWFORM REVOLUTION,1台分,30～35/15～20,7/11,,必ず適合表最後の「適合表注意事項及び取扱い注意事項」をメーカーHPにてご参照ください。<br>商品の仕様により、線間密着が起こってしまう可能性がございます。<br>ご了承の上ご購入下さい。,20400,33400
日産,ステージア,M35,01/10～07/06,VQ25DD,2WD 2.5L NA,<div>Fr：25～30mm</div><div>Rr：25～30mm</div>,16650,,305744,SN023A-qq-e-216,SN023A-qq-e-d-216,SN023A,RACING GEAR,LOWFORM REVOLUTION,1台分,25～30/25～30,5/8,,必ず適合表最後の「適合表注意事項及び取扱い注意事項」をメーカーHPにてご参照ください。<br>商品の仕様により、線間密着が起こってしまう可能性がございます。<br>ご了承の上ご購入下さい。,18500,31700
日産,ステージア,NM35,01/10～07/06,VQ25DD,4WD 2.5L ターボ,<div>Fr：20～25mm</div><div>Rr：20～25mm</div>,16650,,305498,SN026A-qq-e-217,SN026A-qq-e-d-217,SN026A,RACING GEAR,LOWFORM REVOLUTION,1台分,20～25/20～25,3.3/8.2,,必ず適合表最後の「適合表注意事項及び取扱い注意事項」をメーカーHPにてご参照ください。<br>商品の仕様により、線間密着が起こってしまう可能性がございます。<br>ご了承の上ご購入下さい。,18500,31700
日産,ステージア,WGC34,96/09～01/09,RB25DE/RB25DET,2WD 2.5L ターボ/NA共通,<div>Fr：30～40mm</div><div>Rr：30～40mm</div>,14310,,305485,SN003A-qq-e-214,SN003A-qq-e-d-214,SN003A,RACING GEAR,LOWFORM REVOLUTION,1台分,30～40/30～40,3.4/2.9,,必ず適合表最後の「適合表注意事項及び取扱い注意事項」をメーカーHPにてご参照ください。<br>商品の仕様により、線間密着が起こってしまう可能性がございます。<br>ご了承の上ご購入下さい。,15900,29400
日産,ステージア,WGNC34,96/09～01/09,RB25DE/RB25DET,4WD 2.5L ターボ/NA共通,<div>Fr：30～40mm</div><div>Rr：30～40mm</div>,4500,,305736,SN004A-qq-e-215,出さない,SN004A,RACING GEAR,LOWFORM REVOLUTION,1台分,30～40/30～40,3.3/3,,大特価セール品(廃番予定品)のため、ご注文のタイミングによっては廃番の可能性がございます。<br>必ず適合表最後の「適合表注意事項及び取扱い注意事項」をメーカーHPにてご参照ください。<br>商品の仕様により、線間密着が起こってしまう可能性がございます。<br>ご了承の上ご購入下さい。,5000,出さない
日産,セドリック/グロリア,HY33,95/06～99/06,VQ30DET/VQ30DE,3.0L NA/ターボ共通<br>アクティブサス不可,<div>Fr：35～40mm</div><div>Rr：35～40mm</div>,16200,,305763,SN111A-qq-e-218,SN111A-qq-e-d-218,SN111A,RACING GEAR,LOWFORM REVOLUTION,1台分,35～40/35～40,3.4/3.1,,必ず適合表最後の「適合表注意事項及び取扱い注意事項」をメーカーHPにてご参照ください。<br>商品の仕様により、線間密着が起こってしまう可能性がございます。<br>ご了承の上ご購入下さい。,18000,41200
日産,セドリック/グロリア,HY34,99/06～04/09,VQ30DET,ターボ,<div>Fr：40～45mm</div><div>Rr：40～45mm</div>,4500,,305510,SN121A-qq-e-221,出さない,SN121A,RACING GEAR,LOWFORM REVOLUTION,1台分,40～45/40～45,3.4/7.7,バンプラバーカット,大特価セール品(廃番予定品)のため、ご注文のタイミングによっては廃番の可能性がございます。<br>必ず適合表最後の「適合表注意事項及び取扱い注意事項」をメーカーHPにてご参照ください。<br>商品の仕様により、線間密着が起こってしまう可能性がございます。<br>ご了承の上ご購入下さい。,5000,出さない
日産,セドリック/グロリア,MY33,97/06～99/05,VQ25DE,2.5L NA,<div>Fr：35～40mm</div><div>Rr：35～40mm</div>,16200,,305508,SN111A-qq-e-220,SN111A-qq-e-d-220,SN111A,RACING GEAR,LOWFORM REVOLUTION,1台分,35～40/35～40,3.4/3.1,,必ず適合表最後の「適合表注意事項及び取扱い注意事項」をメーカーHPにてご参照ください。<br>商品の仕様により、線間密着が起こってしまう可能性がございます。<br>ご了承の上ご購入下さい。,18000,41200
日産,セドリック/グロリア,MY34/HY34,99/06～04/09,VQ25DE/VQ30DD,2.5L/3.0L NA,<div>Fr：40～45mm</div><div>Rr：40～45mm</div>,15750,,305767,SN126A-qq-e-222,SN126A-qq-e-d-222,SN126A,RACING GEAR,LOWFORM REVOLUTION,1台分,40～45/40～45,3.3/7.7,,必ず適合表最後の「適合表注意事項及び取扱い注意事項」をメーカーHPにてご参照ください。<br>商品の仕様により、線間密着が起こってしまう可能性がございます。<br>ご了承の上ご購入下さい。,17500,40800
日産,セドリック/グロリア,PY33,95/06～99/06,VQ30DE,アクティブサス不可,<div>Fr：35～40mm</div><div>Rr：35～40mm</div>,16200,,305764,SN111A-qq-e-219,SN111A-qq-e-d-219,SN111A,RACING GEAR,LOWFORM REVOLUTION,1台分,35～40/35～40,3.4/3.1,,必ず適合表最後の「適合表注意事項及び取扱い注意事項」をメーカーHPにてご参照ください。<br>商品の仕様により、線間密着が起こってしまう可能性がございます。<br>ご了承の上ご購入下さい。,18000,41200
日産,セレナ,C25/CC25,05/05～10/11,MR20DE,ライダー不可,<div>Fr：30～35mm</div><div>Rr：30～35mm</div>,13320,,305745,SN025A-qq-e-224,SN025A-qq-e-d-224,SN025A,RACING GEAR,LOWFORM REVOLUTION,1台分,30～35/30～35,3.2/5.5,バンプラバーカット,必ず適合表最後の「適合表注意事項及び取扱い注意事項」をメーカーHPにてご参照ください。<br>商品の仕様により、線間密着が起こってしまう可能性がございます。<br>ご了承の上ご購入下さい。,14800,28400
日産,セレナ,C26,10/11～16/07,MR20DD,2WD ライダー共通,<div>Fr：30～35mm</div><div>Rr：30～35mm</div>,13320,,305494,SN025A-qq-e-226,SN025A-qq-e-d-226,SN025A,RACING GEAR,LOWFORM REVOLUTION,1台分,30～35/30～35,3.2/5.5,,必ず適合表最後の「適合表注意事項及び取扱い注意事項」をメーカーHPにてご参照ください。<br>商品の仕様により、線間密着が起こってしまう可能性がございます。<br>ご了承の上ご購入下さい。,14800,28400
日産,セレナ,C27/GC27/GFC27,16/08～,MR20DD,2WD 2.0L S/X/G/ハイウェイスター(e-POWER除く),<div>Fr：30～35mm</div><div>Rr：30～35mm</div>,13320,,305760,SN042A-qq-e-40k,SN042A-qq-e-d-40k,SN042A,RACING GEAR,LOWFORM REVOLUTION,1台分,30～35/30～35,3.2/6.3,,必ず適合表最後の「適合表注意事項及び取扱い注意事項」をメーカーHPにてご参照ください。<br>商品の仕様により、線間密着が起こってしまう可能性がございます。<br>ご了承の上ご購入下さい。,14800,28400
日産,セレナ,FC26,10/11～12/07,MR20DD,2WD ハイウェイスター,<div>Fr：30～35mm</div><div>Rr：30～35mm</div>,13320,,305493,SN025A-qq-e-225,SN025A-qq-e-d-225,SN025A,RACING GEAR,LOWFORM REVOLUTION,1台分,30～35/30～35,3.2/5.5,,必ず適合表最後の「適合表注意事項及び取扱い注意事項」をメーカーHPにてご参照ください。<br>商品の仕様により、線間密着が起こってしまう可能性がございます。<br>ご了承の上ご購入下さい。,14800,28400
日産,セレナ,HC26,12/08～16/07,MR20DD,S-HYBRID 2WD ライダー共通,<div>Fr：30～35mm</div><div>Rr：30～35mm</div>,13320,,305495,SN025A-qq-e-227,SN025A-qq-e-d-227,SN025A,RACING GEAR,LOWFORM REVOLUTION,1台分,30～35/30～35,3.2/5.5,,必ず適合表最後の「適合表注意事項及び取扱い注意事項」をメーカーHPにてご参照ください。<br>商品の仕様により、線間密着が起こってしまう可能性がございます。<br>ご了承の上ご購入下さい。,14800,28400
日産,セレナ,HFC26,12/08～16/07,MR20DD,S-HYBRID 2WD ハイウェイスター,<div>Fr：30～35mm</div><div>Rr：30～35mm</div>,13320,,305496,SN025A-qq-e-228,SN025A-qq-e-d-228,SN025A,RACING GEAR,LOWFORM REVOLUTION,1台分,30～35/30～35,3.2/5.5,,必ず適合表最後の「適合表注意事項及び取扱い注意事項」をメーカーHPにてご参照ください。<br>商品の仕様により、線間密着が起こってしまう可能性がございます。<br>ご了承の上ご購入下さい。,14800,28400
日産,セレナ,PC24/TC24/RC24,99/06～05/04,SR20DE/QR25DE,2WD アクティブサス不可,<div>Fr：40～45mm</div><div>Rr：40～45mm</div>,4500,,305487,SN012A-qq-e-223,出さない,SN012A,RACING GEAR,LOWFORM REVOLUTION,1台分,40～45/40～45,2.7/7.6,,大特価セール品(廃番予定品)のため、ご注文のタイミングによっては廃番の可能性がございます。<br>必ず適合表最後の「適合表注意事項及び取扱い注意事項」をメーカーHPにてご参照ください。<br>商品の仕様により、線間密着が起こってしまう可能性がございます。<br>ご了承の上ご購入下さい。,5000,出さない
日産,ティアナ,J31,03/02～08/06,VQ23DE,2WD 2.3L,<div>Fr：20～25mm</div><div>Rr：20～25mm</div>,15300,,305513,SN127A-qq-e-229,SN127A-qq-e-d-229,SN127A,RACING GEAR,LOWFORM REVOLUTION,1台分,20～25/20～25,3.6/4.4,,必ず適合表最後の「適合表注意事項及び取扱い注意事項」をメーカーHPにてご参照ください。<br>商品の仕様により、線間密着が起こってしまう可能性がございます。<br>ご了承の上ご購入下さい。,17000,30300
日産,ティアナ,J31,03/02～08/06,VQ23DE,2WD 2.3L アクシス,<div>Fr：30～35mm</div><div>Rr：30～35mm</div>,15300,,305514,SN127A-qq-e-230,SN127A-qq-e-d-230,SN127A,RACING GEAR,LOWFORM REVOLUTION,1台分,30～35/30～35,3.6/4.4,,必ず適合表最後の「適合表注意事項及び取扱い注意事項」をメーカーHPにてご参照ください。<br>商品の仕様により、線間密着が起こってしまう可能性がございます。<br>ご了承の上ご購入下さい。,17000,30300
日産,ティアナ,PJ32,08/06～,VQ35DE,2WD 3.5L 350V,<div>Fr：30～35mm</div><div>Rr：30～35mm</div>,19800,,305769,SN130A-qq-e-231,SN130A-qq-e-d-231,SN130A,RACING GEAR,LOWFORM REVOLUTION,1台分,30～35/30～35,3.2/4.6,,必ず適合表最後の「適合表注意事項及び取扱い注意事項」をメーカーHPにてご参照ください。<br>商品の仕様により、線間密着が起こってしまう可能性がございます。<br>ご了承の上ご購入下さい。,22000,34800
日産,ティーダ,C11,04/09～12/08,HR15DE,2WD 1.5L,<div>Fr：30～35mm</div><div>Rr：30～35mm</div>,11250,,305742,SN020A-qq-e-232,SN020A-qq-e-d-232,SN020A,RACING GEAR,LOWFORM REVOLUTION,1台分,30～35/30～35,2.7/3.9,,必ず適合表最後の「適合表注意事項及び取扱い注意事項」をメーカーHPにてご参照ください。<br>商品の仕様により、線間密着が起こってしまう可能性がございます。<br>ご了承の上ご購入下さい。,12500,26300
日産,ティーダ,JC11,05/01～12/08,MR18DE,2WD 1.8L,<div>Fr：30～35mm</div><div>Rr：30～35mm</div>,11250,,305489,SN020A-qq-e-233,SN020A-qq-e-d-233,SN020A,RACING GEAR,LOWFORM REVOLUTION,1台分,30～35/30～35,2.7/3.9,,必ず適合表最後の「適合表注意事項及び取扱い注意事項」をメーカーHPにてご参照ください。<br>商品の仕様により、線間密着が起こってしまう可能性がございます。<br>ご了承の上ご購入下さい。,12500,26300
日産,デイズ,B21W,13/06～,3B20,2WD NA(ハイウェイスター含む),<div>Fr：30～35mm</div><div>Rr：30～35mm</div>,10260,,305751,SN035A-qq-e-234,SN035A-qq-e-d-234,SN035A,RACING GEAR,LOWFORM REVOLUTION,1台分,30～35/30～35,3.1/2.2,,必ず適合表最後の「適合表注意事項及び取扱い注意事項」をメーカーHPにてご参照ください。<br>商品の仕様により、線間密着が起こってしまう可能性がございます。<br>ご了承の上ご購入下さい。,11400,25300
日産,デイズ,B21W,13/06～,3B20/3B20T,2WD ターボ(ハイウェイスター含む),<div>Fr：25～30mm</div><div>Rr：45～50mm</div>,10260,,305752,SN035A-qq-e-235,SN035A-qq-e-d-235,SN035A,RACING GEAR,LOWFORM REVOLUTION,1台分,25～30/45～50,3.1/2.2,,必ず適合表最後の「適合表注意事項及び取扱い注意事項」をメーカーHPにてご参照ください。<br>商品の仕様により、線間密着が起こってしまう可能性がございます。<br>ご了承の上ご購入下さい。,11400,25300
日産,デイズルークス,B21A,14/02～,3B20,2WD NA(ハイウェイスター含む),<div>Fr：30～35mm</div><div>Rr：30～35mm</div>,10260,,305755,SN037A-qq-e-236,SN037A-qq-e-d-236,SN037A,RACING GEAR,LOWFORM REVOLUTION,1台分,30～35/30～35,3.1/2.5,,必ず適合表最後の「適合表注意事項及び取扱い注意事項」をメーカーHPにてご参照ください。<br>商品の仕様により、線間密着が起こってしまう可能性がございます。<br>ご了承の上ご購入下さい。,11400,25300
日産,デュアリス,NJ10,07/05～14/03,MR20DE,4WD 2.0L 20G-FOUR,<div>Fr：30～35mm</div><div>Rr：30～35mm</div>,19800,,305750,SN032A-qq-e-237,SN032A-qq-e-d-237,SN032A,RACING GEAR,LOWFORM REVOLUTION,1台分,30～35/30～35,2.9/5.9,,必ず適合表最後の「適合表注意事項及び取扱い注意事項」をメーカーHPにてご参照ください。<br>商品の仕様により、線間密着が起こってしまう可能性がございます。<br>ご了承の上ご購入下さい。,22000,34800
日産,ノート,E11,05/02～12/09,HR15DE,2WD 1.5L,<div>Fr：30～35mm</div><div>Rr：30～35mm</div>,11250,,305923,SN020A-qq-e-238,SN020A-qq-e-d-238,SN020A,RACING GEAR,LOWFORM REVOLUTION,1台分,30～35/30～35,2.7/3.9,,必ず適合表最後の「適合表注意事項及び取扱い注意事項」をメーカーHPにてご参照ください。<br>商品の仕様により、線間密着が起こってしまう可能性がございます。<br>ご了承の上ご購入下さい。,12500,26300
日産,ノート,E12,12/09～,HR12DE/HR12DDR,2WD 1.2LS/X/DIG-S/メダリスト/ライダー共通,<div>Fr：30～35mm</div><div>Rr：30～35mm</div>,11970,,305501,SN033A-qq-e-239,SN033A-qq-e-d-239,SN033A,RACING GEAR,LOWFORM REVOLUTION,1台分,30～35/30～35,2.5/4.3,,必ず適合表最後の「適合表注意事項及び取扱い注意事項」をメーカーHPにてご参照ください。<br>商品の仕様により、線間密着が起こってしまう可能性がございます。<br>ご了承の上ご購入下さい。,13300,27000
