自動車メーカー,車種,型式,年式,駆動,排気量,過給機,適合詳細,車高調整幅,販売価格,Camp価格,商品ID,物販コード,取付コード,JANコード,メーカー品番,メーカー名,商品名,推奨車高 mm(F/R),バネレート kg/mm(F/R),仕様,フロントキャンバー調整,マッチンググレード,備考,注意事項,定価,SET価格,,取付特記事項
スズキ,ハスラー,MR31S,2014/01～,4WD専用,660,NA,,Fr：0～-78mm<br>Rr：-41～-65mm,88703,,265008,ZT40MR41S4WDK-qq-e-f1-540k,ZT40MR41S4WDK-qq-e-d-540k,4511478356316,ZT40MR41S4WDK,TANABE,SUSTEC PRO ZT40,-50/-55,3.0/2.0,減衰力調整式<br>全長調整式,,G,リア車高調整スペーサー式<br>リアダンパーはノーマル形状及び14段調整,,118000,103500,,
スズキ,ハスラー,MR41S,2015/05～,FF専用,660,NA,,Fr：0～-65mm<br>Rr：-30～-58mm,88703,,265010,ZT40MR41SK-qq-e-f1-542k,ZT40MR41SK-qq-e-d-542k,4511478356309,ZT40MR41SK,TANABE,SUSTEC PRO ZT40,-35/-45,3.0/2.0,減衰力調整式<br>全長調整式,,G,リア車高調整スペーサー式<br>リアダンパーはノーマル形状及び14段調整,,118000,103500,,
スズキ,ハスラー,MR41S,2015/05～,4WD専用,660,ターボ,,Fr：0～-70mm<br>Rr：-44～-65mm,88703,,265009,ZT40MR41S4WDK-qq-e-f1-541k,ZT40MR41S4WDK-qq-e-d-541k,4511478356316,ZT40MR41S4WDK,TANABE,SUSTEC PRO ZT40,-40/-55,3.0/2.0,減衰力調整式<br>全長調整式,,Jスタイル II,リア車高調整スペーサー式<br>リアダンパーはノーマル形状及び14段調整,,118000,103500,,
スズキ,ランディ,SC25,2007/01～2010/12,FF,2000,NA,,データなし,118397,,265040,ZT40C25K-qq-e-f1-572k,ZT40C25K-qq-e-d-572k,4511478355210,ZT40C25K,TANABE,SUSTEC PRO ZT40,データなし,6.0/6.0,減衰力調整式<br>全長調整式,可,現車未確認,未計測の為、車高データなし<br>フロント/リア共に純正バンプラバー/ダストブーツ使用,,158000,133500,,
スズキ,ランディ,SC26,2010/12～2016/08,FF,2000,NA,,データなし,118397,,265041,ZT40C25K-qq-e-f1-573k,ZT40C25K-qq-e-d-573k,4511478355210,ZT40C25K,TANABE,SUSTEC PRO ZT40,データなし,6.0/6.0,減衰力調整式<br>全長調整式,可,現車未確認,リア内装カバー加工必要<br>未計測の為、車高データなし,,158000,133500,,
スズキ,ワゴンR,MH34S,2012/06～2017/02,4WD,660,ターボ,,Fr：-18～-69mm<br>Rr：-22～-45mm,88703,,265043,ZT40MH34S4WDK-qq-e-f1-575k,ZT40MH34S4WDK-qq-e-d-575k,4511478356422,ZT40MH34S4WDK,TANABE,SUSTEC PRO ZT40,-45/-45,3.0/2.0,減衰力調整式<br>全長調整式,,スティングレーT,リア車高調整スペーサー式<br>リアダンパーはノーマル形状及び14段調整<br>フロント純正アッパーマウント使用,,118000,103500,,
スズキ,ワゴンR,MH34S,2012/09～2017/02,FF,660,NA,,Fr：0～-64mm<br>Rr：-18～-47mm,88703,,265044,ZT40MH44SK-qq-e-f1-576k,ZT40MH44SK-qq-e-d-576k,4511478356415,ZT40MH44SK,TANABE,SUSTEC PRO ZT40,-25～-45/-25～-45,3.0/2.0,減衰力調整式<br>全長調整式,,スティングレーX,リア車高調整スペーサー式<br>リアダンパーはノーマル形状及び14段調整<br>フロント純正アッパーマウント使用,,118000,103500,,
スズキ,ワゴンR,MH44S,2014/08～2017/02,FF,660,ターボ,,Fr：0～-65mm<br>Rr：-20～-48mm,88703,,265045,ZT40MH44SK-qq-e-f1-577k,ZT40MH44SK-qq-e-d-577k,4511478356415,ZT40MH44SK,TANABE,SUSTEC PRO ZT40,-20～-40/-25～-45,3.0/2.0,減衰力調整式<br>全長調整式,,スティングレーT,リア車高調整スペーサー式<br>リアダンパーはノーマル形状及び14段調整<br>フロント純正アッパーマウント使用,,118000,103500,,
スズキ,ワゴンR,MH55S,2017/02～,FF,660,ターボ,,Fr：0～-54mm<br>Rr：-38～-60mm,88703,,265046,ZT40MH55SK-qq-e-f1-578k,ZT40MH55SK-qq-e-d-578k,4511478356224,ZT40MH55SK,TANABE,SUSTEC PRO ZT40,-40/-50,3.0/3.0,減衰力調整式<br>全長調整式,,スティングレイハイブリッドT,リアダンパーはノーマル形状及び14段調整<br>フロント純正アッパーマウント使用,,118000,103500,,
スバル,シフォン,LA600F,2016/12～2019/06,FF,660,NA,,データなし,88703,,264979,ZT40LA600SK-qq-e-f1-509k,ZT40LA600SK-qq-e-d-509k,4511478355425,ZT40LA600SK,TANABE,SUSTEC PRO ZT40,データなし,4.0/3.0,減衰力調整式<br>全長調整式,可,現車未確認,未計測の為、車高データなし<br>リアダンパーはノーマル形状及び14段調整<br>リア純正ダストブーツ/バンプラバー使用,,118000,103500,,
スバル,ステラ,LA100F,2013/01～2014/12,FF,660,,,データなし,88703,,264987,ZT40LA100SK-qq-e-f1-517k,ZT40LA100SK-qq-e-d-517k,4511478355371,ZT40LA100SK,TANABE,SUSTEC PRO ZT40,データなし,4.0/3.0,減衰力調整式<br>全長調整式,不可,現車未確認,未計測の為、車高データなし<br>リアダンパーはノーマル形状及び14段調整,,118000,103500,,
スバル,ステラ,LA150F,2014/12～,FF,660,ターボ,,データなし,88703,,264988,ZT40LA100SK-qq-e-f1-518k,ZT40LA100SK-qq-e-d-518k,4511478355371,ZT40LA100SK,TANABE,SUSTEC PRO ZT40,データなし,3.0/3.0,減衰力調整式<br>全長調整式,,現車未確認,未計測の為、車高データなし<br>リアダンパーはノーマル形状及び14段調整,,118000,103500,,
スバル,トレジア,NCP120X,2010/11～2016/03,FF,1500,NA,,データなし,103550,,265083,ZT40NHP10K-qq-e-f1-531k,ZT40NHP10K-qq-e-d-531k,4511478355463,ZT40NHP10K,TANABE,SUSTEC PRO ZT40,データなし,4.0/3.0,減衰力調整式<br>全長調整式,,現車未確認,未計測の為、車高データなし<br>フロント/リア共に純正アッパーマウント使用<br>リア純正ダストブーツをカット必要,,138000,121500,,
スバル,トレジア,NSP120X,2010/11～2016/03,FF,1300,NA,,データなし,103550,,265084,ZT40NHP10K-qq-e-f1-532k,ZT40NHP10K-qq-e-d-532k,4511478355463,ZT40NHP10K,TANABE,SUSTEC PRO ZT40,データなし,4.0/3.0,減衰力調整式<br>全長調整式,,現車未確認,未計測の為、車高データなし<br>フロント/リア共に純正アッパーマウント使用<br>リア純正ダストブーツをカット必要,,138000,121500,,
スバル,ルクラ,L455F,2010/04～2015/05,FF,660,,,データなし,88703,,265042,ZT40L175SK-qq-e-f1-574k,ZT40L175SK-qq-e-d-574k,4511478355364,ZT40L175SK,TANABE,SUSTEC PRO ZT40,データなし,4.0/3.0,減衰力調整式<br>全長調整式,可,現車未確認,未計測の為、車高データなし,,118000,103500,,
ダイハツ,アトレーワゴン,S321G,2007/09～,FF,660,ターボ,,Fr：0～-60mm<br>Rr：-36～-58mm,88703,,264944,ZT40S321GK-qq-e-f1-472k,ZT40S321GK-qq-e-d-472k,4511478356231,ZT40S321GK,TANABE,SUSTEC PRO ZT40,-35/-50,4.0/3.0,減衰力調整式<br>全長調整式,,カスタムターボRS,純正アッパーマウント、ベアリング仕様<br>リアダンパーはノーマル形状及び14段調整,,118000,103500,,
ダイハツ,ウェイク,LA700S,2014/11～,FF,660,ターボ(NA装着可),,Fr：-17～-62mm<br>Rr：-14～-51mm,88703,,264406,ZT40LA700SK-qq-e-f1-667,ZT40LA700SK-qq-e-d-667,4511478355418,ZT40LA700SK,TANABE,SUSTEC PRO ZT40,-35～-55/-25～-45,4.0/3.0,減衰力調整式<br>全長調整式,,GSA,リアダンパーはノーマル形状及び14段調整<br>リア純正ダストブーツ/バンプラバー使用,,118000,103500,,
ダイハツ,ウェイク,LA710S,2014/11～,4WD,660,ターボ(NA装着可),,Fr：-7～-62mm<br>Rr：-36～-54mm,88703,,264407,ZT40LA710SK-qq-e-f1-668,ZT40LA710SK-qq-e-d-668,4511478355395,ZT40LA710SK,TANABE,SUSTEC PRO ZT40,-30～-50/-35～-55,4.0/2.0,減衰力調整式<br>全長調整式,,G,リアダンパーはノーマル形状及び14段調整<br>リア純正ダストブーツ/バンプラバー使用,,118000,103500,,
ダイハツ,キャスト,LA250S,2015/09～,FF専用,660,NA,,Fr：0～-60mm<br>Rr：-16～-54mm,88703,,264974,ZT40LA250SK-qq-e-f1-502k,ZT40LA250SK-qq-e-d-502k,4511478356446,ZT40LA250SK,TANABE,SUSTEC PRO ZT40,-45/-35,3.0/3.0,減衰力調整式<br>全長調整式,,スタイルGSA II,リアは純正アッパーマウント使用<br>リアダンパーはノーマル形状及び14段調整,,118000,103500,,
ダイハツ,タント,LA600S,2013/10～2019/07,FF,660,NA,,Fr：0～-59mm<br>Rr：-27～-58mm,88703,,264457,ZT40LA600SK-qq-e-f1-670,ZT40LA600SK-qq-e-d-670,4511478355425,ZT40LA600SK,TANABE,SUSTEC PRO ZT40,-35～-55/-35～-55,4.0/3.0,減衰力調整式<br>全長調整式,可,XSA,リアダンパーはノーマル形状及び14段調整<br>リア純正ダストブーツ/バンプラバー使用,,118000,103500,,
ダイハツ,タント,LA600S,2013/10～2019/07,FF,660,NA,,Fr：0～-61mm<br>Rr：-22～-60mm,88703,,264405,ZT40LA600SK-qq-e-f1-669,ZT40LA600SK-qq-e-d-669,4511478355425,ZT40LA600SK,TANABE,SUSTEC PRO ZT40,-35～-55/-35～-55,4.0/3.0,減衰力調整式<br>全長調整式,可,XSA,リアダンパーはノーマル形状及び14段調整<br>リア純正ダストブーツ/バンプラバー使用,,118000,103500,,
ダイハツ,タント,LA600S,2013/10～2019/07,FF,660,ターボ,,Fr：0～-62mm<br>Rr：-22～-59mm,88703,,265000,ZT40LA600SK-qq-e-f1-530k,ZT40LA600SK-qq-e-d-530k,4511478355425,ZT40LA600SK,TANABE,SUSTEC PRO ZT40,-35～-55/-35～-55,4.0/3.0,減衰力調整式<br>全長調整式,可,カスタムRSSA,リアダンパーはノーマル形状及び14段調整<br>リア純正ダストブーツ/バンプラバー使用,,118000,103500,,
ダイハツ,タントエグゼ,L455S,2009/12～2014/10,FF,660,NA(ターボ装着可),,Fr：0～-64mm<br>Rr：-51～-86mm,88703,,264398,ZT40L175SK-qq-e-f1-671,ZT40L175SK-qq-e-d-671,4511478355364,ZT40L175SK,TANABE,SUSTEC PRO ZT40,-35～-55/-51～-70,4.0/3.0,減衰力調整式<br>全長調整式,可,カスタムG,フロントキャンバー調整可<br>リアダンパーはノーマル形状及び14段調整,,118000,103500,,
ダイハツ,ハイゼットカーゴ,S331V,2017/11～,4WD,660,NA,,Fr：0～-60mm<br>Rr：-32～-59mm,88703,,265007,ZT40S321GK-qq-e-f1-539k,ZT40S321GK-qq-e-d-539k,4511478356231,ZT40S321GK,TANABE,SUSTEC PRO ZT40,-35/-55,4.0/3.0,減衰力調整式<br>全長調整式,,デラックスSA IIIハイルーフ,フロント純正アッパーマウント使用<br>リアダンパーはノーマル形状及び14段調整,,118000,103500,,
ダイハツ,ミラココア,L675S,2009/08～,FF,660,NA,,Fr：0～-57mm<br>Rr：-33～-70mm,88703,,264399,ZT40L175SK-qq-e-f1-672,ZT40L175SK-qq-e-d-672,4511478355364,ZT40L175SK,TANABE,SUSTEC PRO ZT40,-30～-50/-35～-55,4.0/3.0,減衰力調整式<br>全長調整式,可,X,リアダンパーはノーマル形状及び14段調整,,118000,103500,,
ダイハツ,ムーヴ,L175S,2006/10～2010/12,FF,660,ターボ,,Fr：0～-55mm<br>Rr：-39～-73mm,88703,,264400,ZT40L175SK-qq-e-f1-675,ZT40L175SK-qq-e-d-675,4511478355364,ZT40L175SK,TANABE,SUSTEC PRO ZT40,-30～-50/-39～-55,4.0/3.0,減衰力調整式<br>全長調整式,可,カスタムXリミテッド,リアダンパーはノーマル形状及び14段調整,,118000,103500,,
ダイハツ,ムーヴ,LA100S,2010/12～2014/12,FF,660,ターボ,,Fr：0～-61mm<br>Rr：-25～-66mm,88703,,264403,ZT40LA100SK-qq-e-f1-676,ZT40LA100SK-qq-e-d-676,4511478355371,ZT40LA100SK,TANABE,SUSTEC PRO ZT40,-25～-45/-40～-60,3.0/3.0,減衰力調整式<br>全長調整式,,カスタムRS,リアダンパーはノーマル形状及び14段調整,,118000,103500,,
ダイハツ,ムーヴ,LA110S,2010/12～2014/12,4WD,660,NA,,Fr：0～-67mm<br>Rr：-41～-62mm,88703,,264404,ZT40LA110SK-qq-e-f1-674,ZT40LA110SK-qq-e-d-674,4511478355388,ZT40LA110SK,TANABE,SUSTEC PRO ZT40,-35～-55/-41～-60,3.0/3.0,減衰力調整式<br>全長調整式,,L,リアダンパーはノーマル形状及び14段調整,,118000,103500,,
ダイハツ,ムーヴ,LA150S,2014/12～,FF,660,ターボ,,Fr：0～-64mm<br>Rr：-26～-67mm,88703,,264402,ZT40LA100SK-qq-e-f1-673,ZT40LA100SK-qq-e-d-673,4511478355371,ZT40LA100SK,TANABE,SUSTEC PRO ZT40,-35～-55/-40～-60,3.0/3.0,減衰力調整式<br>全長調整式,,カスタムXハイパーSA(MC前),リアダンパーはノーマル形状及び14段調整,,118000,103500,,
ダイハツ,ムーヴコンテ,L575S,2008/08～2017/03,FF,660,NA,,Fr：0～-60mm<br>Rr：-42～-77mm,88703,,264401,ZT40L175SK-qq-e-f1-677,ZT40L175SK-qq-e-d-677,4511478355364,ZT40L175SK,TANABE,SUSTEC PRO ZT40,-30～-50/-42～-60,4.0/3.0,減衰力調整式<br>全長調整式,可,Xリミテッド,リアダンパーはノーマル形状及び14段調整,フォグ高さ注意,118000,103500,,
ダイハツ,メビウス,ZVW41N,2013/04～2014/10,FF,1800,ハイブリッド,,データなし,118397,,265035,ZT40ZVW40WK-qq-e-f1-567k,ZT40ZVW40WK-qq-e-d-567k,4511478355630,ZT40ZVW40WK,TANABE,SUSTEC PRO ZT40,データなし,5.0/4.0,減衰力調整式<br>全長調整式,可,現車未確認,リアは純正アッパーマウント使用<br>未計測の為、車高データなし,,158000,133500,,
ダイハツ,メビウス,ZVW41N,2014/10～,FF,1800,ハイブリッド,,データなし,118397,,265070,ZT40ZVW40WK-qq-e-f1-603k,ZT40ZVW40WK-qq-e-d-603k,4511478355630,ZT40ZVW40WK,TANABE,SUSTEC PRO ZT40,データなし,5.0/4.0,減衰力調整式<br>全長調整式,可,現車未確認,リアは純正アッパーマウント使用<br>未計測の為、車高データなし,,158000,133500,,
トヨタ,C-HR,NGX10,2018/05～,FF,1200,ターボ,,Fr：0～-66mm<br>Rr：-29～-62mm,118397,,264927,ZT40ZYX10K-qq-e-f1-455k,ZT40ZYX10K-qq-e-d-455k,4511478356071,ZT40ZYX10K,TANABE,SUSTEC PRO ZT40,-30/-35,5.0/5.0,減衰力調整式<br>全長調整式,可,S-T,リア純正アッパーマウント使用<br>フロント/リア共に減衰力調整の際ダンパーの取外し必要,,158000,133500,,
トヨタ,C-HR,NGX50,2016/12～,4WD,1200,ターボ,,Fr：0～-86mm<br>Rr：-65～-87mm,118397,,264928,ZT40ZYX10K-qq-e-f1-456k,ZT40ZYX10K-qq-e-d-456k,4511478356071,ZT40ZYX10K,TANABE,SUSTEC PRO ZT40,-60/-70,5.0/5.0,減衰力調整式<br>全長調整式,可,G-T,リア純正アッパーマウント使用<br>フロント/リア共に減衰力調整の際ダンパーの取外し必要,,158000,133500,,
トヨタ,C-HR,ZYX10,2016/12～2019/10,FF,1800,ハイブリッド,,Fr：0～-75mm<br>Rr：-55～-82mm,118397,,264929,ZT40ZYX10K-qq-e-f1-457k,ZT40ZYX10K-qq-e-d-457k,4511478356071,ZT40ZYX10K,TANABE,SUSTEC PRO ZT40,-45/-65,5.0/5.0,減衰力調整式<br>全長調整式,可,S,リア純正アッパーマウント使用<br>フロント/リア共に減衰力調整の際ダンパーの取外し必要,,158000,133500,,
トヨタ,アクア,NHP10,2012/01～,FF,1500,ハイブリッド,,Fr：0～-60mm<br>Rr：-7～-47mm,103550,,264415,ZT40NHP10K-qq-e-f1-703,ZT40NHP10K-qq-e-d-703,4511478355463,ZT40NHP10K,TANABE,SUSTEC PRO ZT40,-40/-25,4.0/3.0,減衰力調整式<br>全長調整式,不可,S(MC前),フロント/リア共に純正アッパーマウント使用<br>リア純正ダストブーツをカット必要,,138000,118500,,
トヨタ,アリスト,JZS160,1997/08～2004/12,FR,3000,NA,,Fr：0～-89mm<br>Rr：0～-107mm,110974,,264485,ZT40JZS160K-qq-e-f1-704,ZT40JZS160K-qq-e-d-704,4511478355340,ZT40JZS160K,TANABE,SUSTEC PRO ZT40,-55/-50,10.0/8.0,減衰力調整式<br>全長調整式,不可,S300(MC前),,,148000,126000,,
トヨタ,アリスト,JZS161,1997/08～2004/12,FR,3000,ターボ,,データなし,110974,,264945,ZT40JZS160K-qq-e-f1-473k,ZT40JZS160K-qq-e-d-473k,4511478355340,ZT40JZS160K,TANABE,SUSTEC PRO ZT40,データなし,10.0/8.0,減衰力調整式<br>全長調整式,不可,現車未確認,未計測の為、車高データなし,,148000,126000,,
トヨタ,アルファード,AGH30W,2015/01～2018/01,FF,2500,NA,,Fr：0～-70mm<br>Rr：-29～-71mm,103550,,264357,ZT40AGH30WK-qq-e-f1-705,ZT40AGH30WK-qq-e-d-705,4511478355173,ZT40AGH30WK,TANABE,SUSTEC PRO ZT40,-55/-60,6.0/6.0,減衰力調整式<br>全長調整式,可,2.5S(MC前),リア純正アッパーマウント使用<br>リアダンパーはノーマル形状及び14段調整,,138000,118500,,
トヨタ,アルファード,AGH30W,2018/01～,FF,2500,NA,,Fr：0～-80mm<br>Rr：-40～-65mm,103550,,264946,ZT40AGH30WK-qq-e-f1-474k,ZT40AGH30WK-qq-e-d-474k,4511478355173,ZT40AGH30WK,TANABE,SUSTEC PRO ZT40,-55/-60,6.0/6.0,減衰力調整式<br>全長調整式,可,2.5X(MC後),リア純正アッパーマウント使用<br>リアダンパーはノーマル形状及び14段調整,,138000,118500,,
トヨタ,アルファード,AGH35W,2015/01～,4WD,2500,NA,MC後装着可,Fr：-16～-87mm<br>Rr：-49～-87mm,103550,,264358,ZT40AGH30WK-qq-e-f1-708,ZT40AGH30WK-qq-e-d-708,4511478355173,ZT40AGH30WK,TANABE,SUSTEC PRO ZT40,-65/-70,6.0/6.0,減衰力調整式<br>全長調整式,可,2.5X(MC前),リア純正アッパーマウント使用<br>リアダンパーはノーマル形状及び14段調整,,138000,118500,,
トヨタ,アルファード,ANH10W,2002/05～2008/05,FF,2400,NA,,データなし,118397,,264947,ZT40NH10WK-qq-e-f1-475k,ZT40NH10WK-qq-e-d-475k,4511478355432,ZT40NH10WK,TANABE,SUSTEC PRO ZT40,データなし,6.0/6.0,減衰力調整式<br>全長調整式,可,現車未確認,リア純正アッパーマウント使用<br>未計測の為、車高データなし<br>取付・車高調整時46mmの工具が必要,,158000,133500,,
トヨタ,アルファード,ANH15W,2002/05～2008/05,4WD,2400,NA,,データなし,118397,,264948,ZT40NH10WK-qq-e-f1-476k,ZT40NH10WK-qq-e-d-476k,4511478355432,ZT40NH10WK,TANABE,SUSTEC PRO ZT40,データなし,6.0/6.0,減衰力調整式<br>全長調整式,可,現車未確認,リア純正アッパーマウント使用<br>未計測の為、車高データなし<br>取付・車高調整時46mmの工具が必要,,158000,133500,,
トヨタ,アルファード,ANH20W,2008/05～2015/01,FF,2400,NA,,Fr：0～-73mm<br>Rr：-35～-78mm,118397,,264411,ZT40NH20WK-qq-e-f1-709,ZT40NH20WK-qq-e-d-709,4511478355449,ZT40NH20WK,TANABE,SUSTEC PRO ZT40,-40/-60,5.0/6.0,減衰力調整式<br>全長調整式,可,240S(MC後),リア純正アッパーマウント使用,,158000,133500,,
トヨタ,アルファード,ANH25W,2008/05～2015/01,4WD,2400,NA,MC後装着可,Fr：0～-103mm<br>Rr：-45～-90mm,118397,,264413,ZT40NH25WK-qq-e-f1-710,ZT40NH25WK-qq-e-d-710,4511478355456,ZT40NH25WK,TANABE,SUSTEC PRO ZT40,-50/-70,5.0/6.0,減衰力調整式<br>全長調整式,可,2.4Z(MC前),リア純正アッパーマウント使用,,158000,133500,,
トヨタ,アルファード,GGH20W,2008/05～2015/01,FF,3500,NA,,データなし,118397,,264949,ZT40NH20WK-qq-e-f1-477k,ZT40NH20WK-qq-e-d-477k,4511478355449,ZT40NH20WK,TANABE,SUSTEC PRO ZT40,データなし,5.0/6.0,減衰力調整式<br>全長調整式,可,現車未確認,リア純正アッパーマウント使用<br>未計測の為、車高データなし,,158000,133500,,
トヨタ,アルファード,GGH25W,2008/05～2015/01,4WD,3500,NA,,データなし,118397,,264950,ZT40NH25WK-qq-e-f1-478k,ZT40NH25WK-qq-e-d-478k,4511478355456,ZT40NH25WK,TANABE,SUSTEC PRO ZT40,データなし,5.0/6.0,減衰力調整式<br>全長調整式,可,現車未確認,リア純正アッパーマウント使用<br>未計測の為、車高データなし,,158000,133500,,
トヨタ,アルファード,GGH30W,2015/01～,FF,3500,NA,MC後装着可,Fr：0～-76mm<br>Rr：-36～-72mm,103550,,264951,ZT40AGH30WK-qq-e-f1-479k,ZT40AGH30WK-qq-e-d-479k,4511478355173,ZT40AGH30WK,TANABE,SUSTEC PRO ZT40,-55/-50,6.0/6.0,減衰力調整式<br>全長調整式,可,3.5VL(MC前),リア純正アッパーマウント使用<br>リアダンパーはノーマル形状及び14段調整,,138000,118500,,
トヨタ,アルファード,GGH35W,2015/01～,4WD,3500,NA,,Fr：0～-90mm<br>Rr：-37～-73mm,103550,,264952,ZT40AYH30WK-qq-e-f1-480k,ZT40AYH30WK-qq-e-d-480k,4511478355203,ZT40AYH30WK,TANABE,SUSTEC PRO ZT40,-55/-65,6.0/6.0,減衰力調整式<br>全長調整式,可,3.5ZG(MC後),リア純正アッパーマウント使用<br>リアダンパーはノーマル形状及び14段調整,,138000,118500,,
トヨタ,アルファード,MNH10W,2002/05～2008/05,FF,3000,NA,,Fr：0～-113mm<br>Rr：-55～-91mm,118397,,264408,ZT40NH10WK-qq-e-f1-706,ZT40NH10WK-qq-e-d-706,4511478355432,ZT40NH10WK,TANABE,SUSTEC PRO ZT40,-65/-80,6.0/6.0,減衰力調整式<br>全長調整式,可,MS,リア純正アッパーマウント使用<br>取付・車高調整時46mmの工具が必要,,158000,133500,,
トヨタ,アルファード,MNH15W,2002/05～2008/05,4WD,3000,NA,,Fr：0～-107mm<br>Rr：-47～-77mm,118397,,264409,ZT40NH10WK-qq-e-f1-707,ZT40NH10WK-qq-e-d-707,4511478355432,ZT40NH10WK,TANABE,SUSTEC PRO ZT40,-50/-60,6.0/6.0,減衰力調整式<br>全長調整式,可,MX,リア純正アッパーマウント使用<br>取付・車高調整時46mmの工具が必要,,158000,133500,,
トヨタ,アルファードハイブリッド,ATH10W,2003/07～2008/05,4WD,2400,ハイブリッド,,Fr：0～-104mm<br>Rr：-39～-73mm,118397,,264410,ZT40NH10WK-qq-e-f1-713,ZT40NH10WK-qq-e-d-713,4511478355432,ZT40NH10WK,TANABE,SUSTEC PRO ZT40,-45/-50,6.0/6.0,減衰力調整式<br>全長調整式,可,Gエディション,リア純正アッパーマウント使用<br>取付・車高調整時46mmの工具が必要,,158000,133500,,
トヨタ,アルファードハイブリッド,ATH20W,2011/11～2015/01,4WD,2500,ハイブリッド,,Fr：0～-115mm<br>Rr：-48～-86mm,118397,,264363,ZT40ATH20WK-qq-e-f1-711,ZT40ATH20WK-qq-e-d-711,4511478355197,ZT40ATH20WK,TANABE,SUSTEC PRO ZT40,-60/-70,5.0/8.0,減衰力調整式<br>全長調整式,可,ハイブリッドZRGエディション,リア純正アッパーマウント使用,,158000,133500,,
トヨタ,アルファードハイブリッド,AYH30W,2015/01～,4WD,2500,ハイブリッド,MC後装着可,Fr：0～-103mm<br>Rr：-58～-87mm,103550,,264366,ZT40AYH30WK-qq-e-f1-712,ZT40AYH30WK-qq-e-d-712,4511478355203,ZT40AYH30WK,TANABE,SUSTEC PRO ZT40,-60/-65,6.0/6.0,減衰力調整式<br>全長調整式,可,ハイブリッドVLエディション(MC前),リア純正アッパーマウント使用<br>リアダンパーはノーマル形状及び14段調整,,138000,118500,,
トヨタ,ヴィッツ,KSP130,2010/12～,FF,1000,NA,,データなし,103550,,264487,ZT40NHP10K-qq-e-f1-714,ZT40NHP10K-qq-e-d-714,4511478355463,ZT40NHP10K,TANABE,SUSTEC PRO ZT40,データなし,4.0/3.0,減衰力調整式<br>全長調整式,不可,現車未確認,未計測の為、車高データなし<br>フロント/リア共に純正アッパーマウント使用<br>リア純正ダストブーツをカット必要,,138000,118500,,
トヨタ,ヴィッツ,KSP90,2005/02～2010/12,FF,1000,NA,,データなし,103550,,264953,ZT40NHP10K-qq-e-f1-481k,ZT40NHP10K-qq-e-d-481k,4511478355463,ZT40NHP10K,TANABE,SUSTEC PRO ZT40,データなし,4.0/3.0,減衰力調整式<br>全長調整式,不可,現車未確認,未計測の為、車高データなし<br>フロント/リア共に純正アッパーマウント使用<br>リア純正ダストブーツをカット必要,,138000,118500,,
トヨタ,ヴィッツ,NCP91,2005/02～2010/12,FF,1500,NA,,データなし,103550,,264954,ZT40NHP10K-qq-e-f1-482k,ZT40NHP10K-qq-e-d-482k,4511478355463,ZT40NHP10K,TANABE,SUSTEC PRO ZT40,データなし,4.0/3.0,減衰力調整式<br>全長調整式,不可,現車未確認,未計測の為、車高データなし<br>フロント/リア共に純正アッパーマウント使用<br>リア純正ダストブーツをカット必要,,138000,118500,,
トヨタ,ヴィッツ,NSP130,2010/12～2014/04,FF,1300,NA,,データなし,103550,,264955,ZT40NHP10K-qq-e-f1-483k,ZT40NHP10K-qq-e-d-483k,4511478355463,ZT40NHP10K,TANABE,SUSTEC PRO ZT40,データなし,4.0/3.0,減衰力調整式<br>全長調整式,不可,現車未確認,未計測の為、車高データなし<br>フロント/リア共に純正アッパーマウント使用<br>リア純正ダストブーツをカット必要,,138000,118500,,
トヨタ,ヴィッツ,NSP130,2014/04～,FF,1300,NA,,データなし,103550,,265065,ZT40NHP10K-qq-e-f1-597k,ZT40NHP10K-qq-e-d-597k,4511478355463,ZT40NHP10K,TANABE,SUSTEC PRO ZT40,データなし,4.0/3.0,減衰力調整式<br>全長調整式,不可,現車未確認,未計測の為、車高データなし<br>フロント/リア共に純正アッパーマウント使用<br>リア純正ダストブーツをカット必要,,138000,118500,,
トヨタ,ヴィッツ,SCP90,2005/02～2010/12,FF,1300,NA,,データなし,103550,,264956,ZT40NHP10K-qq-e-f1-484k,ZT40NHP10K-qq-e-d-484k,4511478355463,ZT40NHP10K,TANABE,SUSTEC PRO ZT40,データなし,4.0/3.0,減衰力調整式<br>全長調整式,不可,現車未確認,未計測の為、車高データなし<br>フロント/リア共に純正アッパーマウント使用<br>リア純正ダストブーツをカット必要,,138000,118500,,
トヨタ,ヴィッツRS,NCP131,2010/12～2017/01,FF,1500,NA,,Fr：0～-64mm<br>Rr：-18～-54mm,103550,,264957,ZT40NHP10K-qq-e-f1-485k,ZT40NHP10K-qq-e-d-485k,4511478355463,ZT40NHP10K,TANABE,SUSTEC PRO ZT40,-35/-45,4.0/3.0,減衰力調整式<br>全長調整式,不可,RS(MC前),フロント/リア共に純正アッパーマウント使用<br>リア純正ダストブーツをカット必要,,138000,118500,,
トヨタ,ヴィッツRS,NCP91,2005/02～2010/12,FF,1500,NA,,データなし,103550,,264958,ZT40NHP10K-qq-e-f1-486k,ZT40NHP10K-qq-e-d-486k,4511478355463,ZT40NHP10K,TANABE,SUSTEC PRO ZT40,データなし,4.0/3.0,減衰力調整式<br>全長調整式,不可,現車未確認,未計測の為、車高データなし<br>フロント/リア共に純正アッパーマウント使用<br>リア純正ダストブーツをカット必要,,138000,118500,,
