自動車メーカー,車種,型式,年式,駆動,排気量,過給機,適合詳細,車高調整幅,販売価格,Camp価格,商品ID,物販コード,取付コード,JANコード,メーカー品番,メーカー名,商品名,推奨車高 mm(F/R),バネレート kg/mm(F/R),仕様,フロントキャンバー調整,マッチンググレード,備考,注意事項,定価,SET価格,,取付特記事項
日産,エルグランド,PE52,2010/08～,FF,3500,NA,,データなし,118397,,264968,ZT40E52K-qq-e-f1-496k,ZT40E52K-qq-e-d-496k,4511478355265,ZT40E52K,TANABE,SUSTEC PRO ZT40,データなし,6.0/8.0,減衰力調整式<br>全長調整式,不可,現車未確認,リア純正アッパーマウント使用<br>未計測の為、車高データなし<br>フロント/リア共に減衰力調整の際ダンパーの取外し必要,,158000,133500,,
日産,エルグランド,PNE52,2010/08～,4WD,3500,NA,,Fr：0～-64mm<br>Rr：-30～-74mm,118397,,264376,ZT40E52K-qq-e-f1-698,ZT40E52K-qq-e-d-698,4511478355265,ZT40E52K,TANABE,SUSTEC PRO ZT40,-35/-45,6.0/8.0,減衰力調整式<br>全長調整式,不可,VIP(MC前),リア純正アッパーマウント使用<br>フロント/リア共に減衰力調整の際ダンパーの取外し必要,,158000,133500,,
日産,エルグランド,TE52,2010/08～,FF,2500,NA,,Fr：0～-73mm<br>Rr：-24～-71mm,118397,,264375,ZT40E52K-qq-e-f1-697,ZT40E52K-qq-e-d-697,4511478355265,ZT40E52K,TANABE,SUSTEC PRO ZT40,-40/-40,6.0/8.0,減衰力調整式<br>全長調整式,不可,ハイウェイスター(MC前),リア純正アッパーマウント使用<br>フロント/リア共に減衰力調整の際ダンパーの取外し必要,,158000,133500,,
日産,エルグランド,TNE52,2010/08～,4WD,2500,NA,,データなし,118397,,264969,ZT40E52K-qq-e-f1-497k,ZT40E52K-qq-e-d-497k,4511478355265,ZT40E52K,TANABE,SUSTEC PRO ZT40,データなし,6.0/6.0,減衰力調整式<br>全長調整式,不可,現車未確認,リア純正アッパーマウント使用<br>未計測の為、車高データなし<br>フロント/リア共に減衰力調整の際ダンパーの取外し必要,,158000,133500,,
日産,セレナ,C25,2005/05～2010/11,FF,2000,NA,,Fr：0～-51mm<br>Rr：-30～-63mm,118397,,264989,ZT40C25K-qq-e-f1-519k,ZT40C25K-qq-e-d-519k,4511478355210,ZT40C25K,TANABE,SUSTEC PRO ZT40,-25/-40,6.0/6.0,減衰力調整式<br>全長調整式,可,20S(MC前),リア内装切除加工必要,,158000,133500,,
日産,セレナ,C26,2010/11～2016/08,FF,2000,NA,,Fr：0～-63mm<br>Rr：-29～-67mm,118397,,264990,ZT40C25K-qq-e-f1-520k,ZT40C25K-qq-e-d-520k,4511478355210,ZT40C25K,TANABE,SUSTEC PRO ZT40,-40/-50,6.0/6.0,減衰力調整式<br>全長調整式,可,20X(MC前),リア内装カバー加工必要,,158000,133500,,
日産,セレナ,C27,2016/08～,FF,2000,NA,,データなし,118397,,264991,ZT40GC27K-qq-e-f1-521k,ZT40GC27K-qq-e-d-521k,4511478356149,ZT40GC27K,TANABE,SUSTEC PRO ZT40,データなし,6.0/7.0,減衰力調整式<br>全長調整式,可,現車未確認,未計測の為、車高データなし,,158000,133500,,
日産,セレナ,CC25,2006/06～2010/11,FF,2000,NA,,データなし,118397,,264992,ZT40C25K-qq-e-f1-522k,ZT40C25K-qq-e-d-522k,4511478355210,ZT40C25K,TANABE,SUSTEC PRO ZT40,データなし,6.0/6.0,減衰力調整式<br>全長調整式,可,現車未確認,リア内装カバー装着不可<br>未計測の為、車高データなし,,158000,133500,,
日産,セレナ,FC26,2010/11～2016/08,FF,2000,NA,,データなし,118397,,264993,ZT40C25K-qq-e-f1-523k,ZT40C25K-qq-e-d-523k,4511478355210,ZT40C25K,TANABE,SUSTEC PRO ZT40,データなし,6.0/6.0,減衰力調整式<br>全長調整式,可,現車未確認,リア内装カバー装着不可<br>未計測の為、車高データなし,,158000,133500,,
日産,セレナ,GC27,2016/08～,FF,2000,ハイブリッド,,Fr：0～-59mm<br>Rr：-40～-72mm,118397,,264994,ZT40GC27K-qq-e-f1-524k,ZT40GC27K-qq-e-d-524k,4511478356149,ZT40GC27K,TANABE,SUSTEC PRO ZT40,-45/-55,6.0/7.0,減衰力調整式<br>全長調整式,可,X ハイブリッド,,,158000,133500,,
日産,セレナ,GFC27,2016/08～,FF,2000,ハイブリッド,,データなし,118397,,264995,ZT40GC27K-qq-e-f1-525k,ZT40GC27K-qq-e-d-525k,4511478356149,ZT40GC27K,TANABE,SUSTEC PRO ZT40,データなし,6.0/7.0,減衰力調整式<br>全長調整式,可,現車未確認,未計測の為、車高データなし,,158000,133500,,
日産,セレナ,HC26,2012/08～2016/08,FF,2000,ハイブリッド,,データなし,118397,,264996,ZT40C25K-qq-e-f1-526k,ZT40C25K-qq-e-d-526k,4511478355210,ZT40C25K,TANABE,SUSTEC PRO ZT40,データなし,6.0/6.0,減衰力調整式<br>全長調整式,可,現車未確認,リア内装カバー装着不可<br>未計測の為、車高データなし,,158000,133500,,
日産,セレナ,HC27,2018/03～,FF,1200,ハイブリッド,,Fr：0～-70mm<br>Rr：-32～-70mm,118397,,264997,ZT40HFC27K-qq-e-f1-527k,ZT40HFC27K-qq-e-d-527k,4511478356774,ZT40HFC27K,TANABE,SUSTEC PRO ZT40,-40/-40,6.0/7.0,減衰力調整式<br>全長調整式,可,eパワー XV ハイブリッド,,,158000,133500,,
日産,セレナ,HFC26,2012/08～2016/08,FF,2000,ハイブリッド,,Fr：0～-54mm<br>Rr：-34～-70mm,118397,,264998,ZT40C25K-qq-e-f1-528k,ZT40C25K-qq-e-d-528k,4511478355210,ZT40C25K,TANABE,SUSTEC PRO ZT40,-40/-50,6.0/6.0,減衰力調整式<br>全長調整式,可,ハイウェイスターSハイブリッド,リア内装カバー装着不可,,158000,133500,,
日産,セレナ,HFC27,2018/03～,FF,1200,ハイブリッド,,Fr：0～-62mm<br>Rr：-22～-63mm,118397,,264999,ZT40HFC27K-qq-e-f1-529k,ZT40HFC27K-qq-e-d-529k,4511478356774,ZT40HFC27K,TANABE,SUSTEC PRO ZT40,-30/-40,6.0/7.0,減衰力調整式<br>全長調整式,可,eパワーハイウェイスターV,,,158000,133500,,
日産,フェアレディZ,HZ33,2003/10～2008/11,FR,3500,NA,,データなし,118397,,265021,ZT40Z33K-qq-e-f1-553k,ZT40Z33K-qq-e-d-553k,4511478355524,ZT40Z33K,TANABE,SUSTEC PRO ZT40,データなし,10.0/8.0,減衰力調整式<br>全長調整式,,現車未確認,リア減衰力調整の際ダンパーの取り外し必要<br>未計測の為、車高データなし,,158000,133500,,
日産,フェアレディZ,Z33,2002/08～2008/11,FR,3500,NA,,Fr：0～-45mm<br>Rr：+5～-45mm,118397,,265022,ZT40Z33K-qq-e-f1-554k,ZT40Z33K-qq-e-d-554k,4511478355524,ZT40Z33K,TANABE,SUSTEC PRO ZT40,-10～-30/-10～-30,10.0/8.0,減衰力調整式<br>全長調整式,,ベースグレード(MC後),リア減衰力調整の際ダンパーの取り外し必要,,158000,133500,,
ホンダ,N-BOX,JF1,2011/12～2017/09,FF,660,NA,,Fr：0～-57mm<br>Rr：-21～-54mm,88703,,264394,ZT40JF1K-qq-e-f1-678,ZT40JF1K-qq-e-d-678,4511478355319,ZT40JF1K,TANABE,SUSTEC PRO ZT40,-30～-50/-30～-50,4.0/3.0,減衰力調整式<br>全長調整式,,G・Lパッケージ,リアゴムシート40mmカット必要<br>リアダンパーはノーマル形状及び14段調整<br>フロント純正アッパーマウント使用,,118000,103500,,
ホンダ,N-BOX,JF2,2011/12～2017/09,4WD,660,NA,,データなし,88703,,264934,ZT40JF2K-qq-e-f1-462k,ZT40JF2K-qq-e-d-462k,4511478355326,ZT40JF2K,TANABE,SUSTEC PRO ZT40,データなし,4.0/3.0,減衰力調整式<br>全長調整式,,現車未確認,未計測の為、車高データなし<br>リアダンパーはノーマル形状及び14段調整<br>フロント純正アッパーマウント使用,,118000,103500,,
ホンダ,N-BOX,JF3,2017/09～,FF,660,NA,,Fr：0～-53mm<br>Rr：-28～-58mm,88703,,264935,ZT40JF3K-qq-e-f1-463k,ZT40JF3K-qq-e-d-463k,4511478356262,ZT40JF3K,TANABE,SUSTEC PRO ZT40,-25/-35,4.0/3.0,減衰力調整式<br>全長調整式,不可,G,リアダンパーはノーマル形状及び14段調整<br>フロント/リア共に純正アッパーマウント使用<br>フロント純正アッパーマウント使用,,118000,103500,,
ホンダ,N-BOX+,JF1,2012/07～,FF,660,NA,,データなし,88703,,264936,ZT40JF1K-qq-e-f1-464k,ZT40JF1K-qq-e-d-464k,4511478355319,ZT40JF1K,TANABE,SUSTEC PRO ZT40,データなし,4.0/3.0,減衰力調整式<br>全長調整式,,現車未確認,未計測の為、車高データなし<br>リアダンパーはノーマル形状及び14段調整<br>フロント純正アッパーマウント使用,,118000,103500,,
ホンダ,N-BOX+,JF2,2012/07～,4WD,660,ターボ,,Fr：-2～-69mm<br>Rr：-26～-66mm,88703,,264395,ZT40JF2K-qq-e-f1-679,ZT40JF2K-qq-e-d-679,4511478355326,ZT40JF2K,TANABE,SUSTEC PRO ZT40,-25～-45/-35～-55,4.0/3.0,減衰力調整式<br>全長調整式,,G・ターボパッケージ,フロントブーツ20mmカット・リアゴムシート40mmカット必要<br>リアダンパーはノーマル形状及び14段調整<br>フロント純正アッパーマウント使用,,118000,103500,,
ホンダ,N-BOX+カスタム,JF1,2012/07～,FF,660,ターボ,,データなし,88703,,264937,ZT40JF1K-qq-e-f1-465k,ZT40JF1K-qq-e-d-465k,4511478355319,ZT40JF1K,TANABE,SUSTEC PRO ZT40,データなし,4.0/3.0,減衰力調整式<br>全長調整式,,現車未確認,未計測の為、車高データなし<br>リアダンパーはノーマル形状及び14段調整<br>フロント純正アッパーマウント使用,,118000,103500,,
ホンダ,N-BOX+カスタム,JF2,2012/07～,4WD,660,ターボ,,データなし,88703,,264938,ZT40JF2K-qq-e-f1-466k,ZT40JF2K-qq-e-d-466k,4511478355326,ZT40JF2K,TANABE,SUSTEC PRO ZT40,データなし,4.0/3.0,減衰力調整式<br>全長調整式,,現車未確認,未計測の為、車高データなし<br>リアダンパーはノーマル形状及び14段調整<br>フロント純正アッパーマウント使用,,118000,103500,,
ホンダ,N-BOXカスタム,JF1,2011/12～2017/09,FF,660,ターボ,,データなし,88703,,264939,ZT40JF1K-qq-e-f1-467k,ZT40JF1K-qq-e-d-467k,4511478355319,ZT40JF1K,TANABE,SUSTEC PRO ZT40,データなし,4.0/3.0,減衰力調整式<br>全長調整式,,現車未確認,未計測の為、車高データなし<br>リアダンパーはノーマル形状及び14段調整<br>フロント純正アッパーマウント使用,,118000,103500,,
ホンダ,N-BOXカスタム,JF2,2011/12～2017/09,4WD,660,NA,,データなし,88703,,264940,ZT40JF2K-qq-e-f1-468k,ZT40JF2K-qq-e-d-468k,4511478355326,ZT40JF2K,TANABE,SUSTEC PRO ZT40,データなし,4.0/3.0,減衰力調整式<br>全長調整式,,現車未確認,未計測の為、車高データなし<br>リアダンパーはノーマル形状及び14段調整<br>フロント純正アッパーマウント使用,,118000,103500,,
ホンダ,N-BOXカスタム,JF3,2017/09～,FF,660,ターボ,,Fr：0～-50mm<br>Rr：-26～-53mm,88703,,264941,ZT40JF3K-qq-e-f1-469k,ZT40JF3K-qq-e-d-469k,4511478356262,ZT40JF3K,TANABE,SUSTEC PRO ZT40,-30/-35,4.0/3.0,減衰力調整式<br>全長調整式,,G・EXターボ,リアダンパーはノーマル形状及び14段調整<br>フロント純正アッパーマウント使用,,118000,103500,,
ホンダ,N-BOXスラッシュ,JF1,2014/12～,FF,660,NA,,Fr：0～-55mm<br>Rr：-27～-57mm,88703,,264942,ZT40JH1K-qq-e-f1-470k,ZT40JH1K-qq-e-d-470k,4511478355333,ZT40JH1K,TANABE,SUSTEC PRO ZT40,-30/-40,4.0/3.0,減衰力調整式<br>全長調整式,,X(MC前),リアゴムシート40mmカット必要<br>リアダンパーはノーマル形状及び14段調整<br>フロント純正アッパーマウント使用,,118000,103500,,
ホンダ,N-ONE,JG1,2012/11～,FF,660,NA,,Fr：0～-60mm<br>Rr：-22～-54mm,88703,,264396,ZT40JH1K-qq-e-f1-680,ZT40JH1K-qq-e-d-680,4511478355333,ZT40JH1K,TANABE,SUSTEC PRO ZT40,-30～-50/-30～-50,4.0/3.0,減衰力調整式<br>全長調整式,,全グレード共通,リアダンパーはノーマル形状及び14段調整<br>フロント/リア共に純正アッパーマウント使用,,118000,103500,,
ホンダ,N-WGN,JH1,2013/11～2019/08,FF,660,ターボ,,データなし,88703,,264943,ZT40JH1K-qq-e-f1-471k,ZT40JH1K-qq-e-d-471k,4511478355333,ZT40JH1K,TANABE,SUSTEC PRO ZT40,データなし,4.0/3.0,減衰力調整式<br>全長調整式,,現車未確認,未計測の為、車高データなし<br>リアダンパーはノーマル形状及び14段調整<br>フロント純正アッパーマウント使用,,118000,103500,,
ホンダ,N-WGNカスタム,JH1,2013/11～2019/08,FF,660,ターボ,,Fr：0～-59mm<br>Rr：-18～-48mm,88703,,264397,ZT40JH1K-qq-e-f1-681,ZT40JH1K-qq-e-d-681,4511478355333,ZT40JH1K,TANABE,SUSTEC PRO ZT40,-25～-45/-25～-45,4.0/3.0,減衰力調整式<br>全長調整式,,G・ターボパッケージ,リアゴムシート40mmカット必要<br>リアダンパーはノーマル形状及び14段調整<br>フロント純正アッパーマウント使用,,118000,103500,,
ホンダ,オデッセイ,RB1,2003/10～2008/10,FF,2400,NA,AFS付車対応,Fr：-25～-79mm<br>Rr：-32～-71mm,103550,,264420,ZT40RB1K-qq-e-f1-683,ZT40RB1K-qq-e-d-683,4511478355487,ZT40RB1K,TANABE,SUSTEC PRO ZT40,-45～-65/-35～-55,8.0/12.0,減衰力調整式<br>全長調整式,,M,,,138000,118500,,
ホンダ,オデッセイ,RB2,2003/10～2008/10,4WD,2400,NA,,データなし,103550,,264422,ZT40RB4K-qq-e-f1-685,ZT40RB4K-qq-e-d-685,4511478355494,ZT40RB4K,TANABE,SUSTEC PRO ZT40,データなし,10.0/14.0,減衰力調整式<br>全長調整式,,現車未確認,未計測の為、車高データなし,,138000,118500,,
ホンダ,オデッセイ,RB3,2008/10～2013/10,FF,2400,NA,,Fr：-4～-65mm<br>Rr：-15～-61mm,103550,,264419,ZT40RB1K-qq-e-f1-682,ZT40RB1K-qq-e-d-682,4511478355487,ZT40RB1K,TANABE,SUSTEC PRO ZT40,-35～-55/-35～-55,8.0/12.0,減衰力調整式<br>全長調整式,,M(MC前),,,138000,118500,,
ホンダ,オデッセイ,RB4,2008/10～2013/10,4WD,2400,NA,,Fr：-6～-65mm<br>Rr：-40～-74mm,103550,,264421,ZT40RB4K-qq-e-f1-684,ZT40RB4K-qq-e-d-684,4511478355494,ZT40RB4K,TANABE,SUSTEC PRO ZT40,-35/-50,10.0/14.0,減衰力調整式<br>全長調整式,,M,,,138000,118500,,
ホンダ,オデッセイ,RC1,2013/11～2016/04,FF,2400,NA,,Fr：0～-71mm<br>Rr：-21～-56mm,118397,,264970,ZT40RC1K-qq-e-f1-498k,ZT40RC1K-qq-e-d-498k,4511478355074,ZT40RC1K,TANABE,SUSTEC PRO ZT40,-35～-55/-35～-55,5.0/6.0,減衰力調整式<br>全長調整式,可,G,,,158000,133500,,
ホンダ,ステップワゴン,RK1,2009/10～2015/03,FF,2000,NA,,Fr：0～-77mm<br>Rr：-50～-76mm,118397,,264423,ZT40RK1K-qq-e-f1-686,ZT40RK1K-qq-e-d-686,4511478355500,ZT40RK1K,TANABE,SUSTEC PRO ZT40,-45/-60,6.0/6.0,減衰力調整式<br>全長調整式,可,GLパッケージ,,,158000,133500,,
ホンダ,ステップワゴン,RK2,2009/10～2015/03,4WD,2000,NA,,Fr：-16～-88mm<br>Rr：-56～-93mm,118397,,264425,ZT40RK2K-qq-e-f1-688,ZT40RK2K-qq-e-d-688,4511478355517,ZT40RK2K,TANABE,SUSTEC PRO ZT40,-35/-70,6.0/6.0,減衰力調整式<br>全長調整式,可,G,,,158000,133500,,
ホンダ,ステップワゴン,RK5,2009/10～2015/03,FF,2000,NA,,Fr：0～-74mm<br>Rr：-46～-74mm,118397,,264424,ZT40RK1K-qq-e-f1-687,ZT40RK1K-qq-e-d-687,4511478355500,ZT40RK1K,TANABE,SUSTEC PRO ZT40,-45/-60,6.0/6.0,減衰力調整式<br>全長調整式,可,スパーダZ,,,158000,133500,,
ホンダ,ステップワゴン,RK6,2009/10～2015/03,4WD,2000,NA,,データなし,118397,,264984,ZT40RK2K-qq-e-f1-514k,ZT40RK2K-qq-e-d-514k,4511478355517,ZT40RK2K,TANABE,SUSTEC PRO ZT40,データなし,6.0/6.0,減衰力調整式<br>全長調整式,可,現車未確認,未計測の為、車高データなし,,158000,133500,,
ホンダ,ステップワゴン,RP1,2015/04～,FF,1500,ターボ,,Fr：0～-70mm<br>Rr：-24～-61mm,118397,,264985,ZT40RP3K-qq-e-f1-515k,ZT40RP3K-qq-e-d-515k,4511478355678,ZT40RP3K,TANABE,SUSTEC PRO ZT40,-45/-45,5.0/6.0,減衰力調整式<br>全長調整式,可,G,,,158000,133500,,
ホンダ,ステップワゴン,RP3,2015/04～,FF,1500,ターボ,,Fr：0～-76mm<br>Rr：-30～-70mm,118397,,264986,ZT40RP3K-qq-e-f1-516k,ZT40RP3K-qq-e-d-516k,4511478355678,ZT40RP3K,TANABE,SUSTEC PRO ZT40,-50/-55,5.0/6.0,減衰力調整式<br>全長調整式,可,スパーダクールスピリット,,,158000,133500,,
ホンダ,ステップワゴン,RP3,2016/10～,FF,1500,ターボ,,Fr：0～-57mm<br>Rr：-15～-55mm,118397,,265067,ZT40RP3K-qq-e-f1-600k,ZT40RP3K-qq-e-d-600k,4511478355678,ZT40RP3K,TANABE,SUSTEC PRO ZT40,-35/-45,5.0/6.0,減衰力調整式<br>全長調整式,可,モデューロX(ローダウン車),,,158000,133500,,
ホンダ,フィット,GE6,2007/10～2013/08,FF,1300,NA,,Fr：0～-67mm<br>Rr：-49～-74mm,103550,,264378,ZT40GE6K-qq-e-f1-690,ZT40GE6K-qq-e-d-690,4511478355272,ZT40GE6K,TANABE,SUSTEC PRO ZT40,-35/-55,4.0/4.0,減衰力調整式<br>全長調整式,,G(MC前),フロント/リア共に純正アッパーマウント使用,,138000,118500,,
ホンダ,フィット,GE8,2007/10～2013/08,FF,1500,NA,,データなし,103550,,264377,ZT40GE6K-qq-e-f1-689,ZT40GE6K-qq-e-d-689,4511478355272,ZT40GE6K,TANABE,SUSTEC PRO ZT40,データなし,4.0/4.0,減衰力調整式<br>全長調整式,,現車未確認,未計測の為、車高データなし<br>フロント/リア共に純正アッパーマウント使用,,138000,118500,,
ホンダ,フィットハイブリッド,GP1,2010/10～2013/09,FF,1300,ハイブリッド,,Fr：0～-66mm<br>Rr：-34～-60mm,103550,,265019,ZT40GE6K-qq-e-f1-551k,ZT40GE6K-qq-e-d-551k,4511478355272,ZT40GE6K,TANABE,SUSTEC PRO ZT40,-35/-40,4.0/4.0,減衰力調整式<br>全長調整式,,,フロント/リア共に純正アッパーマウント使用,,138000,118500,,
ホンダ,フィットハイブリッドRS,GP4,2012/05～2013/09,FF,1500,ハイブリッド,,データなし,103550,,265020,ZT40GE6K-qq-e-f1-552k,ZT40GE6K-qq-e-d-552k,4511478355272,ZT40GE6K,TANABE,SUSTEC PRO ZT40,データなし,4.0/4.0,減衰力調整式<br>全長調整式,,現車未確認,未計測の為、車高データなし<br>フロント/リア共に純正アッパーマウント使用,,138000,118500,,
マツダ,CX-5,KE2FW,2012/02～2017/02,FF,2200,ディーゼルターボ,,Fr：0～-117mm<br>Rr：-35～-68mm,125820,,264930,ZT40KF2PK-qq-e-f1-458k,ZT40KF2PK-qq-e-d-458k,4511478356163,ZT40KF2PK,TANABE,SUSTEC PRO ZT40,-55/-55,6.0/5.0,減衰力調整式<br>全長調整式,,XDLパッケージ(MC後),付属のアイブッシュカラーを非装着でMC前、装着でMC後に対応,,168000,141000,,
マツダ,CX-5,KE5AW,2013/10～2017/02,4WD,2500,NA,MC前装着可,Fr：0～-103mm<br>Rr：-42～-75mm,125820,,264931,ZT40KF2PK-qq-e-f1-459k,ZT40KF2PK-qq-e-d-459k,4511478356163,ZT40KF2PK,TANABE,SUSTEC PRO ZT40,-60/-60,6.0/5.0,減衰力調整式<br>全長調整式,,25SLパッケージ(MC後),,,168000,141000,,
マツダ,CX-5,LDA-KF2P,2017/02～,FF,2200,ディーゼルターボ,,Fr：0～-121mm<br>Rr：-40～-79mm,125820,,264932,ZT40KF2PK-qq-e-f1-460k,ZT40KF2PK-qq-e-d-460k,4511478356163,ZT40KF2PK,TANABE,SUSTEC PRO ZT40,-55/-65,6.0/5.0,減衰力調整式<br>全長調整式,,XDLパッケージ,,,168000,141000,,
マツダ,CX-5,LDA-KF2P,2017/02～,4WD,2200,ディーゼルターボ,,Fr：0～-121mm<br>Rr：-41～-77mm,125820,,265064,ZT40KF2PK-qq-e-f1-596k,ZT40KF2PK-qq-e-d-596k,4511478356163,ZT40KF2PK,TANABE,SUSTEC PRO ZT40,-55/-65,6.0/5.0,減衰力調整式<br>全長調整式,,XDLパッケージ,,,168000,141000,,
マツダ,CX-8,KG2P,2017/12～,4WD,2200,ディーゼルターボ,,Fr：0～-94mm<br>Rr：-10～-71mm,125820,,264933,ZT40KG2PK-qq-e-f1-461k,ZT40KG2PK-qq-e-d-461k,4511478356514,ZT40KG2PK,TANABE,SUSTEC PRO ZT40,-50/-55,6.0/7.0,減衰力調整式<br>全長調整式,,XD/Lパッケージ,,,168000,141000,,
マツダ,フレア,MJ34S,2012/09～2017/03,FF,660,NA,,データなし,88703,,264486,ZT40MH34SK-qq-e-f1-701,ZT40MH34SK-qq-e-d-701,4511478355401,ZT40MH34SK,TANABE,SUSTEC PRO ZT40,データなし,3.0/2.0,減衰力調整式<br>全長調整式,,現車未確認,リア車高調整はスペーサー式<br>未計測の為、車高データなし<br>リアダンパーはノーマル形状及び14段調整,,118000,103500,,
マツダ,フレア,MJ44S,2014/08～2017/03,FF,660,NA,,データなし,88703,,265028,ZT40MH34SK-qq-e-f1-560k,ZT40MH34SK-qq-e-d-560k,4511478355401,ZT40MH34SK,TANABE,SUSTEC PRO ZT40,データなし,3.0/2.0,減衰力調整式<br>全長調整式,,現車未確認,リア車高調整はスペーサー式<br>未計測の為、車高データなし<br>リアダンパーはノーマル形状及び14段調整,,118000,103500,,
マツダ,フレアカスタムスタイル,MJ34S,2012/09～2017/03,FF,660,NA,,データなし,88703,,265029,ZT40MH34SK-qq-e-f1-561k,ZT40MH34SK-qq-e-d-561k,4511478355401,ZT40MH34SK,TANABE,SUSTEC PRO ZT40,データなし,3.0/2.0,減衰力調整式<br>全長調整式,,現車未確認,リア車高調整はスペーサー式<br>未計測の為、車高データなし<br>リアダンパーはノーマル形状及び14段調整,,118000,103500,,
マツダ,フレアカスタムスタイル,MJ44S,2014/08～2017/03,FF,660,NA,,データなし,88703,,265030,ZT40MH34SK-qq-e-f1-562k,ZT40MH34SK-qq-e-d-562k,4511478355401,ZT40MH34SK,TANABE,SUSTEC PRO ZT40,データなし,3.0/2.0,減衰力調整式<br>全長調整式,,現車未確認,リア車高調整はスペーサー式<br>未計測の為、車高データなし<br>リアダンパーはノーマル形状及び14段調整,,118000,103500,,
レクサス,GS350,GRS191,2005/08～2012/01,FR,3500,NA,,Fr：0～-77mm<br>Rr：0～-93mm,110974,,264379,ZT40GRS182K-qq-e-f1-691,ZT40GRS182K-qq-e-d-691,4511478355289,ZT40GRS182K,TANABE,SUSTEC PRO ZT40,-45/-50,10.0/8.0,減衰力調整式<br>全長調整式,不可,GS350,AVS又はNAVI・AI-AVSの機能は失われます,,148000,126000,,
レクサス,GS430,UZS190,2005/08～2012/01,FR,4300,NA,,データなし,110974,,264380,ZT40GRS182K-qq-e-f1-692,ZT40GRS182K-qq-e-d-692,4511478355289,ZT40GRS182K,TANABE,SUSTEC PRO ZT40,データなし,10.0/8.0,減衰力調整式<br>全長調整式,不可,現車未確認,未計測の為、車高データなし<br>AVS又はNAVI・AI-AVSの機能は失われます,,148000,126000,,
レクサス,IS250,GSE20,2005/09～2013/08,FR,2500,NA,コンバーチブル装着不可,データなし,110974,,264381,ZT40GRS182K-qq-e-f1-693,ZT40GRS182K-qq-e-d-693,4511478355289,ZT40GRS182K,TANABE,SUSTEC PRO ZT40,データなし,10.0/8.0,減衰力調整式<br>全長調整式,,現車未確認,未計測の為、車高データなし<br>AVS又はNAVI・AI-AVSの機能は失われます,,148000,126000,,
レクサス,IS350,GSE21,2005/09～2013/08,FR,3500,NA,コンバーチブル装着不可,Fr：0～-54mm<br>Rr：0～-96mm,110974,,264382,ZT40GRS182K-qq-e-f1-694,ZT40GRS182K-qq-e-d-694,4511478355289,ZT40GRS182K,TANABE,SUSTEC PRO ZT40,-25/-50,10.0/8.0,減衰力調整式<br>全長調整式,不可,IS350,AVS又はNAVI・AI-AVSの機能は失われます,,148000,126000,,
レクサス,NX200t,AGZ10,2014/07～2017/09,FF,2000,ターボ,,Fr：0～-79mm<br>Rr：-34～-70mm,110974,,264362,ZT40AGZ10K-qq-e-f1-695,ZT40AGZ10K-qq-e-d-695,4511478355180,ZT40AGZ10K,TANABE,SUSTEC PRO ZT40,-45/-55,6.0/8.0,減衰力調整式<br>全長調整式,可,NX200tIパッケージ(MC前),AVS又はNAVI・AI-AVSの機能は失われます<br>リアダンパーはノーマル形状及び14段調整,,148000,126000,,
