自動車メーカー,車種,型式,年式,駆動,排気量,過給機,適合詳細,車高調整幅,販売価格,Camp価格,商品ID,物販コード,取付コード,JANコード,メーカー品番,メーカー名,商品名,推奨車高 mm(F/R),バネレート kg/mm(F/R),仕様,フロントキャンバー調整,マッチンググレード,備考,注意事項,定価,SET価格,,取付特記事項
日産,モコ,MG21S,2002/04～2003/08,FF,660,NA,MC後(03/09～)装着不可<br>リアダンパー下側取付幅:32mm車用,Fr：-12～-59mm<br>Rr：-22～-50mm,60346,,264768,CRMF21SK-qq-e-f1-291k,CRMF21SK-qq-e-d-291k,4511478354077,CRMF21SK,TANABE,SUSTEC PRO CR,-46/-40,4.0/2.0,減衰力固定式<br>ネジ式,,B,,,79800,74900,,
日産,モコ,MG21S,2003/09～2006/02,FF,660,ターボ,MC前(～03/09)装着不可<br>リアダンパー下側取付幅:60mm車用,Fr：-29～-66mm<br>Rr：-26～-58mm,60346,,264769,CRMF21SMCK-qq-e-f1-292k,CRMF21SMCK-qq-e-d-292k,4511478354084,CRMF21SMCK,TANABE,SUSTEC PRO CR,-49/-48,4.0/3.0,減衰力固定式<br>ネジ式,,T,,,79800,74900,,
日産,モコ,MG22S,2006/02～2011/02,FF(4WD共通),660,NA,,データなし,60346,,264770,CRMH21SMCK-qq-e-f1-293k,CRMH21SMCK-qq-e-d-293k,4511478354213,CRMH21SMCK,TANABE,SUSTEC PRO CR,データなし,3.0/3.0,減衰力固定式<br>ネジ式,,現車未確認,未計測の為、車高データなし,,79800,74900,,
日産,モコ,MG33S,2011/02～2016/05,FF,660,NA,,データなし,60346,,264771,CRMF33SK-qq-e-f1-294k,CRMF33SK-qq-e-d-294k,4511478354060,CRMF33SK,TANABE,SUSTEC PRO CR,データなし,3.0/2.0,減衰力固定式<br>ネジ式,,現車未確認,未計測の為、車高データなし,,79800,74900,,
日産,ルークス,ML21S,2009/12～2013/03,FF,660,ターボ,,Fr：-14～-62mm<br>Rr：-24～-53mm,60346,,264780,CRMK21SK-qq-e-f1-303k,CRMK21SK-qq-e-d-303k,4511478354183,CRMK21SK,TANABE,SUSTEC PRO CR,-38/-38,4.0/3.0,減衰力固定式<br>ネジ式,,ハイウェイスター,,,79800,74900,,
ホンダ,CR-Z,ZF1,2010/02～2012/09,FF,1500,ハイブリッド,,Fr：+3～-41mm<br>Rr：-25～-48mm,60346,,264334,CRZE2K-qq-e-f1-47,CRZE2K-qq-e-d-47,4511478353681,CRZE2K,TANABE,SUSTEC PRO CR,-31/-39,4.0/4.0,減衰力固定式<br>ネジ式,,α(MC前),,,79800,74900,,
ホンダ,CR-Z,ZF2,2012/09～,FF,1500,ハイブリッド,,Fr：-2～-47mm<br>Rr：-25～-46mm,60346,,264335,CRZE2K-qq-e-f1-48,CRZE2K-qq-e-d-48,4511478353681,CRZE2K,TANABE,SUSTEC PRO CR,-37/-35,4.0/4.0,減衰力固定式<br>ネジ式,,α(MC後),,,79800,74900,,
ホンダ,アコード,CL7,2002/11～2008/12,FF,2000,NA,レベライザー付き車は装着不可,Fr：-15～-68mm<br>Rr：-9～-59mm,60346,,264130,CRCL9K-qq-e-f1-50,CRCL9K-qq-e-d-50,4511478353650,CRCL9K,TANABE,SUSTEC PRO CR,-40/-29,8.0/4.0,減衰力固定式<br>ネジ式,,20EL(MC前),,,79800,74900,,
ホンダ,アコード,CL9,2002/11～2008/12,FF,2400,NA,レベライザー付き車は装着不可,Fr：-15～-68mm<br>Rr：-9～-59mm,60346,,264129,CRCL9K-qq-e-f1-49,CRCL9K-qq-e-d-49,4511478353650,CRCL9K,TANABE,SUSTEC PRO CR,-49/-41,8.0/4.0,減衰力固定式<br>ネジ式,,24TL(MC前),,,79800,74900,,
ホンダ,アコード/トルネオ,CF3,1997/09～2002/10,FF,1800,NA,,データなし,60346,,264531,CRCF6K-qq-e-f1-48k,CRCF6K-qq-e-d-48k,4511478353674,CRCF6K,TANABE,SUSTEC PRO CR,データなし,8.0/4.0,減衰力固定式<br>ネジ式,,現車未確認,未計測の為、車高データなし,,79800,74900,,
ホンダ,アコード/トルネオ,CF4,1997/09～2002/10,FF,2000,NA,,Fr：-8～-67mm<br>Rr：-10～-71mm,60346,,264126,CRCF6K-qq-e-f1-51,CRCF6K-qq-e-d-51,4511478353674,CRCF6K,TANABE,SUSTEC PRO CR,-34/-34,8.0/4.0,減衰力固定式<br>ネジ式,,SiR,,,79800,74900,,
ホンダ,アコード/トルネオ,CL3,2000/06～2002/10,FF,2000,NA,,データなし,60346,,264532,CRCF6K-qq-e-f1-49k,CRCF6K-qq-e-d-49k,4511478353674,CRCF6K,TANABE,SUSTEC PRO CR,データなし,8.0/4.0,減衰力固定式<br>ネジ式,,現車未確認,未計測の為、車高データなし,,79800,74900,,
ホンダ,アコードワゴン,CF6,1997/10～2002/11,FF,2300,NA,,Fr：+2～-55mm<br>Rr：-15～-68mm,60346,,264127,CRCF6K-qq-e-f1-52,CRCF6K-qq-e-d-52,4511478353674,CRCF6K,TANABE,SUSTEC PRO CR,-35/-50,8.0/4.0,減衰力固定式<br>ネジ式,,VI,,,79800,74900,,
ホンダ,アコードワゴン,CH9,1999/01～2002/11,FF,2300,NA,,Fr：+1～-51mm<br>Rr：-10～-64mm,60346,,264128,CRCF6K-qq-e-f1-54,CRCF6K-qq-e-d-54,4511478353674,CRCF6K,TANABE,SUSTEC PRO CR,-40/-40,8.0/4.0,減衰力固定式<br>ネジ式,,SiR,,,79800,74900,,
ホンダ,アコードワゴン,CM1,2002/11～2008/12,FF,2000,NA,オートレベリングヘッドライト搭載車不可,データなし,60346,,264466,CRCM2K-qq-e-f1-53,CRCM2K-qq-e-d-53,4511478353667,CRCM2K,TANABE,SUSTEC PRO CR,データなし,8.0/7.0,減衰力固定式<br>ネジ式,,現車未確認,未計測の為、車高データなし,,79800,74900,,
ホンダ,インサイト,ZE2,2009/02～2014/03,FF,1300,ハイブリッド,,Fr：-8～-55mm<br>Rr：-35～-62mm,60346,,264336,CRZE2K-qq-e-f1-55,CRZE2K-qq-e-d-55,4511478353681,CRZE2K,TANABE,SUSTEC PRO CR,-45/-54,4.0/4.0,減衰力固定式<br>ネジ式,,G,,,79800,74900,,
ホンダ,インサイトエクスクルーシブ,ZE3,2011/11～2014/03,FF,1500,ハイブリッド,,データなし,60346,,264550,CRZE2K-qq-e-f1-67k,CRZE2K-qq-e-d-67k,4511478353681,CRZE2K,TANABE,SUSTEC PRO CR,データなし,4.0/4.0,減衰力固定式<br>ネジ式,,現車未確認,未計測の為、車高データなし,,79800,74900,,
ホンダ,ヴェゼル,RU1,2016/02～,FF,1500,NA,,Fr：-4～-53mm<br>Rr：-16～-55mm,60346,,264554,CRRU3K-qq-e-f1-71k,CRRU3K-qq-e-d-71k,4511478356101,CRRU3K,TANABE,SUSTEC PRO CR,-29/-32,4.0/4.0,,,RS・ホンダセンシング(MC後),,,79800,74900,,
ホンダ,ヴェゼル,RU2,2013/12～,4WD,1500,NA,,Fr：-18～-69mm<br>Rr：-26～-80mm,60346,,264555,CRRU2K-qq-e-f1-72k,CRRU2K-qq-e-d-72k,4511478356347,CRRU2K,TANABE,SUSTEC PRO CR,-44/-56,4.0/4.0,減衰力固定式<br>ネジ式,,G(MC前),,,79800,74900,,
ホンダ,ヴェゼル,RU3,2013/12～,2WD,1500,ハイブリッド,,Fr：-8～-61mm<br>Rr：-33～-70mm,60346,,264556,CRRU3K-qq-e-f1-73k,CRRU3K-qq-e-d-73k,4511478356101,CRRU3K,TANABE,SUSTEC PRO CR,-36/-47,4.0/4.0,減衰力固定式<br>ネジ式,,ハイブリットX,,,79800,74900,,
ホンダ,ヴェゼル,RU4,2013/12～2018/02,4WD,1500,ハイブリッド,,Fr：-15～-65mm<br>Rr：-36～-78mm,60346,,264557,CRRU4K-qq-e-f1-74k,CRRU4K-qq-e-d-74k,4511478356521,CRRU4K,TANABE,SUSTEC PRO CR,-38/-58,4.0/5.0,減衰力固定式<br>ネジ式,不可,ハイブリットX(MC前),フロント/リア共に純正アッパーマウント使用,,79800,74900,,
ホンダ,ヴェゼル,RU4,2018/02～,4WD,1500,ハイブリッド,,Fr：-14～-66mm<br>Rr：-32～-79mm,60346,,265047,CRRU4K-qq-e-f1-579k,CRRU4K-qq-e-d-579k,4511478356521,CRRU4K,TANABE,SUSTEC PRO CR,-39/-56,4.0/5.0,減衰力固定式<br>ネジ式,不可,ハイブリットZ(MC後),フロント/リア共に純正アッパーマウント使用,,79800,74900,,
ホンダ,エリシオン,RR1,2004/05～2012/05,FF,2400,NA,AFS付車対応,Fr：-11～-59mm<br>Rr：-17～-53mm,60346,,264296,CRRR3K-qq-e-f1-57,CRRR3K-qq-e-d-57,4511478353698,CRRR3K,TANABE,SUSTEC PRO CR,-40/-35,12.0/9.0,減衰力固定式<br>ネジ式,,G,,,79800,74900,,
ホンダ,エリシオン,RR2,2004/05～2012/05,4WD,2400,NA,AFS付車対応,Fr：-26～-72mm<br>Rr：-39～-75mm,60346,,264295,CRRR3K-qq-e-f1-56,CRRR3K-qq-e-d-56,4511478353698,CRRR3K,TANABE,SUSTEC PRO CR,-51/-57,12.0/9.0,減衰力固定式<br>ネジ式,,M,,,79800,74900,,
ホンダ,エリシオン,RR3,2004/05～2012/05,FF,3000,NA,AFS付車対応,Fr：-24～-70mm<br>Rr：-20～-51mm,60346,,264297,CRRR3K-qq-e-f1-58,CRRR3K-qq-e-d-58,4511478353698,CRRR3K,TANABE,SUSTEC PRO CR,-48/-36,12.0/9.0,減衰力固定式<br>ネジ式,,VX(MC前),,,79800,74900,,
ホンダ,エリシオン,RR4,2004/05～2012/05,4WD,3000,NA,AFS付車対応,データなし,60346,,264566,CRRR3K-qq-e-f1-87k,CRRR3K-qq-e-d-87k,4511478353698,CRRR3K,TANABE,SUSTEC PRO CR,データなし,12.0/9.0,減衰力固定式<br>ネジ式,,現車未確認,未計測の為、車高データなし,,79800,74900,,
ホンダ,エリシオンプレステージ,RR1,2007/01～2013/10,FF,2400,NA,AFS付車対応,Fr：-21～-67mm<br>Rr：-28～-66mm,60346,,264298,CRRR3K-qq-e-f1-59,CRRR3K-qq-e-d-59,4511478353698,CRRR3K,TANABE,SUSTEC PRO CR,-49/-45,12.0/9.0,減衰力固定式<br>ネジ式,,S,,,79800,74900,,
ホンダ,エリシオンプレステージ,RR2,2007/01～2013/10,4WD,2400,NA,AFS付車対応,データなし,60346,,264567,CRRR3K-qq-e-f1-88k,CRRR3K-qq-e-d-88k,4511478353698,CRRR3K,TANABE,SUSTEC PRO CR,データなし,12.0/9.0,減衰力固定式<br>ネジ式,,現車未確認,未計測の為、車高データなし,,79800,74900,,
ホンダ,エリシオンプレステージ,RR5,2007/01～2013/10,FF,3500,NA,AFS付車対応,Fr：-35～-77mm<br>Rr：-45～-77mm,60346,,264299,CRRR5K-qq-e-f1-60,CRRR5K-qq-e-d-60,4511478353704,CRRR5K,TANABE,SUSTEC PRO CR,-53/-59,12.0/9.0,減衰力固定式<br>ネジ式,,SZ,,,79800,74900,,
ホンダ,エリシオンプレステージ,RR6,2007/01～2013/10,4WD,3500,NA,AFS付車対応,データなし,60346,,264568,CRRR5K-qq-e-f1-89k,CRRR5K-qq-e-d-89k,4511478353704,CRRR5K,TANABE,SUSTEC PRO CR,データなし,12.0/9.0,減衰力固定式<br>ネジ式,,現車未確認,未計測の為、車高データなし,,79800,74900,,
ホンダ,オデッセイ,RB1,2003/10～2008/10,FF,2400,NA,AFS付車対応,Fr：-38～-83mm<br>Rr：-25～-61mm,52922,,264283,CRRB1K-qq-e-f1-62,CRRB1K-qq-e-d-62,4511478353728,CRRB1K,TANABE,SUSTEC PRO CR,-58/-45,8.0/10,減衰力固定式<br>ネジ式,,M,フロント/リア共に純正アッパーマウント使用,,69800,67400,,
ホンダ,オデッセイ,RB2,2003/10～2008/10,4WD,2400,NA,AFS付車対応,Fr：-14～-73mm<br>Rr：-35～-65mm,52922,,264284,CRRB2K-qq-e-f1-65,CRRB2K-qq-e-d-65,4511478353735,CRRB2K,TANABE,SUSTEC PRO CR,-48/-51,12.0/10.0,減衰力固定式<br>ネジ式,,アブソルート,フロント/リア共に純正アッパーマウント使用,,69800,67400,,
ホンダ,オデッセイ,RB3,2008/10～2013/10,FF,2400,NA,,Fr：-25～-74mm<br>Rr：-37～-70mm,52922,,264285,CRRB3K-qq-e-f1-66,CRRB3K-qq-e-d-66,4511478353711,CRRB3K,TANABE,SUSTEC PRO CR,-58/-53,8.0/10,減衰力固定式<br>ネジ式,,アブソルート(MC前),フロント/リア共に純正アッパーマウント使用,,69800,67400,,
ホンダ,グレイス,GM4,2014/12～,FF,1500,ハイブリッド,,Fr：-14～-58mm<br>Rr：-40～-64mm,60346,,264180,CRGP5K-qq-e-f1-67,CRGP5K-qq-e-d-67,4511478353841,CRGP5K,TANABE,SUSTEC PRO CR,-37/-47,4.0/2.0,減衰力固定式<br>ネジ式,,ハイブリッドLX(MC前),装着の際ブレーキホースを若干ねじっての取付必要,,79800,74900,,
ホンダ,ザッツ,JD1,2002/02～2007/10,FF,660,ターボ(NA装着可),,Fr：-5～-50mm<br>Rr：-34～-65mm,60346,,264206,CRJB1K-qq-e-f1-68,CRJB1K-qq-e-d-68,4511478353919,CRJB1K,TANABE,SUSTEC PRO CR,-37/-50,4.0/3.0,減衰力固定式<br>ネジ式,,,,,79800,74900,,
ホンダ,シビック,EK2,1995/09～2000/09,FF,1300,NA,,データなし,60346,,264609,CREK9K-qq-e-f1-130k,CREK9K-qq-e-d-130k,4511478353766,CREK9K,TANABE,SUSTEC PRO CR,データなし,8.0/6.0,減衰力固定式<br>ネジ式,,現車未確認,未計測の為、車高データなし,,79800,74900,,
ホンダ,シビック,EK3/EK4,1995/09～2000/09,FF,1600,NA,,Fr：+3～-65mm<br>Rr：-11～-65mm,60346,,264158,CREK9K-qq-e-f1-69,CREK9K-qq-e-d-69,4511478353766,CREK9K,TANABE,SUSTEC PRO CR,-45/-49,8.0/6.0,減衰力固定式<br>ネジ式,,SiR(EK4),,,79800,74900,,
ホンダ,シビック,FD1,2005/09～2010/08,FF,1800,NA,タイプR装着不可,Fr：+1～-50mm<br>Rr：-33～-61mm,60346,,264160,CRFD1K-qq-e-f1-70,CRFD1K-qq-e-d-70,4511478354411,CRFD1K,TANABE,SUSTEC PRO CR,-30/-43,5.0/4.0,減衰力固定式<br>ネジ式,,1.8B,フロント純正ダストブーツ/バンプ使用,,79800,74900,,
ホンダ,シビック,FD2,2005/09～2010/08,FF,2000,NA,タイプR装着不可,データなし,60346,,264610,CRFD1K-qq-e-f1-131k,CRFD1K-qq-e-d-131k,4511478354411,CRFD1K,TANABE,SUSTEC PRO CR,データなし,5.0/4.0,減衰力固定式<br>ネジ式,,現車未確認,フロント純正ダストブーツ/バンプ使用<br>未計測の為、車高データなし,,79800,74900,,
ホンダ,シビックタイプR,EK9,1997/08～2001/12,FF,1600,NA,,Fr：+12～-53mm<br>Rr：+22～-37mm,60346,,264159,CREK9K-qq-e-f1-71,CREK9K-qq-e-d-71,4511478353766,CREK9K,TANABE,SUSTEC PRO CR,-35/-20,8.0/6.0,減衰力固定式<br>ネジ式,,タイプR,,,79800,74900,,
ホンダ,シビックフェリオ,EK2,1995/09～2000/09,FF,1300,NA,,データなし,60346,,264611,CREK9K-qq-e-f1-132k,CREK9K-qq-e-d-132k,4511478353766,CREK9K,TANABE,SUSTEC PRO CR,データなし,8.0/6.0,減衰力固定式<br>ネジ式,,現車未確認,未計測の為、車高データなし,,79800,74900,,
ホンダ,シビックフェリオ,EK3/EK4,1995/09～2000/09,FF,1600,NA,,データなし,60346,,264612,CREK9K-qq-e-f1-133k,CREK9K-qq-e-d-133k,4511478353766,CREK9K,TANABE,SUSTEC PRO CR,データなし,8.0/6.0,減衰力固定式<br>ネジ式,,現車未確認,未計測の為、車高データなし,,79800,74900,,
ホンダ,シビックフェリオ,EK8,1995/09～2000/09,FF,1600,NA,,データなし,60346,,264613,CREK9K-qq-e-f1-134k,CREK9K-qq-e-d-134k,4511478353766,CREK9K,TANABE,SUSTEC PRO CR,データなし,8.0/6.0,減衰力固定式<br>ネジ式,,現車未確認,未計測の為、車高データなし,,79800,74900,,
ホンダ,ステップワゴン,RF1,1996/05～2001/04,FF,2000,NA,,Fr：-20～-67mm<br>Rr：-31～-84mm,67769,,264286,CRRF1K-qq-e-f1-78,CRRF1K-qq-e-d-78,4511478353827,CRRF1K,TANABE,SUSTEC PRO CR,-43/-60,5.0/7.0,減衰力固定式<br>ネジ式,,デラクシー,,,89800,82400,,
ホンダ,ステップワゴン,RF3,2001/04～2005/04,FF,2000,NA,,Fr：-20～-64mm<br>Rr：-21～-72mm,67769,,264287,CRRF3K-qq-e-f1-72,CRRF3K-qq-e-d-72,4511478353810,CRRF3K,TANABE,SUSTEC PRO CR,-44/-47,4.0/7.0,減衰力固定式<br>ネジ式,,K,リア純正ダストブーツ使用,,89800,82400,,
ホンダ,ステップワゴン,RF4,2001/04～2005/04,4WD,2000,NA,,データなし,67769,,264634,CRRF8K-qq-e-f1-155k,CRRF8K-qq-e-d-155k,4511478353803,CRRF8K,TANABE,SUSTEC PRO CR,データなし,6.0/7.0,減衰力固定式<br>ネジ式,,現車未確認,リア純正ダストブーツ使用<br>未計測の為、車高データなし,,89800,82400,,
ホンダ,ステップワゴン,RF5,2003/06～2005/05,FF,2000,NA,,Fr：-34～-79mm<br>Rr：-28～-81mm,67769,,264288,CRRF3K-qq-e-f1-73,CRRF3K-qq-e-d-73,4511478353810,CRRF3K,TANABE,SUSTEC PRO CR,-60/-50,4.0/7.0,減衰力固定式<br>ネジ式,,スパーダS,リア純正ダストブーツ使用,,89800,82400,,
ホンダ,ステップワゴン,RF6,2003/06～2005/05,4WD,2000,NA,,Fr：-20～-75mm<br>Rr：-41～-89mm,67769,,264289,CRRF8K-qq-e-f1-74,CRRF8K-qq-e-d-74,4511478353803,CRRF8K,TANABE,SUSTEC PRO CR,-47/-62,6.0/7.0,減衰力固定式<br>ネジ式,,スパーダS,リア純正ダストブーツ使用,,89800,82400,,
ホンダ,ステップワゴン,RF7,2003/06～2005/04,FF,2400,NA,,データなし,67769,,264635,CRRF3K-qq-e-f1-156k,CRRF3K-qq-e-d-156k,4511478353810,CRRF3K,TANABE,SUSTEC PRO CR,データなし,4.0/7.0,減衰力固定式<br>ネジ式,,現車未確認,リア純正ダストブーツ使用<br>未計測の為、車高データなし,,89800,82400,,
ホンダ,ステップワゴン,RF8,2003/06～2005/05,4WD,2400,NA,,Fr：-16～-70mm<br>Rr：-36～-87mm,67769,,264290,CRRF8K-qq-e-f1-75,CRRF8K-qq-e-d-75,4511478353803,CRRF8K,TANABE,SUSTEC PRO CR,-41/-49,6.0/7.0,減衰力固定式<br>ネジ式,,スパーダ24T,リア純正ダストブーツ使用,,89800,82400,,
ホンダ,ステップワゴン,RG1,2005/05～2009/10,FF,2000,NA,,Fr：-10～-62mm<br>Rr：-35～-66mm,67769,,264291,CRRG1K-qq-e-f1-76,CRRG1K-qq-e-d-76,4511478353780,CRRG1K,TANABE,SUSTEC PRO CR,-44/-49,4.0/6.0,減衰力固定式<br>ネジ式,,B,,,89800,82400,,
ホンダ,ステップワゴン,RG2,2005/05～2009/10,4WD,2000,NA,,Fr：-22～-73mm<br>Rr：-45～-81mm,67769,,264292,CRRG2K-qq-e-f1-79,CRRG2K-qq-e-d-79,4511478353797,CRRG2K,TANABE,SUSTEC PRO CR,-53/-63,4.0/6.0,減衰力固定式<br>ネジ式,,G,,,89800,82400,,
ホンダ,ステップワゴン,RG3,2005/05～2009/10,FF,2400,NA,,データなし,67769,,264636,CRRG1K-qq-e-f1-157k,CRRG1K-qq-e-d-157k,4511478353780,CRRG1K,TANABE,SUSTEC PRO CR,データなし,4.0/6.0,減衰力固定式<br>ネジ式,,現車未確認,未計測の為、車高データなし,,89800,82400,,
ホンダ,ステップワゴン,RG4,2005/05～2009/10,4WD,2400,NA,,データなし,67769,,264637,CRRG2K-qq-e-f1-158k,CRRG2K-qq-e-d-158k,4511478353797,CRRG2K,TANABE,SUSTEC PRO CR,データなし,4.0/6.0,減衰力固定式<br>ネジ式,,現車未確認,未計測の為、車高データなし,,89800,82400,,
ホンダ,ステップワゴン,RK1,2009/10～2015/03,FF,2000,NA,,データなし,67769,,264638,CRRK5K-qq-e-f1-159k,CRRK5K-qq-e-d-159k,4511478353773,CRRK5K,TANABE,SUSTEC PRO CR,データなし,5.0/6.0,減衰力固定式<br>ネジ式,,現車未確認,未計測の為、車高データなし,,89800,82400,,
ホンダ,ステップワゴン,RK5,2009/10～2015/03,FF,2000,NA,,Fr：-13～-64mm<br>Rr：-31～-59mm,67769,,264293,CRRK5K-qq-e-f1-77,CRRK5K-qq-e-d-77,4511478353773,CRRK5K,TANABE,SUSTEC PRO CR,-38/-43,5.0/6.0,減衰力固定式<br>ネジ式,,スパーダZi,,,89800,82400,,
ホンダ,ステップワゴン,RP1,2015/04～,FF,1500,ターボ,,Fr：-19～-57mm<br>Rr：-25～-65mm,60346,,264639,CRRP1K-qq-e-f1-160k,CRRP1K-qq-e-d-160k,4511478356583,CRRP1K,TANABE,SUSTEC PRO CR,-34/-44,5.0/6.0,減衰力固定式<br>ネジ式,,G,フロント右側ダストブーツ加工が必要,,79800,74900,,
ホンダ,ステップワゴン,RP3,2015/04～,FF,1500,ターボ,,Fr：-26～-59mm<br>Rr：-31～-70mm,60346,,264640,CRRP1K-qq-e-f1-161k,CRRP1K-qq-e-d-161k,4511478356583,CRRP1K,TANABE,SUSTEC PRO CR,-42/-49,5.0/6.0,減衰力固定式<br>ネジ式,,スパーダクールスピリット,フロント右側ダストブーツ加工が必要,,79800,74900,,
ホンダ,ストリーム,RN6,2006/07～2014/05,FF,1800,NA,,Fr：-4～-55mm<br>Rr：+15～-54mm,60346,,264294,CRRN6K-qq-e-f1-80,CRRN6K-qq-e-d-80,4511478353834,CRRN6K,TANABE,SUSTEC PRO CR,-40/-40,5.0/8.0,減衰力固定式<br>ネジ式,,X(MC前),,,79800,74900,,
ホンダ,ストリーム,RN8,2006/07～2014/05,FF,2000,NA,,Fr：0～-52mm<br>Rr：+10～-60mm,60346,,264482,CRRN6K-qq-e-f1-81,CRRN6K-qq-e-d-81,4511478353834,CRRN6K,TANABE,SUSTEC PRO CR,-45/-45,5.0/8.0,減衰力固定式<br>ネジ式,,RSZ(MC前),,,79800,74900,,
ホンダ,フィット,GD1,2001/06～2003/10,FF,1300,NA,MC後(2003/10～)車装着不可,Fr：-16～-65mm<br>Rr：-11～-56mm,60346,,264162,CRGD1K-qq-e-f1-82,CRGD1K-qq-e-d-82,4511478353872,CRGD1K,TANABE,SUSTEC PRO CR,-48/-40,3.0/5.0,減衰力固定式<br>ネジ式,,W(MC前専用),,,79800,74900,,
ホンダ,フィット,GD1,2003/10～2007/10,FF,1300,NA,MC前(～2003/10)車装着不可,データなし,60346,,264699,CRGD1MCK-qq-e-f1-222k,CRGD1MCK-qq-e-d-222k,4511478353865,CRGD1MCK,TANABE,SUSTEC PRO CR,データなし,3.0/5.0,減衰力固定式<br>ネジ式,,現車未確認,未計測の為、車高データなし,,79800,74900,,
ホンダ,フィット,GD3,2002/09～2003/09,FF,1500,NA,2003/10～装着不可,データなし,60346,,264700,CRGD1K-qq-e-f1-223k,CRGD1K-qq-e-d-223k,4511478353872,CRGD1K,TANABE,SUSTEC PRO CR,データなし,4.0/5.0,減衰力固定式<br>ネジ式,,現車未確認,未計測の為、車高データなし,,79800,74900,,
ホンダ,フィット,GD3,2003/10～2007/10,FF,1500,NA,MC前(～2003/10)装着不可,Fr：-47～-67mm<br>Rr：-32～-67mm,60346,,264701,CRGD1MCK-qq-e-f1-224k,CRGD1MCK-qq-e-d-224k,4511478353865,CRGD1MCK,TANABE,SUSTEC PRO CR,-57/-49,3.0/5.0,減衰力固定式<br>ネジ式,,T(MC後専用)),,,79800,74900,,
ホンダ,フィット,GE6,2007/10～2010/10,FF,1300,NA,,Fr：-12～-61mm<br>Rr：-44～-67mm,60346,,264163,CRGE6K-qq-e-f1-85,CRGE6K-qq-e-d-85,4511478353858,CRGE6K,TANABE,SUSTEC PRO CR,-33/-55,4.0/4.0,減衰力固定式<br>ネジ式,,G(MC前),,,79800,74900,,
ホンダ,フィット,GE6,2010/10～2013/08,FF,1300,NA,,Fr：-17～-64mm<br>Rr：-47～-72mm,60346,,264436,CRGE6K-qq-e-f1-84,CRGE6K-qq-e-d-84,4511478353858,CRGE6K,TANABE,SUSTEC PRO CR,-41/-60,4.0/4.0,減衰力固定式<br>ネジ式,,G(MC後),,,79800,74900,,
ホンダ,フィット,GE8,2007/10～2010/10,FF,1500,NA,,Fr：0～-47mm<br>Rr：-20～-46mm,60346,,264164,CRGE6K-qq-e-f1-86,CRGE6K-qq-e-d-86,4511478353858,CRGE6K,TANABE,SUSTEC PRO CR,-24/-33,4.0/4.0,減衰力固定式<br>ネジ式,,RS(MC前),,,79800,74900,,
ホンダ,フィット,GE8,2010/10～2013/08,FF,1500,NA,,Fr：-6～-51mm<br>Rr：-29～-55mm,60346,,264437,CRGE6K-qq-e-f1-87,CRGE6K-qq-e-d-87,4511478353858,CRGE6K,TANABE,SUSTEC PRO CR,-30/-42,4.0/4.0,減衰力固定式<br>ネジ式,,RS(MC後),,,79800,74900,,
ホンダ,フィット,GK3,2013/09～,FF,1300,NA,,Fr：-1～-50mm<br>Rr：-31～-55mm,60346,,264702,CRGK3K-qq-e-f1-225k,CRGK3K-qq-e-d-225k,4511478355692,CRGK3K,TANABE,SUSTEC PRO CR,-27/-34,4.0/2.0,減衰力固定式<br>ネジ式,,G(MC前),,,79800,74900,,
ホンダ,フィットシャトルハイブリッド,GP2,2011/06～2015/03,FF,1300,ハイブリッド,,Fr：-23～-61mm<br>Rr：-40～-63mm,60346,,264177,CRGP2K-qq-e-f1-88,CRGP2K-qq-e-d-88,4511478353889,CRGP2K,TANABE,SUSTEC PRO CR,-41/-51,4.0/4.0,減衰力固定式<br>ネジ式,,ハイブリッドスマートセレクション,,,79800,74900,,
ホンダ,フィットハイブリッド,GP1,2010/10～2013/09,FF,1300,ハイブリッド,,Fr：-13～-58mm<br>Rr：-34～-59mm,60346,,264165,CRGE6K-qq-e-f1-89,CRGE6K-qq-e-d-89,4511478353858,CRGE6K,TANABE,SUSTEC PRO CR,-38/-34～-59,4.0/4.0,減衰力固定式<br>ネジ式,,ハイブリッド,,,79800,74900,,
ホンダ,フィットハイブリッド,GP4,2012/05～2013/09,FF,1500,ハイブリッド,,Fr：-11～-57mm<br>Rr：-35～-59mm,60346,,264166,CRGE6K-qq-e-f1-90,CRGE6K-qq-e-d-90,4511478353858,CRGE6K,TANABE,SUSTEC PRO CR,-35/-45,4.0/4.0,減衰力固定式<br>ネジ式,,ハイブリッドRS,,,79800,74900,,
ホンダ,フィットハイブリッド,GP5,2013/09～,FF,1500,ハイブリッド,,Fr：-13～-59mm<br>Rr：-39～-61mm,60346,,264181,CRGP5K-qq-e-f1-91,CRGP5K-qq-e-d-91,4511478353841,CRGP5K,TANABE,SUSTEC PRO CR,-36/-44,4.0/2.0,減衰力固定式<br>ネジ式,,ハイブリッド,装着の際ブレーキホースを若干ねじっての取付必要,,79800,74900,,
ホンダ,フリード,GB3,2008/05～2016/09,FF,1500,NA,,Fr：-14～-57mm<br>Rr：-18～-45mm,60346,,264161,CRGB3K-qq-e-f1-92,CRGB3K-qq-e-d-92,4511478353896,CRGB3K,TANABE,SUSTEC PRO CR,-37/-31,4.0/4.0,減衰力固定式<br>ネジ式,,Gエアロジャストセレクション,,,79800,74900,,
