自動車メーカー,車種,型式,年式,駆動,排気量,過給機,適合詳細,車高調整幅,販売価格,Camp価格,商品ID,物販コード,取付コード,JANコード,メーカー品番,メーカー名,商品名,推奨車高 mm(F/R),バネレート kg/mm(F/R),仕様,フロントキャンバー調整,マッチンググレード,備考,注意事項,定価,SET価格,,取付特記事項
トヨタ,アルテッツァ,SXE10,1998/11～2005/07,FR,2000,NA,,Fr：+17～-60mm<br>Rr：+17～-53mm,60346,,264312,CRXE10K-qq-e-f1-197,CRXE10K-qq-e-d-197,4511478353056,CRXE10K,TANABE,SUSTEC PRO CR,-42/-36,10.0/8.0,減衰力固定式<br>ネジ式,不可,RS200Zエディション,リア専用ゴムアッパーマウント付属<br>フロント純正アッパーマウント使用,,79800,74900,,
トヨタ,アルファード,AGH30W,2015/01～,FF,2500,NA,MC後装着可,Fr：-32～-66mm<br>Rr：-29～-71mm,60346,,264168,CRGH30WK-qq-e-f1-206,CRGH30WK-qq-e-d-206,4511478354572,CRGH30WK,TANABE,SUSTEC PRO CR,-42/-58,5.0/6.0,減衰力固定式<br>ネジ式,不可,2.5S(MC前),フロント純正ダストブーツ使用<br>フロント/リア共に純正アッパーマウント使用,,79800,74900,,
トヨタ,アルファード,AGH35W,2015/01～,4WD,2500,NA,MC後装着可,Fr：-37～-70mm<br>Rr：-49～-86mm,60346,,264167,CRGH30WK-qq-e-f1-198,CRGH30WK-qq-e-d-198,4511478354572,CRGH30WK,TANABE,SUSTEC PRO CR,-46/-63,5.0/6.0,減衰力固定式<br>ネジ式,不可,2.5X(MC前),フロント純正ダストブーツ使用<br>フロント/リア共に純正アッパーマウント使用,,79800,74900,,
トヨタ,アルファード,ANH10W,2002/05～2008/05,FF,2400,NA,,Fr：-27～-73mm<br>Rr：-36～-71mm,67769,,264264,CRNH10WK-qq-e-f1-199,CRNH10WK-qq-e-d-199,4511478353063,CRNH10WK,TANABE,SUSTEC PRO CR,-61/-60,6.0/6.0,減衰力固定式<br>ネジ式,不可,AS(MC後),フロント/リア共に純正アッパーマウント使用<br>リア純正ダストブーツ/バンプラバー使用<br>取付・車高調整時46mmの工具が必要,,89800,82400,,
トヨタ,アルファード,ANH15W,2002/05～2008/05,4WD,2400,NA,,Fr：-8～-59mm<br>Rr：-32～-69mm,67769,,264266,CRNH15WK-qq-e-f1-201,CRNH15WK-qq-e-d-201,4511478353070,CRNH15WK,TANABE,SUSTEC PRO CR,-43/-50,6.0/6.0,減衰力固定式<br>ネジ式,不可,AS,フロント/リア共に純正アッパーマウント使用<br>リア純正ダストブーツ/バンプラバー使用<br>取付・車高調整時46mmの工具が必要,,89800,82400,,
トヨタ,アルファード,ANH20W,2008/05～2011/11,FF,2400,NA,,Fr：-27～-63mm<br>Rr：-32～-73mm,60346,,264269,CRNH20WK-qq-e-f1-204,CRNH20WK-qq-e-d-204,4511478352851,CRNH20WK,TANABE,SUSTEC PRO CR,-53/-62,6.0/8.0,減衰力固定式<br>ネジ式,,240S(MC前),フロント/リア共に純正アッパーマウント使用<br>フロント/リア共に純正ダストブーツ使用<br>リア純正バンプラバー使用,,79800,74900,,
トヨタ,アルファード,ANH20W,2011/11～2015/01,FF,2400,NA,,Fr：-25～-60mm<br>Rr：-28～-70mm,60346,,264479,CRNH20WK-qq-e-f1-211,CRNH20WK-qq-e-d-211,4511478352851,CRNH20WK,TANABE,SUSTEC PRO CR,-48/-63,6.0/8.0,減衰力固定式<br>ネジ式,不可,240S(MC後),フロント/リア共に純正アッパーマウント使用<br>フロント/リア共に純正ダストブーツ使用<br>リア純正バンプラバー使用,,79800,74900,,
トヨタ,アルファード,ANH25W,2008/05～2015/01,4WD,2400,NA,MC後装着可,Fr：-30～-65mm<br>Rr：-68～-100mm,60346,,264270,CRNH20WK-qq-e-f1-205,CRNH20WK-qq-e-d-205,4511478352851,CRNH20WK,TANABE,SUSTEC PRO CR,-48/-82,6.0/8.0,減衰力固定式<br>ネジ式,不可,2.4Z(MC前),フロント/リア共に純正アッパーマウント使用<br>フロント/リア共に純正ダストブーツ使用<br>リア純正バンプラバー使用,,79800,74900,,
トヨタ,アルファード,GGH20W,2008/05～2015/01,FF,3500,NA,MC後装着可,Fr：-30～-63mm<br>Rr：-28～-68mm,60346,,264271,CRNH20WK-qq-e-f1-209,CRNH20WK-qq-e-d-209,4511478352851,CRNH20WK,TANABE,SUSTEC PRO CR,-54/-55,6.0/8.0,減衰力固定式<br>ネジ式,不可,3.5Z(MC前),フロント/リア共に純正アッパーマウント使用<br>フロント/リア共に純正ダストブーツ使用<br>リア純正バンプラバー使用,,79800,74900,,
トヨタ,アルファード,GGH25W,2008/05～2015/01,4WD,3500,NA,MC後装着可,Fr：-40～-71mm<br>Rr：-54～-87mm,60346,,264480,CRNH20WK-qq-e-f1-212,CRNH20WK-qq-e-d-212,4511478352851,CRNH20WK,TANABE,SUSTEC PRO CR,-61/-76,6.0/8.0,減衰力固定式<br>ネジ式,不可,350SCパッケージ(MC前),フロント/リア共に純正アッパーマウント使用<br>フロント/リア共に純正ダストブーツ使用<br>リア純正バンプラバー使用,,79800,74900,,
トヨタ,アルファード,GGH30W,2015/01～,FF,3500,NA,MC後装着可,Fr：-41～-76mm<br>Rr：-36～-72mm,60346,,264169,CRGH30WK-qq-e-f1-207,CRGH30WK-qq-e-d-207,4511478354572,CRGH30WK,TANABE,SUSTEC PRO CR,-53/-51,5.0/6.0,減衰力固定式<br>ネジ式,不可,3.5VL(MC前),フロント純正ダストブーツ使用<br>フロント/リア共に純正アッパーマウント使用,,79800,74900,,
トヨタ,アルファード,GGH35W,2015/01～,4WD,3500,NA,,Fr：-43～-76mm<br>Rr：-37～-73mm,60346,,264549,CRAYH30WK-qq-e-f1-66k,CRAYH30WK-qq-e-d-66k,4511478354886,CRAYH30WK,TANABE,SUSTEC PRO CR,-54/-55,6.0/6.0,減衰力固定式<br>ネジ式,不可,3.5ZG(MC後),フロント純正ダストブーツ使用<br>フロント/リア共に純正アッパーマウント使用,,79800,74900,,
トヨタ,アルファード,MNH10W,2002/05～2008/05,FF,3000,NA,,Fr：-34～-77mm<br>Rr：-34～-67mm,67769,,264265,CRNH10WK-qq-e-f1-200,CRNH10WK-qq-e-d-200,4511478353063,CRNH10WK,TANABE,SUSTEC PRO CR,-63/-55,6.0/6.0,減衰力固定式<br>ネジ式,不可,MS,フロント/リア共に純正アッパーマウント使用<br>リア純正ダストブーツ/バンプラバー使用<br>取付・車高調整時46mmの工具が必要,,89800,82400,,
トヨタ,アルファード,MNH15W,2002/05～2008/05,4WD,3000,NA,,Fr：-27～-78mm<br>Rr：-36～-71mm,67769,,264267,CRNH15WK-qq-e-f1-202,CRNH15WK-qq-e-d-202,4511478353070,CRNH15WK,TANABE,SUSTEC PRO CR,-54/-54,6.0/6.0,減衰力固定式<br>ネジ式,不可,MZ,フロント/リア共に純正アッパーマウント使用<br>リア純正ダストブーツ/バンプラバー使用<br>取付・車高調整時46mmの工具が必要,,89800,82400,,
トヨタ,アルファードハイブリッド,ATH10W,2003/07～2008/05,4WD,2400,ハイブリッド,,Fr：-23～-73mm<br>Rr：-39～-73mm,67769,,264268,CRNH15WK-qq-e-f1-216,CRNH15WK-qq-e-d-216,4511478353070,CRNH15WK,TANABE,SUSTEC PRO CR,-53/-56,6.0/6.0,減衰力固定式<br>ネジ式,不可,Gエディション,フロント/リア共に純正アッパーマウント使用<br>リア純正ダストブーツ/バンプラバー使用<br>取付・車高調整時46mmの工具が必要,,89800,82400,,
トヨタ,アルファードハイブリッド,ATH20W,2011/11～2015/01,4WD,2500,ハイブリッド,,Fr：-43～-80mm<br>Rr：-46～-87mm,60346,,264115,CRATH20WK-qq-e-f1-215,CRATH20WK-qq-e-d-215,4511478352875,CRATH20WK,TANABE,SUSTEC PRO CR,-61/-67,6.0/8.0,減衰力固定式<br>ネジ式,不可,ハイブリッドZRGエディション,フロント/リア共に純正アッパーマウント使用<br>フロント/リア共に純正ダストブーツ使用<br>リア純正バンプラバー使用,,79800,74900,,
トヨタ,アルファードハイブリッド,AYH30W,2015/01～,4WD,2500,ハイブリッド,MC後装着可,Fr：-45～-77mm<br>Rr：-47～-78mm,60346,,264118,CRAYH30WK-qq-e-f1-214,CRAYH30WK-qq-e-d-214,4511478354886,CRAYH30WK,TANABE,SUSTEC PRO CR,-56/-62,6.0/6.0,減衰力固定式<br>ネジ式,不可,ハイブリッドVLエディション(MC前),フロント純正ダストブーツ使用<br>フロント/リア共に純正アッパーマウント使用,,79800,74900,,
トヨタ,イスト,NCP110,2007/07～2016/05,FF,1500,NA,,Fr：-8～-60mm<br>Rr：-20～-56mm,60346,,264261,CRNCP110K-qq-e-f1-218,CRNCP110K-qq-e-d-218,4511478353087,CRNCP110K,TANABE,SUSTEC PRO CR,-43/-41,4.0/3.0,減衰力固定式<br>ネジ式,不可,X,フロント/リア共に純正アッパーマウント使用<br>リア純正ダストブーツ/バンプラバー使用,,79800,74900,,
トヨタ,イスト,NCP60/NCP61,2002/05～2007/06,FF,1300/1500,NA,,Fr：-17～-58mm<br>Rr：-21～-54mm,60346,,264263,CRNCP61K-qq-e-f1-220,CRNCP61K-qq-e-d-220,4511478353094,CRNCP61K,TANABE,SUSTEC PRO CR,-58/-54,3.0/4.0,減衰力固定式<br>ネジ式,不可,1.5SアクアバージョンLエディション,フロント/リア共に純正アッパーマウント使用,2006/01～フォグランプ高さ注意,79800,74900,,
トヨタ,イスト,NCP65,2002/05～2007/06,4WD専用,1500,NA,,Fr：-45～-82mm<br>Rr：-30～-78mm,60346,,264134,CRCP35K-qq-e-f1-217,CRCP35K-qq-e-d-217,4511478353421,CRCP35K,TANABE,SUSTEC PRO CR,-75/-78,3.0/3.0,減衰力固定式<br>ネジ式,不可,1.5SLエディション,リア純正ダストブーツ使用<br>フロント/リア共に純正アッパーマウント使用,,79800,74900,,
トヨタ,イスト,ZSP110,2007/07～2016/05,FF,1800,NA,,Fr：-15～-65mm<br>Rr：-24～-60mm,60346,,264262,CRNCP110K-qq-e-f1-219,CRNCP110K-qq-e-d-219,4511478353087,CRNCP110K,TANABE,SUSTEC PRO CR,-49/-45,4.0/3.0,減衰力固定式<br>ネジ式,不可,180G,フロント/リア共に純正アッパーマウント使用<br>リア純正ダストブーツ/バンプラバー使用,,79800,74900,,
トヨタ,ウィッシュ,ANE11W,2003/04～2009/04,FF,2000,NA,,Fr：-32～-52mm<br>Rr：-17～-62mm,60346,,265085,CRANE11WK-qq-e-f1-223,CRANE11WK-qq-e-d-223,4511478353117,CRANE11WK,TANABE,SUSTEC PRO CR,-52/-52,5.0/6.0,減衰力固定式<br>ネジ式,,2.0Z(MC前),リア純正ダストブーツ使用<br>フロント/リア共に純正アッパーマウント使用,,79800,79900,,
トヨタ,ウィッシュ,ZGE20W,2009/04～2017/10,FF,1800,NA,M/C後1.8A及びZGE20G/ZGE22W/ZGE25G/ZGE25Wは不可,Fr：-20～-45mm<br>Rr：-7～-66mm,60346,,264337,CRZGE20WK-qq-e-f1-221,CRZGE20WK-qq-e-d-221,4511478353100,CRZGE20WK,TANABE,SUSTEC PRO CR,-28/-32,4.0/6.0,減衰力固定式<br>ネジ式,不可,1.8S,フロント/リア共に純正アッパーマウント使用<br>フロント/リア共に純正ダストブーツ使用,,79800,74900,,
トヨタ,ウィッシュ,ZNE10G,2003/01～2009/04,FF,1800,NA,,Fr：-16～-63mm<br>Rr：-13～-65mm,60346,,265086,CRZNE10GK-qq-e-f1-222,CRZNE10GK-qq-e-d-222,4511478353124,CRZNE10GK,TANABE,SUSTEC PRO CR,-48/-49,4.0/6.0,減衰力固定式<br>ネジ式,不可,1.8X(MC後),フロント/リア共に純正アッパーマウント使用,,79800,79900,,
トヨタ,ヴィッツ,KSP130,2010/12～,FF,1000,NA,,データなし,60346,,264551,CRSP90K-qq-e-f1-68k,CRSP90K-qq-e-d-68k,4511478352981,CRSP90K,TANABE,SUSTEC PRO CR,データなし,3.0/3.0,減衰力固定式<br>ネジ式,不可,現車未確認,未計測の為、車高データなし<br>フロント/リア共に純正アッパーマウント使用<br>リア純正ダストブーツ/バンプラバー使用,,79800,74900,,
トヨタ,ヴィッツ,KSP90,2005/02～2010/12,FF,1000,NA,,Fr：-22～-67mm<br>Rr：-21～-60mm,60346,,264303,CRSP90K-qq-e-f1-231,CRSP90K-qq-e-d-231,4511478352981,CRSP90K,TANABE,SUSTEC PRO CR,-57/-50,3.0/3.0,減衰力固定式<br>ネジ式,不可,B,フロント/リア共に純正アッパーマウント使用<br>リア純正ダストブーツ/バンプラバー使用,,79800,74900,,
トヨタ,ヴィッツ,NCP10,1999/08～2005/02,FF,1300,NA,,データなし,60346,,264552,CRCP10K-qq-e-f1-69k,CRCP10K-qq-e-d-69k,4511478353162,CRCP10K,TANABE,SUSTEC PRO CR,データなし,3.0/4.0,減衰力固定式<br>ネジ式,不可,現車未確認,未計測の為、車高データなし<br>フロント/リア共に純正アッパーマウント使用<br>リア純正ダストブーツ/バンプラバー使用,,79800,74900,,
トヨタ,ヴィッツ,NCP15,1999/08～2005/02,4WD,1300,NA,,Fr：-9～-59mm<br>Rr：-25～-75mm,60346,,264132,CRCP15K-qq-e-f1-225,CRCP15K-qq-e-d-225,4511478353155,CRCP15K,TANABE,SUSTEC PRO CR,-42/-55,5.0/3.0,減衰力固定式<br>ネジ式,,F(MC前),フロント/リア共に純正アッパーマウント使用<br>リア純正ダストブーツ/バンプラバー使用,,79800,74900,,
トヨタ,ヴィッツ,NCP91,2005/02～2010/12,FF,1500,NA,,Fr：-13～-60mm<br>Rr：-22～-60mm,60346,,264136,CRCP91K-qq-e-f1-226,CRCP91K-qq-e-d-226,4511478353148,CRCP91K,TANABE,SUSTEC PRO CR,-50/-50,3.0/3.0,減衰力固定式<br>ネジ式,不可,X(MC前),フロント/リア共に純正アッパーマウント使用<br>リア純正ダストブーツ/バンプラバー使用,,79800,74900,,
トヨタ,ヴィッツ,NSP130,2010/12～2014/04,FF,1300,NA,,Fr：-8～-55mm<br>Rr：-9～-50mm,60346,,264302,CRSP90K-qq-e-f1-229,CRSP90K-qq-e-d-229,4511478352981,CRSP90K,TANABE,SUSTEC PRO CR,-32/-29,3.0/3.0,減衰力固定式<br>ネジ式,不可,jewelu,フロント/リア共に純正アッパーマウント使用<br>リア純正ダストブーツ/バンプラバー使用,,79800,74900,,
トヨタ,ヴィッツ,NSP130,2014/04～,FF,1300,NA,,データなし,60346,,264553,CRSP90K-qq-e-f1-70k,CRSP90K-qq-e-d-70k,4511478352981,CRSP90K,TANABE,SUSTEC PRO CR,データなし,3.0/3.0,減衰力固定式<br>ネジ式,不可,現車未確認,未計測の為、車高データなし<br>フロント/リア共に純正アッパーマウント使用<br>リア純正ダストブーツ/バンプラバー使用,,79800,74900,,
トヨタ,ヴィッツ,SCP10,1999/01～2005/02,FF,1000,NA,,Fr：-20～-63mm<br>Rr：-11～-47mm,60346,,264131,CRCP10K-qq-e-f1-224,CRCP10K-qq-e-d-224,4511478353162,CRCP10K,TANABE,SUSTEC PRO CR,-47/-32,3.0/4.0,減衰力固定式<br>ネジ式,不可,F(MC前),フロント/リア共に純正アッパーマウント使用<br>リア純正ダストブーツ/バンプラバー使用,,79800,74900,,
トヨタ,ヴィッツ,SCP90,2005/02～2010/12,FF,1300,NA,,Fr：-18～-67mm<br>Rr：-11～-47mm,60346,,264301,CRSP90K-qq-e-f1-228,CRSP90K-qq-e-d-228,4511478352981,CRSP90K,TANABE,SUSTEC PRO CR,-49/-37,3.0/3.0,減衰力固定式<br>ネジ式,不可,F(MC後),フロント/リア共に純正アッパーマウント使用<br>リア純正ダストブーツ/バンプラバー使用,,79800,74900,,
トヨタ,ヴィッツRS,NCP131,2010/12～2017/01,FF,1500,NA,,Fr：-1～-48mm<br>Rr：-3～-42mm,60346,,264483,CRSP90K-qq-e-f1-230,CRSP90K-qq-e-d-230,4511478352981,CRSP90K,TANABE,SUSTEC PRO CR,-22/-21,3.0/3.0,減衰力固定式<br>ネジ式,不可,RS(MC前),フロント/リア共に純正アッパーマウント使用<br>リア純正ダストブーツ/バンプラバー使用,,79800,74900,,
トヨタ,ヴィッツRS,NCP91,2005/02～2010/12,FF,1500,NA,,Fr：-2～-49mm<br>Rr：-12～-50mm,60346,,264468,CRCP91RSK-qq-e-f1-227,CRCP91RSK-qq-e-d-227,4511478353131,CRCP91RSK,TANABE,SUSTEC PRO CR,-39/-40,3.0/3.0,減衰力固定式<br>ネジ式,不可,RS(MC前),フロント/リア共に純正アッパーマウント使用<br>リア純正ダストブーツ/バンプラバー使用,,79800,74900,,
トヨタ,ヴェルファイア,AGH30W,2015/01～,FF,2500,NA,MC後装着可,Fr：-32～-66mm<br>Rr：-29～-71mm,60346,,264171,CRGH30WK-qq-e-f1-233,CRGH30WK-qq-e-d-233,4511478354572,CRGH30WK,TANABE,SUSTEC PRO CR,-42/-58,5.0/6.0,減衰力固定式<br>ネジ式,不可,アルファードS(MC前),フロント純正ダストブーツ使用<br>フロント/リア共に純正アッパーマウント使用,,79800,74900,,
トヨタ,ヴェルファイア,AGH35W,2015/01～,4WD,2500,NA,MC後装着可,Fr：-37～-70mm<br>Rr：-49～-86mm,60346,,264170,CRGH30WK-qq-e-f1-232,CRGH30WK-qq-e-d-232,4511478354572,CRGH30WK,TANABE,SUSTEC PRO CR,-46/-63,5.0/6.0,減衰力固定式<br>ネジ式,不可,X(MC前),フロント純正ダストブーツ使用<br>フロント/リア共に純正アッパーマウント使用,,79800,74900,,
トヨタ,ヴェルファイア,ANH20W,2008/05～2011/11,FF,2400,NA,,Fr：-27～-63mm<br>Rr：-32～-73mm,60346,,264273,CRNH20WK-qq-e-f1-236,CRNH20WK-qq-e-d-236,4511478352851,CRNH20WK,TANABE,SUSTEC PRO CR,-53/-62,6.0/8.0,減衰力固定式<br>ネジ式,不可,アルファード240S(MC前),フロント/リア共に純正アッパーマウント使用<br>フロント/リア共に純正ダストブーツ使用<br>リア純正バンプラバー使用,,79800,74900,,
トヨタ,ヴェルファイア,ANH20W,2011/11～2015/01,FF,2400,NA,,Fr：-25～-60mm<br>Rr：-28～-70mm,60346,,264481,CRNH20WK-qq-e-f1-213,CRNH20WK-qq-e-d-213,4511478352851,CRNH20WK,TANABE,SUSTEC PRO CR,-48/-63,6.0/8.0,減衰力固定式<br>ネジ式,不可,240S(MC後),フロント/リア共に純正アッパーマウント使用<br>フロント/リア共に純正ダストブーツ使用<br>リア純正バンプラバー使用,,79800,74900,,
トヨタ,ヴェルファイア,ANH25W,2008/05～2015/01,4WD,2400,NA,,Fr：-30～-65mm<br>Rr：-68～-100mm,60346,,264477,CRNH20WK-qq-e-f1-203,CRNH20WK-qq-e-d-203,4511478352851,CRNH20WK,TANABE,SUSTEC PRO CR,-48/-82,6.0/8.0,減衰力固定式<br>ネジ式,不可,240Z(MC前),フロント/リア共に純正アッパーマウント使用<br>フロント/リア共に純正ダストブーツ使用<br>リア純正バンプラバー使用,,79800,74900,,
トヨタ,ヴェルファイア,GGH20W,2008/05～2015/01,FF,3500,NA,MC後装着可,Fr：-30～-63mm<br>Rr：-28～-68mm,60346,,264478,CRNH20WK-qq-e-f1-210,CRNH20WK-qq-e-d-210,4511478352851,CRNH20WK,TANABE,SUSTEC PRO CR,-54/-55,6.0/8.0,減衰力固定式<br>ネジ式,不可,350ZGエディション(MC前),フロント/リア共に純正アッパーマウント使用<br>フロント/リア共に純正ダストブーツ使用<br>リア純正バンプラバー使用,,79800,74900,,
トヨタ,ヴェルファイア,GGH25W,2008/05～2015/01,4WD,3500,NA,MC後装着可,Fr：-40～-71mm<br>Rr：-54～-87mm,60346,,264272,CRNH20WK-qq-e-f1-235,CRNH20WK-qq-e-d-235,4511478352851,CRNH20WK,TANABE,SUSTEC PRO CR,-61/-76,6.0/8.0,減衰力固定式<br>ネジ式,不可,アルファード350SCパッケージ,フロント/リア共に純正アッパーマウント使用<br>フロント/リア共に純正ダストブーツ使用<br>リア純正バンプラバー使用,,79800,74900,,
トヨタ,ヴェルファイア,GGH30W,2015/01～,FF,3500,NA,MC後装着可,Fr：-41～-76mm<br>Rr：-36～-72mm,60346,,264172,CRGH30WK-qq-e-f1-234,CRGH30WK-qq-e-d-234,4511478354572,CRGH30WK,TANABE,SUSTEC PRO CR,-53/-51,5.0/6.0,減衰力固定式<br>ネジ式,不可,VL(MC前),フロント純正ダストブーツ使用<br>フロント/リア共に純正アッパーマウント使用,,79800,74900,,
トヨタ,ヴェルファイア,GGH35W,2015/01～,4WD,3500,NA,MC前装着可,Fr：-43～-76mm<br>Rr：-37～-73mm,60346,,264558,CRAYH30WK-qq-e-f1-75k,CRAYH30WK-qq-e-d-75k,4511478354886,CRAYH30WK,TANABE,SUSTEC PRO CR,-54/-55,6.0/6.0,減衰力固定式<br>ネジ式,不可,ZG(MC後2GR-FKS),フロント純正ダストブーツ使用<br>フロント/リア共に純正アッパーマウント使用,,79800,74900,,
トヨタ,ヴェルファイアハイブリッド,ATH20W,2011/11～2015/01,4WD,2400,ハイブリッド,,Fr：-43～-80mm<br>Rr：-46～-87mm,60346,,264116,CRATH20WK-qq-e-f1-237,CRATH20WK-qq-e-d-237,4511478352875,CRATH20WK,TANABE,SUSTEC PRO CR,-61/-67,6.0/8.0,減衰力固定式<br>ネジ式,不可,ハイブリッドZRGエディション,フロント/リア共に純正アッパーマウント使用<br>フロント/リア共に純正ダストブーツ使用<br>リア純正バンプラバー使用,,79800,74900,,
トヨタ,ヴェルファイアハイブリッド,AYH30W,2015/01～,4WD,2500,ハイブリッド,MC後装着可,Fr：-45～-77mm<br>Rr：-47～-78mm,60346,,264119,CRAYH30WK-qq-e-f1-238,CRAYH30WK-qq-e-d-238,4511478354886,CRAYH30WK,TANABE,SUSTEC PRO CR,-56/-62,6.0/6.0,減衰力固定式<br>ネジ式,不可,ハイブリッドVLエディション(MC前),フロント純正ダストブーツ使用<br>フロント/リア共に純正アッパーマウント使用,,79800,74900,,
トヨタ,ヴェルファイアハイブリッド,AYH30W,2015/01～,4WD,2500,ハイブリッド,MC後装着可,Fr：-47～-82mm<br>Rr：-46～-85mm,60346,,264559,CRAYH30WK-qq-e-f1-76k,CRAYH30WK-qq-e-d-76k,4511478354886,CRAYH30WK,TANABE,SUSTEC PRO CR,-61/-66,6.0/6.0,減衰力固定式<br>ネジ式,不可,ハイブリッドエグゼクティブラウンジ(MC前),フロント純正ダストブーツ使用<br>フロント/リア共に純正アッパーマウント使用,,79800,74900,,
トヨタ,エスクァイア,ZRR80G,2014/01～,FF,2000,NA,ZRR80G専用,データなし,75193,,264484,CRZRR80GK-qq-e-f1-239,CRZRR80GK-qq-e-d-239,4511478352929,CRZRR80GK,TANABE,SUSTEC PRO CR,データなし,6.0/5.0,減衰力固定式<br>ネジ式,可,現車未確認,フロントアッパーマウント付き<br>未計測の為、車高データなし<br>リア純正ダストブーツ/バンプラバー使用,,99800,89900,,
トヨタ,エスクァイア,ZRR85G,2014/10～,4WD,2000,NA,ZRR85G専用,データなし,75193,,264560,CRZRR85GK-qq-e-f1-77k,CRZRR85GK-qq-e-d-77k,4511478352943,CRZRR85GK,TANABE,SUSTEC PRO CR,データなし,6.0/5.0,減衰力固定式<br>ネジ式,可,現車未確認,フロントアッパーマウント付き<br>未計測の為、車高データなし<br>リア純正ダストブーツ/バンプラバー使用,,99800,89900,,
トヨタ,エスクァイアハイブリッド,ZWR80G,2014/10～,FF,1800,ハイブリッド,ZRR80G専用,Fr：-29～-67mm<br>Rr：-32～-68mm,75193,,264561,CRZRR80GK-qq-e-f1-78k,CRZRR80GK-qq-e-d-78k,4511478352929,CRZRR80GK,TANABE,SUSTEC PRO CR,-42/-63,6.0/5.0,減衰力固定式<br>ネジ式,可,ハイブリッドXi,フロントアッパーマウント付き<br>リア純正ダストブーツ/バンプラバー使用,,99800,89900,,
トヨタ,エスティマ,ACR30W,2000/01～2006/01,FF,2400,NA,,Fr：-21～-70mm<br>Rr：-45～-81mm,67769,,264138,CRCR30WK-qq-e-f1-242,CRCR30WK-qq-e-d-242,4511478353179,CRCR30WK,TANABE,SUSTEC PRO CR,-47/-67,5.0/6.0,減衰力固定式<br>ネジ式,不可,アエラス(MC後),フロント/リア共に純正アッパーマウント使用<br>フロント/リア共に純正ダストブーツ使用<br>取付・車高調整時46mmの工具が必要,,89800,82400,,
トヨタ,エスティマ,ACR50W,2006/01～2016/06,FF,2400,NA,,Fr：-22～-60mm<br>Rr：-24～-63mm,60346,,264139,CRCR50WK-qq-e-f1-246,CRCR50WK-qq-e-d-246,4511478352844,CRCR50WK,TANABE,SUSTEC PRO CR,-40/-43,6.0/8.0,減衰力固定式<br>ネジ式,不可,2.4G(MC前),フロント/リア共に純正アッパーマウント使用<br>フロント/リア共に純正ダストブーツ使用,,79800,74900,,
トヨタ,エスティマ,ACR50W,2016/06～2019/10,FF,2400,NA,,Fr：-6～-56mm<br>Rr：-33～-70mm,60346,,264470,CRCR50WK-qq-e-f1-250,CRCR50WK-qq-e-d-250,4511478352844,CRCR50WK,TANABE,SUSTEC PRO CR,-39/-50,6.0/8.0,減衰力固定式<br>ネジ式,不可,アエラスプレミアム(MC後),フロント/リア共に純正アッパーマウント使用<br>フロント/リア共に純正ダストブーツ使用,,79800,74900,,
トヨタ,エスティマ,ACR55W,2006/01～2019/10,4WD,2400,NA,,Fr：-31～-64mm<br>Rr：-35～-86mm,60346,,264473,CRHR20WK-qq-e-f1-248,CRHR20WK-qq-e-d-248,4511478352868,CRHR20WK,TANABE,SUSTEC PRO CR,-48/-60,6.0/8.0,減衰力固定式<br>ネジ式,不可,2.4X(MC前),フロント/リア共に純正アッパーマウント使用<br>フロント/リア共に純正ダストブーツ使用,,79800,74900,,
トヨタ,エスティマ,GSR50W,2006/01～2019/10,FF,3500,NA,,Fr：-22～-77mm<br>Rr：-33～-73mm,60346,,264140,CRCR50WK-qq-e-f1-249,CRCR50WK-qq-e-d-249,4511478352844,CRCR50WK,TANABE,SUSTEC PRO CR,-53/-59,6.0/8.0,減衰力固定式<br>ネジ式,不可,アエラス(MC前),フロント/リア共に純正アッパーマウント使用<br>フロント/リア共に純正ダストブーツ使用,,79800,74900,,
トヨタ,エスティマ,GSR55W,2006/01～2019/10,4WD,3500,NA,,Fr：-27～-72mm<br>Rr：-44～-85mm,60346,,264203,CRHR20WK-qq-e-f1-247,CRHR20WK-qq-e-d-247,4511478352868,CRHR20WK,TANABE,SUSTEC PRO CR,-53/-65,6.0/8.0,減衰力固定式<br>ネジ式,不可,アエラス(MC前),フロント/リア共に純正アッパーマウント使用<br>フロント/リア共に純正ダストブーツ使用,,79800,74900,,
トヨタ,エスティマハイブリッド,AHR10W,2001/06～2006/06,4WD,2400,ハイブリッド,,データなし,67769,,264469,CRCR40WK-qq-e-f1-244,CRCR40WK-qq-e-d-244,4511478353186,CRCR40WK,TANABE,SUSTEC PRO CR,データなし,5.0/6.0,減衰力固定式<br>ネジ式,不可,現車未確認,未計測の為、車高データなし<br>フロント/リア共に純正アッパーマウント使用<br>フロント/リア共に純正ダストブーツ使用<br>取付・車高調整時46mmの工具が必要,,89800,82400,,
トヨタ,エスティマハイブリッド,AHR20W,2006/06～2019/10,4WD,2400,ハイブリッド,,Fr：-42～-80mm<br>Rr：-56～-93mm,60346,,264204,CRHR20WK-qq-e-f1-251,CRHR20WK-qq-e-d-251,4511478352868,CRHR20WK,TANABE,SUSTEC PRO CR,-60/-65,6.0/8.0,減衰力固定式<br>ネジ式,不可,ハイブリッドG(MC前),フロント/リア共に純正アッパーマウント使用<br>フロント/リア共に純正ダストブーツ使用,,79800,74900,,
