自動車メーカー,車種,型式,年式,駆動,排気量,過給機,適合詳細,ダウン量,販売価格,Camp価格,商品ID,物販コード,取付コード,JANコード,メーカー品番,メーカー名,商品名,セット内容,バネレート kg/mm(F/R),バンプカット量 (F/R),マッチンググレード,備考,注意事項,定価,SET価格,,取付特記事項
ダイハツ,ムーヴ,L185S,2006/10～2010/12,4WD,660,NA,純正フォグ付き不可<br>カスタムグレード不可,Fr：-25～-35mm<br>Rr：-20～-30mm,13760,,266206,L185SNK-qq-e-f1-420,L185SNK-qq-e-d-420,4511478252960,L185SNK,TANABE,SUSTEC NF210,1台分,2.5/1.8,純正バンプカット不要,,,,23000,29100,,
ダイハツ,ムーヴ,LA100S,2010/12～2012/12,FF,660,ターボ,,Fr：-20～-30mm<br>Rr：-10～-20mm,13760,,266212,L675SNK-qq-e-f1-418,L675SNK-qq-e-d-418,4511478254223,L675SNK,TANABE,SUSTEC NF210,1台分,2.5/1.9,純正バンプカット不要,カスタムRS(MC前),,,23000,29100,,
ダイハツ,ムーヴ,LA100S,2010/12～2014/12,FF,660,NA,,Fr：-25～-35mm<br>Rr：-15～-25mm,13760,,266202,L175SNK-qq-e-f1-415,L175SNK-qq-e-d-415,4511478250119,L175SNK,TANABE,SUSTEC NF210,1台分,2.5/1.7,純正バンプカット不要,カスタムG(MC前),,,23000,29100,,
ダイハツ,ムーヴ,LA100S,2012/12～2014/12,FF,660,ターボ,,Fr：-20～-30mm<br>Rr：-5～-15mm,13760,,266214,L675SNK-qq-e-f1-410,L675SNK-qq-e-d-410,4511478254223,L675SNK,TANABE,SUSTEC NF210,1台分,2.5/1.9,純正バンプカット不要,カスタムRS(MC後),,,23000,29100,,
ダイハツ,ムーヴ,LA110S,2010/12～2014/12,4WD,660,NA(ターボ装着可),,Fr：-20～-30mm<br>Rr：-5～-15mm,13760,,266208,L185SNK-qq-e-f1-416,L185SNK-qq-e-d-416,4511478252960,L185SNK,TANABE,SUSTEC NF210,1台分,2.5/1.8,純正バンプカット不要,L,,,23000,29100,,
ダイハツ,ムーヴ,LA150S,2014/12～,FF,660,NA,,Fr：-15～-25mm<br>Rr：-10～-20mm,13760,,266216,LA150SNK-qq-e-f1-422,LA150SNK-qq-e-d-422,4511478255602,LA150SNK,TANABE,SUSTEC NF210,1台分,2.5/2.0,15/なし,カスタムXハイパーSA(MC前),,,23000,29100,,
ダイハツ,ムーヴ,LA150S,2014/12～,FF,660,ターボ,,Fr：-20～-30mm<br>Rr：-15～-25mm,13760,,266218,LA150SNK-qq-e-f1-411,LA150SNK-qq-e-d-411,4511478255602,LA150SNK,TANABE,SUSTEC NF210,1台分,2.5/2.0,15/なし,カスタムRSハイパーSA(MC前),,,23000,29100,,
ダイハツ,ムーヴ,LA160S,2014/12～,4WD,660,ターボ,,Fr：-20～-30mm<br>Rr：-15～-25mm,13760,,266222,LA160SNK-qq-e-f1-412,LA160SNK-qq-e-d-412,4511478255855,LA160SNK,TANABE,SUSTEC NF210,1台分,2.5/2.2,15/なし,カスタムRSハイパー,,,23000,29100,,
ダイハツ,ムーヴキャンバス,LA800S,2016/09～,FF,660,NA,,Fr：-20～-30mm<br>Rr：-20～-30mm,13760,,266194,LA800SNK-qq-e-f1-424,LA800SNK-qq-e-d-424,4511478256197,LA800SNK,TANABE,SUSTEC NF210,1台分,2.5/2.8,20/なし,GSA II,,,23000,29100,,
ダイハツ,ムーヴコンテ,L575S,2008/08～2017/03,FF,660,NA,カスタムグレードはフォグ高さ不足の為装着不可,Fr：-20～-30mm<br>Rr：-20～-30mm,13760,,266204,L175SNK-qq-e-f1-425,L175SNK-qq-e-d-425,4511478250119,L175SNK,TANABE,SUSTEC NF210,1台分,2.5/1.7,純正バンプカット不要,Xリミテッド,,,23000,29100,,
ダイハツ,ムーヴコンテ,L585S,2008/08～,4WD,660,NA,カスタムグレード適合不可,データなし,13760,,266210,L185SNK-qq-e-f1-426,L185SNK-qq-e-d-426,4511478252960,L185SNK,TANABE,SUSTEC NF210,1台分,2.5/1.8,純正バンプカット不要,現車未確認,未計測の為、車高データなし,,23000,29100,,
ダイハツ,メビウス,ZVW41N,2013/04～2014/10,FF,1800,ハイブリッド,,データなし,19145,,266224,ZVW41WNK-qq-e-f1-427,ZVW41WNK-qq-e-d-427,4511478254407,ZVW41WNK,TANABE,SUSTEC NF210,1台分,2.3/3.4,純正バンプカット不要,現車未確認,未計測の為、車高データなし,,32000,34600,,
ダイハツ,メビウス,ZVW41N,2014/10～,FF,1800,ハイブリッド,,データなし,19145,,266223,ZVW41WMCNK-qq-e-f1-428,ZVW41WMCNK-qq-e-d-428,4511478256074,ZVW41WMCNK,TANABE,SUSTEC NF210,1台分,2.3/3.4,純正バンプカット不要,現車未確認,未計測の為、車高データなし,,32000,34600,,
ダイハツ,ロッキー,A200S,2019/11～,FF,1000,ターボ,,Fr：-25～-35mm<br>Rr：-35～-45mm,17948,,266226,A200SNK-qq-e-f1-190k,A200SNK-qq-e-d-190k,4511478257521,A200SNK,TANABE,SUSTEC NF210,1台分,2.2/2.3,20/なし,プレミアム,,,30000,33300,,
ダイハツ,ロッキー,A210S,2019/11～,4WD,1000,ターボ,,データなし,17948,,266228,A210ANK-qq-e-f1-191k,A210ANK-qq-e-d-191k,4511478257538,A210ANK,TANABE,SUSTEC NF210,1台分,2.2/3.3,20/なし,現車未確認,未計測の為、車高データなし,,30000,33300,,
トヨタ,bB,NCP30,2003/04～2005/12,FF,1300,NA,2003/04～専用,Fr：-30～-40mm<br>Rr：-30～-40mm,16752,,265480,NCP30MCNK-qq-e-f1-841,NCP30MCNK-qq-e-d-841,4511478251697,NCP30MCNK,TANABE,SUSTEC NF210,1台分,2.6/2.3,20/なし,1.3S,,,28000,32100,,
トヨタ,bB,NCP31,2003/04～2005/12,FF,1500,NA,2003/04～専用,Fr：-35～-45mm<br>Rr：-30～-40mm,16752,,265476,NCP30MCNK-qq-e-f1-844,NCP30MCNK-qq-e-d-844,4511478251697,NCP30MCNK,TANABE,SUSTEC NF210,1台分,2.6/2.3,20/なし,1.5S,,,28000,32100,,
トヨタ,bB,QNC20,2005/12～2016/08,FF,1300,NA,,Fr：-20～-30mm<br>Rr：-20～-30mm,16752,,265474,QNC21NK-qq-e-f1-840,QNC21NK-qq-e-d-840,4511478189563,QNC21NK,TANABE,SUSTEC NF210,1台分,2.7/2.6,純正バンプカット不要,1.3SXバージョン,,,28000,32100,,
トヨタ,bB,QNC21,2005/12～2008/10,FF,1500,NA,,Fr：-25～-35mm<br>Rr：-25～-35mm,16752,,265470,QNC21NK-qq-e-f1-838,QNC21NK-qq-e-d-838,4511478189563,QNC21NK,TANABE,SUSTEC NF210,1台分,2.7/2.6,純正バンプカット不要,1.5ZQバージョン(MC前),,,28000,32100,,
トヨタ,bB,QNC21,2008/10～2016/08,FF,1500,NA,,Fr：-20～-30mm<br>Rr：-20～-30mm,16752,,265472,QNC21NK-qq-e-f1-839,QNC21NK-qq-e-d-839,4511478189563,QNC21NK,TANABE,SUSTEC NF210,1台分,2.7/2.6,純正バンプカット不要,1.5Zエアロ(MC後),,,28000,32100,,
トヨタ,bB,QNC25,2005/12～2016/08,4WD,1300,NA,,Fr：-25～-35mm<br>Rr：-30～-40mm,16752,,265482,QNC25NK-qq-e-f1-837,QNC25NK-qq-e-d-837,4511478252427,QNC25NK,TANABE,SUSTEC NF210,1台分,2.7/2.1,純正バンプカット不要,1.3ZXバージョン(MC前),,,28000,32100,,
トヨタ,bBオープンデッキ,NCP34,2001/06～2003/04,FF,1500,NA,,データなし,16752,,265478,NCP30MCNK-qq-e-f1-836,NCP30MCNK-qq-e-d-836,4511478251697,NCP30MCNK,TANABE,SUSTEC NF210,1台分,2.6/2.3,20/なし,現車未確認,未計測の為、車高データなし,,28000,32100,,
トヨタ,C-HR,NGX10,2018/05～,FF,1200,ターボ,,Fr：-15～-25mm<br>Rr：-25～-35mm,23710,,265493,NGX10NK-qq-e-f1-81k,NGX10NK-qq-e-d-81k,4511478256944,NGX10NK,TANABE,SUSTEC NF210,1台分,2.4/3.0,なし/20,S-T,,,40000,39400,,
トヨタ,C-HR,NGX50,2016/12～,4WD,1200,ターボ,,Fr：-25～-35mm<br>Rr：-45～-55mm,22580,,265491,ZYX10NK-qq-e-f1-82k,ZYX10NK-qq-e-d-82k,4511478256272,ZYX10NK,TANABE,SUSTEC NF210,1台分,2.4/3.0,なし/20,S-T,,,38000,38200,,
トヨタ,C-HR,ZYX10,2016/12～2019/10,FF,1800,ハイブリッド,,Fr：-20～-30mm<br>Rr：-30～-40mm,22580,,265489,ZYX10NK-qq-e-f1-847,ZYX10NK-qq-e-d-847,4511478256272,ZYX10NK,TANABE,SUSTEC NF210,1台分,2.4/3.0,なし/20,G,,,38000,38200,,
トヨタ,FJクルーザー,GSJ15W,2010/12～,4WD,4000,NA,オフロードパッケージ:XREAS用ダンパー未確認<br>ビルシュタイン不可,Fr：-40～-50mm<br>Rr：-50～-60mm,22580,,266316,GSJ15WNK-qq-e-f1-848,GSJ15WNK-qq-e-d-848,4511478254278,GSJ15WNK,TANABE,SUSTEC NF210,1台分,10.0/3.0,純正バンプカット不要,ベースグレード,,,38000,38200,,KDSS/X-リアス装着車は作業対応不可
トヨタ,iQ,KGJ10,2008/11～2016/03,FF,1000,NA,,Fr：-25～-35mm<br>Rr：-25～-35mm,16752,,265494,KGJ10NK-qq-e-f1-849,KGJ10NK-qq-e-d-849,4511478253660,KGJ10NK,TANABE,SUSTEC NF210,1台分,2.5/2.8,純正バンプカット不要,100Gレザーパッケージ,,,28000,32100,,
トヨタ,RAV4,AXAH54,2019/04～,4WD,2500,ハイブリッド,,Fr：-25～-35mm<br>Rr：-15～-25mm,23710,,265496,AXAH54NK-qq-e-f1-99k,AXAH54NK-qq-e-d-99k,4511478257026,AXAH54NK,TANABE,SUSTEC NF210,1台分,2.9/4.0,純正バンプカット不要,ハイブリッドX,,,40000,39400,,
トヨタ,RAV4,MXAA54,2019/04～,4WD,2000,NA,,Fr：-25～-35mm<br>Rr：-25～-35mm,23710,,265498,MXAA54NK-qq-e-f1-100k,MXAA54NK-qq-e-d-100k,4511478257095,MXAA54NK,TANABE,SUSTEC NF210,1台分,2.9/3.6,純正バンプカット不要,アドベンチャー,,,40000,39400,,
トヨタ,SAI,AZK10,2009/12～,FF,2400,ハイブリッド,MC後未確認,Fr：-30～-40mm<br>Rr：-20～-30mm,20884,,265499,ANF10NK-qq-e-f1-850,ANF10NK-qq-e-d-850,4511478254032,ANF10NK,TANABE,SUSTEC NF210,1台分,2.8/5.7,25/なし,S(MC前),,,35000,36400,,
トヨタ,アイシス,ANM10G,2004/09～2009/09,FF,2000,NA,,Fr：-30～-40mm<br>Rr：-30～-40mm,21450,,265097,ANM10GNK-qq-e-f1-851,ANM10GNK-qq-e-d-851,4511478189341,ANM10GNK,TANABE,SUSTEC NF210,1台分,2.8/5.8,10/なし,L(MC前),,,36000,37000,,
トヨタ,アイシス,ANM10W,2004/09～2009/09,FF,2000,NA,,Fr：-30～-40mm<br>Rr：-25～-35mm,21450,,265099,ANM10GNK-qq-e-f1-853,ANM10GNK-qq-e-d-853,4511478189341,ANM10GNK,TANABE,SUSTEC NF210,1台分,2.8/5.8,純正バンプカット不要,プラタナ(MC前),,,36000,37000,,
トヨタ,アイシス,ANM10W,2004/09～2009/09,FF,2000,NA,,Fr：-30～-40mm<br>Rr：-30～-40mm,21450,,265098,ANM10GNK-qq-e-f1-852,ANM10GNK-qq-e-d-852,4511478189341,ANM10GNK,TANABE,SUSTEC NF210,1台分,2.8/5.8,純正バンプカット不要,プラタナ(MC後),,,36000,37000,,
トヨタ,アクア,NHP10,2012/01～2017/06,FF,1500,ハイブリッド,,Fr：-15～-25mm<br>Rr：-20～-30mm,16752,,265102,NHP10NK-qq-e-f1-854,NHP10NK-qq-e-d-854,4511478254506,NHP10NK,TANABE,SUSTEC NF210,1台分,2.2/2.1,純正バンプカット不要,G(MC前),,,28000,32100,,
トヨタ,アクア,NHP10,2012/01～2017/06,FF,1500,ハイブリッド,,Fr：-20～-30mm<br>Rr：-20～-30mm,16752,,265103,NHP10NK-qq-e-f1-856,NHP10NK-qq-e-d-856,4511478254506,NHP10NK,TANABE,SUSTEC NF210,1台分,2.2/2.1,純正バンプカット不要,S(MC前),,,28000,32100,,
トヨタ,アクア,NHP10,2014/12～2017/06,FF,1500,ハイブリッド,,Fr：-25～-35mm<br>Rr：-25～-35mm,16752,,265106,NHP10NK-qq-e-f1-255k,NHP10NK-qq-e-d-255k,4511478254506,NHP10NK,TANABE,SUSTEC NF210,1台分,2.2/2.1,純正バンプカット不要,Xアーバン,,,28000,32100,,
トヨタ,アクア,NHP10,2017/06～,FF,1500,ハイブリッド,,Fr：-15～-25mm<br>Rr：-20～-30mm,16752,,265105,NHP10NK-qq-e-f1-855,NHP10NK-qq-e-d-855,4511478254506,NHP10NK,TANABE,SUSTEC NF210,1台分,2.2/2.1,純正バンプカット不要,S(MC後),,,28000,32100,,
トヨタ,アリスト,JZS160,1997/08～2004/12,FR,3000,NA,,Fr：-20～-30mm<br>Rr：-5～-15mm,20884,,265110,JZS160NK-qq-e-f1-858,JZS160NK-qq-e-d-858,4511478250928,JZS160NK,TANABE,SUSTEC NF210,1台分,6.0/5.1,純正バンプカット不要,S300(MC前),,,35000,36400,,
トヨタ,アルファード,AGH30W,2015/01～,FF,2500,NA,MC後装着可,Fr：-25～-35mm<br>Rr：-25～-35mm,21450,,265141,AGH30WNK-qq-e-f1-862,AGH30WNK-qq-e-d-862,4511478255589,AGH30WNK,TANABE,SUSTEC NF210,1台分,3.0/6.1,純正バンプカット不要,2.5S(MC前),,,36000,37000,,
トヨタ,アルファード,AGH35W,2015/01～,4WD,2500,NA,MC後装着可,Fr：-35～-45mm<br>Rr：-45～-55mm,21450,,265143,AGH30WNK-qq-e-f1-861,AGH30WNK-qq-e-d-861,4511478255589,AGH30WNK,TANABE,SUSTEC NF210,1台分,3.0/6.1,純正バンプカット不要,2.5X(MC前),,,36000,37000,,
トヨタ,アルファード,ANH10W,2002/05～2005/04,FF,2400,NA,,Fr：-30～-40mm<br>Rr：-25～-35mm,21450,,265113,MNH10WNK-qq-e-f1-867,MNH10WNK-qq-e-d-867,4511478189310,MNH10WNK,TANABE,SUSTEC NF210,1台分,3.7/5.5,20/なし,AXLエディション(MC前),,,36000,37000,,
トヨタ,アルファード,ANH10W,2005/04～2008/05,FF,2400,NA,,Fr：-20～-30mm<br>Rr：-30～-40mm,21450,,265115,MNH10WNK-qq-e-f1-876,MNH10WNK-qq-e-d-876,4511478189310,MNH10WNK,TANABE,SUSTEC NF210,1台分,3.7/5.5,20/なし,AXLエディション(MC後),,,36000,37000,,
トヨタ,アルファード,ANH10W,2005/04～2008/05,FF,2400,NA,,Fr：-30～-40mm<br>Rr：-25～-35mm,21450,,265116,MNH10WNK-qq-e-f1-872,MNH10WNK-qq-e-d-872,4511478189310,MNH10WNK,TANABE,SUSTEC NF210,1台分,3.7/5.5,20/なし,AS(MC後),,,36000,37000,,
トヨタ,アルファード,ANH15W,2002/05～2008/05,4WD,2400,NA,MC後装着可,Fr：-25～-35mm<br>Rr：-35～-45mm,21450,,265121,MNH15WNK-qq-e-f1-864,MNH15WNK-qq-e-d-864,4511478189334,MNH15WNK,TANABE,SUSTEC NF210,1台分,3.5/5.5,20/なし,AS(MC前),,,36000,37000,,
トヨタ,アルファード,ANH20W,2008/05～2015/01,FF,2400,NA,MC後装着可,Fr：-20～-30mm<br>Rr：-30～-40mm,21450,,265125,ANH20WNK-qq-e-f1-863,ANH20WNK-qq-e-d-863,4511478253394,ANH20WNK,TANABE,SUSTEC NF210,1台分,2.9/7.4,30/なし,240S(MC前),,,36000,37000,,
トヨタ,アルファード,ANH20W,2011/11～2015/01,FF,2400,NA,MC前装着可,Fr：-25～-35mm<br>Rr：-35～-45mm,21450,,265127,ANH20WNK-qq-e-f1-860,ANH20WNK-qq-e-d-860,4511478253394,ANH20WNK,TANABE,SUSTEC NF210,1台分,2.9/7.4,30/なし,240S(MC後),,,36000,37000,,
トヨタ,アルファード,ANH25W,2008/05～2015/01,4WD,2400,NA,MC後装着可,Fr：-25～-35mm<br>Rr：-45～-55mm,21450,,265129,ANH25WNK-qq-e-f1-859,ANH25WNK-qq-e-d-859,4511478253677,ANH25WNK,TANABE,SUSTEC NF210,1台分,2.9/7.9,30/なし,2.4Z(MC前),,,36000,37000,,
トヨタ,アルファード,GGH20W,2008/05～2015/01,FF,3500,NA,MC後装着可,Fr：-20～-30mm<br>Rr：-25～-35mm,21450,,265123,GGH20WNK-qq-e-f1-868,GGH20WNK-qq-e-d-868,4511478253448,GGH20WNK,TANABE,SUSTEC NF210,1台分,3.0/7.4,30/なし,350SCパッケージ(MC前),,,36000,37000,,
トヨタ,アルファード,GGH25W,2008/05～2015/01,4WD,3500,NA,MC後装着可,Fr：-30～-40mm<br>Rr：-45～-55mm,21450,,265131,GGH25WNK-qq-e-f1-870,GGH25WNK-qq-e-d-870,4511478253691,GGH25WNK,TANABE,SUSTEC NF210,1台分,3.0/7.9,30/なし,350SCパッケージ(MC前),,,36000,37000,,
トヨタ,アルファード,GGH30W,2015/01～,FF,3500,NA,MC後装着可,Fr：-30～-40mm<br>Rr：-25～-35mm,21450,,265145,GGH30WNK-qq-e-f1-869,GGH30WNK-qq-e-d-869,4511478255626,GGH30WNK,TANABE,SUSTEC NF210,1台分,3.0/6.0,純正バンプカット不要,3.5ZAGエディション(MC前),,,36000,37000,,
トヨタ,アルファード,GGH35W,2015/01～,4WD,3500,NA,MC前装着可,Fr：-30～-40mm<br>Rr：-40～-50mm,22580,,265147,GGH35WNK-qq-e-f1-103k,GGH35WNK-qq-e-d-103k,4511478256838,GGH35WNK,TANABE,SUSTEC NF210,1台分,2.9/6.2,純正バンプカット不要,3.5ZG(MC後2GR-FKS),,,38000,38200,,
トヨタ,アルファード,MNH10W,2002/05～2008/05,FF,3000,NA,MC前装着可,Fr：-25～-35mm<br>Rr：-20～-30mm,21450,,265111,MNH10WNK-qq-e-f1-873,MNH10WNK-qq-e-d-873,4511478189310,MNH10WNK,TANABE,SUSTEC NF210,1台分,3.7/5.5,20/なし,MS(MC後),,,36000,37000,,
トヨタ,アルファード,MNH15W,2002/05～2008/05,4WD,3000,NA,MC後装着可,Fr：-30～-40mm<br>Rr：-25～-35mm,21450,,265119,MNH15WNK-qq-e-f1-871,MNH15WNK-qq-e-d-871,4511478189334,MNH15WNK,TANABE,SUSTEC NF210,1台分,3.5/5.5,20/なし,MS(MC前),,,36000,37000,,
トヨタ,アルファードハイブリッド,ATH20W,2011/11～2015/01,4WD,2500,ハイブリッド,,Fr：-25～-35mm<br>Rr：-20～-30mm,21450,,265133,ATH20WNK-qq-e-f1-878,ATH20WNK-qq-e-d-878,4511478254568,ATH20WNK,TANABE,SUSTEC NF210,1台分,3.0/7.3,25/なし,ハイブリッドSR,,,36000,37000,,
トヨタ,アルファードハイブリッド,AYH30W,2015/01～2018/01,4WD,2500,ハイブリッド,,Fr：-30～-40mm<br>Rr：-30～-40mm,21450,,265136,AYH30WNK-qq-e-f1-104k,AYH30WNK-qq-e-d-104k,4511478255657,AYH30WNK,TANABE,SUSTEC NF210,1台分,2.9/6.1,15/なし,ハイブリッドエグゼクティブラウンジ(MC前),,,36000,37000,,
トヨタ,アルファードハイブリッド,AYH30W,2015/01～2018/01,4WD,2500,ハイブリッド,,Fr：-35～-45mm<br>Rr：-35～-45mm,21450,,265135,AYH30WNK-qq-e-f1-877,AYH30WNK-qq-e-d-877,4511478255657,AYH30WNK,TANABE,SUSTEC NF210,1台分,2.9/6.1,15/なし,ハイブリッドVLエディション(MC前),,,36000,37000,,
トヨタ,アルファードハイブリッド,AYH30W,2018/01～,4WD,2500,ハイブリッド,,Fr：-35～-45mm<br>Rr：-35～-45mm,21450,,265139,AYH30WNK-qq-e-f1-225k,AYH30WNK-qq-e-d-225k,4511478255657,AYH30WNK,TANABE,SUSTEC NF210,1台分,2.9/6.1,15/なし,ハイブリッドエグゼクティブラウンジS(MC後),,,36000,37000,,
トヨタ,ヴァンガード,ACA33W,2007/09～2013/11,4WD,2400,NA,5人乗り,Fr：-30～-40mm<br>Rr：-30～-40mm,22580,,265418,ACA33WNK-qq-e-f1-880,ACA33WNK-qq-e-d-880,4511478253080,ACA33WNK,TANABE,SUSTEC NF210,1台分,2.8/6.1,20/なし,240S,,,38000,38200,,
トヨタ,ヴァンガード,ACA33W,2007/09～2013/11,4WD,2400,NA,7人乗り,Fr：-30～-40mm<br>Rr：-45～-55mm,22580,,265417,ACA33WNK-qq-e-f1-879,ACA33WNK-qq-e-d-879,4511478253080,ACA33WNK,TANABE,SUSTEC NF210,1台分,2.8/6.1,20/なし,240S,,,38000,38200,,
トヨタ,ウィッシュ,ANE11W,2003/04～2009/04,FF,2000,NA,MC後装着可,Fr：-20～-30mm<br>Rr：-15～-25mm,19145,,265151,ANE11WNK-qq-e-f1-882,ANE11WNK-qq-e-d-882,4511478187019,ANE11WNK,TANABE,SUSTEC NF210,1台分,2.8/7.5,20/なし,2.0Z(MC前),,,32000,39600,,
トヨタ,ウィッシュ,ZGE20G,2009/04～2017/10,FF,1800,NA,MC後装着可,Fr：-30～-40mm<br>Rr：-25～-35mm,19145,,265156,ZGE20WNK-qq-e-f1-886,ZGE20WNK-qq-e-d-886,4511478253929,ZGE20WNK,TANABE,SUSTEC NF210,1台分,2.6/4.1,15/なし,1.8X(MC前),,,32000,34600,,
トヨタ,ウィッシュ,ZGE20W,2009/04～2017/10,FF,1800,NA,MC後装着可,Fr：-30～-40mm<br>Rr：-25～-35mm,19145,,265157,ZGE20WNK-qq-e-f1-885,ZGE20WNK-qq-e-d-885,4511478253929,ZGE20WNK,TANABE,SUSTEC NF210,1台分,2.8/4.1,15/なし,1.8S(MC前),,,32000,34600,,
トヨタ,ウィッシュ,ZGE20W,2009/04～2017/10,FF,1800,NA,MC前装着可,Fr：-25～-35mm<br>Rr：-25～-35mm,19145,,265158,ZGE20WNK-qq-e-f1-107k,ZGE20WNK-qq-e-d-107k,4511478253929,ZGE20WNK,TANABE,SUSTEC NF210,1台分,2.8/4.1,15/なし,1.8A(MC後),,,32000,34600,,
トヨタ,ウィッシュ,ZGE22W,2009/04～2017/10,FF,2000,NA,MC後装着可,Fr：-35～-45mm<br>Rr：-20～-30mm,19145,,265161,ZGE25GNK-qq-e-f1-884,ZGE25GNK-qq-e-d-884,4511478253950,ZGE25GNK,TANABE,SUSTEC NF210,1台分,2.7/7.6,15/なし,2.0Z(MC前),,,32000,34600,,
トヨタ,ウィッシュ,ZGE25G,2009/04～2017/10,4WD,1800,NA,MC後装着可,Fr：-40～-50mm<br>Rr：-50～-60mm,19145,,265159,ZGE25GNK-qq-e-f1-887,ZGE25GNK-qq-e-d-887,4511478253950,ZGE25GNK,TANABE,SUSTEC NF210,1台分,2.8/7.6,15/なし,1.8X(MC前),,,32000,34600,,
トヨタ,ウィッシュ,ZGE25W,2009/04～2017/10,4WD,1800,NA,,データなし,19145,,265160,ZGE25GNK-qq-e-f1-883,ZGE25GNK-qq-e-d-883,4511478253950,ZGE25GNK,TANABE,SUSTEC NF210,1台分,2.8/7.6,15/なし,現車未確認,未計測の為、車高データなし,,32000,34600,,
トヨタ,ウィッシュ,ZNE10G,2003/01～2009/04,FF,1800,NA,MC後装着可,Fr：-35～-45mm<br>Rr：-20～-30mm,19145,,265153,ZNE10GNK-qq-e-f1-108k,ZNE10GNK-qq-e-d-108k,4511478251567,ZNE10GNK,TANABE,SUSTEC NF210,1台分,2.5/4.1,20/なし,X(MC前),,,32000,39600,,
トヨタ,ウィッシュ,ZNE10G,2003/01～2009/04,FF,1800,NA,MC前装着可,Fr：-30～-40mm<br>Rr：-15～-25mm,19145,,265152,ZNE10GNK-qq-e-f1-881,ZNE10GNK-qq-e-d-881,4511478251567,ZNE10GNK,TANABE,SUSTEC NF210,1台分,2.5/4.1,20/なし,1.8X(MC後),,,32000,39600,,
トヨタ,ヴィッツ,KSP130,2010/12～,FF,1000,NA,,Fr：-25～-35mm<br>Rr：-15～-25mm,16752,,265433,KSP130NK-qq-e-f1-890,KSP130NK-qq-e-d-890,4511478254346,KSP130NK,TANABE,SUSTEC NF210,1台分,2.5/2.1,純正バンプカット不要,jewelu(MC前),,,28000,32100,,
トヨタ,ヴィッツ,KSP90,2005/02～2010/12,FF,1000,NA,MC後装着可,Fr：-25～-35mm<br>Rr：-25～-35mm,16752,,265423,KSP90NK-qq-e-f1-897,KSP90NK-qq-e-d-897,4511478188962,KSP90NK,TANABE,SUSTEC NF210,1台分,2.5/2.2,純正バンプカット不要,B(MC前),,,28000,32100,,
トヨタ,ヴィッツ,NCP91,2005/02～2010/12,FF,1500,NA,MC後装着可<br>RS適合不可,Fr：-25～-35mm<br>Rr：-25～-35mm,16752,,265425,KSP90NK-qq-e-f1-898,KSP90NK-qq-e-d-898,4511478188962,KSP90NK,TANABE,SUSTEC NF210,1台分,2.5/2.2,純正バンプカット不要,X(MC前),,,28000,32100,,
トヨタ,ヴィッツ,NSP130,2010/12～2014/04,FF,1300,NA,フォグランプ未装着車,Fr：-20～-30mm<br>Rr：-15～-25mm,16752,,265430,NSP130NK-qq-e-f1-893,NSP130NK-qq-e-d-893,4511478254308,NSP130NK,TANABE,SUSTEC NF210,1台分,2.2/2.4,純正バンプカット不要,F,,,28000,32100,,
トヨタ,ヴィッツ,NSP130,2014/04～2016/12,FF,1300,NA,,データなし,16752,,265431,NSP130NK-qq-e-f1-889,NSP130NK-qq-e-d-889,4511478254308,NSP130NK,TANABE,SUSTEC NF210,1台分,2.2/2.4,純正バンプカット不要,現車未確認,未計測の為、車高データなし,,28000,32100,,
トヨタ,ヴィッツ,SCP90,2005/02～2007/08,FF,1300,NA,,Fr：-30～-40mm<br>Rr：-20～-30mm,16752,,265427,KSP90NK-qq-e-f1-895,KSP90NK-qq-e-d-895,4511478188962,KSP90NK,TANABE,SUSTEC NF210,1台分,2.5/2.2,純正バンプカット不要,F(MC前),,,28000,32100,,
トヨタ,ヴィッツ,SCP90,2007/08～2010/12,FF,1300,NA,,Fr：-25～-35mm<br>Rr：-15～-25mm,16752,,265429,KSP90NK-qq-e-f1-892,KSP90NK-qq-e-d-892,4511478188962,KSP90NK,TANABE,SUSTEC NF210,1台分,2.5/2.2,純正バンプカット不要,F(MC後),,,28000,32100,,
トヨタ,ヴィッツRS,NCP131,2010/12～2017/01,FF,1500,NA,MC後装着可,Fr：-35～-45mm<br>Rr：-25～-35mm,16752,,265434,NCP131NK-qq-e-f1-894,NCP131NK-qq-e-d-894,4511478254384,NCP131NK,TANABE,SUSTEC NF210,1台分,3.0/2.2,15/なし,RS(MC前),,,28000,32100,,
トヨタ,ヴィッツハイブリッド,NHP130,2017/01～,FF,1500,NA,,Fr：-20～-30mm<br>Rr：-20～-30mm,16752,,265432,NSP130NK-qq-e-f1-936,NSP130NK-qq-e-d-936,4511478254308,NSP130NK,TANABE,SUSTEC NF210,1台分,2.2/2.4,15/なし,F,,フォグランプ装着車注意,28000,32100,,
トヨタ,ヴェルファイア,AGH30W,2015/01～2018/01,FF,2500,NA,,Fr：-20～-30mm<br>Rr：-20～-30mm,21450,,265446,AGH30WNK-qq-e-f1-902,AGH30WNK-qq-e-d-902,4511478255589,AGH30WNK,TANABE,SUSTEC NF210,1台分,3.0/6.1,純正バンプカット不要,ZAエディション(MC前),,,36000,37000,,
