自動車メーカー,車種,型式,年式,排気量,適合詳細,取付位置,販売価格,Camp価格,商品ID,物販コード,取付コード,JANコード,メーカー品番,メーカー名,商品名,種類,仕様,備考,注意事項,定価,SET価格
スバル,レガシィB4,BE5,H10/12～H14/1,2000,RSKスポーツシフト,リア,14578,,281396,TYPER-EP355-qq-e-8446k,TYPER-EP355-qq-e-d-8446k,4515693343557,EP355,ENDLESS,ブレーキパッド,NEW TYPE R,ローター適正温度域:50～650℃<br>平均摩擦係数:0.30～0.35<br>材質:ロースチール<br>走行フィールド:ワインディング～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,20000,16400
スバル,レガシィB4,BE5,H10/12～H15/5,2000,S・RS・RSK,フロント,14578,,281333,TYPER-EP348-qq-e-5854k,TYPER-EP348-qq-e-d-5854k,4515693343489,EP348,ENDLESS,ブレーキパッド,NEW TYPE R,ローター適正温度域:50～650℃<br>平均摩擦係数:0.30～0.35<br>材質:ロースチール<br>走行フィールド:ワインディング～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,20000,16400
スバル,レガシィB4,BE5,H10/12～H15/5,2000,S・RS・RSK,リア,14578,,281397,TYPER-EP355-qq-e-8447k,TYPER-EP355-qq-e-d-8447k,4515693343557,EP355,ENDLESS,ブレーキパッド,NEW TYPE R,ローター適正温度域:50～650℃<br>平均摩擦係数:0.30～0.35<br>材質:ロースチール<br>走行フィールド:ワインディング～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,20000,16400
スバル,レガシィB4,BE5,H14/1～H15/5,2000,RSKスポーツシフト,フロント,14578,,281527,TYPER-EP386-qq-e-5855k,TYPER-EP386-qq-e-d-5855k,4515693343861,EP386,ENDLESS,ブレーキパッド,NEW TYPE R,ローター適正温度域:50～650℃<br>平均摩擦係数:0.30～0.35<br>材質:ロースチール<br>走行フィールド:ワインディング～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,20000,16400
スバル,レガシィB4,BE5,H14/1～H15/5,2000,RSKスポーツシフト,リア,14578,,281398,TYPER-EP355-qq-e-8448k,TYPER-EP355-qq-e-d-8448k,4515693343557,EP355,ENDLESS,ブレーキパッド,NEW TYPE R,ローター適正温度域:50～650℃<br>平均摩擦係数:0.30～0.35<br>材質:ロースチール<br>走行フィールド:ワインディング～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,20000,16400
スバル,レガシィB4,BE5,H14/3～H15/5,2000,ブリッツェン 2002/2003・4POTキャリパー,フロント,14578,,281348,TYPER-EP351-qq-e-5856k,TYPER-EP351-qq-e-d-5856k,4515693343519,EP351,ENDLESS,ブレーキパッド,NEW TYPE R,ローター適正温度域:50～650℃<br>平均摩擦係数:0.30～0.35<br>材質:ロースチール<br>走行フィールド:ワインディング～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,20000,16400
スバル,レガシィB4,BE5,H14/3～H15/5,2000,ブリッツェン 2002/2003・4POTキャリパー,リア,14578,,281399,TYPER-EP355-qq-e-8449k,TYPER-EP355-qq-e-d-8449k,4515693343557,EP355,ENDLESS,ブレーキパッド,NEW TYPE R,ローター適正温度域:50～650℃<br>平均摩擦係数:0.30～0.35<br>材質:ロースチール<br>走行フィールド:ワインディング～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,20000,16400
スバル,レガシィB4,BE9,H13/5～H15/5,2500,B4・RS25,フロント,14578,,281335,TYPER-EP348-qq-e-5858k,TYPER-EP348-qq-e-d-5858k,4515693343489,EP348,ENDLESS,ブレーキパッド,NEW TYPE R,ローター適正温度域:50～650℃<br>平均摩擦係数:0.30～0.35<br>材質:ロースチール<br>走行フィールド:ワインディング～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,20000,16400
スバル,レガシィB4,BE9,H13/5～H15/5,2500,B4・RS25,リア,14578,,281401,TYPER-EP355-qq-e-8451k,TYPER-EP355-qq-e-d-8451k,4515693343557,EP355,ENDLESS,ブレーキパッド,NEW TYPE R,ローター適正温度域:50～650℃<br>平均摩擦係数:0.30～0.35<br>材質:ロースチール<br>走行フィールド:ワインディング～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,20000,16400
スバル,レガシィB4,BES,H14/10～H15/5,2000,S401・純正ブレンボキャリパー装着車,フロント,14578,,281425,TYPER-EP357-qq-e-5861k,TYPER-EP357-qq-e-d-5861k,4515693343571,EP357,ENDLESS,ブレーキパッド,NEW TYPE R,ローター適正温度域:50～650℃<br>平均摩擦係数:0.30～0.35<br>材質:ロースチール<br>走行フィールド:ワインディング～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,20000,16400
スバル,レガシィB4,BES,H14/10～H15/5,2000,S401・純正ブレンボキャリパー装着車,リア,14578,,281235,TYPER-EP291-qq-e-8454k,TYPER-EP291-qq-e-d-8454k,4515693342918,EP291,ENDLESS,ブレーキパッド,NEW TYPE R,ローター適正温度域:50～650℃<br>平均摩擦係数:0.30～0.35<br>材質:ロースチール<br>走行フィールド:ワインディング～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,20000,16400
スバル,レガシィB4/レガシィツーリングワゴン,BEE/BHE,H14/1～H15/5,3000,BEE(RS30)/BHE(GT30),フロント,14578,,281336,TYPER-EP348-qq-e-5859k,TYPER-EP348-qq-e-d-5859k,4515693343489,EP348,ENDLESS,ブレーキパッド,NEW TYPE R,ローター適正温度域:50～650℃<br>平均摩擦係数:0.30～0.35<br>材質:ロースチール<br>走行フィールド:ワインディング～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,20000,16400
スバル,レガシィB4/レガシィツーリングワゴン,BEE/BHE,H14/1～H15/5,3000,BEE(RS30)/BHE(GT30),リア,14578,,281402,TYPER-EP355-qq-e-8452k,TYPER-EP355-qq-e-d-8452k,4515693343557,EP355,ENDLESS,ブレーキパッド,NEW TYPE R,ローター適正温度域:50～650℃<br>平均摩擦係数:0.30～0.35<br>材質:ロースチール<br>走行フィールド:ワインディング～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,20000,16400
スバル,レガシィB4/レガシィツーリングワゴン,BH5/BE5,H14/11～H15/5,2000,BH5(GT-B Sエディション)/BE5(RSK Sエディション),フロント,14578,,281349,TYPER-EP351-qq-e-5862k,TYPER-EP351-qq-e-d-5862k,4515693343519,EP351,ENDLESS,ブレーキパッド,NEW TYPE R,ローター適正温度域:50～650℃<br>平均摩擦係数:0.30～0.35<br>材質:ロースチール<br>走行フィールド:ワインディング～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,20000,16400
スバル,レガシィB4/レガシィツーリングワゴン,BH5/BE5,H14/11～H15/5,2000,BH5(GT-B Sエディション)/BE5(RSK Sエディション),リア,14578,,281404,TYPER-EP355-qq-e-8455k,TYPER-EP355-qq-e-d-8455k,4515693343557,EP355,ENDLESS,ブレーキパッド,NEW TYPE R,ローター適正温度域:50～650℃<br>平均摩擦係数:0.30～0.35<br>材質:ロースチール<br>走行フィールド:ワインディング～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,20000,16400
スバル,レガシィB4/レガシィツーリングワゴン,BM9/BR9,H21/5～H22/5,2500,ターボ・25i・Sパッケージ,フロント,14578,,281599,TYPER-EP417-qq-e-691k,TYPER-EP417-qq-e-d-691k,4515693344172,EP417,ENDLESS,ブレーキパッド,NEW TYPE R,ローター適正温度域:50～650℃<br>平均摩擦係数:0.30～0.35<br>材質:ロースチール<br>走行フィールド:ワインディング～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,20000,18400
スバル,レガシィB4/レガシィツーリングワゴン,BM9/BR9,H21/5～H22/5,2500,ターボ・25i・Sパッケージ,リア,14578,,281690,TYPER-EP472-qq-e-767k,TYPER-EP472-qq-e-d-767k,4515693344721,EP472,ENDLESS,ブレーキパッド,NEW TYPE R,ローター適正温度域:50～650℃<br>平均摩擦係数:0.30～0.35<br>材質:ロースチール<br>走行フィールド:ワインディング～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,20000,18400
スバル,レガシィB4/レガシィツーリングワゴン,BMG/BRG,H24/5～H26/10,2000,,フロント,14578,,281602,TYPER-EP417-qq-e-695k,TYPER-EP417-qq-e-d-695k,4515693344172,EP417,ENDLESS,ブレーキパッド,NEW TYPE R,ローター適正温度域:50～650℃<br>平均摩擦係数:0.30～0.35<br>材質:ロースチール<br>走行フィールド:ワインディング～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,20000,18400
スバル,レガシィB4/レガシィツーリングワゴン,BMG/BRG,H24/5～H26/10,2000,,リア,14578,,281693,TYPER-EP472-qq-e-771k,TYPER-EP472-qq-e-d-771k,4515693344721,EP472,ENDLESS,ブレーキパッド,NEW TYPE R,ローター適正温度域:50～650℃<br>平均摩擦係数:0.30～0.35<br>材質:ロースチール<br>走行フィールド:ワインディング～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,20000,18400
スバル,レガシィB4/レガシィツーリングワゴン,BMM/BRM,H24/5～H25/5,2000,2.5i Sパッケージ・2.5i Ts,フロント,14578,,281603,TYPER-EP417-qq-e-696k,TYPER-EP417-qq-e-d-696k,4515693344172,EP417,ENDLESS,ブレーキパッド,NEW TYPE R,ローター適正温度域:50～650℃<br>平均摩擦係数:0.30～0.35<br>材質:ロースチール<br>走行フィールド:ワインディング～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,要形状確認<br>モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,20000,18400
スバル,レガシィB4/レガシィツーリングワゴン,BMM/BRM,H24/5～H25/5,2000,2.5i Sパッケージ・2.5i Ts,リア,14578,,281694,TYPER-EP472-qq-e-772k,TYPER-EP472-qq-e-d-772k,4515693344721,EP472,ENDLESS,ブレーキパッド,NEW TYPE R,ローター適正温度域:50～650℃<br>平均摩擦係数:0.30～0.35<br>材質:ロースチール<br>走行フィールド:ワインディング～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,要形状確認<br>モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,20000,18400
スバル,レガシィB4/レガシィツーリングワゴン,BMM/BRM,H24/5～H25/5,2500,2.5i Sパッケージ・2.5i Ts,フロント,14578,,281532,TYPER-EP386-qq-e-697k,TYPER-EP386-qq-e-d-697k,4515693343861,EP386,ENDLESS,ブレーキパッド,NEW TYPE R,ローター適正温度域:50～650℃<br>平均摩擦係数:0.30～0.35<br>材質:ロースチール<br>走行フィールド:ワインディング～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,要形状確認<br>モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,20000,18400
スバル,レガシィB4/レガシィツーリングワゴン,BMM/BRM,H24/5～H25/5,2500,2.5i Sパッケージ・2.5i Ts,リア,14578,,281609,TYPER-EP418-qq-e-773k,TYPER-EP418-qq-e-d-773k,4515693344189,EP418,ENDLESS,ブレーキパッド,NEW TYPE R,ローター適正温度域:50～650℃<br>平均摩擦係数:0.30～0.35<br>材質:ロースチール<br>走行フィールド:ワインディング～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,要形状確認<br>モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,20000,18400
スバル,レガシィB4/レガシィツーリングワゴン,BMM/BRM,H25/5～H26/10,2500,2.5i Sパッケージ,フロント,14578,,281604,TYPER-EP417-qq-e-698k,TYPER-EP417-qq-e-d-698k,4515693344172,EP417,ENDLESS,ブレーキパッド,NEW TYPE R,ローター適正温度域:50～650℃<br>平均摩擦係数:0.30～0.35<br>材質:ロースチール<br>走行フィールド:ワインディング～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,20000,18400
スバル,レガシィB4/レガシィツーリングワゴン,BMM/BRM,H25/5～H26/10,2500,2.5i Sパッケージ,リア,14578,,281695,TYPER-EP472-qq-e-774k,TYPER-EP472-qq-e-d-774k,4515693344721,EP472,ENDLESS,ブレーキパッド,NEW TYPE R,ローター適正温度域:50～650℃<br>平均摩擦係数:0.30～0.35<br>材質:ロースチール<br>走行フィールド:ワインディング～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,20000,18400
スバル,レガシィB4/レガシィツーリングワゴン,BMM/BRM,H25/5～H26/10,2500,2.5i Sパッケージ・2.5i Ts除く,フロント,14578,,281534,TYPER-EP386-qq-e-700k,TYPER-EP386-qq-e-d-700k,4515693343861,EP386,ENDLESS,ブレーキパッド,NEW TYPE R,ローター適正温度域:50～650℃<br>平均摩擦係数:0.30～0.35<br>材質:ロースチール<br>走行フィールド:ワインディング～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,20000,18400
スバル,レガシィB4/レガシィツーリングワゴン,BMM/BRM,H25/5～H26/10,2500,2.5i Sパッケージ・2.5i Ts除く,リア,14578,,281611,TYPER-EP418-qq-e-776k,TYPER-EP418-qq-e-d-776k,4515693344189,EP418,ENDLESS,ブレーキパッド,NEW TYPE R,ローター適正温度域:50～650℃<br>平均摩擦係数:0.30～0.35<br>材質:ロースチール<br>走行フィールド:ワインディング～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,20000,18400
スバル,レガシィB4/レガシィツーリングワゴン,BMM/BRM,H25/5～H26/10,2500,2.5i Sパッケージ除く,フロント,14578,,281533,TYPER-EP386-qq-e-699k,TYPER-EP386-qq-e-d-699k,4515693343861,EP386,ENDLESS,ブレーキパッド,NEW TYPE R,ローター適正温度域:50～650℃<br>平均摩擦係数:0.30～0.35<br>材質:ロースチール<br>走行フィールド:ワインディング～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,20000,18400
スバル,レガシィB4/レガシィツーリングワゴン,BMM/BRM,H25/5～H26/10,2500,2.5i Sパッケージ除く,リア,14578,,281610,TYPER-EP418-qq-e-775k,TYPER-EP418-qq-e-d-775k,4515693344189,EP418,ENDLESS,ブレーキパッド,NEW TYPE R,ローター適正温度域:50～650℃<br>平均摩擦係数:0.30～0.35<br>材質:ロースチール<br>走行フィールド:ワインディング～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,20000,18400
スバル,レガシィB4/レガシィツーリングワゴン,BP5/BL5,H15/5～H21/5,2000,2.0GT 2.0GTspecB,フロント,14578,,281596,TYPER-EP417-qq-e-684k,TYPER-EP417-qq-e-d-684k,4515693344172,EP417,ENDLESS,ブレーキパッド,NEW TYPE R,ローター適正温度域:50～650℃<br>平均摩擦係数:0.30～0.35<br>材質:ロースチール<br>走行フィールド:ワインディング～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,20000,18400
スバル,レガシィB4/レガシィツーリングワゴン,BP5/BL5,H15/5～H21/5,2000,2.0GT 2.0GTspecB,リア,14578,,281384,TYPER-EP355-qq-e-760k,TYPER-EP355-qq-e-d-760k,4515693343557,EP355,ENDLESS,ブレーキパッド,NEW TYPE R,ローター適正温度域:50～650℃<br>平均摩擦係数:0.30～0.35<br>材質:ロースチール<br>走行フィールド:ワインディング～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,20000,18400
スバル,レガシィB4/レガシィツーリングワゴン,BP5/BL5,H15/5～H21/5,2000,2.0GTカスタマイズエディション 2.0R/2.0i,フロント,14578,,281529,TYPER-EP386-qq-e-685k,TYPER-EP386-qq-e-d-685k,4515693343861,EP386,ENDLESS,ブレーキパッド,NEW TYPE R,ローター適正温度域:50～650℃<br>平均摩擦係数:0.30～0.35<br>材質:ロースチール<br>走行フィールド:ワインディング～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,20000,18400
スバル,レガシィB4/レガシィツーリングワゴン,BP5/BL5,H15/5～H21/5,2000,2.0GTカスタマイズエディション 2.0R/2.0i,リア,14578,,281606,TYPER-EP418-qq-e-761k,TYPER-EP418-qq-e-d-761k,4515693344189,EP418,ENDLESS,ブレーキパッド,NEW TYPE R,ローター適正温度域:50～650℃<br>平均摩擦係数:0.30～0.35<br>材質:ロースチール<br>走行フィールド:ワインディング～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,20000,18400
スバル,レガシィB4/レガシィツーリングワゴン,BP5/BL5,H17/8～H21/5,2000,STi・純正ブレンボキャリパー装着車,フロント,14578,,281426,TYPER-EP357-qq-e-688k,TYPER-EP357-qq-e-d-688k,4515693343571,EP357,ENDLESS,ブレーキパッド,NEW TYPE R,ローター適正温度域:50～650℃<br>平均摩擦係数:0.30～0.35<br>材質:ロースチール<br>走行フィールド:ワインディング～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,20000,18400
スバル,レガシィB4/レガシィツーリングワゴン,BP5/BL5,H17/8～H21/5,2000,STi・純正ブレンボキャリパー装着車,リア,14578,,281211,TYPER-EP291-qq-e-764k,TYPER-EP291-qq-e-d-764k,4515693342918,EP291,ENDLESS,ブレーキパッド,NEW TYPE R,ローター適正温度域:50～650℃<br>平均摩擦係数:0.30～0.35<br>材質:ロースチール<br>走行フィールド:ワインディング～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,20000,18400
スバル,レガシィB4/レガシィツーリングワゴン,BP9/BL9,H20/6～H21/5,2500,STi S402,フロント,27718,,281760,TYPER-RCP112-qq-e-690k,TYPER-RCP112-qq-e-d-690k,,RCP112,ENDLESS,ブレーキパッド,NEW TYPE R,ローター適正温度域:50～650℃<br>平均摩擦係数:0.30～0.35<br>材質:ロースチール<br>走行フィールド:ワインディング～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,34000,30500
スバル,レガシィB4/レガシィツーリングワゴン,BP9/BL9,H20/6～H21/5,2500,STi S402,リア,14578,,281212,TYPER-EP291-qq-e-766k,TYPER-EP291-qq-e-d-766k,4515693342918,EP291,ENDLESS,ブレーキパッド,NEW TYPE R,ローター適正温度域:50～650℃<br>平均摩擦係数:0.30～0.35<br>材質:ロースチール<br>走行フィールド:ワインディング～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,20000,18400
スバル,レガシィB4/レガシィツーリングワゴン,BPE/BLE,H15/9～H21/5,3000,,フロント,14578,,281597,TYPER-EP417-qq-e-686k,TYPER-EP417-qq-e-d-686k,4515693344172,EP417,ENDLESS,ブレーキパッド,NEW TYPE R,ローター適正温度域:50～650℃<br>平均摩擦係数:0.30～0.35<br>材質:ロースチール<br>走行フィールド:ワインディング～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,20000,18400
スバル,レガシィB4/レガシィツーリングワゴン,BPE/BLE,H15/9～H21/5,3000,,リア,14578,,281385,TYPER-EP355-qq-e-762k,TYPER-EP355-qq-e-d-762k,4515693343557,EP355,ENDLESS,ブレーキパッド,NEW TYPE R,ローター適正温度域:50～650℃<br>平均摩擦係数:0.30～0.35<br>材質:ロースチール<br>走行フィールド:ワインディング～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,20000,18400
スバル,レガシィB4/レガシィツーリングワゴン/レガシィアウトバック,BM9/BR9,H21/5～,2500,BM9 BR9(NA・25i Sパッケージ)/BR9アウトバック(25i Sパッケージ),フロント,14578,,281601,TYPER-EP417-qq-e-694k,TYPER-EP417-qq-e-d-694k,4515693344172,EP417,ENDLESS,ブレーキパッド,NEW TYPE R,ローター適正温度域:50～650℃<br>平均摩擦係数:0.30～0.35<br>材質:ロースチール<br>走行フィールド:ワインディング～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,20000,18400
スバル,レガシィB4/レガシィツーリングワゴン/レガシィアウトバック,BM9/BR9,H21/5～,2500,BM9 BR9(NA・25i Sパッケージ)/BR9アウトバック(25i Sパッケージ),リア,14578,,281692,TYPER-EP472-qq-e-770k,TYPER-EP472-qq-e-d-770k,4515693344721,EP472,ENDLESS,ブレーキパッド,NEW TYPE R,ローター適正温度域:50～650℃<br>平均摩擦係数:0.30～0.35<br>材質:ロースチール<br>走行フィールド:ワインディング～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,20000,18400
スバル,レガシィB4/レガシィツーリングワゴン/レガシィアウトバック,BM9/BR9/BRM,H21/5～H24/5,2500,BM9 BR9(NA)/アウトバック2.5,フロント,14578,,281531,TYPER-EP386-qq-e-693k,TYPER-EP386-qq-e-d-693k,4515693343861,EP386,ENDLESS,ブレーキパッド,NEW TYPE R,ローター適正温度域:50～650℃<br>平均摩擦係数:0.30～0.35<br>材質:ロースチール<br>走行フィールド:ワインディング～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,20000,18400
スバル,レガシィB4/レガシィツーリングワゴン/レガシィアウトバック,BM9/BR9/BRM,H21/5～H24/5,2500,BM9 BR9(NA)/アウトバック2.5,リア,14578,,281608,TYPER-EP418-qq-e-769k,TYPER-EP418-qq-e-d-769k,4515693344189,EP418,ENDLESS,ブレーキパッド,NEW TYPE R,ローター適正温度域:50～650℃<br>平均摩擦係数:0.30～0.35<br>材質:ロースチール<br>走行フィールド:ワインディング～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,20000,18400
スバル,レガシィアウトバック,BP9/BPE,H15/9～H21/5,2500～3000,,フロント,14578,,281530,TYPER-EP386-qq-e-687k,TYPER-EP386-qq-e-d-687k,4515693343861,EP386,ENDLESS,ブレーキパッド,NEW TYPE R,ローター適正温度域:50～650℃<br>平均摩擦係数:0.30～0.35<br>材質:ロースチール<br>走行フィールド:ワインディング～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,20000,18400
スバル,レガシィアウトバック,BP9/BPE,H15/9～H21/5,2500～3000,,リア,14578,,281607,TYPER-EP418-qq-e-763k,TYPER-EP418-qq-e-d-763k,4515693344189,EP418,ENDLESS,ブレーキパッド,NEW TYPE R,ローター適正温度域:50～650℃<br>平均摩擦係数:0.30～0.35<br>材質:ロースチール<br>走行フィールド:ワインディング～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,20000,18400
スバル,レガシィアウトバック,BRF,H21/5～H26/10,3600,アウトバック3.6R,フロント,14578,,281600,TYPER-EP417-qq-e-692k,TYPER-EP417-qq-e-d-692k,4515693344172,EP417,ENDLESS,ブレーキパッド,NEW TYPE R,ローター適正温度域:50～650℃<br>平均摩擦係数:0.30～0.35<br>材質:ロースチール<br>走行フィールド:ワインディング～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,20000,18400
スバル,レガシィアウトバック,BRF,H21/5～H26/10,3600,アウトバック3.6R,リア,14578,,281691,TYPER-EP472-qq-e-768k,TYPER-EP472-qq-e-d-768k,4515693344721,EP472,ENDLESS,ブレーキパッド,NEW TYPE R,ローター適正温度域:50～650℃<br>平均摩擦係数:0.30～0.35<br>材質:ロースチール<br>走行フィールド:ワインディング～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,20000,18400
スバル,レガシィツーリングワゴン,BF7/BFB,H4/6～H5/9,2200,,リア,14578,,280967,TYPER-EP223-qq-e-8438k,TYPER-EP223-qq-e-d-8438k,4515693342239,EP223,ENDLESS,ブレーキパッド,NEW TYPE R,ローター適正温度域:50～650℃<br>平均摩擦係数:0.30～0.35<br>材質:ロースチール<br>走行フィールド:ワインディング～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,モデルチェンジや車両製造時期により、一部記載の適合区分に当てはまらない場合がございますのでご注意ください,,20000,16400
