自動車メーカー,車種,型式,年式,排気量,適合詳細,取付位置,販売価格,Camp価格,商品ID,物販コード,取付コード,JANコード,メーカー品番,メーカー名,商品名,種類,仕様,備考,注意事項,定価,掛け,SET価格
ダイハツ,オプティ,L300S,H4/6～H10/10,660,フロント アケボノキャリパー/リアシュー HOUSEI,リア,11087,,284376,TYPENA-ES024-qq-e-1875k,出さない,4515693841336,ES024,ENDLESS,ブレーキシュー,TYPE-NA,材質:ノンアスベスト,,,15000,60,出さない
ダイハツ,オプティ,L300S,H4/6～H10/10,660,フロント アケボノキャリパー/リアシュー NBK,リア,11087,,284378,TYPENA-ES027-qq-e-1874k,出さない,4515693841350,ES027,ENDLESS,ブレーキシュー,TYPE-NA,材質:ノンアスベスト,,,15000,60,出さない
ダイハツ,オプティ,L300S,H4/6～H10/10,660,フロント スミトモキャリパー/リアシュー HOUSEI,リア,11087,,283446,TYPENA-ES024-qq-e-1873k,出さない,4515693841336,ES024,ENDLESS,ブレーキシュー,TYPE-NA,材質:ノンアスベスト,,,15000,60,出さない
ダイハツ,オプティ,L300S,H4/6～H10/10,660,フロント スミトモキャリパー/リアシュー NBK,リア,11087,,283785,TYPENA-ES027-qq-e-1872k,出さない,4515693841350,ES027,ENDLESS,ブレーキシュー,TYPE-NA,材質:ノンアスベスト,,,15000,60,出さない
ダイハツ,オプティ,L310S,H4/2～H10/10,660,4WD,リア,11786,,284528,TYPENA-ES025-qq-e-1871k,出さない,4515693841343,ES025,ENDLESS,ブレーキシュー,TYPE-NA,材質:ノンアスベスト,,,16000,60,出さない
ダイハツ,オプティ,L802S,H10/10～H14/08,660,ABS無,リア,11087,,283604,TYPENA-ES027-qq-e-1876k,出さない,4515693841350,ES027,ENDLESS,ブレーキシュー,TYPE-NA,材質:ノンアスベスト,,,15000,60,出さない
ダイハツ,オプティ,L802S,H11/09～H14/08,660,ABS付,リア,11087,,283600,TYPENA-ES0037-qq-e-1877k,出さない,4515693841312,ES0037,ENDLESS,ブレーキシュー,TYPE-NA,材質:ノンアスベスト,,,15000,60,出さない
ダイハツ,オプティ,L810S,H10/10～H11/08,660,ABS無・ソリッドディスク車,リア,11087,,283444,TYPENA-ES020-qq-e-1878k,出さない,4515693841329,ES020,ENDLESS,ブレーキシュー,TYPE-NA,材質:ノンアスベスト,,,15000,60,出さない
ダイハツ,オプティ,L810S,H10/10～H11/08,660,ABS無・ベンチディスク車,リア,11087,,284228,TYPENA-ES020-qq-e-1879k,出さない,4515693841329,ES020,ENDLESS,ブレーキシュー,TYPE-NA,材質:ノンアスベスト,,,15000,60,出さない
ダイハツ,オプティ,L810S,H11/9～H14/08,660,NA・ABS無・ソリッドディスク車,リア,11087,,283443,TYPENA-ES0037-qq-e-1881k,出さない,4515693841312,ES0037,ENDLESS,ブレーキシュー,TYPE-NA,材質:ノンアスベスト,,,15000,60,出さない
ダイハツ,オプティ,L810S,H11/9～H14/08,660,ターボ・ABS無・ベンチディスク車,リア,11087,,283781,TYPENA-ES020-qq-e-1880k,出さない,4515693841329,ES020,ENDLESS,ブレーキシュー,TYPE-NA,材質:ノンアスベスト,,,15000,60,出さない
ダイハツ,コペン,L880K,H14/6～H17/9,660,リアドラム,リア,11087,,283921,TYPENA-ES0037-qq-e-1908k,出さない,4515693841312,ES0037,ENDLESS,ブレーキシュー,TYPE-NA,材質:ノンアスベスト,,,15000,60,出さない
ダイハツ,コペン,LA400K,H26/6～,660,,リア,11087,,283975,TYPENA-ES2397-qq-e-1909k,出さない,4515693865042,ES2397,ENDLESS,ブレーキシュー,TYPE-NA,材質:ノンアスベスト,,,15000,60,出さない
ダイハツ,シャレード,G11/G26/G30/G11V/G30V,S58/1～S62/1,1000,G11/26(926ターボ)/G30 G11V/30V(バン),リア,11087,,283445,TYPENA-ES020-qq-e-1910k,出さない,4515693841329,ES020,ENDLESS,ブレーキシュー,TYPE-NA,材質:ノンアスベスト,,,15000,60,出さない
ダイハツ,ソニカ,L415S,H18/6～H21/4,660,R,リア,11087,,283471,TYPENA-ES030-qq-e-1912k,出さない,4515693841367,ES030,ENDLESS,ブレーキシュー,TYPE-NA,材質:ノンアスベスト,,,15000,60,出さない
ダイハツ,ソニカ,L415S,H18/6～H21/4,660,RS リミテッド/RS,リア,11087,,283470,TYPENA-ES030-qq-e-1911k,出さない,4515693841367,ES030,ENDLESS,ブレーキシュー,TYPE-NA,材質:ノンアスベスト,,,15000,60,出さない
ダイハツ,タント,L350S,H15/12～H17/6,660,(RS・R除く)ABS無,リア,11087,,284380,TYPENA-ES027-qq-e-1913k,出さない,4515693841350,ES027,ENDLESS,ブレーキシュー,TYPE-NA,材質:ノンアスベスト,,,15000,60,出さない
ダイハツ,タント,L350S,H17/6～H19/12,660,L ABS無,リア,11087,,284381,TYPENA-ES027-qq-e-1915k,出さない,4515693841350,ES027,ENDLESS,ブレーキシュー,TYPE-NA,材質:ノンアスベスト,,,15000,60,出さない
ダイハツ,タント,L360S,H15/12～H19/12,660,,リア,11087,,283472,TYPENA-ES030-qq-e-1914k,出さない,4515693841367,ES030,ENDLESS,ブレーキシュー,TYPE-NA,材質:ノンアスベスト,,,15000,60,出さない
ダイハツ,ミラ,L200S,H2/3～H6/8,660,TR-XX アヴァンツァードR除く・アケボノキャリパー (現物合わせ),リア,11087,,284067,TYPENA-ES024-qq-e-1885k,出さない,4515693841336,ES024,ENDLESS,ブレーキシュー,TYPE-NA,材質:ノンアスベスト,年式、グレード、仕様にて細かく適合が分類されますので形状確認を行って下さい,,15000,60,出さない
ダイハツ,ミラ,L200S,H2/3～H6/8,660,TR-XX アヴァンツァードR除く・アケボノキャリパー (現物合わせ),リア,11087,,284529,TYPENA-ES027-qq-e-1886k,出さない,4515693841350,ES027,ENDLESS,ブレーキシュー,TYPE-NA,材質:ノンアスベスト,年式、グレード、仕様にて細かく適合が分類されますので形状確認を行って下さい,,15000,60,出さない
ダイハツ,ミラ,L200S,H3/5～H6/8,660,,リア,11087,,283783,TYPENA-ES024-qq-e-1896k,出さない,4515693841336,ES024,ENDLESS,ブレーキシュー,TYPE-NA,材質:ノンアスベスト,現物合わせ<br>年式、グレード、仕様にて細かく適合が分類されますので形状確認を行って下さい,,15000,60,出さない
ダイハツ,ミラ,L200S,H3/5～H6/8,660,,リア,11087,,283925,TYPENA-ES027-qq-e-1897k,出さない,4515693841350,ES027,ENDLESS,ブレーキシュー,TYPE-NA,材質:ノンアスベスト,現物合わせ<br>年式、グレード、仕様にて細かく適合が分類されますので形状確認を行って下さい,,15000,60,出さない
ダイハツ,ミラ,L200V,H2/3～H6/8,660,アケボノキャリパー,リア,11087,,283601,TYPENA-ES024-qq-e-1891k,出さない,4515693841336,ES024,ENDLESS,ブレーキシュー,TYPE-NA,材質:ノンアスベスト,年式、グレード、仕様にて細かく適合が分類されますので形状確認を行って下さい,,15000,60,出さない
ダイハツ,ミラ,L200V,H2/3～H6/8,660,スミトモキャリパー,リア,11087,,283782,TYPENA-ES024-qq-e-1892k,出さない,4515693841336,ES024,ENDLESS,ブレーキシュー,TYPE-NA,材質:ノンアスベスト,年式、グレード、仕様にて細かく適合が分類されますので形状確認を行って下さい,,15000,60,出さない
ダイハツ,ミラ,L210S,H2/3～H3/5,660,RV4,リア,11786,,283924,TYPENA-ES025-qq-e-1893k,出さない,4515693841343,ES025,ENDLESS,ブレーキシュー,TYPE-NA,材質:ノンアスベスト,年式、グレード、仕様にて細かく適合が分類されますので形状確認を行って下さい,,16000,60,出さない
ダイハツ,ミラ,L210S,H3/5～H6/8,660,RV4,リア,11786,,284230,TYPENA-ES025-qq-e-1898k,出さない,4515693841343,ES025,ENDLESS,ブレーキシュー,TYPE-NA,材質:ノンアスベスト,年式、グレード、仕様にて細かく適合が分類されますので形状確認を行って下さい,,16000,60,出さない
ダイハツ,ミラ,L210S/L210V,H2/3～H6/8,660,RV4除く・4WD・アケボノキャリパー,リア,11786,,283602,TYPENA-ES025-qq-e-1889k,出さない,4515693841343,ES025,ENDLESS,ブレーキシュー,TYPE-NA,材質:ノンアスベスト,年式、グレード、仕様にて細かく適合が分類されますので形状確認を行って下さい,,16000,60,出さない
ダイハツ,ミラ,L210S/L210V,H2/3～H6/8,660,RV4除く・4WD・スミトモキャリパー,リア,11786,,284229,TYPENA-ES025-qq-e-1890k,出さない,4515693841343,ES025,ENDLESS,ブレーキシュー,TYPE-NA,材質:ノンアスベスト,年式、グレード、仕様にて細かく適合が分類されますので形状確認を行って下さい,,16000,60,出さない
ダイハツ,ミラ,L220S,H2/3～H6/8,660,アヴァンツァード・4WS・アケボノキャリパー,リア,11087,,283464,TYPENA-ES024-qq-e-1894k,出さない,4515693841336,ES024,ENDLESS,ブレーキシュー,TYPE-NA,材質:ノンアスベスト,年式、グレード、仕様にて細かく適合が分類されますので形状確認を行って下さい,,15000,60,出さない
ダイハツ,ミラ,L500S,H6/8～H10/10,660,C#系・アケボノキャリパー,リア,11087,,284379,TYPENA-ES027-qq-e-1905k,出さない,4515693841350,ES027,ENDLESS,ブレーキシュー,TYPE-NA,材質:ノンアスベスト,年式、グレード、仕様にて細かく適合が分類されますので形状確認を行って下さい,,15000,60,出さない
ダイハツ,ミラ,L500S/L500V,H6/8～H10/10,660,C#系・T#系・寒冷地仕様,リア,11087,,283447,TYPENA-ES027-qq-e-1904k,出さない,4515693841350,ES027,ENDLESS,ブレーキシュー,TYPE-NA,材質:ノンアスベスト,年式、グレード、仕様にて細かく適合が分類されますので形状確認を行って下さい,,15000,60,出さない
ダイハツ,ミラ,L500S/L500V,H6/8～H10/10,660,T#系・スミトモキャリパー,リア,11087,,283465,TYPENA-ES024-qq-e-1906k,出さない,4515693841336,ES024,ENDLESS,ブレーキシュー,TYPE-NA,材質:ノンアスベスト,年式、グレード、仕様にて細かく適合が分類されますので形状確認を行って下さい,,15000,60,出さない
ダイハツ,ミラ,L502S,H6/8～H10/10,660,C#系・T#系・寒冷地仕様,リア,11087,,283787,TYPENA-ES027-qq-e-1903k,出さない,4515693841350,ES027,ENDLESS,ブレーキシュー,TYPE-NA,材質:ノンアスベスト,年式、グレード、仕様にて細かく適合が分類されますので形状確認を行って下さい,,15000,60,出さない
ダイハツ,ミラ,L502S,H6/8～H10/10,660,C#系・リアドラム,リア,11087,,283605,TYPENA-ES027-qq-e-1901k,出さない,4515693841350,ES027,ENDLESS,ブレーキシュー,TYPE-NA,材質:ノンアスベスト,年式、グレード、仕様にて細かく適合が分類されますので形状確認を行って下さい,,15000,60,出さない
ダイハツ,ミラ,L502S,H6/8～H10/10,660,T#系・リアドラム,リア,11087,,283923,TYPENA-ES024-qq-e-1902k,出さない,4515693841336,ES024,ENDLESS,ブレーキシュー,TYPE-NA,材質:ノンアスベスト,年式、グレード、仕様にて細かく適合が分類されますので形状確認を行って下さい,,15000,60,出さない
ダイハツ,ミラ,L510S,H6/8～H10/10,660,4WD,リア,11786,,283466,TYPENA-ES025-qq-e-1907k,出さない,4515693841343,ES025,ENDLESS,ブレーキシュー,TYPE-NA,材質:ノンアスベスト,年式、グレード、仕様にて細かく適合が分類されますので形状確認を行って下さい,,16000,60,出さない
ダイハツ,ミラ/クオーレ,L70V,H1/3～H2/3,550,アケボノキャリパー,リア,11087,,284232,TYPENA-ES027-qq-e-1884k,出さない,4515693841350,ES027,ENDLESS,ブレーキシュー,TYPE-NA,材質:ノンアスベスト,年式、グレード、仕様にて細かく適合が分類されますので形状確認を行って下さい,,15000,60,出さない
ダイハツ,ミラ/クオーレ,L70V,H1/3～H2/3,550,スミトモキャリパー,リア,11087,,284231,TYPENA-ES027-qq-e-1883k,出さない,4515693841350,ES027,ENDLESS,ブレーキシュー,TYPE-NA,材質:ノンアスベスト,年式、グレード、仕様にて細かく適合が分類されますので形状確認を行って下さい,,15000,60,出さない
ダイハツ,ミラ/クオーレ,L70V,S60/8～H1/3,550,スミトモキャリパー,リア,11087,,283922,TYPENA-ES024-qq-e-1882k,出さない,4515693841336,ES024,ENDLESS,ブレーキシュー,TYPE-NA,材質:ノンアスベスト,年式、グレード、仕様にて細かく適合が分類されますので形状確認を行って下さい,,15000,60,出さない
ダイハツ,ミラTR-XX,L220S,H2/3～H6/8,660,アヴァンツァード・4WS・スミトモキャリパー,リア,11087,,284068,TYPENA-ES024-qq-e-1895k,出さない,4515693841336,ES024,ENDLESS,ブレーキシュー,TYPE-NA,材質:ノンアスベスト,年式、グレード、仕様にて細かく適合が分類されますので形状確認を行って下さい,,15000,60,出さない
ダイハツ,ミラTR-XX,L500S,H6/8～H10/10,660,アヴァンツァード・リアドラム,リア,11087,,283786,TYPENA-ES027-qq-e-1899k,出さない,4515693841350,ES027,ENDLESS,ブレーキシュー,TYPE-NA,材質:ノンアスベスト,年式、グレード、仕様にて細かく適合が分類されますので形状確認を行って下さい,,15000,60,出さない
ダイハツ,ミラTR-XXアヴァンツァートR,L200S,H2/3～H3/5,660,,リア,11087,,283463,TYPENA-ES024-qq-e-1887k,出さない,4515693841336,ES024,ENDLESS,ブレーキシュー,TYPE-NA,材質:ノンアスベスト,現物合わせ<br>年式、グレード、仕様にて細かく適合が分類されますので形状確認を行って下さい,,15000,60,出さない
ダイハツ,ミラTR-XXアヴァンツァートR,L200S,H2/3～H3/5,660,,リア,11087,,284530,TYPENA-ES027-qq-e-1888k,出さない,4515693841350,ES027,ENDLESS,ブレーキシュー,TYPE-NA,材質:ノンアスベスト,現物合わせ<br>年式、グレード、仕様にて細かく適合が分類されますので形状確認を行って下さい,,15000,60,出さない
ダイハツ,ミラTR-XXアヴァンツァートR,L512S,H6/8～H10/10,660,リアドラム,リア,11786,,283603,TYPENA-ES025-qq-e-1900k,出さない,4515693841343,ES025,ENDLESS,ブレーキシュー,TYPE-NA,材質:ノンアスベスト,年式、グレード、仕様にて細かく適合が分類されますので形状確認を行って下さい,,16000,60,出さない
ダイハツ,ムーヴ,L600S,H8/4～H10/10,660,FF・NA,リア,11087,,284070,TYPENA-ES027-qq-e-1919k,出さない,4515693841350,ES027,ENDLESS,ブレーキシュー,TYPE-NA,材質:ノンアスベスト,年式、グレード、仕様にて細かく適合が分類されますので形状確認を行って下さい,,15000,60,出さない
ダイハツ,ムーヴ,L600S/L602S,H7/8～H8/4,660,,リア,11087,,283448,TYPENA-ES027-qq-e-1916k,出さない,4515693841350,ES027,ENDLESS,ブレーキシュー,TYPE-NA,材質:ノンアスベスト,年式、グレード、仕様にて細かく適合が分類されますので形状確認を行って下さい,,15000,60,出さない
ダイハツ,ムーヴ,L600S/L602S,H8/4～H10/10,660,FF・ターボ,リア,11087,,284531,TYPENA-ES027-qq-e-1918k,出さない,4515693841350,ES027,ENDLESS,ブレーキシュー,TYPE-NA,材質:ノンアスベスト,年式、グレード、仕様にて細かく適合が分類されますので形状確認を行って下さい,,15000,60,出さない
ダイハツ,ムーヴ,L610S,H7/8～H8/4,660,4WD,リア,11786,,283467,TYPENA-ES025-qq-e-1917k,出さない,4515693841343,ES025,ENDLESS,ブレーキシュー,TYPE-NA,材質:ノンアスベスト,年式、グレード、仕様にて細かく適合が分類されますので形状確認を行って下さい,,16000,60,出さない
ダイハツ,ムーヴ,L610S,H8/4～H10/10,660,4WD・NA・ABS無・リアドラム,リア,11786,,283468,TYPENA-ES025-qq-e-1920k,出さない,4515693841343,ES025,ENDLESS,ブレーキシュー,TYPE-NA,材質:ノンアスベスト,年式、グレード、仕様にて細かく適合が分類されますので形状確認を行って下さい,,16000,60,出さない
ダイハツ,ムーヴ,L610S,H8/4～H10/10,660,4WD・ターボ・ABS無,リア,11786,,283784,TYPENA-ES025-qq-e-1921k,出さない,4515693841343,ES025,ENDLESS,ブレーキシュー,TYPE-NA,材質:ノンアスベスト,年式、グレード、仕様にて細かく適合が分類されますので形状確認を行って下さい,,16000,60,出さない
ダイハツ,ムーヴラテ,L550S,H16/8～H21/4,660,L ABS非装着車,リア,11087,,283926,TYPENA-ES027-qq-e-1922k,出さない,4515693841350,ES027,ENDLESS,ブレーキシュー,TYPE-NA,材質:ノンアスベスト,,,15000,60,出さない
ダイハツ,ムーヴラテ,L560S,H16/8～H17/5,660,4WD全車,リア,11087,,283788,TYPENA-ES030-qq-e-1923k,出さない,4515693841367,ES030,ENDLESS,ブレーキシュー,TYPE-NA,材質:ノンアスベスト,,,15000,60,出さない
ダイハツ,ムーヴラテ,L560S,H17/5～H21/4,660,RS・4WD,リア,11087,,284071,TYPENA-ES030-qq-e-1925k,出さない,4515693841367,ES030,ENDLESS,ブレーキシュー,TYPE-NA,材質:ノンアスベスト,,,15000,60,出さない
ダイハツ,ムーヴラテ,LS560S,H17/5～H21/4,660,4WD X/Xリミテッド/クール,リア,11087,,284234,TYPENA-ES030-qq-e-1924k,出さない,4515693841367,ES030,ENDLESS,ブレーキシュー,TYPE-NA,材質:ノンアスベスト,,,15000,60,出さない
ダイハツ,リーザ,L100S,S61/11～H2/3,550,,リア,11087,,283449,TYPENA-ES027-qq-e-1926k,出さない,4515693841350,ES027,ENDLESS,ブレーキシュー,TYPE-NA,材質:ノンアスベスト,,,15000,60,出さない
ダイハツ,リーザ,L100S/L100V,S61/11～H2/3,550,,リア,11087,,284527,TYPENA-ES024-qq-e-1927k,出さない,4515693841336,ES024,ENDLESS,ブレーキシュー,TYPE-NA,材質:ノンアスベスト,,,15000,60,出さない
ダイハツ,リーザ,L111S,H2/3～H4/12,660,,リア,11087,,284069,TYPENA-ES024-qq-e-1928k,出さない,4515693841336,ES024,ENDLESS,ブレーキシュー,TYPE-NA,材質:ノンアスベスト,,,15000,60,出さない
トヨタ,ヴィッツ,NSP135/NCP131,H22/12～,1300,RS除く,リア,11087,,284096,TYPENA-ES2383-qq-e-1349k,出さない,4515693841596,ES2383,ENDLESS,ブレーキシュー,TYPE-NA,材質:ノンアスベスト,,,15000,60,出さない
トヨタ,ヴィッツ,SCP90/NCP91/NCP95/KSP90,H17/2～H22/12,1300～1500,NCP91(RS除く),リア,11087,,284413,TYPENA-ES2383-qq-e-1929k,出さない,4515693841596,ES2383,ENDLESS,ブレーキシュー,TYPE-NA,材質:ノンアスベスト,,,15000,60,出さない
トヨタ,カムリ,SV10/SV11/CV10/CV11,S57/3～S61/8,1800～2000,,リア,11786,,284596,TYPENA-ES285-qq-e-1353k,出さない,4515693841671,ES285,ENDLESS,ブレーキシュー,TYPE-NA,材質:ノンアスベスト,,,16000,60,出さない
トヨタ,カムリ,SV20/SV22/CV20,S61/8～H2/7,1800～2000,,リア,11786,,284597,TYPENA-ES285-qq-e-1354k,出さない,4515693841671,ES285,ENDLESS,ブレーキシュー,TYPE-NA,材質:ノンアスベスト,,,16000,60,出さない
トヨタ,カムリ,SV21/SV25/VZV20,S61/8～H1/5,2000,リアドラム,リア,11786,,284598,TYPENA-ES285-qq-e-1355k,出さない,4515693841671,ES285,ENDLESS,ブレーキシュー,TYPE-NA,材質:ノンアスベスト,,,16000,60,出さない
トヨタ,カリーナ,AA60/SA60/CA60,S56/9～S62/12,1500～1800,,リア,12484,,283942,TYPENA-ES232-qq-e-1359k,出さない,4515693841589,ES232,ENDLESS,ブレーキシュー,TYPE-NA,材質:ノンアスベスト,,,17000,60,出さない
トヨタ,カリーナ,AT150/AT151/ST150/CT150,S59/7～S63/5,1500～2000,,リア,11786,,283672,TYPENA-ES285-qq-e-1360k,出さない,4515693841671,ES285,ENDLESS,ブレーキシュー,TYPE-NA,材質:ノンアスベスト,,,16000,60,出さない
トヨタ,カリーナ,AT170/AT171/ST170/CT170,S63/5～H4/8,1500～2000,,リア,11786,,283673,TYPENA-ES285-qq-e-1361k,出さない,4515693841671,ES285,ENDLESS,ブレーキシュー,TYPE-NA,材質:ノンアスベスト,,,16000,60,出さない
トヨタ,カリーナ,AT190/AT192,H4/8～H8/8,1500～1600,リアドラム AT190(SG-i)/AT192(SG),リア,11786,,283980,TYPENA-ES285-qq-e-1363k,出さない,4515693841671,ES285,ENDLESS,ブレーキシュー,TYPE-NA,材質:ノンアスベスト,,,16000,60,出さない
トヨタ,カリーナ,AT190/AT192,H4/8～H8/8,1500～1600,リアドラム AT190(SX-i)/AT192(SX),リア,11786,,284301,TYPENA-ES285-qq-e-1364k,出さない,4515693841671,ES285,ENDLESS,ブレーキシュー,TYPE-NA,材質:ノンアスベスト,,,16000,60,出さない
トヨタ,カリーナ,AT211/AT212/CT210,H8/8～H13/12,1500～2000,FF・リアドラム,リア,11786,,284592,TYPENA-ES281-qq-e-1366k,出さない,4515693841640,ES281,ENDLESS,ブレーキシュー,TYPE-NA,材質:ノンアスベスト,,,16000,60,出さない
トヨタ,カリーナ,RA10/RA11/RA14/RA15/RA17/RA30/RA31/TA32,S49/1～S52/7,2000～,,リア,12484,,283482,TYPENA-ES232-qq-e-1357k,出さない,4515693841589,ES232,ENDLESS,ブレーキシュー,TYPE-NA,材質:ノンアスベスト,,,17000,60,出さない
トヨタ,カリーナ,ST190/CT190,H4/8～H8/8,1800～2000,リアドラム,リア,11786,,284136,TYPENA-ES285-qq-e-1365k,出さない,4515693841671,ES285,ENDLESS,ブレーキシュー,TYPE-NA,材質:ノンアスベスト,,,16000,60,出さない
トヨタ,カリーナ,TA22/TA27/TA30/TA31/TA32,S49/1～S52/7,1400～1600,DX,リア,12484,,284409,TYPENA-ES232-qq-e-1356k,出さない,4515693841589,ES232,ENDLESS,ブレーキシュー,TYPE-NA,材質:ノンアスベスト,,,17000,60,出さない
トヨタ,カリーナ,TA40系/RA40系/TA49V,S52/8～S56/8,,TA49V(バン・リアドラム),リア,12484,,283483,TYPENA-ES232-qq-e-1358k,出さない,4515693841589,ES232,ENDLESS,ブレーキシュー,TYPE-NA,材質:ノンアスベスト,,,17000,60,出さない
トヨタ,カリーナ,TE176V/CT176V,S63/5～H4/8,1500～2000,リアドラム,リア,11786,,284300,TYPENA-ES285-qq-e-1362k,出さない,4515693841671,ES285,ENDLESS,ブレーキシュー,TYPE-NA,材質:ノンアスベスト,,,16000,60,出さない
トヨタ,カリーナED,ST160/ST163,S60/8～H1/8,1800,,リア,11786,,283831,TYPENA-ES285-qq-e-1367k,出さない,4515693841671,ES285,ENDLESS,ブレーキシュー,TYPE-NA,材質:ノンアスベスト,,,16000,60,出さない
トヨタ,カリーナED,ST162,S62/8～H1/8,2000,リアドラム・ABS付,リア,11786,,283674,TYPENA-ES285-qq-e-1369k,出さない,4515693841671,ES285,ENDLESS,ブレーキシュー,TYPE-NA,材質:ノンアスベスト,,,16000,60,出さない
トヨタ,カリーナED,ST162,S62/8～H1/8,2000,リアドラム・ABS無,リア,11786,,284137,TYPENA-ES285-qq-e-1368k,出さない,4515693841671,ES285,ENDLESS,ブレーキシュー,TYPE-NA,材質:ノンアスベスト,,,16000,60,出さない
トヨタ,カリーナED,ST200/ST201,H5/9～H10/4,1800,4WS・リアドラム,リア,11786,,284599,TYPENA-ES285-qq-e-1370k,出さない,4515693841671,ES285,ENDLESS,ブレーキシュー,TYPE-NA,材質:ノンアスベスト,,,16000,60,出さない
トヨタ,カルディナ,ST190G/CT190G,H4/11～H8/1,1800～2000,リアドラム・ワゴン,リア,11786,,284138,TYPENA-ES285-qq-e-1373k,出さない,4515693841671,ES285,ENDLESS,ブレーキシュー,TYPE-NA,材質:ノンアスベスト,,,16000,60,出さない
トヨタ,カルディナ,ST191G/AT191G/CT190G,H8/1～H9/8,1800～2000,FF・リアドラム,リア,11786,,284431,TYPENA-ES285-qq-e-1374k,出さない,4515693841671,ES285,ENDLESS,ブレーキシュー,TYPE-NA,材質:ノンアスベスト,,,16000,60,出さない
トヨタ,カルディナ,ST210/AT210,H9/8～H14/9,1800～2000,ST210(E・G)/AT210(FF・リアドラム),リア,11786,,284593,TYPENA-ES281-qq-e-1375k,出さない,4515693841640,ES281,ENDLESS,ブレーキシュー,TYPE-NA,材質:ノンアスベスト,,,16000,60,出さない
トヨタ,カルディナバン,CT196V/ET196V,H4/11～,1500～2000,,リア,11786,,283514,TYPENA-ES285-qq-e-1372k,出さない,4515693841671,ES285,ENDLESS,ブレーキシュー,TYPE-NA,材質:ノンアスベスト,,,16000,60,出さない
トヨタ,カルディナバン,CT198V,H4/11～,1500～2000,4WD,リア,11786,,283983,TYPENA-ES313-qq-e-1371k,出さない,4515693841756,ES313,ENDLESS,ブレーキシュー,TYPE-NA,材質:ノンアスベスト,,,16000,60,出さない
トヨタ,カローラ/スプリンター/カローラFX,AE100/AE101,H4/6～H7/5,1500～1600,リアドラム,リア,11786,,283827,TYPENA-ES281-qq-e-1389k,出さない,4515693841640,ES281,ENDLESS,ブレーキシュー,TYPE-NA,材質:ノンアスベスト,,,16000,60,出さない
トヨタ,カローラ/スプリンター/カローラFX,AE100/AE101/CE100/AE100G/CE108G,H3/6～H7/5,1500～1600,ワゴン リアドラム,リア,11786,,283977,TYPENA-ES281-qq-e-1388k,出さない,4515693841640,ES281,ENDLESS,ブレーキシュー,TYPE-NA,材質:ノンアスベスト,,,16000,60,出さない
トヨタ,カローラ/スプリンター/カローラFX,AE104/CE104,H4/6～H7/5,1600～2000,4WD,リア,11786,,284302,TYPENA-ES285-qq-e-1390k,出さない,4515693841671,ES285,ENDLESS,ブレーキシュー,TYPE-NA,材質:ノンアスベスト,,,16000,60,出さない
トヨタ,カローラ/スプリンター/カローラFX,AE110/AE111/CE110/EE111,H7/5～H12/8,1300～2000,FF・リアドラム,リア,11786,,284299,TYPENA-ES281-qq-e-1391k,出さない,4515693841640,ES281,ENDLESS,ブレーキシュー,TYPE-NA,材質:ノンアスベスト,,,16000,60,出さない
トヨタ,カローラ/スプリンター/カローラFX,AE114/CE114,H7/5～H12/8,1600～2000,4WD・リアドラム,リア,11786,,283675,TYPENA-ES285-qq-e-1392k,出さない,4515693841671,ES285,ENDLESS,ブレーキシュー,TYPE-NA,材質:ノンアスベスト,,,16000,60,出さない
トヨタ,カローラ/スプリンター/カローラFX,AE80/AE81/AE82/EE80/CE80,S58/5～S62/5,1300～1800,リアドラム,リア,11087,,283679,TYPENA-ES288-qq-e-1384k,出さない,4515693841695,ES288,ENDLESS,ブレーキシュー,TYPE-NA,材質:ノンアスベスト,,,15000,60,出さない
トヨタ,カローラ/スプリンター/カローラFX,AE92,S62/5～H3/6,1600,リアドラム,リア,11786,,283976,TYPENA-ES281-qq-e-1386k,出さない,4515693841640,ES281,ENDLESS,ブレーキシュー,TYPE-NA,材質:ノンアスベスト,,,16000,60,出さない
トヨタ,カローラ/スプリンター/カローラFX,AE95,S62/5～H3/6,1600,4WD,リア,11786,,284601,TYPENA-ES313-qq-e-1387k,出さない,4515693841756,ES313,ENDLESS,ブレーキシュー,TYPE-NA,材質:ノンアスベスト,,,16000,60,出さない
トヨタ,カローラ/スプリンター/カローラFX,CE70/CE71/CE72,S57/2～S62/8,1800,,リア,11087,,284248,TYPENA-ES203-qq-e-1383k,出さない,4515693841572,ES203,ENDLESS,ブレーキシュー,TYPE-NA,材質:ノンアスベスト,,,15000,60,出さない
トヨタ,カローラ/スプリンター/カローラFX,KE70/AE70,S54/3～S58/4,1300～1500,,リア,11087,,284092,TYPENA-ES203-qq-e-1378k,出さない,4515693841572,ES203,ENDLESS,ブレーキシュー,TYPE-NA,材質:ノンアスベスト,,,15000,60,出さない
トヨタ,カローラ/スプリンター/カローラFX,KE73G/KE71V/KE72V/KE74V,S54/8～S62/8,1300,,リア,11087,,284093,TYPENA-ES203-qq-e-1380k,出さない,4515693841572,ES203,ENDLESS,ブレーキシュー,TYPE-NA,材質:ノンアスベスト,,,15000,60,出さない
トヨタ,カローラ/スプリンター/カローラFX,TE20/TE21/TE25/TE27,S45/5～S49/3,1400～1600,フロントディスク,リア,12484,,283637,TYPENA-ES232-qq-e-1376k,出さない,4515693841589,ES232,ENDLESS,ブレーキシュー,TYPE-NA,材質:ノンアスベスト,,,17000,60,出さない
