自動車メーカー,車種,型式,年式,排気量,適合詳細,取付位置,販売価格,Camp価格,商品ID,物販コード,取付コード,JANコード,メーカー品番,メーカー名,商品名,種類,仕様,備考,注意事項,定価,掛け,SET価格
イスズ,アスカ,CJ1,H6/3～H9/11,2000,,リア,18766,,289599,MX72P-EP312-qq-e-9309k,出さない,4515693323122,EP312,ENDLESS,ブレーキパッド,MX72PLUS,ローター適正温度域:50～750℃<br>平均摩擦係数:0.39～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,26000,60,出さない
イスズ,ジェミニ,MJ1,H5/9～H6/5,1600,G/G・4輪ディスク,フロント,18766,,287663,MX72P-EP280-qq-e-8374k,出さない,4515693322804,EP280,ENDLESS,ブレーキパッド,MX72PLUS,ローター適正温度域:50～750℃<br>平均摩擦係数:0.39～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,26000,60,出さない
イスズ,ジェミニ,MJ2,H5/9～H6/5,1600,ABS付,フロント,18766,,290409,MX72P-EP280-qq-e-8375k,出さない,4515693322804,EP280,ENDLESS,ブレーキパッド,MX72PLUS,ローター適正温度域:50～750℃<br>平均摩擦係数:0.39～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,26000,60,出さない
スズキ,SX4,YA11S/YA41S/YB11S/YB41S,H18/7～H26/11,1500～2000,,リア,18766,,273090,MX72P-EP312-qq-e-9357k,MX72P-EP312-qq-e-d-9357k,4515693323122,EP312,ENDLESS,ブレーキパッド,MX72PLUS,ローター適正温度域:50～750℃<br>平均摩擦係数:0.39～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,26000,60,20500
スズキ,エスクード/エスクードノマド,YD21S/YE21S,H27/10～,1600,,リア,18766,,273465,MX72P-EP488-qq-e-9358k,MX72P-EP488-qq-e-d-9358k,4515693324884,EP488,ENDLESS,ブレーキパッド,MX72PLUS,ローター適正温度域:50～750℃<br>平均摩擦係数:0.39～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,26000,60,20500
スズキ,キザシ,RE91S/RF91S,H21/10～,2400,,リア,18766,,273091,MX72P-EP312-qq-e-9359k,MX72P-EP312-qq-e-d-9359k,4515693323122,EP312,ENDLESS,ブレーキパッド,MX72PLUS,ローター適正温度域:50～750℃<br>平均摩擦係数:0.39～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,26000,60,20500
スズキ,スイフト,ZC11S/ZC21S,H16/11～H22/9,1300～1500,,フロント,18766,,273383,MX72P-EP430-qq-e-5002k,MX72P-EP430-qq-e-d-5002k,4515693324303,EP430,ENDLESS,ブレーキパッド,MX72PLUS,ローター適正温度域:50～750℃<br>平均摩擦係数:0.39～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,26000,60,20500
スズキ,スイフト,ZC13S,H29/7～,1000,,フロント,18766,,273463,MX72P-EP487-qq-e-5011k,MX72P-EP487-qq-e-d-5011k,4515693324877,EP487,ENDLESS,ブレーキパッド,MX72PLUS,ローター適正温度域:50～750℃<br>平均摩擦係数:0.39～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,26000,60,20500
スズキ,スイフト,ZC13S,H29/7～,1000,,リア,18766,,273470,MX72P-EP488-qq-e-9366k,MX72P-EP488-qq-e-d-9366k,4515693324884,EP488,ENDLESS,ブレーキパッド,MX72PLUS,ローター適正温度域:50～750℃<br>平均摩擦係数:0.39～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,26000,60,20500
スズキ,スイフト,ZC43S/ZC83S/ZD83S,H29/2～,1300,4輪ディスク,フロント,18766,,273462,MX72P-EP487-qq-e-5010k,MX72P-EP487-qq-e-d-5010k,4515693324877,EP487,ENDLESS,ブレーキパッド,MX72PLUS,ローター適正温度域:50～750℃<br>平均摩擦係数:0.39～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,26000,60,20500
スズキ,スイフト,ZC43S/ZC83S/ZD83S,H29/2～,1300,4輪ディスク,リア,18766,,273469,MX72P-EP488-qq-e-9365k,MX72P-EP488-qq-e-d-9365k,4515693324884,EP488,ENDLESS,ブレーキパッド,MX72PLUS,ローター適正温度域:50～750℃<br>平均摩擦係数:0.39～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,26000,60,20500
スズキ,スイフト,ZC53S/ZD53S,H29/2～,1300,,フロント,18766,,273461,MX72P-EP487-qq-e-5009k,MX72P-EP487-qq-e-d-5009k,4515693324877,EP487,ENDLESS,ブレーキパッド,MX72PLUS,ローター適正温度域:50～750℃<br>平均摩擦係数:0.39～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,26000,60,20500
スズキ,スイフト,ZC53S/ZD53S,H29/2～,1300,,リア,18766,,273468,MX72P-EP488-qq-e-9364k,MX72P-EP488-qq-e-d-9364k,4515693324884,EP488,ENDLESS,ブレーキパッド,MX72PLUS,ローター適正温度域:50～750℃<br>平均摩擦係数:0.39～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,26000,60,20500
スズキ,スイフト,ZC71S,H19/5～H29/1,1200,リアドラム,フロント,18766,,273386,MX72P-EP430-qq-e-5005k,MX72P-EP430-qq-e-d-5005k,4515693324303,EP430,ENDLESS,ブレーキパッド,MX72PLUS,ローター適正温度域:50～750℃<br>平均摩擦係数:0.39～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,26000,60,20500
スズキ,スイフト,ZC72S,H22/9～H29/1,1200,リアドラム,フロント,18766,,273387,MX72P-EP430-qq-e-5006k,MX72P-EP430-qq-e-d-5006k,4515693324303,EP430,ENDLESS,ブレーキパッド,MX72PLUS,ローター適正温度域:50～750℃<br>平均摩擦係数:0.39～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,26000,60,20500
スズキ,スイフト,ZC72S/ZD72S,H22/9～H29/1,1200,ZC72S(4輪ディスク),フロント,18766,,273459,MX72P-EP487-qq-e-5007k,MX72P-EP487-qq-e-d-5007k,4515693324877,EP487,ENDLESS,ブレーキパッド,MX72PLUS,ローター適正温度域:50～750℃<br>平均摩擦係数:0.39～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,26000,60,20500
スズキ,スイフト,ZC72S/ZD72S,H22/9～H29/1,1200,ZC72S(4輪ディスク),リア,18766,,273466,MX72P-EP488-qq-e-9362k,MX72P-EP488-qq-e-d-9362k,4515693324884,EP488,ENDLESS,ブレーキパッド,MX72PLUS,ローター適正温度域:50～750℃<br>平均摩擦係数:0.39～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,26000,60,20500
スズキ,スイフト,ZD11S/ZD21S,H16/11～H22/9,1300～1500,,フロント,18766,,273384,MX72P-EP430-qq-e-5003k,MX72P-EP430-qq-e-d-5003k,4515693324303,EP430,ENDLESS,ブレーキパッド,MX72PLUS,ローター適正温度域:50～750℃<br>平均摩擦係数:0.39～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,26000,60,20500
スズキ,スイフトスポーツ,HT81S,H15/6～H17/5,1500,,リア,18766,,273332,MX72P-EP399-qq-e-9360k,MX72P-EP399-qq-e-d-9360k,4515693323993,EP399,ENDLESS,ブレーキパッド,MX72PLUS,ローター適正温度域:50～750℃<br>平均摩擦係数:0.39～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,26000,60,20500
スズキ,スイフトスポーツ,ZC31S,H17/11～H22/9,1600,,フロント,18766,,273385,MX72P-EP430-qq-e-5004k,MX72P-EP430-qq-e-d-5004k,4515693324303,EP430,ENDLESS,ブレーキパッド,MX72PLUS,ローター適正温度域:50～750℃<br>平均摩擦係数:0.39～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,26000,60,20500
スズキ,スイフトスポーツ,ZC31S,H17/11～H22/9,1600,,リア,18766,,273092,MX72P-EP312-qq-e-9361k,MX72P-EP312-qq-e-d-9361k,4515693323122,EP312,ENDLESS,ブレーキパッド,MX72PLUS,ローター適正温度域:50～750℃<br>平均摩擦係数:0.39～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,26000,60,20500
スズキ,スイフトスポーツ,ZC32S,H23/12～H28/12,1600,,フロント,18766,,273460,MX72P-EP487-qq-e-5008k,MX72P-EP487-qq-e-d-5008k,4515693324877,EP487,ENDLESS,ブレーキパッド,MX72PLUS,ローター適正温度域:50～750℃<br>平均摩擦係数:0.39～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,26000,60,20500
スズキ,スイフトスポーツ,ZC32S,H23/12～H28/12,1600,,リア,18766,,273467,MX72P-EP488-qq-e-9363k,MX72P-EP488-qq-e-d-9363k,4515693324884,EP488,ENDLESS,ブレーキパッド,MX72PLUS,ローター適正温度域:50～750℃<br>平均摩擦係数:0.39～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,26000,60,20500
スズキ,スイフトスポーツ,ZC33S,H29/9～,1400,,フロント,18766,,273464,MX72P-EP487-qq-e-5012k,MX72P-EP487-qq-e-d-5012k,4515693324877,EP487,ENDLESS,ブレーキパッド,MX72PLUS,ローター適正温度域:50～750℃<br>平均摩擦係数:0.39～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,26000,60,20500
スズキ,スイフトスポーツ,ZC33S,H29/9～,1400,,リア,18766,,273471,MX72P-EP488-qq-e-9367k,MX72P-EP488-qq-e-d-9367k,4515693324884,EP488,ENDLESS,ブレーキパッド,MX72PLUS,ローター適正温度域:50～750℃<br>平均摩擦係数:0.39～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,26000,60,20500
スズキ,スプラッシュ,XB32S,H20/8～,1300,,フロント,18766,,273388,MX72P-EP430-qq-e-5013k,MX72P-EP430-qq-e-d-5013k,4515693324303,EP430,ENDLESS,ブレーキパッド,MX72PLUS,ローター適正温度域:50～750℃<br>平均摩擦係数:0.39～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,26000,60,20500
スズキ,ソリオ,MA15S,H23/2～H27/8,1300,,フロント,18766,,273389,MX72P-EP430-qq-e-5014k,MX72P-EP430-qq-e-d-5014k,4515693324303,EP430,ENDLESS,ブレーキパッド,MX72PLUS,ローター適正温度域:50～750℃<br>平均摩擦係数:0.39～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,26000,60,20500
スバル,BRZ,ZC6,H24/4～,2000,R/RA,フロント,18766,,273269,MX72P-EP386-qq-e-4986k,MX72P-EP386-qq-e-d-4986k,4515693323863,EP386,ENDLESS,ブレーキパッド,MX72PLUS,ローター適正温度域:50～750℃<br>平均摩擦係数:0.39～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,26000,60,20500
スバル,BRZ,ZC6,H24/4～,2000,R/RA,リア,18766,,273379,MX72P-EP418-qq-e-9334k,MX72P-EP418-qq-e-d-9334k,4515693324181,EP418,ENDLESS,ブレーキパッド,MX72PLUS,ローター適正温度域:50～750℃<br>平均摩擦係数:0.39～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,26000,60,20500
スバル,BRZ,ZC6,H24/4～,2000,S/R 17インチパフォーマンスパッケージ,フロント,18766,,273268,MX72P-EP386-qq-e-4985k,MX72P-EP386-qq-e-d-4985k,4515693323863,EP386,ENDLESS,ブレーキパッド,MX72PLUS,ローター適正温度域:50～750℃<br>平均摩擦係数:0.39～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,26000,60,20500
スバル,BRZ,ZC6,H24/4～,2000,S/R 17インチパフォーマンスパッケージ,リア,18766,,273425,MX72P-EP472-qq-e-9333k,MX72P-EP472-qq-e-d-9333k,4515693324723,EP472,ENDLESS,ブレーキパッド,MX72PLUS,ローター適正温度域:50～750℃<br>平均摩擦係数:0.39～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,26000,60,20500
スバル,BRZ,ZC6,H25/8～,2000,tSグレード,フロント,18766,,273181,MX72P-EP357-qq-e-4987k,MX72P-EP357-qq-e-d-4987k,4515693323573,EP357,ENDLESS,ブレーキパッド,MX72PLUS,ローター適正温度域:50～750℃<br>平均摩擦係数:0.39～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,26000,60,20500
スバル,BRZ,ZC6,H25/8～,2000,tSグレード,リア,18766,,273013,MX72P-EP291-qq-e-9335k,MX72P-EP291-qq-e-d-9335k,4515693322910,EP291,ENDLESS,ブレーキパッド,MX72PLUS,ローター適正温度域:50～750℃<br>平均摩擦係数:0.39～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,26000,60,20500
スバル,WRX S4,VAG,H26/8～,2000,,フロント,18766,,273349,MX72P-EP417-qq-e-4983k,MX72P-EP417-qq-e-d-4983k,4515693324174,EP417,ENDLESS,ブレーキパッド,MX72PLUS,ローター適正温度域:50～750℃<br>平均摩擦係数:0.39～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,26000,60,20500
スバル,WRX S4,VAG,H26/8～,2000,,リア,18766,,273473,MX72P-EP500-qq-e-9331k,MX72P-EP500-qq-e-d-9331k,4515693325003,EP500,ENDLESS,ブレーキパッド,MX72PLUS,ローター適正温度域:50～750℃<br>平均摩擦係数:0.39～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,26000,60,20500
スバル,WRX STI,VAB,H26/8～,2000,,フロント,18766,,273180,MX72P-EP357-qq-e-4982k,MX72P-EP357-qq-e-d-4982k,4515693323573,EP357,ENDLESS,ブレーキパッド,MX72PLUS,ローター適正温度域:50～750℃<br>平均摩擦係数:0.39～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,26000,60,20500
スバル,WRX STI,VAB,H26/8～,2000,,リア,18766,,273012,MX72P-EP291-qq-e-9330k,MX72P-EP291-qq-e-d-9330k,4515693322910,EP291,ENDLESS,ブレーキパッド,MX72PLUS,ローター適正温度域:50～750℃<br>平均摩擦係数:0.39～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,26000,60,20500
スバル,WRX STI,VAB,H29/6～,2000,D型～,フロント,27718,,273490,MX72P-RCP112-qq-e-4984k,MX72P-RCP112-qq-e-d-4984k,4515693867145,RCP112,ENDLESS,ブレーキパッド,MX72PLUS,ローター適正温度域:50～750℃<br>平均摩擦係数:0.39～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,34000,69,28500
スバル,WRX STI,VAB,H29/6～,2000,D型～,リア,21359,,273503,MX72P-RCP188-qq-e-9332k,MX72P-RCP188-qq-e-d-9332k,4515693871074,RCP188,ENDLESS,ブレーキパッド,MX72PLUS,ローター適正温度域:50～750℃<br>平均摩擦係数:0.39～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,26000,69,22500
スバル,XV,GP7/GPE,H24/10～,2000,,フロント,18766,,273267,MX72P-EP386-qq-e-4981k,MX72P-EP386-qq-e-d-4981k,4515693323863,EP386,ENDLESS,ブレーキパッド,MX72PLUS,ローター適正温度域:50～750℃<br>平均摩擦係数:0.39～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,26000,60,20500
スバル,XV,GP7/GPE,H24/10～,2000,,リア,18766,,273378,MX72P-EP418-qq-e-9329k,MX72P-EP418-qq-e-d-9329k,4515693324181,EP418,ENDLESS,ブレーキパッド,MX72PLUS,ローター適正温度域:50～750℃<br>平均摩擦係数:0.39～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,26000,60,20500
スバル,インプレッサ,GDB,H14/11～H16/6,2000,純正ブレンボキャリパー装着車,フロント,18766,,273174,MX72P-EP357-qq-e-4961k,MX72P-EP357-qq-e-d-4961k,4515693323573,EP357,ENDLESS,ブレーキパッド,MX72PLUS,ローター適正温度域:50～750℃<br>平均摩擦係数:0.39～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,26000,60,20500
スバル,インプレッサ,GDB,H14/11～H16/6,2000,純正ブレンボキャリパー装着車,リア,18766,,273005,MX72P-EP291-qq-e-9308k,MX72P-EP291-qq-e-d-9308k,4515693322910,EP291,ENDLESS,ブレーキパッド,MX72PLUS,ローター適正温度域:50～750℃<br>平均摩擦係数:0.39～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,26000,60,20500
スバル,インプレッサ,GDB,H16/6～H19/6,2000,純正ブレンボキャリパー装着車,フロント,18766,,273175,MX72P-EP357-qq-e-4962k,MX72P-EP357-qq-e-d-4962k,4515693323573,EP357,ENDLESS,ブレーキパッド,MX72PLUS,ローター適正温度域:50～750℃<br>平均摩擦係数:0.39～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,26000,60,20500
スバル,インプレッサ,GDB,H16/6～H19/6,2000,純正ブレンボキャリパー装着車,リア,18766,,273006,MX72P-EP291-qq-e-9309k,MX72P-EP291-qq-e-d-9309k,4515693322910,EP291,ENDLESS,ブレーキパッド,MX72PLUS,ローター適正温度域:50～750℃<br>平均摩擦係数:0.39～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,26000,60,20500
スバル,インプレッサ,GH7/GH8,H19/6～,2000,AWD,フロント,18766,,273259,MX72P-EP386-qq-e-4966k,MX72P-EP386-qq-e-d-4966k,4515693323863,EP386,ENDLESS,ブレーキパッド,MX72PLUS,ローター適正温度域:50～750℃<br>平均摩擦係数:0.39～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,26000,60,20500
スバル,インプレッサ,GH7/GH8,H19/6～,2000,AWD,リア,18766,,273368,MX72P-EP418-qq-e-9312k,MX72P-EP418-qq-e-d-9312k,4515693324181,EP418,ENDLESS,ブレーキパッド,MX72PLUS,ローター適正温度域:50～750℃<br>平均摩擦係数:0.39～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,26000,60,20500
スバル,インプレッサ,GRF,H21/2～,2500,ブレンボキャリパー装着車,フロント,18766,,273177,MX72P-EP357-qq-e-4969k,MX72P-EP357-qq-e-d-4969k,4515693323573,EP357,ENDLESS,ブレーキパッド,MX72PLUS,ローター適正温度域:50～750℃<br>平均摩擦係数:0.39～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,26000,60,20500
スバル,インプレッサ,GRF,H21/2～,2500,ブレンボキャリパー装着車,リア,18766,,273009,MX72P-EP291-qq-e-9315k,MX72P-EP291-qq-e-d-9315k,4515693322910,EP291,ENDLESS,ブレーキパッド,MX72PLUS,ローター適正温度域:50～750℃<br>平均摩擦係数:0.39～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,26000,60,20500
スバル,インプレッサ,GRF,H21/2～,2500,ブレンボキャリパー非装着車,フロント,18766,,273347,MX72P-EP417-qq-e-4970k,MX72P-EP417-qq-e-d-4970k,4515693324174,EP417,ENDLESS,ブレーキパッド,MX72PLUS,ローター適正温度域:50～750℃<br>平均摩擦係数:0.39～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,26000,60,20500
スバル,インプレッサ,GRF,H21/2～,2500,ブレンボキャリパー非装着車,リア,18766,,273423,MX72P-EP472-qq-e-9316k,MX72P-EP472-qq-e-d-9316k,4515693324723,EP472,ENDLESS,ブレーキパッド,MX72PLUS,ローター適正温度域:50～750℃<br>平均摩擦係数:0.39～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,26000,60,20500
スバル,インプレッサ,GVB/GVF,H22/6～,2000～2500,ブレンボ装着車,フロント,18766,,273178,MX72P-EP357-qq-e-4972k,MX72P-EP357-qq-e-d-4972k,4515693323573,EP357,ENDLESS,ブレーキパッド,MX72PLUS,ローター適正温度域:50～750℃<br>平均摩擦係数:0.39～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,26000,60,20500
スバル,インプレッサ,GVB/GVF,H22/6～,2000～2500,ブレンボ装着車,リア,18766,,273010,MX72P-EP291-qq-e-9318k,MX72P-EP291-qq-e-d-9318k,4515693322910,EP291,ENDLESS,ブレーキパッド,MX72PLUS,ローター適正温度域:50～750℃<br>平均摩擦係数:0.39～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,26000,60,20500
スバル,インプレッサ,GVF,H22/6～,2500,ブレンボ非装着車,フロント,18766,,273348,MX72P-EP417-qq-e-4973k,MX72P-EP417-qq-e-d-4973k,4515693324174,EP417,ENDLESS,ブレーキパッド,MX72PLUS,ローター適正温度域:50～750℃<br>平均摩擦係数:0.39～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,26000,60,20500
スバル,インプレッサ,GVF,H22/6～,2500,ブレンボ非装着車,リア,18766,,273424,MX72P-EP472-qq-e-9319k,MX72P-EP472-qq-e-d-9319k,4515693324723,EP472,ENDLESS,ブレーキパッド,MX72PLUS,ローター適正温度域:50～750℃<br>平均摩擦係数:0.39～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,26000,60,20500
スバル,インプレッサ/インプレッサWRX STI/インプレッサスポーツワゴン,GC8/GF8,H10/10～H12/8,2000,STiバージョン5/6・フロント4POT/リア1POTキャリパー,フロント,18766,,273101,MX72P-EP351-qq-e-4954k,MX72P-EP351-qq-e-d-4954k,4515693323511,EP351,ENDLESS,ブレーキパッド,MX72PLUS,ローター適正温度域:50～750℃<br>平均摩擦係数:0.39～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,26000,60,20500
スバル,インプレッサ/インプレッサWRX STI/インプレッサスポーツワゴン,GC8/GF8,H10/10～H12/8,2000,STiバージョン5/6・フロント4POT/リア1POTキャリパー,リア,18766,,273147,MX72P-EP355-qq-e-9300k,MX72P-EP355-qq-e-d-9300k,4515693323559,EP355,ENDLESS,ブレーキパッド,MX72PLUS,ローター適正温度域:50～750℃<br>平均摩擦係数:0.39～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,26000,60,20500
スバル,インプレッサ/インプレッサWRX STI/インプレッサスポーツワゴン,GC8/GF8,H10/10～H12/8,2000,STiバージョン5/6・フロント4POT/リア2POTキャリパー,フロント,18766,,273100,MX72P-EP351-qq-e-4953k,MX72P-EP351-qq-e-d-4953k,4515693323511,EP351,ENDLESS,ブレーキパッド,MX72PLUS,ローター適正温度域:50～750℃<br>平均摩擦係数:0.39～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,26000,60,20500
