自動車メーカー,車種,型式,年式,排気量,適合詳細,取付位置,販売価格,Camp価格,商品ID,物販コード,取付コード,JANコード,メーカー品番,メーカー名,商品名,種類,仕様,備考,注意事項,定価,SET価格
イスズ,117クーペ,PA95/PA96,S54/8～S56/5,1800～2000,リアドラム,フロント,8994,,288703,SSY-EP015-qq-e-7458k,出さない,4515693310153,EP015,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,出さない
イスズ,117クーペ,PAD96/PA96,S43/8～S56/5,1800～2000,4輪ディスク,フロント,8994,,282170,SSY-EP015-qq-e-7457k,出さない,4515693310153,EP015,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,出さない
イスズ,117クーペ,PAD96/PA96,S43/8～S56/5,1800～2000,4輪ディスク,リア,8994,,282176,SSY-EP046-qq-e-8777k,出さない,4515693310467,EP046,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,出さない
イスズ,アスカ,BCK,H2/6～H6/3,1800,リアドラム,フロント,8994,,285088,SSY-EP272-qq-e-7453k,出さない,4515693312720,EP272,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,出さない
イスズ,アスカ,BCL/BCM,H2/6～H6/3,2000,4輪ディスク,フロント,8994,,286643,SSY-EP222-qq-e-7454k,出さない,4515693312225,EP222,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,出さない
イスズ,アスカ,BCL/BCM,H2/6～H6/3,2000,4輪ディスク,リア,8994,,287997,SSY-EP223-qq-e-8775k,出さない,4515693312232,EP223,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,出さない
イスズ,アスカ,CJ1,H6/3～H9/11,2000,リアドラム,フロント,8994,,289635,SSY-EP252-qq-e-7456k,出さない,4515693312522,EP252,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,出さない
イスズ,アスカ,CJ1,H6/3～H9/11,2000,,フロント,8994,,285938,SSY-EP252-qq-e-7455k,出さない,4515693312522,EP252,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,出さない
イスズ,アスカ,CJ1,H6/3～H9/11,2000,,リア,8994,,287713,SSY-EP312-qq-e-8776k,出さない,4515693313123,EP312,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,出さない
イスズ,アスカ,JJ110/JJ120/JJ510,S58/4～H2/6,1800～2000,,フロント,8994,,286848,SSY-EP204-qq-e-7452k,出さない,4515693312041,EP204,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,出さない
イスズ,ウィザード/ウィザードアライブ,UER25FW,H10/3～H14/12,3200,,フロント,8994,,287715,SSY-EP331-qq-e-7460k,出さない,4515693313314,EP331,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,出さない
イスズ,ウィザード/ウィザードアライブ,UES73FW/UES25FW,H10/3～H14/12,3000～3200,,フロント,8994,,282091,SSY-EP331-qq-e-7459k,出さない,4515693313314,EP331,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,出さない
イスズ,ウィザード/ウィザードアライブ,UES73FW/UES25FW,H10/3～H14/12,3000～3200,,リア,8994,,287718,SSY-EP332-qq-e-8778k,出さない,4515693313321,EP332,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,出さない
イスズ,ジェミニ,JT150,S60/5～S61/4,1500,,フロント,8994,,282363,SSY-EP052-qq-e-7463k,出さない,4515693310528,EP052,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,出さない
イスズ,ジェミニ,JT150,S61/4～H2/2,1500,,フロント,8994,,287778,SSY-EP204-qq-e-7467k,出さない,4515693312041,EP204,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,形状合わせ,,12000,出さない
イスズ,ジェミニ,JT150,S61/4～H2/2,1500,,フロント,8994,,289803,SSY-EP052-qq-e-7466k,出さない,4515693310528,EP052,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,形状合わせ,,12000,出さない
イスズ,ジェミニ,JT151,H2/2～H5/9,1500,4輪ディスク,フロント,8994,,283167,SSY-EP235-qq-e-7469k,出さない,4515693312355,EP235,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,出さない
イスズ,ジェミニ,JT151,H2/2～H5/9,1500,4輪ディスク,リア,8994,,282896,SSY-EP238-qq-e-8780k,出さない,4515693312386,EP238,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,出さない
イスズ,ジェミニ,JT151,H2/2～H5/9,1500,リアドラム,フロント,8994,,283166,SSY-EP235-qq-e-7468k,出さない,4515693312355,EP235,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,出さない
イスズ,ジェミニ,JT191,H2/2～H5/9,1600,4輪ディスク,フロント,8994,,287848,SSY-EP235-qq-e-7471k,出さない,4515693312355,EP235,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,出さない
イスズ,ジェミニ,JT191,H2/2～H5/9,1600,4輪ディスク,リア,8994,,289428,SSY-EP238-qq-e-8781k,出さない,4515693312386,EP238,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,出さない
イスズ,ジェミニ,JT191,H2/2～H5/9,1600,リアドラム,フロント,8994,,285085,SSY-EP235-qq-e-7470k,出さない,4515693312355,EP235,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,出さない
イスズ,ジェミニ,JT600,S60/5～S63/1,1500,,フロント,8994,,289802,SSY-EP052-qq-e-7464k,出さない,4515693310528,EP052,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,出さない
イスズ,ジェミニ,JT641,H2/2～H5/9,1700,4輪ディスク,フロント,8994,,282236,SSY-EP235-qq-e-7473k,出さない,4515693312355,EP235,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,出さない
イスズ,ジェミニ,JT641,H2/2～H5/9,1700,4輪ディスク,リア,8994,,282897,SSY-EP238-qq-e-8782k,出さない,4515693312386,EP238,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,出さない
イスズ,ジェミニ,JT641,H2/2～H5/9,1700,リアドラム,フロント,8994,,282235,SSY-EP235-qq-e-7472k,出さない,4515693312355,EP235,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,出さない
イスズ,ジェミニ,MJ1,H5/9～H6/5,1600,C/C・G/G・MT,フロント,8994,,287433,SSY-EP288-qq-e-7474k,出さない,4515693312881,EP288,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,出さない
イスズ,ジェミニ,MJ1,H5/9～H6/5,1600,G/G・4輪ディスク,フロント,8994,,287710,SSY-EP280-qq-e-7476k,出さない,4515693312805,EP280,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,出さない
イスズ,ジェミニ,MJ1,H5/9～H6/5,1600,G/G・4輪ディスク,リア,8994,,286640,SSY-EP210-qq-e-8783k,出さない,4515693312102,EP210,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,出さない
イスズ,ジェミニ,MJ1,H5/9～H6/5,1600,G/G・AT,フロント,8994,,282691,SSY-EP288-qq-e-7475k,出さない,4515693312881,EP288,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,出さない
イスズ,ジェミニ,MJ2,H5/9～H6/5,1600,ABS付,フロント,8994,,286853,SSY-EP280-qq-e-7478k,出さない,4515693312805,EP280,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,出さない
イスズ,ジェミニ,MJ2,H5/9～H6/5,1600,ABS無,フロント,8994,,288350,SSY-EP288-qq-e-7477k,出さない,4515693312881,EP288,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,出さない
イスズ,ジェミニ,PF50/PF60,S50/1～S55/5,1600～,リアドラム,フロント,8994,,283085,SSY-EP003-qq-e-7461k,出さない,4515693310030,EP003,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,出さない
イスズ,ジェミニ,PF50/PF60/PFD60,S55/5～S63/3,1600～1800,リアドラム,フロント,8994,,282167,SSY-EP003-qq-e-7462k,出さない,4515693310030,EP003,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,出さない
イスズ,ジェミニ,PF60,S60/5～S63/3,1800,4輪ディスク,フロント,8994,,284994,SSY-EP003-qq-e-7465k,出さない,4515693310030,EP003,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,出さない
イスズ,ジェミニ,PF60,S60/5～S63/3,1800,4輪ディスク,リア,8994,,288904,SSY-EP063-qq-e-8779k,出さない,4515693310634,EP063,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,出さない
イスズ,ピアッツァ,JR120,S59/6～S60/3,2000,,フロント,8994,,287780,SSY-EP204-qq-e-7482k,出さない,4515693312041,EP204,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,出さない
イスズ,ピアッツァ,JR120,S59/6～S60/3,2000,,リア,8994,,288905,SSY-EP063-qq-e-8786k,出さない,4515693310634,EP063,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,出さない
イスズ,ピアッツァ,JR120,S60/3～H3/8,2000,,フロント,8994,,283102,SSY-EP204-qq-e-7483k,出さない,4515693312041,EP204,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,出さない
イスズ,ピアッツァ,JR130,S56/6～H3/8,2000,DOHC,フロント,8994,,288710,SSY-EP204-qq-e-7481k,出さない,4515693312041,EP204,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,出さない
イスズ,ピアッツァ,JR130,S56/6～H3/8,2000,SOHC,フロント,8994,,286849,SSY-EP204-qq-e-7479k,出さない,4515693312041,EP204,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,出さない
イスズ,ピアッツァ,JR130,S56/6～H3/8,2000,SOHC,リア,8994,,285202,SSY-EP063-qq-e-8784k,出さない,4515693310634,EP063,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,出さない
イスズ,ピアッツァ,JR130,S56/6～S60/3,2000,DOHC,フロント,8994,,287779,SSY-EP204-qq-e-7480k,出さない,4515693312041,EP204,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,出さない
イスズ,ピアッツァ,JR130,S56/6～S60/3,2000,DOHC,リア,8994,,283286,SSY-EP063-qq-e-8785k,出さない,4515693310634,EP063,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,出さない
イスズ,ピアッツァ,JT221,H3/8～H5/12,1800,,フロント,8994,,283168,SSY-EP235-qq-e-7484k,出さない,4515693312355,EP235,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,出さない
イスズ,ピアッツァ,JT221,H3/8～H5/12,1800,,リア,8994,,288641,SSY-EP238-qq-e-8787k,出さない,4515693312386,EP238,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,出さない
イスズ,ビークロス,UGS25DW,H9/4～H11/3,3200,,フロント,8994,,286790,SSY-EP331-qq-e-7485k,出さない,4515693313314,EP331,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,出さない
イスズ,ビークロス,UGS25DW,H9/4～H11/3,3200,,リア,8994,,282092,SSY-EP332-qq-e-8788k,出さない,4515693313321,EP332,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,出さない
イスズ,ビッグホーン,UBS12/UBS13/UBS17/UBS52/UBS55,S62/6～H3/12,2000～2200,4輪ディスク,フロント,8994,,289556,SSY-EP277-qq-e-7488k,出さない,4515693312775,EP277,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,出さない
イスズ,ビッグホーン,UBS12/UBS13/UBS17/UBS52/UBS55,S62/6～H3/12,2000～2200,リアドラム,フロント,8994,,286008,SSY-EP277-qq-e-7487k,出さない,4515693312775,EP277,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,出さない
イスズ,ビッグホーン,UBS12/UBS13/UBS52/UBS55,S61/11～S62/6,2000～2800,,フロント,8994,,289690,SSY-EP277-qq-e-7486k,出さない,4515693312775,EP277,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,出さない
イスズ,ビッグホーン,UBS25/UBS69,H3/12～H14/12,3200～,,フロント,8994,,286791,SSY-EP331-qq-e-7489k,出さない,4515693313314,EP331,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,出さない
イスズ,ビッグホーン,UBS25/UBS69,H3/12～H14/12,3200～,,リア,8994,,282093,SSY-EP332-qq-e-8789k,出さない,4515693313321,EP332,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,出さない
イスズ,ビッグホーン,UBS26GW/UBS73GW,H10/2～H14/12,3200～3500,,フロント,8994,,286792,SSY-EP331-qq-e-7490k,出さない,4515693313314,EP331,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,出さない
イスズ,ビッグホーン,UBS26GW/UBS73GW,H10/2～H14/12,3200～3500,,リア,8994,,288644,SSY-EP332-qq-e-8790k,出さない,4515693313321,EP332,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,出さない
イスズ,フィリー,JAPE50/JATE50/JAPWE50/JATWE50,H12/10～H14/5,3000～3500,,フロント,8994,,288001,SSY-EP346-qq-e-7491k,出さない,4515693313468,EP346,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,出さない
イスズ,ミュー,UCS17,H1/5～H10/6,2600,,フロント,8994,,283104,SSY-EP277-qq-e-7492k,出さない,4515693312775,EP277,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,出さない
イスズ,ミュー,UCS55,H2/8～H10/6,2700,,フロント,8994,,288711,SSY-EP277-qq-e-7493k,出さない,4515693312775,EP277,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,出さない
イスズ,ミュー,UCS69DWH,H5/7～H10/6,3000,,フロント,8994,,288643,SSY-EP331-qq-e-7494k,出さない,4515693313314,EP331,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,出さない
イスズ,ミュー,UCS69DWH,H5/7～H10/6,3000,,リア,8994,,285850,SSY-EP332-qq-e-8791k,出さない,4515693313321,EP332,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,出さない
イスズ,ミュー,UES73EW,H10/6～H14/5,3000,,フロント,8994,,287716,SSY-EP331-qq-e-7495k,出さない,4515693313314,EP331,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,出さない
イスズ,ミュー,UES73EW,H10/6～H14/5,3000,,リア,8994,,286793,SSY-EP332-qq-e-8792k,出さない,4515693313321,EP332,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,出さない
スズキ,Kei,HN11S/HN21S,H10/10～H21/10,660,,フロント,8994,,279701,SSY-EP361-qq-e-1333k,SSY-EP361-qq-e-d-1333k,4515693313611,EP361,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,11100
スズキ,Kei,HN22S,H10/10～H21/10,660,NA ～620000,フロント,8994,,279704,SSY-EP361-qq-e-1336k,SSY-EP361-qq-e-d-1336k,4515693313611,EP361,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,11100
スズキ,Kei,HN22S,H10/10～H21/10,660,NA 620001～643168,フロント,8994,,279705,SSY-EP361-qq-e-1337k,SSY-EP361-qq-e-d-1337k,4515693313611,EP361,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,11100
スズキ,Kei,HN22S,H10/10～H21/10,660,NA 643169～,フロント,8994,,280391,SSY-EP441-qq-e-1338k,SSY-EP441-qq-e-d-1338k,4515693314410,EP441,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,11100
スズキ,Kei,HN22S,H10/10～H21/10,660,ターボ 770001～,フロント,8994,,279703,SSY-EP361-qq-e-1335k,SSY-EP361-qq-e-d-1335k,4515693313611,EP361,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,11100
スズキ,Kei,HN22S,H10/10～H21/10,660,ターボ No.～770000,フロント,8994,,279702,SSY-EP361-qq-e-1334k,SSY-EP361-qq-e-d-1334k,4515693313611,EP361,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,11100
スズキ,Keiワークス,HN22S,H14/11～H21/10,660,,フロント,8994,,279706,SSY-EP361-qq-e-1339k,SSY-EP361-qq-e-d-1339k,4515693313611,EP361,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,11100
スズキ,Keiワークス,HN22S,H14/11～H21/10,660,,リア,8994,,278571,SSY-EP210-qq-e-6710k,SSY-EP210-qq-e-d-6710k,4515693312102,EP210,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,11100
スズキ,MRワゴン,MF21S,H13/12～H18/1,660,型式指定:11180(No.～140469)/11181(No.～531118)/11364(No.～354147),フロント,8994,,279699,SSY-EP361-qq-e-1321k,SSY-EP361-qq-e-d-1321k,4515693313611,EP361,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,11100
スズキ,MRワゴン,MF21S,H13/12～H18/1,660,型式指定:11180(No.140470～163579)/11181(No.531119～)/11364(No.354148～409137)/12362(No.～409137)/12363(No.～163579),フロント,8994,,279700,SSY-EP361-qq-e-1322k,SSY-EP361-qq-e-d-1322k,4515693313611,EP361,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,11100
スズキ,MRワゴン,MF21S,H13/12～H18/1,660,型式指定:11180(No.163580～)/11364(No.409138～)/12362(No.409138～)/12363(No.163580～),フロント,8994,,280387,SSY-EP441-qq-e-1323k,SSY-EP441-qq-e-d-1323k,4515693314410,EP441,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,11100
スズキ,MRワゴン,MF22S,H18/1～H23/1,660,リアドラム,フロント,8994,,280388,SSY-EP441-qq-e-1324k,SSY-EP441-qq-e-d-1324k,4515693314410,EP441,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,11100
スズキ,MRワゴン,MF33S,H23/1～H25/7,660,リアドラム,フロント,8994,,280389,SSY-EP441-qq-e-1325k,SSY-EP441-qq-e-d-1325k,4515693314410,EP441,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,11100
スズキ,MRワゴン,MF33S,H25/7～H28/3,660,リアドラム,フロント,8994,,280390,SSY-EP441-qq-e-1326k,SSY-EP441-qq-e-d-1326k,4515693314410,EP441,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,11100
スズキ,SX4,YA11S/YA41S/YB11S/YB41S,H18/7～H26/11,1500～2000,,フロント,8994,,280055,SSY-EP401-qq-e-1316k,SSY-EP401-qq-e-d-1316k,4515693314014,EP401,ENDLESS,ブレーキパッド,SSY,ローター適正温度域:0～400℃<br>平均摩擦係数:0.35～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,12000,11100
