自動車メーカー,車種,型式,年式,適合詳細,取付位置,販売価格,Camp価格,商品ID,物販コード,取付コード,JANコード,メーカー品番,メーカー名,商品名,種類,仕様,備考,注意事項,定価,SET価格
BMW,E38,GK50/GJ50/L7,98/9～01/09,750,リア,29700,,81821,SPa1251143-qq-e-5648k,出さない,4547726471494,1251143,DIXCEL,ブレーキパッド,SP-α,材質:カーボンセミメタル<br>初期μ:0.55<br>平均μ:0.43～0.48,,,33000,出さない
BMW,E39 セダン,DD25/DM25/DT25,96/7～03/07,525i,フロント,36000,,88450,SPa1211106-qq-e-5649k,出さない,4547726471425,1211106,DIXCEL,ブレーキパッド,SP-α,材質:カーボンセミメタル<br>初期μ:0.55<br>平均μ:0.43～0.48,,,40000,出さない
BMW,E39 セダン,DD28/DM28,96/7～00/10,528i,フロント,36000,,101522,SPa1211106-qq-e-5650k,出さない,4547726471425,1211106,DIXCEL,ブレーキパッド,SP-α,材質:カーボンセミメタル<br>初期μ:0.55<br>平均μ:0.43～0.48,,,40000,出さない
BMW,E39 セダン,DE50,99/6～,M5 5.0,リア,29700,,81822,SPa1251143-qq-e-5652k,出さない,4547726471494,1251143,DIXCEL,ブレーキパッド,SP-α,材質:カーボンセミメタル<br>初期μ:0.55<br>平均μ:0.43～0.48,,,33000,出さない
BMW,E39 セダン,,96/4～97/9,535i,フロント,36000,,75581,SPa1211106-qq-e-5651k,出さない,4547726471425,1211106,DIXCEL,ブレーキパッド,SP-α,材質:カーボンセミメタル<br>初期μ:0.55<br>平均μ:0.43～0.48,,,40000,出さない
BMW,E39 ツーリング,DS25/DS25A/DD28A/DP28,97/4～04/05,525i/528i,フロント,36000,,114455,SPa1211106-qq-e-5653k,出さない,4547726471425,1211106,DIXCEL,ブレーキパッド,SP-α,材質:カーボンセミメタル<br>初期μ:0.55<br>平均μ:0.43～0.48,,,40000,出さない
BMW,E40 Z3,CH19/CL20/CN22,96/7～03,1.9/2.0/2.2,フロント,34200,,108154,SPa1210710-qq-e-5654k,出さない,4547726471371,1210710,DIXCEL,ブレーキパッド,SP-α,材質:カーボンセミメタル<br>初期μ:0.55<br>平均μ:0.43～0.48,,,38000,出さない
BMW,E40 Z3,CH19/CL20/CN22,96/7～03,1.9/2.0/2.2,リア,34200,,107822,SPa1250907-qq-e-5655k,出さない,4547726471470,1250907,DIXCEL,ブレーキパッド,SP-α,材質:カーボンセミメタル<br>初期μ:0.55<br>平均μ:0.43～0.48,,,38000,出さない
BMW,E40 Z3,CH28/CK28/CN30,98/5～,2.8/3.0i,フロント,34200,,82126,SPa1210710-qq-e-5656k,出さない,4547726471371,1210710,DIXCEL,ブレーキパッド,SP-α,材質:カーボンセミメタル<br>初期μ:0.55<br>平均μ:0.43～0.48,,,38000,出さない
BMW,E40 Z3,CH28/CK28/CN30,98/5～,2.8/3.0i,リア,34200,,107823,SPa1250907-qq-e-5657k,出さない,4547726471470,1250907,DIXCEL,ブレーキパッド,SP-α,材質:カーボンセミメタル<br>初期μ:0.55<br>平均μ:0.43～0.48,,,38000,出さない
BMW,E40 Z3,CM32/CK32/CL32,98/10～,M 3.2<br>クーペ&ロードスター,フロント,36000,,101520,SPa1210602-qq-e-5658k,出さない,4547726471364,1210602,DIXCEL,ブレーキパッド,SP-α,材質:カーボンセミメタル<br>初期μ:0.55<br>平均μ:0.43～0.48,,,40000,出さない
BMW,E46 カブリオレ,AM25,95/3～00/07,323Ci カブリオレ,フロント,36000,,121123,SPa1211421-qq-e-5668k,出さない,4547726472514,1211421,DIXCEL,ブレーキパッド,SP-α,材質:カーボンセミメタル<br>初期μ:0.55<br>平均μ:0.43～0.48,,,40000,出さない
BMW,E46 カブリオレ,AV30,00/08～,330Ci カブリオレ,フロント,36000,,82129,SPa1211106-qq-e-5669k,出さない,4547726471425,1211106,DIXCEL,ブレーキパッド,SP-α,材質:カーボンセミメタル<br>初期μ:0.55<br>平均μ:0.43～0.48,,,40000,出さない
BMW,E46 カブリオレ,AV30,00/08～,330Ci カブリオレ,リア,29700,,101189,SPa1251143-qq-e-5670k,出さない,4547726471494,1251143,DIXCEL,ブレーキパッド,SP-α,材質:カーボンセミメタル<br>初期μ:0.55<br>平均μ:0.43～0.48,,,33000,出さない
BMW,E46 クーペ,AL19/AY20/BX20/AM28,99/06～,318Ci/328Ci,フロント,36000,,88452,SPa1211421-qq-e-5663k,出さない,4547726472514,1211421,DIXCEL,ブレーキパッド,SP-α,材質:カーボンセミメタル<br>初期μ:0.55<br>平均μ:0.43～0.48,,,40000,出さない
BMW,E46 クーペ,AV30,00/08～,330Ci,フロント,36000,,94980,SPa1211106-qq-e-5664k,出さない,4547726471425,1211106,DIXCEL,ブレーキパッド,SP-α,材質:カーボンセミメタル<br>初期μ:0.55<br>平均μ:0.43～0.48,,,40000,出さない
BMW,E46 クーペ,AV30,00/08～,330Ci,リア,29700,,81824,SPa1251143-qq-e-5665k,出さない,4547726471494,1251143,DIXCEL,ブレーキパッド,SP-α,材質:カーボンセミメタル<br>初期μ:0.55<br>平均μ:0.43～0.48,,,33000,出さない
BMW,E46 セダン,AL19/AY20/AM20/AV22,98/7～05/03,318i/320i,フロント,36000,,88451,SPa1211421-qq-e-5659k,出さない,4547726472514,1211421,DIXCEL,ブレーキパッド,SP-α,材質:カーボンセミメタル<br>初期μ:0.55<br>平均μ:0.43～0.48,,,40000,出さない
BMW,E46 セダン,AM25/AV25/AM28,98/7～05/03,323i/325i/328i,フロント,36000,,75582,SPa1211421-qq-e-5660k,出さない,4547726472514,1211421,DIXCEL,ブレーキパッド,SP-α,材質:カーボンセミメタル<br>初期μ:0.55<br>平均μ:0.43～0.48,,,40000,出さない
BMW,E46 セダン,AV30,00/08～05/03,330i/330Xi,フロント,36000,,108157,SPa1211106-qq-e-5661k,出さない,4547726471425,1211106,DIXCEL,ブレーキパッド,SP-α,材質:カーボンセミメタル<br>初期μ:0.55<br>平均μ:0.43～0.48,,,40000,出さない
BMW,E46 セダン,AV30,00/08～05/03,330i/330Xi,リア,29700,,81823,SPa1251143-qq-e-5662k,出さない,4547726471494,1251143,DIXCEL,ブレーキパッド,SP-α,材質:カーボンセミメタル<br>初期μ:0.55<br>平均μ:0.43～0.48,,,33000,出さない
BMW,E46 ツーリング,AL19/AY20/AM20/AV22/AV25/AM28,99/11～,318i/320i/325i/328i ツーリング,フロント,36000,,88453,SPa1211421-qq-e-5667k,出さない,4547726472514,1211421,DIXCEL,ブレーキパッド,SP-α,材質:カーボンセミメタル<br>初期μ:0.55<br>平均μ:0.43～0.48,,,40000,出さない
BMW,E46 ハッチバック,AT18/AU20,01/10～,316ti/318ti/325ti,フロント,36000,,82131,SPa1211421-qq-e-5666k,出さない,4547726472514,1211421,DIXCEL,ブレーキパッド,SP-α,材質:カーボンセミメタル<br>初期μ:0.55<br>平均μ:0.43～0.48,,,40000,出さない
BMW,E46(M3),BL32/M3CSL,01/02～,3.2/CSL,フロント,36000,,114456,SPa1211106-qq-e-5671k,出さない,4547726471425,1211106,DIXCEL,ブレーキパッド,SP-α,材質:カーボンセミメタル<br>初期μ:0.55<br>平均μ:0.43～0.48,,,40000,出さない
BMW,E46(M3),BL32/M3CSL,01/02～,3.2/CSL,リア,29700,,75590,SPa1251143-qq-e-5672k,出さない,4547726471494,1251143,DIXCEL,ブレーキパッド,SP-α,材質:カーボンセミメタル<br>初期μ:0.55<br>平均μ:0.43～0.48,,,33000,出さない
BMW,E52 Z8,EJ50,00/05～,5.0,リア,29700,,95551,SPa1251143-qq-e-5673k,出さない,4547726471494,1251143,DIXCEL,ブレーキパッド,SP-α,材質:カーボンセミメタル<br>初期μ:0.55<br>平均μ:0.43～0.48,,,33000,出さない
BMW,E53 X5,FA30/FA30N/FA30NA/FB44/FB44N/FB44NA,00/12～07/05,3.0i/4.4i,リア,29700,,89058,SPa1251143-qq-e-5674k,出さない,4547726471494,1251143,DIXCEL,ブレーキパッド,SP-α,材質:カーボンセミメタル<br>初期μ:0.55<br>平均μ:0.43～0.48,,,33000,出さない
