自動車メーカー,車種,型式,エンジン,年式,適合詳細,販売価格,C_販売価格,商品ID,物販コード,取付コード,メーカー品番,メーカー名,商品名,フルキット設定バネレート【F/R】N/mm(kgf/mm),自由長【F/R】(mm),減衰力 ピストン速度 0.1m/sec 減衰力値N F:伸び側/縮み側,減衰力 ピストン速度 0.1m/sec 減衰力値N R:伸び側/縮み側,車高情報出荷時(最大上限～最大下限)【F/R】,備考,商品について,定価,SET価格,C_SET価格
ホンダ,S2000,AP1,F20C,99/04～05/10,,125652,119501,127354,80230-AH001-qq-e-127,80230-AH001-qq-e-d-127,80230-AH001,HKS,マックス IV GT,F=78(8)/R=69(7),200/200,1496/280,853/260,-29(0～85)/-28(0～67),,フルキットご購入の際には、ご希望のバネレートへ変更できます(HKSが取扱するスプリングとし、自由長の変更は不可)<br>ご希望の場合は、必ずご注文時にお知らせ下さい<br>各車種別推奨バネレート範囲を超えるバネレート変更は保証対象外となります<br>車高情報の数値は、HKS社内でのフルキット設定の組み合わせによる参考値データ(ノーマル比)です(データは車輌の個体差・組み付け条件により変化します)<br>カッコ内の数値(上限～下限)はノーマル車高から可能な車高調整幅のみを示したもので、あくまで参考値となります<br>車種によっては走行に支障をきたす恐れがありますのでご注意ください,182000,137000,129700
ホンダ,S2000,AP2,F22C,05/11～09/09,,125652,119501,127353,80230-AH001-qq-e-126,80230-AH001-qq-e-d-126,80230-AH001,HKS,マックス IV GT,F=78(8)/R=69(7),200/200,1496/280,853/260,-29(0～85)/-28(0～67),,フルキットご購入の際には、ご希望のバネレートへ変更できます(HKSが取扱するスプリングとし、自由長の変更は不可)<br>ご希望の場合は、必ずご注文時にお知らせ下さい<br>各車種別推奨バネレート範囲を超えるバネレート変更は保証対象外となります<br>車高情報の数値は、HKS社内でのフルキット設定の組み合わせによる参考値データ(ノーマル比)です(データは車輌の個体差・組み付け条件により変化します)<br>カッコ内の数値(上限～下限)はノーマル車高から可能な車高調整幅のみを示したもので、あくまで参考値となります<br>車種によっては走行に支障をきたす恐れがありますのでご注意ください,182000,137000,129700
ホンダ,S660,JW5,S07A,15/04～,ターボ,173638,166119,127471,80230-AH007-qq-e-128,80230-AH007-qq-e-d-128,80230-AH007,HKS,マックス IV GT,F=29(3)/R=39(4),200/220(Barrel),226/137,172/79,-22(0～51)/-28(0～56),フロントの車高調整は全長ではなく、プリロード調整式となります,フルキットご購入の際には、ご希望のバネレートへ変更できます(HKSが取扱するスプリングとし、自由長の変更は不可)<br>ご希望の場合は、必ずご注文時にお知らせ下さい<br>各車種別推奨バネレート範囲を超えるバネレート変更は保証対象外となります<br>車高情報の数値は、HKS社内でのフルキット設定の組み合わせによる参考値データ(ノーマル比)です(データは車輌の個体差・組み付け条件により変化します)<br>カッコ内の数値(上限～下限)はノーマル車高から可能な車高調整幅のみを示したもので、あくまで参考値となります<br>車種によっては走行に支障をきたす恐れがありますのでご注意ください,253000,184600,174400
ホンダ,シビック,FC1,L15B,17/09～,日本仕様のシビックセダン(FC1)に適合<br>フロントナックルのサスペンション差込径がφ52.0mmの車両に適合<br>Siグレードや差込径がφ50.5mmの車両には装着できません,132410,126067,127360,80230-AH009-qq-e-1,80230-AH009-qq-e-d-1,80230-AH009,HKS,マックス IV GT,F=39(4)/R=39(4),220(Barrel)/220(Barrel),304/147,314/108,-25(-25～-57)/-24(-1～-36),純正サスペンションの取外しにフロントナックル・ハブASSYの脱着作業が必要です<br>プロショップ、量販店、ディーラーでの自動車整備士による製品の取付を推奨いたします,フルキットご購入の際には、ご希望のバネレートへ変更できます(HKSが取扱するスプリングとし、自由長の変更は不可)<br>ご希望の場合は、必ずご注文時にお知らせ下さい<br>各車種別推奨バネレート範囲を超えるバネレート変更は保証対象外となります<br>車高情報の数値は、HKS社内でのフルキット設定の組み合わせによる参考値データ(ノーマル比)です(データは車輌の個体差・組み付け条件により変化します)<br>カッコ内の数値(上限～下限)はノーマル車高から可能な車高調整幅のみを示したもので、あくまで参考値となります<br>車種によっては走行に支障をきたす恐れがありますのでご注意ください,192000,143700,136000
ホンダ,シビック,FK7,L15B,16/**～,日本仕様の適合年式は17/9～<br>フロントナックルのサスペンション差込径がφ52.0mmの車両に適合<br>タイプRや差込径が50.5mmの車両には装着できません<br>ご購入前に必ずご確認ください,132410,126067,127361,80230-AH009-qq-e-2,80230-AH009-qq-e-d-2,80230-AH009,HKS,マックス IV GT,F=39(4)/R=39(4),220(Barrel)/220(Barrel),304/147,314/108,-25(-19～-51)/-32(-9～-43),純正サスペンションの取外しにフロントナックル・ハブASSYの脱着作業が必要です<br>プロショップ、量販店、ディーラーでの自動車整備士による製品の取付を推奨いたします,フルキットご購入の際には、ご希望のバネレートへ変更できます(HKSが取扱するスプリングとし、自由長の変更は不可)<br>ご希望の場合は、必ずご注文時にお知らせ下さい<br>各車種別推奨バネレート範囲を超えるバネレート変更は保証対象外となります<br>車高情報の数値は、HKS社内でのフルキット設定の組み合わせによる参考値データ(ノーマル比)です(データは車輌の個体差・組み付け条件により変化します)<br>カッコ内の数値(上限～下限)はノーマル車高から可能な車高調整幅のみを示したもので、あくまで参考値となります<br>車種によっては走行に支障をきたす恐れがありますのでご注意ください,192000,143700,136000
ホンダ,シビックタイプR,FD2,K20A,07/03～10/08,5MT<br>無限RR未確認,139169,132633,127356,80230-AH003-qq-e-129,80230-AH003-qq-e-d-129,80230-AH003,HKS,マックス IV GT,F=88(9)/R=69(7),220(Barrel)/Special,1167/407,402/142,-20(0～71)/-33(-13～53),リア形状別体<br>リアマウントは純正流用<br>バネレート変更はフロントのみ可,フルキットご購入の際には、ご希望のバネレートへ変更できます(HKSが取扱するスプリングとし、自由長の変更は不可)<br>ご希望の場合は、必ずご注文時にお知らせ下さい<br>各車種別推奨バネレート範囲を超えるバネレート変更は保証対象外となります<br>車高情報の数値は、HKS社内でのフルキット設定の組み合わせによる参考値データ(ノーマル比)です(データは車輌の個体差・組み付け条件により変化します)<br>カッコ内の数値(上限～下限)はノーマル車高から可能な車高調整幅のみを示したもので、あくまで参考値となります<br>車種によっては走行に支障をきたす恐れがありますのでご注意ください,202000,150400,142300
ホンダ,フィット,GD1/GD3,L13A/L15A,01/06～07/09,2WD用 1.5T FF用,125652,119501,127103,80230-AH005-qq-e-132,80230-AH005-qq-e-d-132,80230-AH005,HKS,マックス IV GT,F=59(6)/R=67(6.8),220(Barrel)/Special,451/177,422/147,-45(0～81)/-38(-13～69),リア形状別体<br>車高データはGD3のもの,フルキットご購入の際には、ご希望のバネレートへ変更できます(HKSが取扱するスプリングとし、自由長の変更は不可)<br>ご希望の場合は、必ずご注文時にお知らせ下さい<br>各車種別推奨バネレート範囲を超えるバネレート変更は保証対象外となります<br>車高情報の数値は、HKS社内でのフルキット設定の組み合わせによる参考値データ(ノーマル比)です(データは車輌の個体差・組み付け条件により変化します)<br>カッコ内の数値(上限～下限)はノーマル車高から可能な車高調整幅のみを示したもので、あくまで参考値となります<br>車種によっては走行に支障をきたす恐れがありますのでご注意ください,182000,137000,129700
ホンダ,フィット,GE6,L13A,07/10～13/08,2WD FF用 1.3L,125652,119501,127358,80230-AH004-qq-e-131,80230-AH004-qq-e-d-131,80230-AH004,HKS,マックス IV GT,F=59(6)/R=37(3.8),220(Barrel)/Special,451/177,206/147,-37(-12～84)/-33(-2～51),リア形状別体,フルキットご購入の際には、ご希望のバネレートへ変更できます(HKSが取扱するスプリングとし、自由長の変更は不可)<br>ご希望の場合は、必ずご注文時にお知らせ下さい<br>各車種別推奨バネレート範囲を超えるバネレート変更は保証対象外となります<br>車高情報の数値は、HKS社内でのフルキット設定の組み合わせによる参考値データ(ノーマル比)です(データは車輌の個体差・組み付け条件により変化します)<br>カッコ内の数値(上限～下限)はノーマル車高から可能な車高調整幅のみを示したもので、あくまで参考値となります<br>車種によっては走行に支障をきたす恐れがありますのでご注意ください,182000,137000,129700
ホンダ,フィット,GE8,L15A,07/10～13/08,2WD RS FF用,125652,119501,127357,80230-AH004-qq-e-130,80230-AH004-qq-e-d-130,80230-AH004,HKS,マックス IV GT,F=59(6)/R=37(3.8),220(Barrel)/Special,451/177,206/147,-25(0～72)/-31(0～49),リア形状別体<br>車高データはGE8のもの,フルキットご購入の際には、ご希望のバネレートへ変更できます(HKSが取扱するスプリングとし、自由長の変更は不可)<br>ご希望の場合は、必ずご注文時にお知らせ下さい<br>各車種別推奨バネレート範囲を超えるバネレート変更は保証対象外となります<br>車高情報の数値は、HKS社内でのフルキット設定の組み合わせによる参考値データ(ノーマル比)です(データは車輌の個体差・組み付け条件により変化します)<br>カッコ内の数値(上限～下限)はノーマル車高から可能な車高調整幅のみを示したもので、あくまで参考値となります<br>車種によっては走行に支障をきたす恐れがありますのでご注意ください,182000,137000,129700
ホンダ,フィットハイブリッド,GP1,LDA-MF6,10/10～13/08,2WD,125652,119501,127359,80230-AH004-qq-e-134,80230-AH004-qq-e-d-134,80230-AH004,HKS,マックス IV GT,F=59(6)/R=37(3.8),220(Barrel)/Special,451/177,206/147,-37(0～93)/-44(0～62),リア形状別体,フルキットご購入の際には、ご希望のバネレートへ変更できます(HKSが取扱するスプリングとし、自由長の変更は不可)<br>ご希望の場合は、必ずご注文時にお知らせ下さい<br>各車種別推奨バネレート範囲を超えるバネレート変更は保証対象外となります<br>車高情報の数値は、HKS社内でのフルキット設定の組み合わせによる参考値データ(ノーマル比)です(データは車輌の個体差・組み付け条件により変化します)<br>カッコ内の数値(上限～下限)はノーマル車高から可能な車高調整幅のみを示したもので、あくまで参考値となります<br>車種によっては走行に支障をきたす恐れがありますのでご注意ください,182000,137000,129700
ホンダ,フィットハイブリッド,GP4,LEA-MF6,12/05～13/08,「RS」2WD<br>RS FF用,125652,119501,127102,80230-AH004-qq-e-133,80230-AH004-qq-e-d-133,80230-AH004,HKS,マックス IV GT,F=59(6)/R=37(3.8),220(Barrel)/Special,451/177,206/147,-25(0～72)/-31(0～49),リア形状別体<br>車高データはGE8のもの,フルキットご購入の際には、ご希望のバネレートへ変更できます(HKSが取扱するスプリングとし、自由長の変更は不可)<br>ご希望の場合は、必ずご注文時にお知らせ下さい<br>各車種別推奨バネレート範囲を超えるバネレート変更は保証対象外となります<br>車高情報の数値は、HKS社内でのフルキット設定の組み合わせによる参考値データ(ノーマル比)です(データは車輌の個体差・組み付け条件により変化します)<br>カッコ内の数値(上限～下限)はノーマル車高から可能な車高調整幅のみを示したもので、あくまで参考値となります<br>車種によっては走行に支障をきたす恐れがありますのでご注意ください,182000,137000,129700
マツダ,RX-7,FD3S,13B-REW,91/12～02/08,,125652,119501,127149,80230-AZ002-qq-e-135,80230-AZ002-qq-e-d-135,80230-AZ002,HKS,マックス IV GT,F=78(8)/R=78(8),200/200,1353/363,1079/314,-20(0～67)/-24(0～86),,フルキットご購入の際には、ご希望のバネレートへ変更できます(HKSが取扱するスプリングとし、自由長の変更は不可)<br>ご希望の場合は、必ずご注文時にお知らせ下さい<br>各車種別推奨バネレート範囲を超えるバネレート変更は保証対象外となります<br>車高情報の数値は、HKS社内でのフルキット設定の組み合わせによる参考値データ(ノーマル比)です(データは車輌の個体差・組み付け条件により変化します)<br>カッコ内の数値(上限～下限)はノーマル車高から可能な車高調整幅のみを示したもので、あくまで参考値となります<br>車種によっては走行に支障をきたす恐れがありますのでご注意ください,182000,137000,129700
マツダ,RX-8,SE3P,13B-MSP,03/04～12/06,,125652,119501,127148,80230-AZ001-qq-e-136,80230-AZ001-qq-e-d-136,80230-AZ001,HKS,マックス IV GT,F=88(9)/R=49(5),200/Special,1334/304,608/167,-23(0～85)/-37(-6～61),リアアッパーマウントは純正使用,フルキットご購入の際には、ご希望のバネレートへ変更できます(HKSが取扱するスプリングとし、自由長の変更は不可)<br>ご希望の場合は、必ずご注文時にお知らせ下さい<br>各車種別推奨バネレート範囲を超えるバネレート変更は保証対象外となります<br>車高情報の数値は、HKS社内でのフルキット設定の組み合わせによる参考値データ(ノーマル比)です(データは車輌の個体差・組み付け条件により変化します)<br>カッコ内の数値(上限～下限)はノーマル車高から可能な車高調整幅のみを示したもので、あくまで参考値となります<br>車種によっては走行に支障をきたす恐れがありますのでご注意ください,182000,137000,129700
マツダ,アクセラ,BM2FS,SH-VPTR,14/01～16/06,グレード:XD,152686,145765,127399,80230-AZ005-qq-e-137,80230-AZ005-qq-e-d-137,80230-AZ005,HKS,マックス IV GT,F=39(4)/R=29(3),250(Barrel)/250(Barrel),481/226,250/152,-29(0～85)/-32(-10～83),,フルキットご購入の際には、ご希望のバネレートへ変更できます(HKSが取扱するスプリングとし、自由長の変更は不可)<br>ご希望の場合は、必ずご注文時にお知らせ下さい<br>各車種別推奨バネレート範囲を超えるバネレート変更は保証対象外となります<br>車高情報の数値は、HKS社内でのフルキット設定の組み合わせによる参考値データ(ノーマル比)です(データは車輌の個体差・組み付け条件により変化します)<br>カッコ内の数値(上限～下限)はノーマル車高から可能な車高調整幅のみを示したもので、あくまで参考値となります<br>車種によっては走行に支障をきたす恐れがありますのでご注意ください,222000,163800,154900
マツダ,アクセラ,BM5FS,P5-VPS,13/11～16/06,グレード:15S,152686,145765,127487,80230-AZ005-qq-e-138,80230-AZ005-qq-e-d-138,80230-AZ005,HKS,マックス IV GT,F=39(4)/R=29(3),250(Barrel)/250(Barrel),481/226,250/152,2(0～59)/-31(-9～82),推奨車高はF=-24/R=-42,フルキットご購入の際には、ご希望のバネレートへ変更できます(HKSが取扱するスプリングとし、自由長の変更は不可)<br>ご希望の場合は、必ずご注文時にお知らせ下さい<br>各車種別推奨バネレート範囲を超えるバネレート変更は保証対象外となります<br>車高情報の数値は、HKS社内でのフルキット設定の組み合わせによる参考値データ(ノーマル比)です(データは車輌の個体差・組み付け条件により変化します)<br>カッコ内の数値(上限～下限)はノーマル車高から可能な車高調整幅のみを示したもので、あくまで参考値となります<br>車種によっては走行に支障をきたす恐れがありますのでご注意ください,222000,163800,154900
マツダ,アテンザ,GJ2FP,SH-VPTR,15/01～,前期型(～14/12)は未確認,152686,145765,127398,80230-AZ004-qq-e-139,80230-AZ004-qq-e-d-139,80230-AZ004,HKS,マックス IV GT,F=49(5)/R=39(4),250(Barrel)/250(Barrel),490/240,299/201,-39(0～71)/-21(0～49),リアの推奨車高は-30mm<br>グレード:XD,フルキットご購入の際には、ご希望のバネレートへ変更できます(HKSが取扱するスプリングとし、自由長の変更は不可)<br>ご希望の場合は、必ずご注文時にお知らせ下さい<br>各車種別推奨バネレート範囲を超えるバネレート変更は保証対象外となります<br>車高情報の数値は、HKS社内でのフルキット設定の組み合わせによる参考値データ(ノーマル比)です(データは車輌の個体差・組み付け条件により変化します)<br>カッコ内の数値(上限～下限)はノーマル車高から可能な車高調整幅のみを示したもので、あくまで参考値となります<br>車種によっては走行に支障をきたす恐れがありますのでご注意ください,222000,163800,154900
マツダ,アテンザワゴン,GJ2AW,SH-VPTR,15/01～,前期型(～14/12)は未確認,152686,145765,127486,80230-AZ004-qq-e-140,80230-AZ004-qq-e-d-140,80230-AZ004,HKS,マックス IV GT,F=49(5)/R=39(4),250(Barrel)/250(Barrel),490/240,299/201,-37(0～69)/-42(0～72),グレード:XD PROACTIVE AWD,フルキットご購入の際には、ご希望のバネレートへ変更できます(HKSが取扱するスプリングとし、自由長の変更は不可)<br>ご希望の場合は、必ずご注文時にお知らせ下さい<br>各車種別推奨バネレート範囲を超えるバネレート変更は保証対象外となります<br>車高情報の数値は、HKS社内でのフルキット設定の組み合わせによる参考値データ(ノーマル比)です(データは車輌の個体差・組み付け条件により変化します)<br>カッコ内の数値(上限～下限)はノーマル車高から可能な車高調整幅のみを示したもので、あくまで参考値となります<br>車種によっては走行に支障をきたす恐れがありますのでご注意ください,222000,163800,154900
マツダ,ロードスター,NCEC,LF-VE,05/08～15/04,,125652,119501,127151,80230-AZ006-qq-e-142,80230-AZ006-qq-e-d-142,80230-AZ006,HKS,マックス IV GT,F=59(6)/R=39(4),200/170,392/157,343/127,-32(0～85)/-29(-6～51),テスト車両:S RHT<br>ソフトトップ車へのマッチング未確認,フルキットご購入の際には、ご希望のバネレートへ変更できます(HKSが取扱するスプリングとし、自由長の変更は不可)<br>ご希望の場合は、必ずご注文時にお知らせ下さい<br>各車種別推奨バネレート範囲を超えるバネレート変更は保証対象外となります<br>車高情報の数値は、HKS社内でのフルキット設定の組み合わせによる参考値データ(ノーマル比)です(データは車輌の個体差・組み付け条件により変化します)<br>カッコ内の数値(上限～下限)はノーマル車高から可能な車高調整幅のみを示したもので、あくまで参考値となります<br>車種によっては走行に支障をきたす恐れがありますのでご注意ください,182000,137000,129700
マツダ,ロードスター,ND5RC,P5-VP/P5-VPR,15/05～,,132410,126067,127397,80230-AZ003-qq-e-141,80230-AZ003-qq-e-d-141,80230-AZ003,HKS,マックス IV GT,F=39(4)/R=39(4),220(Barrel)/170,450/400,250/250,-43(0～100)/-41(0～112),SpecialPackageMT車及びLeatherPacageAT車にて開発<br>車高データはMT車装着時のもの<br>AT車に装着の際は取扱説明書に記載のAT車向け専用データへのリセッティングをお願いします,フルキットご購入の際には、ご希望のバネレートへ変更できます(HKSが取扱するスプリングとし、自由長の変更は不可)<br>ご希望の場合は、必ずご注文時にお知らせ下さい<br>各車種別推奨バネレート範囲を超えるバネレート変更は保証対象外となります<br>車高情報の数値は、HKS社内でのフルキット設定の組み合わせによる参考値データ(ノーマル比)です(データは車輌の個体差・組み付け条件により変化します)<br>カッコ内の数値(上限～下限)はノーマル車高から可能な車高調整幅のみを示したもので、あくまで参考値となります<br>車種によっては走行に支障をきたす恐れがありますのでご注意ください,192000,143700,136000
マツダ,ロードスターRF,NDERC,PE-VPR(RS),16/12～,RF MT車,132410,126067,127150,80230-AZ003-qq-e-143,80230-AZ003-qq-e-d-143,80230-AZ003,HKS,マックス IV GT,F=39(4)/R=39(4),220(Barrel)/170,450/400,250/250,-43(0～113)/-48(-1～92),車高データはMT車装着時のもの,フルキットご購入の際には、ご希望のバネレートへ変更できます(HKSが取扱するスプリングとし、自由長の変更は不可)<br>ご希望の場合は、必ずご注文時にお知らせ下さい<br>各車種別推奨バネレート範囲を超えるバネレート変更は保証対象外となります<br>車高情報の数値は、HKS社内でのフルキット設定の組み合わせによる参考値データ(ノーマル比)です(データは車輌の個体差・組み付け条件により変化します)<br>カッコ内の数値(上限～下限)はノーマル車高から可能な車高調整幅のみを示したもので、あくまで参考値となります<br>車種によっては走行に支障をきたす恐れがありますのでご注意ください,192000,143700,136000
三菱,ランサーエボリューション,CP9A,4G63,98/01～01/01,,139169,132633,127365,80230-AM003-qq-e-146,80230-AM003-qq-e-d-146,80230-AM003,HKS,マックス IV GT,F=69(7)/R=59(6),200/200,1000/330,730/200,-46(-10～76)/-28(0～66),フロントはキャンバー調整式ピロアッパーマウント採用<br>エボ6TM車にて確認,フルキットご購入の際には、ご希望のバネレートへ変更できます(HKSが取扱するスプリングとし、自由長の変更は不可)<br>ご希望の場合は、必ずご注文時にお知らせ下さい<br>各車種別推奨バネレート範囲を超えるバネレート変更は保証対象外となります<br>車高情報の数値は、HKS社内でのフルキット設定の組み合わせによる参考値データ(ノーマル比)です(データは車輌の個体差・組み付け条件により変化します)<br>カッコ内の数値(上限～下限)はノーマル車高から可能な車高調整幅のみを示したもので、あくまで参考値となります<br>車種によっては走行に支障をきたす恐れがありますのでご注意ください,202000,150400,142300
三菱,ランサーエボリューションVII/VIII/IX MR,CT9A,4G63,01/02～07/09,,139169,132633,127363,80230-AM002-qq-e-145,80230-AM002-qq-e-d-145,80230-AM002,HKS,マックス IV GT,F=78(8)/R=59(6),250(Barrel)/200,1059/226,961/167,-34(0～87)/-16(0～71),車高データはCT9Aのもの,フルキットご購入の際には、ご希望のバネレートへ変更できます(HKSが取扱するスプリングとし、自由長の変更は不可)<br>ご希望の場合は、必ずご注文時にお知らせ下さい<br>各車種別推奨バネレート範囲を超えるバネレート変更は保証対象外となります<br>車高情報の数値は、HKS社内でのフルキット設定の組み合わせによる参考値データ(ノーマル比)です(データは車輌の個体差・組み付け条件により変化します)<br>カッコ内の数値(上限～下限)はノーマル車高から可能な車高調整幅のみを示したもので、あくまで参考値となります<br>車種によっては走行に支障をきたす恐れがありますのでご注意ください,202000,150400,142300
三菱,ランサーエボリューションX,CZ4A,4B11,07/10～,SST,139169,132633,127362,80230-AM001-qq-e-144,80230-AM001-qq-e-d-144,80230-AM001,HKS,マックス IV GT,F=78(8)/R=49(5),220(Barrel)/250,677/206,647/177,-32(-10～57)/-23(0～58),,フルキットご購入の際には、ご希望のバネレートへ変更できます(HKSが取扱するスプリングとし、自由長の変更は不可)<br>ご希望の場合は、必ずご注文時にお知らせ下さい<br>各車種別推奨バネレート範囲を超えるバネレート変更は保証対象外となります<br>車高情報の数値は、HKS社内でのフルキット設定の組み合わせによる参考値データ(ノーマル比)です(データは車輌の個体差・組み付け条件により変化します)<br>カッコ内の数値(上限～下限)はノーマル車高から可能な車高調整幅のみを示したもので、あくまで参考値となります<br>車種によっては走行に支障をきたす恐れがありますのでご注意ください,202000,150400,142300
三菱,ランサーエボリューションワゴン,CT9W,4G63,05/09～07/09,ターボ<br>VII/VIII取付可能,139169,132633,127364,80230-AM002-qq-e-147,80230-AM002-qq-e-d-147,80230-AM002,HKS,マックス IV GT,F=78(8)/R=59(6),250(Barrel)/200,1059/226,961/167,-34(0～87)/-16(0～71),車高データはCT9Aのもの,フルキットご購入の際には、ご希望のバネレートへ変更できます(HKSが取扱するスプリングとし、自由長の変更は不可)<br>ご希望の場合は、必ずご注文時にお知らせ下さい<br>各車種別推奨バネレート範囲を超えるバネレート変更は保証対象外となります<br>車高情報の数値は、HKS社内でのフルキット設定の組み合わせによる参考値データ(ノーマル比)です(データは車輌の個体差・組み付け条件により変化します)<br>カッコ内の数値(上限～下限)はノーマル車高から可能な車高調整幅のみを示したもので、あくまで参考値となります<br>車種によっては走行に支障をきたす恐れがありますのでご注意ください,202000,150400,142300
レクサス,CT200h,ZWA10,2ZR-FXE/2ZR-3JM,11/01～,,139169,132633,127123,80230-AT004-qq-e-183,80230-AT004-qq-e-d-183,80230-AT004,HKS,マックス IV GT,F=49(5)/R=49(5),220(Barrel)/200(Barrel),481/147,284/177,-35(0～84)/-36(0～58),,フルキットご購入の際には、ご希望のバネレートへ変更できます(HKSが取扱するスプリングとし、自由長の変更は不可)<br>ご希望の場合は、必ずご注文時にお知らせ下さい<br>各車種別推奨バネレート範囲を超えるバネレート変更は保証対象外となります<br>車高情報の数値は、HKS社内でのフルキット設定の組み合わせによる参考値データ(ノーマル比)です(データは車輌の個体差・組み付け条件により変化します)<br>カッコ内の数値(上限～下限)はノーマル車高から可能な車高調整幅のみを示したもので、あくまで参考値となります<br>車種によっては走行に支障をきたす恐れがありますのでご注意ください,202000,150400,142300
レクサス,GS250,GRL11,4GR-FSE,11/12～,,139169,132633,127384,80230-AT005-qq-e-184,80230-AT005-qq-e-d-184,80230-AT005,HKS,マックス IV GT,F=78(8)/R=98(10),250/220(Barrel),1300/400,800/300,-11(0～96)/-35(-28～77),リア形状別体<br>車高データはGS350のもの<br>350Fスポーツにて開発,フルキットご購入の際には、ご希望のバネレートへ変更できます(HKSが取扱するスプリングとし、自由長の変更は不可)<br>ご希望の場合は、必ずご注文時にお知らせ下さい<br>各車種別推奨バネレート範囲を超えるバネレート変更は保証対象外となります<br>車高情報の数値は、HKS社内でのフルキット設定の組み合わせによる参考値データ(ノーマル比)です(データは車輌の個体差・組み付け条件により変化します)<br>カッコ内の数値(上限～下限)はノーマル車高から可能な車高調整幅のみを示したもので、あくまで参考値となります<br>車種によっては走行に支障をきたす恐れがありますのでご注意ください,202000,150400,142300
レクサス,GS350,GRL10,2GR-FSE,12/01～,,139169,132633,127385,80230-AT005-qq-e-185,80230-AT005-qq-e-d-185,80230-AT005,HKS,マックス IV GT,F=78(8)/R=98(10),250/220(Barrel),1300/400,800/300,-11(0～96)/-35(-28～77),リア形状別体<br>350Fスポーツにて開発,フルキットご購入の際には、ご希望のバネレートへ変更できます(HKSが取扱するスプリングとし、自由長の変更は不可)<br>ご希望の場合は、必ずご注文時にお知らせ下さい<br>各車種別推奨バネレート範囲を超えるバネレート変更は保証対象外となります<br>車高情報の数値は、HKS社内でのフルキット設定の組み合わせによる参考値データ(ノーマル比)です(データは車輌の個体差・組み付け条件により変化します)<br>カッコ内の数値(上限～下限)はノーマル車高から可能な車高調整幅のみを示したもので、あくまで参考値となります<br>車種によっては走行に支障をきたす恐れがありますのでご注意ください,202000,150400,142300
レクサス,GS350,GRS191,2GR-FSE,05/08～11/12,,139169,132633,127477,80230-AT003-qq-e-186,80230-AT003-qq-e-d-186,80230-AT003,HKS,マックス IV GT,F=69(7)/R=59(6),200/250,853/226,745/196,-41(0～71)/-24(0～125),リア車高の下限値はヘルパースプリングを取り外した際の値,フルキットご購入の際には、ご希望のバネレートへ変更できます(HKSが取扱するスプリングとし、自由長の変更は不可)<br>ご希望の場合は、必ずご注文時にお知らせ下さい<br>各車種別推奨バネレート範囲を超えるバネレート変更は保証対象外となります<br>車高情報の数値は、HKS社内でのフルキット設定の組み合わせによる参考値データ(ノーマル比)です(データは車輌の個体差・組み付け条件により変化します)<br>カッコ内の数値(上限～下限)はノーマル車高から可能な車高調整幅のみを示したもので、あくまで参考値となります<br>車種によっては走行に支障をきたす恐れがありますのでご注意ください,202000,150400,142300
レクサス,GS430,UZS190,3UZ-FE,05/08～07/09,,139169,132633,127380,80230-AT003-qq-e-187,80230-AT003-qq-e-d-187,80230-AT003,HKS,マックス IV GT,F=69(7)/R=59(6),200/250,853/226,745/196,-41(0～71)/-24(0～125),車高データはGRS191のもの<br>リア車高の下限値はヘルパースプリングを取り外した際の値,フルキットご購入の際には、ご希望のバネレートへ変更できます(HKSが取扱するスプリングとし、自由長の変更は不可)<br>ご希望の場合は、必ずご注文時にお知らせ下さい<br>各車種別推奨バネレート範囲を超えるバネレート変更は保証対象外となります<br>車高情報の数値は、HKS社内でのフルキット設定の組み合わせによる参考値データ(ノーマル比)です(データは車輌の個体差・組み付け条件により変化します)<br>カッコ内の数値(上限～下限)はノーマル車高から可能な車高調整幅のみを示したもので、あくまで参考値となります<br>車種によっては走行に支障をきたす恐れがありますのでご注意ください,202000,150400,142300
レクサス,GS450h,GWL10,2GR-FXE/2GR-1KM,12/03～,,139169,132633,127124,80230-AT005-qq-e-188,80230-AT005-qq-e-d-188,80230-AT005,HKS,マックス IV GT,F=78(8)/R=98(10),250/220(Barrel),1300/400,800/300,-15(0～96)/-44(-37～84),リア形状別体<br>450h Fスポーツにて確認,フルキットご購入の際には、ご希望のバネレートへ変更できます(HKSが取扱するスプリングとし、自由長の変更は不可)<br>ご希望の場合は、必ずご注文時にお知らせ下さい<br>各車種別推奨バネレート範囲を超えるバネレート変更は保証対象外となります<br>車高情報の数値は、HKS社内でのフルキット設定の組み合わせによる参考値データ(ノーマル比)です(データは車輌の個体差・組み付け条件により変化します)<br>カッコ内の数値(上限～下限)はノーマル車高から可能な車高調整幅のみを示したもので、あくまで参考値となります<br>車種によっては走行に支障をきたす恐れがありますのでご注意ください,202000,160400,152300
